Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,bg
Phyllomyias griseiceps,Sooty-headed Tyrannulet,sohtyr1,203700721,FALSE,Сивоглава американска мухоловка
Phyllomyias plumbeiceps,Plumbeous-crowned Tyrannulet,plctyr1,69418551,FALSE,Пъстроглава американска мухоловка
Phyllomyias nigrocapillus,Black-capped Tyrannulet,blctyr1,272846281,FALSE,Черноглава американска мухоловка
Phyllomyias cinereiceps,Ashy-headed Tyrannulet,ashtyr1,203931981,FALSE,Пепелявоглава американска мухоловка
Phyllomyias uropygialis,Tawny-rumped Tyrannulet,tartyr1,305835051,FALSE,Жълтокръста американска мухоловка
Phaeomyias tumbezana,Tumbes Tyrannulet,,,FALSE,
Phaeomyias murina,Mouse-coloured Tyrannulet,,,FALSE,
Nesotriccus ridgwayi,Cocos Flycatcher,cocfly1,50672,FALSE,Кокоска мухоловка
Pseudelaenia leucospodia,Grey-and-white Tyrannulet,gawtyr2,297224,FALSE,Белокачулеста мухоловка
Mecocerculus poecilocercus,White-tailed Tyrannulet,whttyr1,203933911,FALSE,Белоопашата американска мухоловка
Mecocerculus hellmayri,Buff-banded Tyrannulet,bubtyr1,212292,FALSE,Маслиновогърба американска мухоловка
Mecocerculus stictopterus,White-banded Tyrannulet,whbtyr1,591553671,FALSE,Пъстрокрила американска мухоловка
Mecocerculus leucophrys,White-throated Tyrannulet,whttyr2,410151331,FALSE,Белогуша американска мухоловка
Mecocerculus calopterus,Rufous-winged Tyrannulet,ruwtyr1,65512941,FALSE,Ръждивокрила американска мухоловка
Mecocerculus minor,Sulphur-bellied Tyrannulet,subtyr1,203958121,FALSE,Жълтокорема американска мухоловка
Anairetes nigrocristatus,Black-crested Tit-tyrant,bkctit1,218525791,FALSE,Планинска синигерова мухоловка
Anairetes reguloides,Pied-crested Tit-tyrant,pcttyr1,65513151,FALSE,Перуанска синигерова мухоловка
Anairetes alpinus,Ash-breasted Tit-tyrant,abttyr1,172809791,FALSE,Пепелява синигерова мухоловка
Anairetes flavirostris,Yellow-billed Tit-tyrant,ybttyr1,439745651,FALSE,Жълтоклюна синигерова мухоловка
Anairetes parulus,Tufted Tit-tyrant,tuttyr1,470502571,FALSE,Ушата синигерова мухоловка
Anairetes fernandezianus,Juan Fernandez Tit-tyrant,jfttyr1,82211811,FALSE,Хуанфернандеска синигерова мухоловка
Polystictus pectoralis,Bearded Tachuri,beatac1,278582321,FALSE,Пъстроглава ливадна мухоловка
Polystictus superciliaris,Grey-backed Tachuri,gybtac1,305810571,FALSE,Сивогърба ливадна мухоловка
Culicivora caudacuta,Sharp-tailed Tyrant,shttyr1,494758911,FALSE,Клиноопашата ливадна мухоловка
Pseudocolopteryx sclateri,Crested Doradito,credor1,224892,FALSE,Качулата тръстикова мухоловка
Pseudocolopteryx acutipennis,Subtropical Doradito,subdor1,203701501,FALSE,Андска тръстикова мухоловка
Pseudocolopteryx dinelliana,Dinelli's Doradito,dindor2,224885,FALSE,Аржентинска тръстикова мухоловка
Pseudocolopteryx flaviventris,Warbling Doradito,wardor1,224887,FALSE,Уругвайска / Голяма тръстикова мухоловка
Pseudocolopteryx citreola,Ticking Doradito,ticdor1,430130321,FALSE,Голяма тръстикова мухоловка
Serpophaga cinerea,Torrent Tyrannulet,tortyr1,250234981,FALSE,Водна американска мухоловка
Serpophaga hypoleuca,River Tyrannulet,rivtyr1,370002361,FALSE,Речна американска мухоловка
Serpophaga nigricans,Sooty Tyrannulet,sootyr1,371665951,FALSE,Тъмна американска мухоловка
Serpophaga subcristata,White-crested Tyrannulet,y01036,93852121,FALSE,Сива американска мухоловка
Serpophaga griseicapilla,Straneck's Tyrannulet,gyctyr2,700380,FALSE,Аржентинска мухоловка
Uromyias agilis,Agile Tit-tyrant,agitit1,66616,FALSE,Пъстрогуша синигерова мухоловка
Uromyias agraphia,Unstreaked Tit-tyrant,unstit1,203890351,FALSE,Черноглава синигерова мухоловка
Muscigralla brevicauda,Short-tailed Field-tyrant,stftyr1,54457661,FALSE,Късоопашата перуанска мухоловка
Attila phoenicurus,Rufous-tailed Attila,rutatt1,63627,FALSE,Червеноопашата кралска мухоловка
Attila cinnamomeus,Cinnamon Attila,cinatt1,306120871,FALSE,Канелена кралска мухоловка
Attila torridus,Ochraceous Attila,ochatt1,203699091,FALSE,Охриста кралска мухоловка
Attila citriniventris,Citron-bellied Attila,cibatt1,204008491,FALSE,Лимоненокорема кралска мухоловка
Attila bolivianus,White-eyed Attila,ducatt1,132750,FALSE,Червена кралска мухоловка
Attila rufus,Grey-hooded Attila,gyhatt1,113229,FALSE,Сивоглава кралска мухоловка
Attila spadiceus,Bright-rumped Attila,brratt1,207693601,FALSE,Жълтокръста кралска мухоловка
Legatus leucophaius,Piratic Flycatcher,pirfly1,117170,FALSE,Паразитна кралска мухоловка
Ramphotrigon megacephalum,Large-headed Flatbill,lahfla2,229364,FALSE,Дебелоглава плоскоклюна мухоловка
Ramphotrigon ruficauda,Rufous-tailed Flatbill,rutfla1,203931211,FALSE,Червеноопашата плоскоклюна мухоловка
Ramphotrigon fuscicauda,Dusky-tailed Flatbill,dutfla1,126865,FALSE,Черноопашата плоскоклюна мухоловка
Deltarhynchus flammulatus,Flammulated Flycatcher,flafly1,479271301,FALSE,Мексиканска плоскоклюна мухоловка
Pitangus sulphuratus,Great Kiskadee,grekis,131671181,TRUE,Голяма присмехулна мухоловка
Philohydor lictor,Lesser Kiskadee,leskis1,270711,FALSE,Малка присмехулна мухоловка
Machetornis rixosa,Cattle Tyrant,cattyr,69697,FALSE,Биволска кралска мухоловка
Tyrannopsis sulphurea,Sulphury Flycatcher,sulfly1,639757417,FALSE,Амазонска кралска мухоловка
Megarynchus pitangua,Boat-billed Flycatcher,bobfly1,640785996,FALSE,Дългоклюна кралска мухоловка
Myiodynastes hemichrysus,Golden-bellied Flycatcher,gobfly1,80980,FALSE,Златокорема кралска мухоловка
Myiodynastes chrysocephalus,Golden-crowned Flycatcher,gocfly1,193175,FALSE,Пъстроглава кралска мухоловка
Myiodynastes bairdii,Baird's Flycatcher,baifly1,43205,FALSE,Черночела кралска мухоловка
Myiodynastes luteiventris,Sulphur-bellied Flycatcher,subfly,7806,FALSE,Жълтокорема кралска мухоловка
Myiodynastes solitarius,Southern Streaked Flycatcher,,,FALSE,Ивичеста кралска мухоловка (ssp. solitarius)
Myiodynastes maculatus,Northern Streaked Flycatcher,strfly1,113357,FALSE,Ивичеста кралска мухоловка
Myiozetetes cayanensis,Rusty-margined Flycatcher,rumfly1,517566971,FALSE,Кайенска кралска мухоловка
Myiozetetes similis,Social Flycatcher,socfly1,157772511,FALSE,Социална кралска мухоловка
Myiozetetes granadensis,Grey-capped Flycatcher,grcfly1,165857,FALSE,Белочела кралска мухоловка
Myiozetetes luteiventris,Dusky-chested Flycatcher,ducfly2,203955651,FALSE,Тъмна кралска мухоловка
Conopias albovittatus,White-ringed Flycatcher,whrfly,203007531,FALSE,Чернолика кралска мухоловка
Conopias parvus,Yellow-throated Flycatcher,yetfly2,69755,FALSE,Жълтогуша кралска мухоловка
Conopias trivirgatus,Three-striped Flycatcher,thsfly2,203699451,FALSE,Жълтогърда кралска мухоловка
Conopias cinchoneti,Lemon-browed Flycatcher,lebfly2,13208,FALSE,Жълтовежда кралска мухоловка
Phelpsia inornata,White-bearded Flycatcher,whbfly1,361180991,FALSE,Белобрада кралска мухоловка
Empidonomus varius,Variegated Flycatcher,varfly,622578602,FALSE,Пъстра кралска мухоловка
Griseotyrannus aurantioatrocristatus,Crowned Slaty Flycatcher,croslf1,177045,FALSE,Качулата кралска мухоловка
Tyrannus niveigularis,Snow-throated Kingbird,sntkin1,65511481,FALSE,Сивогърба кралска мухоловка
Tyrannus albogularis,White-throated Kingbird,whtkin1,371688381,FALSE,Белогуша кралска мухоловка
Tyrannus melancholicus,Tropical Kingbird,trokin,7961,TRUE,Тропическа / Мексиканска кралска мухоловка
Tyrannus couchii,Couch's Kingbird,coukin,7953,FALSE,Мексиканска кралска мухоловка
Tyrannus vociferans,Cassin's Kingbird,caskin,85511031,FALSE,Сивогърда кралска мухоловка
Tyrannus crassirostris,Thick-billed Kingbird,thbkin,392846461,FALSE,Дебелоклюна кралска мухоловка
Tyrannus verticalis,Western Kingbird,weskin,56905,FALSE,Западен кралски тиран
Tyrannus tyrannus,Eastern Kingbird,easkin,534398,TRUE,Източен кралски тиран
Tyrannus dominicensis,Grey Kingbird,grykin,73900,FALSE,Сива кралска мухоловка
Tyrannus caudifasciatus,Loggerhead Kingbird,logkin,188095,FALSE,Карибска кралска мухоловка
Tyrannus cubensis,Giant Kingbird,giakin1,62964,FALSE,Кубинска кралска мухоловка
Tyrannus forficatus,Scissor-tailed Flycatcher,sctfly,105244,TRUE,Вилоопашата кралска мухоловка
Tyrannus savana,Fork-tailed Flycatcher,fotfly,171774,FALSE,Саванна кралска мухоловка
Rhytipterna holerythra,Rufous Mourner,rufmou1,614988599,FALSE,Кафява кралска мухоловка
Rhytipterna simplex,Greyish Mourner,gramou1,257226211,FALSE,Пепелява кралска мухоловка
Rhytipterna immunda,Pale-bellied Mourner,pabmou1,225365,FALSE,Жалобна кралска мухоловка
Casiornis rufus,Rufous Casiornis,rufcas2,116293851,FALSE,Ръждива кралска мухоловка
Casiornis fuscus,Ash-throated Casiornis,astcas2,278863301,FALSE,Сивогуша кралска мухоловка
Sirystes albogriseus,Choco Sirystes,siryst3,324632661,FALSE,Чокоенска кралска мухоловка
Sirystes albocinereus,White-rumped Sirystes,whrsir1,532082101,FALSE,Белокръста кралска мухоловка
Sirystes sibilator,Sibilant Sirystes,sibsir1,251717851,FALSE,Бразилска кралска мухоловка
Sirystes subcanescens,Todd's Sirystes,todsir1,127365,FALSE,Гвианска кралска мухоловка
Myiarchus semirufus,Rufous Flycatcher,ruffly1,19603,FALSE,Кафявоглава кралска мухоловка
Myiarchus swainsoni,Swainson's Flycatcher,swafly1,19144,FALSE,Равнинна кралска мухоловка
Myiarchus barbirostris,Sad Flycatcher,sadfly1,18982,FALSE,Ямайска кралска мухоловка
Myiarchus tuberculifer,Dusky-capped Flycatcher,ducfly,40523,FALSE,Черноглава кралска мухоловка
Myiarchus phaeocephalus,Sooty-crowned Flycatcher,socfly2,19419,FALSE,Еквадорска кралска мухоловка
Myiarchus panamensis,Panama Flycatcher,panfly1,203773271,FALSE,Панамска кралска мухоловка
Myiarchus ferox,Short-crested Flycatcher,shcfly1,19489,FALSE,Тънкоклюна кралска мухоловка
Myiarchus venezuelensis,Venezuelan Flycatcher,venfly1,19104,FALSE,Венецуелска кралска мухоловка
Myiarchus cephalotes,Pale-edged Flycatcher,paefly1,7477,FALSE,Планинска кралска мухоловка
Myiarchus validus,Rufous-tailed Flycatcher,rutfly1,203886171,FALSE,Ръждивоопашата кралска мухоловка
Myiarchus sagrae,La Sagra's Flycatcher,lasfly,203885381,FALSE,Бахамска кралска мухоловка
Myiarchus stolidus,Stolid Flycatcher,stofly1,7735,FALSE,Еспаньолска кралска мухоловка
Myiarchus antillarum,Puerto Rican Flycatcher,purfly1,19758,FALSE,Пуерториканска кралска мухоловка
Myiarchus oberi,Lesser Antillean Flycatcher,leafly1,7733,FALSE,Антилска кралска мухоловка
Myiarchus crinitus,Great Crested Flycatcher,grcfly,236839451,TRUE,Сивобуза кралска мухоловка
Myiarchus yucatanensis,Yucatan Flycatcher,yucfly1,226847931,FALSE,Юкатанска кралска мухоловка
Myiarchus tyrannulus,Brown-crested Flycatcher,bncfly,232405201,FALSE,Сивоврата кралска мухоловка
Myiarchus nugator,Grenada Flycatcher,grefly1,19668,FALSE,Гренадска кралска мухоловка
Myiarchus apicalis,Apical Flycatcher,apifly1,203965311,FALSE,Колумбийска кралска мухоловка
Myiarchus cinerascens,Ash-throated Flycatcher,astfly,416231441,TRUE,Пепелявогуша / Салвадорска / Тихоокеанска кралска мухоловка
Myiarchus nuttingi,Nutting's Flycatcher,nutfly1,452438551,FALSE,Тихоокеанска / Салвадорска кралска мухоловка
Myiarchus magnirostris,Galapagos Flycatcher,galfly1,19683,FALSE,Галапагоска кралска мухоловка
Colonia colonus,Long-tailed Tyrant,lottyr1,69688,FALSE,Дългоопашата кралска мухоловка
Myiophobus crypterythrus,Mouse-grey Flycatcher,brcfly4,131367101,FALSE,Пъстрогърда кралчевидна мухоловка
Myiophobus fasciatus,Bran-colored Flycatcher,brcfly1,366611101,FALSE,Пъстрокрила кралчевидна мухоловка
Myiophobus rufescens,Rufescent Flycatcher,brcfly3,74349341,FALSE,Ръждива кралчевидна мухоловка
Myiophobus cryptoxanthus,Olive-chested Flycatcher,olcfly1,613091739,FALSE,Кафява кралчевидна мухоловка
Myiophobus flavicans,Flavescent Flycatcher,flafly2,387473241,FALSE,Жълта кралчевидна мухоловка
Myiophobus phoenicomitra,Orange-crested Flycatcher,orcfly1,623304445,FALSE,Еквадорска кралчевидна мухоловка
Myiophobus inornatus,Unadorned Flycatcher,unafly1,31740881,FALSE,Маслинова кралчевидна мухоловка
