Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,ru
Calidris ptilocnemis,Rock Sandpiper,rocsan,261590171,FALSE,Берингийский/Морской песочник
Calidris maritima,Purple Sandpiper,pursan,103333191,FALSE,Берингийский/Морской песочник
Calidris bairdii,Baird's Sandpiper,baisan,32797461,FALSE,Бэрдов песочник
Calidris minuta,Little Stint,litsti,533917821,FALSE,Кулик-воробей
Calidris minutilla,Least Sandpiper,leasan,250155331,FALSE,Песочник-крошка
Calidris fuscicollis,White-rumped Sandpiper,whrsan,116123881,FALSE,Бонапартов песочник
Calidris subruficollis,Buff-breasted Sandpiper,bubsan,63770,FALSE,Желтозобик
Calidris melanotos,Pectoral Sandpiper,pecsan,31730401,FALSE,Дутыш
Calidris pusilla,Semipalmated Sandpiper,semsan,137536,FALSE,Малый песочник
Calidris mauri,Western Sandpiper,wessan,105875,FALSE,Перепончатопалый песочник
†Prosobonia leucoptera,Tahiti Sandpiper,,,FALSE,
†Prosobonia ellisi,Moorea Sandpiper,moosan1,,FALSE,
†Prosobonia cancellata,Christmas Sandpiper,,,FALSE,
Prosobonia parvirostris,Tuamotu Sandpiper,tuasan1,203895411,FALSE,Туамотский атолльник
Limnodromus semipalmatus,Asian Dowitcher,asidow1,232829801,FALSE,Азиатский бекасовидный веретенник
Limnodromus griseus,Short-billed Dowitcher,shbdow,66312751,FALSE,Короткоклювый/Американский бекасовидный веретенник
Limnodromus scolopaceus,Long-billed Dowitcher,lobdow,263152871,FALSE,Американский бекасовидный веретенник
Scolopax rusticola,Eurasian Woodcock,eurwoo,223253541,FALSE,Вальдшнеп
Scolopax mira,Amami Woodcock,amawoo1,545998771,FALSE,Рюкюйский вальдшнеп
Scolopax saturata,Javan Woodcock,duswoo4,639332972,FALSE,Тёмный вальдшнеп
Scolopax rosenbergii,New Guinea Woodcock,duswoo3,203970291,FALSE,Новогвинейский вальдшнеп
Scolopax bukidnonensis,Bukidnon Woodcock,bukwoo1,203890591,FALSE,Филиппинский вальдшнеп
Scolopax celebensis,Sulawesi Woodcock,sulwoo1,649061526,FALSE,Сулавесский вальдшнеп
Scolopax rochussenii,Moluccan Woodcock,molwoo1,203902941,FALSE,Молуккский вальдшнеп
Scolopax minor,American Woodcock,amewoo,96879691,TRUE,Американский вальдшнеп
Coenocorypha pusilla,Chatham Snipe,chisni1,220229321,FALSE,Чатемский хакавай
†Coenocorypha iredalei,South Island Snipe,soisni1,,FALSE,
Coenocorypha huegeli,Snares Snipe,snisni1,203919681,FALSE,Снарский хакавай
Coenocorypha aucklandica,Auckland Snipe,subsni1,613601246,FALSE,Оклендский хакавай
†Coenocorypha barrierensis,North Island Snipe,noisni1,,FALSE,
Gallinago imperialis,Imperial Snipe,impsni1,86008171,FALSE,Королевский бекас
Gallinago jamesoni,Andean Snipe,andsni1,195145,FALSE,Андский бекас
Gallinago stricklandii,Fuegian Snipe,fuesni1,388297881,FALSE,Патагонский бекас
Gallinago solitaria,Solitary Snipe,solsni1,617554141,FALSE,Горный дупель
Gallinago hardwickii,Latham's Snipe,latsni1,593752771,FALSE,Японский бекас
Gallinago nemoricola,Wood Snipe,woosni1,338905451,FALSE,Гималайский дупель
Gallinago stenura,Pintail Snipe,pitsni,412194641,FALSE,Азиатский бекас
Gallinago megala,Swinhoe's Snipe,swisni1,448249421,FALSE,Лесной дупель
Pedionomus torquatus,Plains-wanderer,plawan1,496959781,TRUE,Австралийский странник
THINOCORIDAE,Seedsnipes,,,FALSE,
Attagis gayi,Rufous-bellied Seedsnipe,rubsee2,615679654,FALSE,Краснобрюхий зобатый бегунок
Attagis malouinus,White-bellied Seedsnipe,whbsee2,34738601,FALSE,Магелланов зобатый бегунок
Thinocorus orbignyianus,Grey-breasted Seedsnipe,gybsee1,305280421,FALSE,Серогрудый зобатый бегунок
Thinocorus rumicivorus,Least Seedsnipe,leasee1,470064751,TRUE,Малый зобатый бегунок
ROSTRATULIDAE,Painted-snipes,,,FALSE,
Rostratula benghalensis,Greater Painted-snipe,grpsni1,354933991,FALSE,Цветной бекас
Rostratula australis,Australian Painted-snipe,auspas1,632481280,FALSE,Австралийский цветной бекас
Nycticryphes semicollaris,South American Painted-snipe,soapas1,267264381,FALSE,Малый цветной бекас
JACANIDAE,Jacanas,,,FALSE,
Jacana spinosa,Northern Jacana,norjac,251027681,FALSE,Желтолобая якана
Jacana jacana,Wattled Jacana,watjac1,102079791,TRUE,Желтолобая/Серёжчатая якана
Hydrophasianus chirurgus,Pheasant-tailed Jacana,phtjac1,77083251,FALSE,Фазанохвостая якана
Gallinago nigripennis,African Snipe,afrsni1,214405201,FALSE,Африканский бекас
Gallinago macrodactyla,Madagascar Snipe,madsni1,93105,FALSE,Мадагаскарский бекас
Gallinago media,Great Snipe,gresni1,203915881,FALSE,Дупель
Gallinago gallinago,Common Snipe,comsni,459120821,TRUE,Бекас
Gallinago delicata,Wilson Snipe,wilsni1,94350,TRUE,Американский бекас
Gallinago paraguaiae,South American Snipe,soasni2,87805851,FALSE,Южноамериканский бекас
Gallinago andina,Puna Snipe,punsni1,606162571,FALSE,Бекас пуны
Gallinago nobilis,Noble Snipe,nobsni1,204007001,FALSE,Длинноклювый бекас
Gallinago undulata,Giant Snipe,giasni1,203952011,FALSE,Большой бекас
Lymnocryptes minimus,Jack Snipe,jacsni,121526901,FALSE,Гаршнеп
Steganopus tricolor,Wilson's Phalarope,wilpha,263159581,FALSE,Большой плавунчик
Phalaropus lobatus,Red-necked Phalarope,renpha,103332941,FALSE,Большой плавунчик
Phalaropus fulicarius,Red Phalarope,redpha1,31731051,FALSE,Плосконосый плавунчик
Xenus cinereus,Terek Sandpiper,tersan,359544591,FALSE,Мородунка
Actitis hypoleucos,Common Sandpiper,comsan,233203,TRUE,Перевозчик
Actitis macularia,Spotted Sandpiper,sposan,170913191,TRUE,Пятнистый перевозчик
Tringa ochropus,Green Sandpiper,grnsan,622258100,FALSE,Черныш
Tringa solitaria,Solitary Sandpiper,solsan,79091261,FALSE,Улит-отшельник
Tringa brevipes,Grey-tailed Tattler,gyttat1,258936451,FALSE,Сибирский пепельный улит
Tringa incana,Wandering Tattler,wantat1,203884851,FALSE,Сибирский/Американский пепельный улит
Tringa semipalmata,Willet,willet1,458691321,TRUE,Перепончатопалый улит
Tringa flavipes,Lesser Yellowlegs,lesyel,207171,FALSE,Желтоногий улит
Tringa erythropus,Spotted Redshank,spored,211565161,FALSE,Щёголь
Tringa nebularia,Common Greenshank,comgre,439989201,FALSE,Большой улит
Tringa melanoleuca,Greater Yellowlegs,greyel,54156951,FALSE,Пёстрый улит
Tringa totanus,Common Redshank,comred1,385661291,FALSE,Травник
Tringa glareola,Wood Sandpiper,woosan,360769611,FALSE,Фифи
Tringa stagnatilis,Marsh Sandpiper,marsan,408383461,FALSE,Поручейник
Tringa guttifer,Spotted Greenshank,norgre1,633014455,FALSE,Охотский улит
Anous stolidus,Brown Noddy,brnnod,3267,FALSE,Бурая кланяющаяся крачка
Anous tenuirostris,Lesser Noddy,lesnod1,203917641,FALSE,Чёрная/Малая кланяющаяся крачка
Anous minutus,Black Noddy,blknod,140105,TRUE,Чёрная кланяющаяся крачка
Procelsterna cerulea,Blue Noddy,,,FALSE,
Procelsterna albivitta,Grey Noddy,,,FALSE,Серая кланяющаяся крачка
Gygis alba,Common White Tern,whiter3,31641521,FALSE,
Gygis microrhyncha,Little White Tern,whiter5,203895611,FALSE,
Rynchops niger,Black Skimmer,blkski,179806,TRUE,Чёрный водорез
Rynchops flavirostris,African Skimmer,afrski1,203966551,FALSE,Африканский водорез
Rynchops albicollis,Indian Skimmer,indski1,204024911,FALSE,Индийский водорез
Saundersilarus saundersi,Saunders's Gull,saugul2,70262551,FALSE,Китайская чайка
Hydrocoloeus minutus,Little Gull,litgul,203913571,FALSE,Малая чайка
Rhodostethia rosea,Ross's Gull,rosgul,105353261,FALSE,Розовая чайка
Creagrus furcatus,Swallow-tailed Gull,swtgul1,31541,FALSE,Галапагосская чайка
Xema sabini,Sabine's Gull,sabgul,179514,FALSE,Вилохвостая чайка
Pagophila eburnea,Ivory Gull,ivogul,137334,TRUE,Белая чайка
Rissa brevirostris,Red-legged Kittiwake,relkit,648005265,FALSE,Красноногая говорушка
Rissa tridactyla,Black-legged Kittiwake,bklkit,203907481,FALSE,Моевка
Larus philadelphia,Bonaparte's Gull,bongul,138200,FALSE,Бонапартова чайка
Larus genei,Slender-billed Gull,slbgul1,258883441,FALSE,Морской голубок
Larus brunnicephalus,Brown-headed Gull,bnhgul1,556861581,FALSE,Буроголовая чайка
Larus ridibundus,Black-headed Gull,bkhgul,348631941,TRUE,Озёрная чайка
Larus serranus,Andean Gull,andgul1,295618241,FALSE,Андская чайка
Larus maculipennis,Brown-hooded Gull,brhgul2,303826411,FALSE,Патагонская чайка
Larus hartlaubii,Hartlaub's Gull,hargul1,609054772,FALSE,Капская чайка
Larus cirrocephalus,Grey-headed Gull,,,FALSE,Сероголовая чайка
Larus novaehollandiae,Silver Gull,silgul2,464937981,FALSE,
L. n. scopulinus,Red-billed Gull,,,FALSE,
Larus bulleri,Black-billed Gull,blbgul1,3306,FALSE,Маорийская чайка
Larus modestus,Grey Gull,,,FALSE,Серая чайка
Larus scoresbii,Dolphin Gull,dolgul2,595326161,FALSE,Магелланова чайка
Larus pipixcan,Franklin's Gull,fragul,408843621,TRUE,Франклинова чайка
Larus atricilla,Laughing Gull,laugul,441673631,TRUE,Ацтекская чайка
Larus fuliginosus,Lava Gull,lavgul1,220926811,FALSE,Тёмная чайка
Larus ichthyaetus,Pallas's Gull,gbhgul2,215664111,FALSE,Черноголовый хохотун
Larus relictus,Relict Gull,relgul2,633572061,FALSE,Реликтовая чайка
Larus melanocephalus,Mediterranean Gull,medgul1,305586,FALSE,
Larus hemprichii,Sooty Gull,soogul2,450012901,FALSE,Аденская чайка
Larus leucophtalmus,White-eyed Gull,whegul2,131356431,FALSE,
Larus audouinii,Audouin's Gull,audgul1,447641181,TRUE,Одуэнова чайка
Larus heermanni,Heermann's Gull,heegul,476586841,FALSE,Серобрюхая чайка
Larus pacificus,Pacific Gull,pacgul1,418013801,FALSE,Большеклювая чайка
Larus crassirostris,Black-tailed Gull,bktgul,596967951,FALSE,Чернохвостая чайка
Larus belcheri,Belcher's Gull,belgul,616763069,FALSE,Бельчерова чайка
Larus atlanticus,Olrog's Gull,olrgul1,203988261,FALSE,Атлантическая чайка
Larus delawarensis,Ring-billed Gull,ribgul,317477141,TRUE,Делавэрская чайка
Larus canus,Mew Gull,mewgul,203916041,FALSE,Сизая чайка
L. c. kamtschatschensis,Kamchatka Gull,,,FALSE,
L. c. brachyrhynchos,Short-billed Gull,mewgul2,280841231,FALSE,
Larus livens,Yellow-footed Gull,yefgul,313341201,FALSE,Желтоногая чайка
Larus occidentalis,Western Gull,wesgul,3361,FALSE,Западная/Желтоногая чайка
Larus californicus,California Gull,calgul,64929341,FALSE,Калифорнийская чайка
Larus dominicanus,Kelp Gull,kelgul,3341,TRUE,Доминиканская чайка
Larus fuscus,Lesser Black-backed Gull,lbbgul,304063,FALSE,Большой поморник
L. f. graellsi,Lesser Black-backed Gull,lbbgul,304063,FALSE,
L. f. heuglini,Heuglin's Gull,,,FALSE,
L. f. barabensis,Steppe Gull,,,FALSE,
Larus argentatus,European Herring Gull,euhgul1,536477691,TRUE,Серебристая чайка
Larus armenicus,Armenian Gull,armgul1,463209681,FALSE,Армянская чайка
Larus michahellis,Yellow-legged Gull,yelgul1,297111911,FALSE,Хохотунья
Larus cachinnans,Caspian Gull,casgul2,620266035,FALSE,Хохотунья
Larus smithsonianus,Arctic Herring Gull,amhgul1,165927,FALSE,Американская серебристая чайка
Larus thayeri,Thayer's Gull,,,FALSE,Полярная чайка (thayeri)
Larus glaucoides,Iceland Gull,y00478,521686071,FALSE,Полярная чайка
L. g. kumlieni,Kumliens's Gull,,,FALSE,
Larus schistisagus,Slaty-backed Gull,slbgul,281920,FALSE,Тихоокеанская чайка
Larus glaucescens,Glaucous-winged Gull,glwgul,183066141,FALSE,Серокрылая чайка
Larus hyperboreus,Glaucous Gull,glagul,61432851,FALSE,Бургомистр
Larus marinus,Great Black-backed Gull,gbbgul,165920,FALSE,Морская чайка
Onychoprion aleuticus,Aleutian Tern,aleter1,79092981,FALSE,Камчатская крачка
Onychoprion fuscatus,Sooty Tern,sooter1,89594,FALSE,Тёмная крачка
Onychoprion anaethetus,Bridled Tern,briter1,294277031,FALSE,Бурокрылая крачка
Onychoprion lunatus,Grey-backed Tern,gybter1,203895321,FALSE,Очковая крачка
Sternula albifrons,Little Tern,litter1,466250791,FALSE,Малая крачка
Sternula saundersii,Saunders's Tern,sauter2,464699051,FALSE,
Sternula antillarum,Least Tern,leater1,170029491,FALSE,Малая/Карликовая крачка
Sternula superciliaris,Yellow-billed Tern,yebter2,629713581,FALSE,Амазонская крачка
TURNICIDAE,Buttonquails,,,FALSE,
Turnix sylvaticus,Common Buttonquail,smabut2,634338894,FALSE,Малая трёхперстка
Turnix maculosus,Red-backed Buttonquail,rebbut2,389622091,FALSE,Красноспинная трёхперстка
Turnix tanki,Yellow-legged Buttonquail,yelbut1,641094861,FALSE,Пятнистая трёхперстка
Turnix nanus,Black-rumped Buttonquail,hotbut3,275759,FALSE,Натальская трёхперстка
Turnix hottentottus,Hottentot Buttonquail,hotbut1,,FALSE,Капская трёхперстка
Turnix ocellatus,Spotted Buttonquail,spobut2,277886741,FALSE,Большая трёхперстка
Turnix suscitator,Barred Buttonquail,barbut1,641334422,FALSE,Полосатая трёхперстка
Turnix nigricollis,Madagascar Buttonquail,madbut1,95290,FALSE,Мадагаскарская трёхперстка
Turnix melanogaster,Black-breasted Buttonquail,blbbut2,266142281,FALSE,Черногрудая трёхперстка
Turnix novaecaledoniae,New Caledonian Buttonquail,paibut1,,FALSE,
Turnix varius,Painted Buttonquail,paibut,204009861,FALSE,Расписная трёхперстка
Turnix olivii,Buff-breasted Buttonquail,bubbut1,,FALSE,Светлогрудая трёхперстка
Turnix castanotus,Chestnut-backed Buttonquail,chbbut2,87639491,FALSE,Каштановоспинная трёхперстка
Turnix pyrrhothorax,Red-chested Buttonquail,recbut1,625756167,FALSE,Красногрудая трёхперстка
Turnix everetti,Sumba Buttonquail,sumbut1,,FALSE,Сумбанская трёхперстка
Turnix worcesteri,Luzon Buttonquail,luzbut1,,FALSE,Лусонская трёхперстка
Turnix velox,Little Buttonquail,litbut1,398984261,FALSE,Австралийская трёхперстка
Ortyxelos meiffrenii,Quail-plover,quailp1,615990555,FALSE,Жаворонковая трёхперстка
DROMADIDAE,Crab-plover,craplo1,345089591,FALSE,
Dromas ardeola,Crab-plover,craplo1,345089591,FALSE,Рачья ржанка
GLAREOLIDAE,Coursers Pratincoles,,,FALSE,Glareolidae sp. (courser sp.)
Smutsornis africanus,Double-banded Courser,dobcou2,21725971,FALSE,Двухполосый бегунок
Rhinoptilus cinctus,Three-banded Courser,thbcou1,546679161,FALSE,Трёхполосый бегунок
Rhinoptilus chalcopterus,Bronze-winged Courser,brwcou1,634989144,FALSE,Бронзовокрылый бегунок
Rhinoptilus bitorquatus,Jerdon's Courser,jercou1,274543,FALSE,Индийский бегунок
Cursorius cursor,Cream-coloured Courser,crccou1,609099204,FALSE,Бегунок
Cursorius somaliensis,Somali Courser,somcou1,615535702,FALSE,Сомалийский бегунок
Cursorius rufus,Burchell's Courser,burcou2,277943,FALSE,Рыжий бегунок
