Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,pt,pt_ao,pt_br,pt_pt
Thamnophilus ruficapillus,Southern Rufous-capped Antshrike,rucant1,189562,FALSE,choca-de-chapéu-vermelho,choca-de-chapéu-vermelho,Choca-de-chapéu-vermelho,formigueiro-de-barrete-ruivo
Thamnophilus subfasciatus,Northern Rufous-capped Antshrike,,,FALSE,,,choca-de-chapéu-vermelho [grupo subfasciatus],formigueiro-de-barrete-ruivo [grupo subfasciatus]
Thamnophilus torquatus,Rufous-winged Antshrike,ruwant2,279623021,FALSE,choca-de-asa-vermelha,choca-de-asa-vermelha,choca-de-asa-vermelha,formigueiro-do-cerrado
Thamnophilus zarumae,Chapman's Antshrike,chaant1,130415,FALSE,choca-zebrada,choca-zebrada,choca-zebrada,formigueiro-de-tumbes
Thamnophilus multistriatus,Bar-crested Antshrike,bacant2,598210321,FALSE,choca-de-poupa-malhada,choca-de-poupa-malhada,choca-de-poupa-malhada,formigueiro-de-crista-barrada
Thamnophilus tenuepunctatus,Lined Antshrike,linant1,203983421,FALSE,choca-vermiculada,choca-vermiculada,choca-vermiculada,formigueiro-vermiculado
Thamnophilus palliatus,Chestnut-backed Antshrike,chbant2,254866341,FALSE,,,choca-listrada,Choca-listrada
Thamnophilus bernardi,Collared Antshrike,colant2,203929931,FALSE,,,,
Thamnophilus shumbae,Maranon Antshrike,colant3,204011491,FALSE,,,,
Thamnophilus bridgesi,Black-hooded Antshrike,blhant2,78769411,FALSE,Choca-de-capuz,Choca-de-capuz,Choca-de-capuz,formigueiro-de-bridges
Thamnophilus atrinucha,Black-crowned Antshrike,wesant1,202807541,FALSE,choca-de-chapéu-preto,choca-de-chapéu-preto,choca-de-chapéu-preto,formigueiro-de-barrete-preto
Thamnophilus schistaceus,Plain-winged Antshrike,plwant1,127632,FALSE,Choca-de-olho-vermelho,Choca-de-olho-vermelho,choca-de-olho-vermelho,formigueiro-d'olho-vermelho
Thamnophilus murinus,Mouse-colored Antshrike,mocant1,389037991,FALSE,Choca-murina,Choca-murina,choca-murina,formigueiro-murino
Thamnophilus nigriceps,Black Antshrike,blaant1,203902721,FALSE,choca-negra,choca-negra,choca-negra,formigueiro-preto-grande
Thamnophilus praecox,Cocha Antshrike,cocant1,203934241,FALSE,choca-do-napo,choca-do-napo,choca-do-napo,formigueiro-do-napo
Thamnophilus cryptoleucus,Castelnau's Antshrike,casant1,203913251,FALSE,Choca-selada,Choca-selada,choca-selada,formigueiro-de-castelnau
Thamnophilus nigrocinereus,Blackish-grey Antshrike,blgant2,203916961,FALSE,,,choca-preta-e-cinza,
Thamnophilus punctatus,Northern Slaty Antshrike,norsla1,389919611,FALSE,,,choca-bate-cabo,Choca-bate-cabo
Thamnophilus stictocephalus,Natterer's Slaty Antshrike,natsla1,203934881,FALSE,Choca-de-natterer,Choca-de-natterer,choca-de-natterer,formigueiro-ardósia-de-natterer
Thamnophilus sticturus,Bolivian Slaty Antshrike,bolsla1,203984381,FALSE,Choca-da-bolívia,Choca-da-bolívia,choca-da-bolívia,formigueiro-ardósia-boliviano
Thamnophilus pelzelni,Planalto Slaty Antshrike,plasla1,247093551,FALSE,Choca-do-planalto,Choca-do-planalto,choca-do-planalto,formigueiro-ardósia-do-planalto
Thamnophilus ambiguus,Sooretama Slaty Antshrike,soosla1,113246,FALSE,Choca-de-sooretama,Choca-de-sooretama,choca-de-sooretama,formigueiro-ardósia-de-sooretama
Thamnophilus caerulescens,Variable Antshrike,varant1,324434731,FALSE,Choca-da-mata,Choca-da-mata,choca-da-mata,formigueiro-variável
Thamnophilus unicolor,Uniform Antshrike,uniant2,465653911,FALSE,choca-unicolor,choca-unicolor,choca-unicolor,formigueiro-unicolor
Thamnophilus aethiops,White-shouldered Antshrike,whsant2,323159601,FALSE,Choca-lisa,Choca-lisa,choca-lisa,formigueiro-d'ombros-brancos
Thamnophilus aroyae,Upland Antshrike,uplant1,647136550,FALSE,choca-serrana,choca-serrana,choca-serrana,formigueiro-montês
Thamnophilus melanonotus,Black-backed Antshrike,blbant1,204027531,FALSE,choca-de-capuz,choca-de-capuz,choca-de-capuz,formigueiro-de-dorso-preto
Thamnophilus melanothorax,Band-tailed Antshrike,batant2,622414139,FALSE,Choca-de-cauda-pintada,Choca-de-cauda-pintada,choca-de-cauda-pintada,formigueiro-de-cauda-bandada
Thamnophilus amazonicus,Amazonian Antshrike,amaant2,388775171,FALSE,Choca-canela,Choca-canela,choca-canela,formigueiro-amazónico
Thamnophilus insignis,Streak-backed Antshrike,stbant1,388976681,FALSE,Choca-de-roraima,Choca-de-roraima,choca-de-roraima,formigueiro-insigne
Thamnophilus divisorus,Acre Antshrike,acrant1,375047281,FALSE,,,,
Biatas nigropectus,White-bearded Antshrike,whbant2,203977511,FALSE,papo-branco,papo-branco,papo-branco,formigueiro-de-barbas-brancas
Xenornis setifrons,Spiny-faced Antshrike,spfant1,499273781,FALSE,choca-salpicada,choca-salpicada,choca-salpicada,formigueiro-panamense
Cercomacra manu,Manu Antbird,manant1,126819,FALSE,Chororó-de-manu,Chororó-de-manu,chororó-de-manu,formigueiro-do-manu
Cercomacra brasiliana,Rio de Janeiro Antbird,rdjant1,217308771,FALSE,Chororó-cinzento,Chororó-cinzento,chororó-cinzento,formigueiro-atlântico
Cercomacra cinerascens,Grey Antbird,gryant2,203954131,FALSE,Chororó-pocuá,Chororó-pocuá,chororó-pocuá,formigueiro-cinzento-pequeno
Cercomacra melanaria,Mato Grosso Antbird,magant1,89175,FALSE,,,chororó-do-pantanal,Chororó-do-pantanal
Cercomacra ferdinandi,Bananal Antbird,banant1,204020301,FALSE,Chororó-de-goiás,Chororó-de-goiás,chororó-de-goiás,formigueiro-do-bananal
Cercomacra carbonaria,Rio Branco Antbird,ribant1,78013,FALSE,chororó-do-rio-branco,chororó-do-rio-branco,chororó-do-rio-branco,formigueiro-do-rio-branco
Cercomacra nigricans,Jet Antbird,jetant1,491011811,FALSE,Chororó-azeviche,Chororó-azeviche,Chororó-azeviche,formigueiro-azeviche
Sciaphylax hemimelaena,Southern Chestnut-tailed Antbird,chtant2,65145941,FALSE,,,formigueiro-de-cauda-castanha/de-cauda-baia,formigueiro-de-cauda-castanha/formigueiro-de-zimmer
Sciaphylax castanea,Northern Chestnut-tailed Antbird,zimant1,80079,FALSE,formigueiro-de-cauda-marrom,formigueiro-de-cauda-marrom,formigueiro-de-cauda-marrom,formigueiro-de-zimmer
Cercomacroides nigrescens,Blackish Antbird,blaant4,203930921,FALSE,,,chororó-negro/negro-do-acre,formigueiro-escuro/formigueiro-ribeirinho
Cercomacroides fuscicauda,Riparian Antbird,blaant5,75972,FALSE,chororó-negro-do-acre,chororó-negro-do-acre,chororó-negro-do-acre,formigueiro-ribeirinho
Cercomacroides laeta,Willis's Antbird,wilant1,46961,FALSE,Chororó-didi,Chororó-didi,chororó-didi,formigueiro-de-willis
Cercomacroides parkeri,Parker's Antbird,parant2,203924701,FALSE,chororó-colombiano,chororó-colombiano,chororó-colombiano,formigueiro-de-parker
Cercomacroides tyrannina,Dusky Antbird,dusant1,197738921,FALSE,,,chororó-escuro,Chororó-escuro
Cercomacroides serva,Black Antbird,blaant2,203962651,FALSE,Chororó-preto,Chororó-preto,chororó-preto,formigueiro-preto-pequeno
Drymophila ferruginea,Ferruginous Antbird,ferant1,88735,FALSE,,,dituí,Trovoada
Drymophila rubicollis,Bertoni's Antbird,berant1,203986191,FALSE,,,,
Drymophila genei,Rufous-tailed Antbird,rutant1,203985551,FALSE,choquinha-da-serra,choquinha-da-serra,choquinha-da-serra,formigueiro-de-cauda-ruiva
Drymophila ochropyga,Ochre-rumped Antbird,ocrant1,112713,FALSE,choquinha-de-dorso-vermelho,choquinha-de-dorso-vermelho,choquinha-de-dorso-vermelho,formigueiro-d'uropígio-ocre
Drymophila malura,Dusky-tailed Antbird,dutant1,429417591,FALSE,choquinha-carijó,choquinha-carijó,choquinha-carijó,formigueiro-estriado-oriental
Drymophila squamata,Scaled Antbird,scaant2,113317,FALSE,Pintadinho,Pintadinho,pintadinho,formigueiro-escamoso
Drymophila devillei,Striated Antbird,strant2,74925,FALSE,Trovoada-listrada,Trovoada-listrada,trovoada-listrada,formigueiro-estriado-ocidental
Drymophila klagesi,Klages's Antbird,klaant2,61984,FALSE,choquinha-do-perijá,choquinha-do-perijá,choquinha-do-perijá,formigueiro-de-perijá
Drymophila hellmayri,Santa Marta Antbird,samant2,619508294,FALSE,choquinha-de-santa-marta,choquinha-de-santa-marta,choquinha-de-santa-marta,formigueiro-de-santa-marta
Drymophila caudata,East Andean Antbird,lotant1,520366321,FALSE,,,,
Drymophila striaticeps,Streak-headed Antbird,sthant1,501083981,FALSE,choquinha-andina,choquinha-andina,choquinha-andina,formigueiro-estriado-andino
Hypocnemis hypoxantha,Yellow-browed Antwarbler,yebant3,203917181,FALSE,Cantador-amarelo,Cantador-amarelo,cantador-amarelo,formigueiro-de-sobrancelha-amarela
Hypocnemis subflava,Yellow-breasted Antwarbler,yebwaa1,65201681,FALSE,Cantador-galego,Cantador-galego,cantador-galego,formigueiro-cantor-amarelo
Hypocnemis flavescens,Imeri Antwarbler,imewaa1,62038,FALSE,Cantador-sulfúreo,Cantador-sulfúreo,cantador-sulfúreo,formigueiro-cantor-sulfúreo
Hypocnemis cantator,Guianan Antwarbler,guiwaa1,306330651,FALSE,,,cantador-da-guiana,Cantador-da-guiana
Hypocnemis peruviana,Peruvian Antwarbler,perwaa1,127612,FALSE,Cantador-sinaleiro,Cantador-sinaleiro,cantador-sinaleiro,formigueiro-cantor-peruano
Hypocnemis ochrogyna,Rondonia Antwarbler,ronwaa1,203985171,FALSE,Cantador-ocráceo,Cantador-ocráceo,cantador-ocráceo,formigueiro-cantor-rondoniense
Hypocnemis rondoni,Manicore Antwarbler,manwaa1,612781839,FALSE,cantador-de-rondon,cantador-de-rondon,cantador-de-rondon,formigueiro-cantor-do-manicoré
Hypocnemis striata,Spix's Antwarbler,spiwaa1,467152061,FALSE,Cantador-estriado,Cantador-estriado,cantador-estriado,formigueiro-cantor-de-spix
Phaenostictus mcleannani,Ocellated Antbird,oceant1,184796,FALSE,papa-formiga-ocelado,papa-formiga-ocelado,papa-formiga-ocelado,formigueiro-ocelado
Pithys albifrons,White-plumed Antbird,whpant1,113210,FALSE,papa-formiga-de-topete,papa-formiga-de-topete,papa-formiga-de-topete,formigueiro-de-pluma
Pithys castaneus,White-masked Antbird,whmant2,286909281,FALSE,papa-formiga-mascarado,papa-formiga-mascarado,papa-formiga-mascarado,formigueiro-mascarado
Willisornis poecilonotus,Common Scale-backed Antbird,scbant3,203933921,FALSE,,,,
Willisornis vidua,Xingu Scale-backed Antbird,scbant8,204021251,FALSE,rendadinho-do-xingu,rendadinho-do-xingu,rendadinho-do-xingu,formigueiro-do-xingu
Willisornis nigrigula,Tapajos Scale-backed Antbird,,,FALSE,,,,
Phlegopsis nigromaculata,Black-spotted Bare-eye,bsbeye1,621408911,FALSE,mãe-de-taoca,mãe-de-taoca,mãe-de-taoca,formigueiro-pintalgado
Phlegopsis borbae,Pale-faced Bare-eye,pafant1,639945707,FALSE,Mãe-de-taoca-dourada,Mãe-de-taoca-dourada,mãe-de-taoca-dourada,formigueiro-de-faces-pálidas
Phlegopsis erythroptera,Reddish-winged Bare-eye,rwbeye1,203933891,FALSE,Mãe-de-taoca-avermelhada,Mãe-de-taoca-avermelhada,mãe-de-taoca-avermelhada,formigueiro-d'asa-ruiva
Oneillornis salvini,White-throated Antbird,whtant1,23814,FALSE,Mãe-de-taoca-de-cauda-barrada,Mãe-de-taoca-de-cauda-barrada,mãe-de-taoca-de-cauda-barrada,formigueiro-de-garganta-branca
Oneillornis lunulatus,Lunulated Antbird,lunant2,203932081,FALSE,mãe-de-taoca-lunulada,mãe-de-taoca-lunulada,mãe-de-taoca-lunulada,formigueiro-lunulado
Gymnopithys bicolor,Bicolored Antbird,bicant2,203900481,FALSE,mãe-de-taoca-bicolor,mãe-de-taoca-bicolor,mãe-de-taoca-bicolor,formigueiro-bicolor
Gymnopithys leucaspis,White-cheeked Antbird,whcant1,203992661,FALSE,,,mãe-de-taoca-bochechuda,
Gymnopithys rufigula,Rufous-throated Antbird,rutant4,451442261,FALSE,mãe-de-taoca-de-garganta-vermelha,mãe-de-taoca-de-garganta-vermelha,mãe-de-taoca-de-garganta-vermelha,formigueiro-de-garganta-ruiva
Rhegmatorhina gymnops,Bare-eyed Antbird,baeant1,165608861,FALSE,Mãe-de-taoca-de-cara-branca,Mãe-de-taoca-de-cara-branca,mãe-de-taoca-de-cara-branca,formigueiro-d'olho-calvo
Rhegmatorhina berlepschi,Harlequin Antbird,harant1,203956831,FALSE,Mãe-de-taoca-arlequim,Mãe-de-taoca-arlequim,mãe-de-taoca-arlequim,formigueiro-arlequim
Rhegmatorhina hoffmannsi,White-breasted Antbird,whbant5,468703281,FALSE,Mãe-de-taoca-papuda,Mãe-de-taoca-papuda,mãe-de-taoca-papuda,formigueiro-de-peito-branco
Rhegmatorhina cristata,Chestnut-crested Antbird,chcant1,203916981,FALSE,Mãe-de-taoca-cristada,Mãe-de-taoca-cristada,mãe-de-taoca-cristada,formigueiro-de-crista-castanha
Rhegmatorhina melanosticta,Hairy-crested Antbird,hacant1,499997921,FALSE,Mãe-de-taoca-cabeçuda,Mãe-de-taoca-cabeçuda,mãe-de-taoca-cabeçuda,formigueiro-cabeludo
Myrmoderus ferrugineus,Ferruginous-backed Antbird,febant1,203955571,FALSE,Formigueiro-ferrugem,Formigueiro-ferrugem,formigueiro-ferrugem,formigueiro-de-dorso-ferrugíneo
Myrmoderus ruficauda,Scalloped Antbird,scaant3,609999816,FALSE,formigueiro-de-cauda-ruiva,formigueiro-de-cauda-ruiva,formigueiro-de-cauda-ruiva,formigueiro-de-grinaldas
Myrmoderus loricatus,White-bibbed Antbird,whbant4,209562,FALSE,formigueiro-assobiador,formigueiro-assobiador,formigueiro-assobiador,formigueiro-de-bibe-setentrional
Myrmoderus squamosus,Squamate Antbird,squant1,321252991,FALSE,papa-formiga-de-grota,papa-formiga-de-grota,papa-formiga-de-grota,formigueiro-de-bibe-meridional
Hylophylax naevioides,Spotted Antbird,spoant1,358974411,FALSE,Guarda-floresta-maculado,Guarda-floresta-maculado,Guarda-floresta-maculado,formigueiro-maculado
Hylophylax naevius,Spot-backed Antbird,spbant6,520075231,FALSE,Guarda-floresta,Guarda-floresta,guarda-floresta,formigueiro-de-dorso-pintalgado
Hylophylax punctulatus,Dot-backed Antbird,dobant2,88459,FALSE,Guarda-várzea,Guarda-várzea,guarda-várzea,formigueiro-da-várzea
Hypocnemoides melanopogon,Black-chinned Antbird,blcant3,369495291,FALSE,Solta-asa-do-norte,Solta-asa-do-norte,solta-asa-do-norte,formigueiro-de-queixo-preto
Hypocnemoides maculicauda,Band-tailed Antbird,batant1,197389731,FALSE,solta-asa,solta-asa,solta-asa,formigueiro-solta-asa
Sclateria naevia,Silvered Antbird,silant1,52401,FALSE,papa-formiga-do-igarapé,papa-formiga-do-igarapé,papa-formiga-do-igarapé,formigueiro-prateado
Myrmelastes saturatus,Roraiman Antbird,rorant2,300104431,FALSE,Formigueiro-de-roraima,Formigueiro-de-roraima,formigueiro-de-roraima,formigueiro-do-roraima
Myrmelastes schistaceus,Slate-colored Antbird,slcant3,531639591,FALSE,Formigueiro-cinza,Formigueiro-cinza,formigueiro-cinza,formigueiro-do-alto-amazonas
Myrmelastes hyperythrus,Plumbeous Antbird,pluant1,11444,FALSE,formigueiro-chumbo,formigueiro-chumbo,formigueiro-chumbo,Formigueiro-plúmbeo
Myrmelastes rufifacies,Rufous-faced Antbird,rufant4,203695621,FALSE,Formigueiro-de-cara-ruiva,Formigueiro-de-cara-ruiva,formigueiro-de-cara-ruiva,formigueiro-do-tapajós
Myrmelastes brunneiceps,Brownish-headed Antbird,brhant1,534928201,FALSE,formigueiro-de-cabeça-castanha,formigueiro-de-cabeça-castanha,formigueiro-de-cabeça-castanha,formigueiro-de-cabeça-castanha
Myrmelastes humayathe,Humaita Antbird,humant1,38899,FALSE,,,,
Myrmelastes leucostigma,Spot-winged Antbird,spwant3,29309,FALSE,,,formigueiro-de-asa-pintada,Formigueiro-d'asa-pintada
Myrmelastes caurensis,Caura Antbird,cauant2,204027591,FALSE,Formigueiro-do-caura,Formigueiro-do-caura,formigueiro-do-caura,formigueiro-do-caura
Poliocrania maculifer,Short-tailed Antbird,,,FALSE,,,,formigueiro-assobiador (maculifer/cassini)
Poliocrania exsul,Chestnut-backed Antbird,chbant1,627635601,FALSE,formigueiro-de-dorso-castanho,formigueiro-de-dorso-castanho,formigueiro-de-dorso-castanho,formigueiro-assobiador
Grallaria albigula,White-throated Antpitta,whtant2,204008821,FALSE,torom-de-garganta-branca,torom-de-garganta-branca,torom-de-garganta-branca,pita-formigueira-de-garganta-branca
Grallaria flavotincta,Yellow-breasted Antpitta,yebant1,116234331,FALSE,torom-de-peito-amarelo,torom-de-peito-amarelo,torom-de-peito-amarelo,pita-formigueira-de-peito-amarelo
Grallaria hypoleuca,White-bellied Antpitta,whbant3,72797,FALSE,,,,
Grallaria przewalskii,Rusty-tinged Antpitta,rutant5,17406,FALSE,torom-ferrugíneo,torom-ferrugíneo,torom-ferrugíneo,pita-formigueira-do-rio-abiseo
Grallaria capitalis,Bay Antpitta,bayant1,204022481,FALSE,torom-baio,torom-baio,torom-baio,pita-formigueira-de-huánuco
Grallaria erythroleuca,Red-and-white Antpitta,rawant1,376717561,FALSE,torom-de-cusco,torom-de-cusco,torom-de-cusco,pita-formigueira-de-cuzco
Grallaria saltuensis,Perija Antpitta,rufant6,394769971,FALSE,torom-do-perijá,torom-do-perijá,torom-do-perijá,pita-formigueira-de-perijá
Grallaria rufula,Rufous Antpitta,rufant7,397731481,FALSE,,,,
Grallaria blakei,Chestnut Antpitta,cheant2,29417,FALSE,,,,
Grallaria quitensis,Western Tawny Antpitta,tawant3,21821,FALSE,,,,
Grallaria alticola,Northern Tawny Antpitta,tawant2,615330854,FALSE,torom-de-boiacá,torom-de-boiacá,torom-de-boiacá,pita-formigueira-de-boiacá
Grallaria atuensis,Southern Tawny Antpitta,tawant4,17235,FALSE,torom-de-atuén,torom-de-atuén,torom-de-atuén,pita-formigueira-de-atuén
Grallaria fenwickorum,Urrao Antpitta,antant1,203934301,FALSE,torom-de-urrao,torom-de-urrao,torom-de-urrao,pita-formigueira-de-urrao
Grallaria milleri,Brown-banded Antpitta,brbant1,447092521,FALSE,torom-cintado,torom-cintado,torom-cintado,pita-formigueira-de-coleira-castanha
Grallaria erythrotis,Rufous-faced Antpitta,rufant2,611499275,FALSE,torom-de-cara-ruiva,torom-de-cara-ruiva,torom-de-cara-ruiva,pita-formigueira-de-faces-ruivas
Hylopezus perspicillatus,Streak-chested Antpitta,stcant2,544360701,FALSE,torom-de-óculos,torom-de-óculos,torom-de-óculos,pita-formigueira-estriada
Hylopezus macularius,Spotted Antpitta,spoant6,203918981,FALSE,,,torom-carijó/torom-do-imeri,
Hylopezus auricularius,Masked Antpitta,masant1,634976425,FALSE,,,,
Hylopezus dives,Thicket Antpitta,thiant1,127886311,FALSE,,,,
Hylopezus fulviventris,White-lored Antpitta,whlant2,651443914,FALSE,,,,
Hylopezus berlepschi,Amazonian Antpitta,amaant1,48171,FALSE,Torom-torom,Torom-torom,torom-torom,pita-formigueira-amazónica
Hylopezus ochroleucus,White-browed Antpitta,whbant7,204015161,FALSE,,,pompeu,Torom-do-nordeste
Hylopezus nattereri,Speckle-breasted Antpitta,spbant1,112719,FALSE,Pinto-do-mato,Pinto-do-mato,pinto-do-mato,pita-formigueira-de-natterer
Myrmothera campanisona,Thrush-like Antpitta,thlant2,203931131,FALSE,,,tovaca-patinho,
Myrmothera simplex,Tepui Antpitta,tepant1,388466031,FALSE,Torom-de-peito-pardo,Torom-de-peito-pardo,torom-de-peito-pardo,pita-formigueira-dos-tepuis
Grallaricula flavirostris,Ochre-breasted Antpitta,ocbant1,412922901,FALSE,Tovaca-ocre,Tovaca-ocre,Tovaca-ocre,pita-formigueira-ocrácea
Grallaricula loricata,Scallop-breasted Antpitta,scbant2,383326021,FALSE,torom-malhado,torom-malhado,torom-malhado,pita-formigueira-lorigada
Grallaricula cucullata,Hooded Antpitta,hooant1,203934341,FALSE,torom-de-capuz,torom-de-capuz,torom-de-capuz,pita-formigueira-de-capuz
Grallaricula peruviana,Peruvian Antpitta,perant1,649973749,FALSE,,,,
Grallaricula ochraceifrons,Ochre-fronted Antpitta,ocfant1,624565458,FALSE,torom-de-fronte-ocre,torom-de-fronte-ocre,torom-de-fronte-ocre,pita-formigueira-de-testa-ocre
Grallaricula ferrugineipectus,Rusty-breasted Antpitta,rubant5,383760491,FALSE,,,,
Grallaricula leymebambae,Rufous-breasted Antpitta,rubant7,222624271,FALSE,torom-de-peito-ruivo,torom-de-peito-ruivo,torom-de-peito-ruivo,pita-formigueira-de-leymebamba
Grallaricula cumanensis,Sucre Antpitta,slcant5,388517081,FALSE,torom-de-sucre,torom-de-sucre,torom-de-sucre,pita-formigueira-de-sucre
Grallaricula nana,Slate-crowned Antpitta,slcant2,62188,FALSE,,,tovaquinha-de-coroa-cinza,
Grallaricula lineifrons,Crescent-faced Antpitta,crfant1,49397601,FALSE,torom-meia-lua,torom-meia-lua,torom-meia-lua,pita-formigueira-de-meia-lua
Ampelornis griseiceps,Grey-headed Antbird,gyhant1,216514451,FALSE,formigueiro-de-cabeça-cinza,formigueiro-de-cabeça-cinza,formigueiro-de-cabeça-cinza,formigueiro-de-cabeça-cinzenta
Stipia berlepschi,Stub-tailed Antbird,sttant3,203934051,FALSE,,,,
Stipia nigricauda,Esmeraldas Antbird,esmant1,199166541,FALSE,,,,
Stipia palliata,Magdalena Antbird,dumant3,203698521,FALSE,,,,
Stipia laemosticta,Dull-mantled Antbird,dumant1,68994541,FALSE,,,,
Myrmeciza longipes,White-bellied Antbird,whbant1,57856931,FALSE,Formigueiro-de-barriga-branca,Formigueiro-de-barriga-branca,formigueiro-de-barriga-branca,Formigueiro-de-barriga-branca
Myrmoborus melanurus,Black-tailed Antbird,bltant1,405846531,FALSE,formigueiro-de-cauda-preta,formigueiro-de-cauda-preta,formigueiro-de-cauda-preta,Formigueiro-de-cauda-preta
Myrmoborus lophotes,White-lined Antbird,whlant1,38588,FALSE,formigueiro-do-bambu,formigueiro-do-bambu,formigueiro-do-bambu,formigueiro-de-crista-peruano
Myrmoborus myotherinus,Black-faced Antbird,blfant2,203933971,FALSE,Formigueiro-de-cara-preta,Formigueiro-de-cara-preta,formigueiro-de-cara-preta,Formigueiro-de-faces-pretas
Myrmoborus leucophrys,White-browed Antbird,whbant6,89090,FALSE,papa-formiga-de-sobrancelha,papa-formiga-de-sobrancelha,papa-formiga-de-sobrancelha,formigueiro-de-sobrancelha-branca
Myrmoborus lugubris,Ash-breasted Antbird,asbant1,532981831,FALSE,Formigueiro-liso,Formigueiro-liso,formigueiro-liso,formigueiro-do-rio-amazonas
Gymnocichla nudiceps,Bare-crowned Antbird,bacant1,197904231,FALSE,formigueiro-calvo,formigueiro-calvo,formigueiro-calvo,formigueiro-calvo
