Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,es,es_ar,es_cr,es_ec,es_es,es_mx,es_pa,es_pe,es_ve
Columba pollenii,Comoro Olive-pigeon,compig1,,FALSE,Paloma de las Comoras,Paloma de las Comoras,Paloma de las Comoras,Paloma de las Comoras,Paloma de las Comoras,Paloma de las Comoras,Paloma de las Comoras,Paloma de las Comoras,Paloma de las Comoras
Columba hodgsonii,Speckled Woodpigeon,spwpig1,621597572,FALSE,Paloma de Hodgson,Paloma de Hodgson,Paloma de Hodgson,Paloma de Hodgson,Paloma de Hodgson,Paloma de Hodgson,Paloma de Hodgson,Paloma de Hodgson,Paloma de Hodgson
Columba albinucha,White-naped Pigeon,whnpig1,652023359,FALSE,Paloma Nuquialba,Paloma Nuquialba,Paloma Nuquialba,Paloma Nuquialba,Paloma Nuquialba,Paloma Nuquialba,Paloma Nuquialba,Paloma Nuquialba,Paloma Nuquialba
Columba pulchricollis,Ashy Woodpigeon,aswpig1,154904331,FALSE,Paloma Cenicienta,Paloma Cenicienta,Paloma Cenicienta,Paloma Cenicienta,Paloma cenicienta,Paloma Cenicienta,Paloma Cenicienta,Paloma Cenicienta,Paloma Cenicienta
Columba elphinstonii,Nilgiri Woodpigeon,niwpig1,413792741,FALSE,Paloma de los Nilgiris,Paloma de los Nilgiris,Paloma de los Nilgiris,Paloma de los Nilgiris,Paloma de los Nilgiris,Paloma de los Nilgiris,Paloma de los Nilgiris,Paloma de los Nilgiris,Paloma de los Nilgiris
Columba torringtoni,Sri Lanka Woodpigeon,,,FALSE,Paloma de Ceilán,Paloma de Ceilán,Paloma de Ceilán,Paloma de Ceilán,Paloma de Ceilán,Paloma de Ceilán,Paloma de Ceilán,Paloma de Ceilán,Paloma de Ceilán
Columba punicea,Pale-capped Pigeon,pacpig1,593065051,FALSE,Paloma Purpúrea,Paloma Purpúrea,Paloma Purpúrea,Paloma Purpúrea,Paloma Purpúrea,Paloma Purpúrea,Paloma Purpúrea,Paloma Purpúrea,Paloma Purpúrea
Columba argentina,Silvery Pigeon,siwpig1,,FALSE,Paloma Plateada,Paloma Plateada,Paloma Plateada,Paloma Plateada,Paloma Plateada,Paloma Plateada,Paloma Plateada,Paloma Plateada,Paloma Plateada
Columba palumboides,Andaman Woodpigeon,anwpig1,283567,FALSE,Paloma de Andamán,Paloma de Andamán,Paloma de Andamán,Paloma de Andamán,Paloma de Andamán,Paloma de Andamán,Paloma de Andamán,Paloma de Andamán,Paloma de Andamán
Columba janthina,Japanese Woodpigeon,jawpig1,281496,FALSE,Paloma Japonesa,Paloma Japonesa,Paloma Japonesa,Paloma Japonesa,Paloma japonesa,Paloma Japonesa,Paloma Japonesa,Paloma Japonesa,Paloma Japonesa
†Columba versicolor,Bonin Woodpigeon,,,FALSE,,,,,,,,,
†Columba jouyi,Ryukyu Woodpigeon,,,FALSE,,,,,,,,,
Columba vitiensis,Metallic Pigeon,metpig1,64514,FALSE,Paloma gorjiblanca,Paloma gorjiblanca,Paloma gorjiblanca,Paloma gorjiblanca,Paloma Gorjiblanca,Paloma gorjiblanca,Paloma gorjiblanca,Paloma gorjiblanca,Paloma gorjiblanca
Columba leucomela,White-headed Pigeon,whhpig1,456066331,FALSE,Paloma Blanquinegra,Paloma Blanquinegra,Paloma Blanquinegra,Paloma Blanquinegra,Paloma Blanquinegra,Paloma Blanquinegra,Paloma Blanquinegra,Paloma Blanquinegra,Paloma Blanquinegra
Columba pallidiceps,Yellow-legged Pigeon,yelpig1,118121991,FALSE,Paloma Cabeciclara,Paloma Cabeciclara,Paloma Cabeciclara,Paloma Cabeciclara,Paloma Cabeciclara,Paloma Cabeciclara,Paloma Cabeciclara,Paloma Cabeciclara,Paloma Cabeciclara
Columba delegorguei,Eastern Bronze-naped Pigeon,delpig1,203937391,FALSE,Paloma de Delegorgue,Paloma de Delegorgue,Paloma de Delegorgue,Paloma de Delegorgue,Paloma de Delegorgue,Paloma de Delegorgue,Paloma de Delegorgue,Paloma de Delegorgue,Paloma de Delegorgue
Columba iriditorques,Western Bronze-naped Pigeon,brnpig1,631763510,FALSE,Paloma Nuquibronceada,Paloma Nuquibronceada,Paloma Nuquibronceada,Paloma Nuquibronceada,Paloma Nuquibronceada,Paloma Nuquibronceada,Paloma Nuquibronceada,Paloma Nuquibronceada,Paloma Nuquibronceada
Columba malherbii,Sao Tome Bronze-naped Pigeon,satpig1,95210,FALSE,Paloma de Malherbe,Paloma de Malherbe,Paloma de Malherbe,Paloma de Malherbe,Paloma de Malherbe,Paloma de Malherbe,Paloma de Malherbe,Paloma de Malherbe,Paloma de Malherbe
Aplopelia larvata,Lemon-dove,lemdov2,296406701,FALSE,Paloma caripálida,Paloma caripálida,Paloma caripálida,Paloma caripálida,Paloma Caripálida,Paloma caripálida,Paloma caripálida,Paloma caripálida,Paloma caripálida
Aplopelia larvata simplex,Sao Tome Lemon-dove,fordov1,632692613,FALSE,Paloma Caripálida (simplex),Paloma Caripálida (simplex),Paloma Caripálida (simplex),Paloma Caripálida (simplex),Paloma caripálida (simplex),Paloma Caripálida (simplex),Paloma Caripálida (simplex),Paloma Caripálida (simplex),Paloma Caripálida (simplex)
Streptopelia turtur,European Turtle-dove,eutdov,203695111,TRUE,Tórtola europea,Tórtola europea,Tórtola europea,Tórtola europea,Tórtola Europea,Tórtola europea,Tórtola europea,Tórtola europea,Tórtola europea
Streptopelia lugens,Dusky Turtle-dove,dutdov1,4015,FALSE,Tórtola Oscura,Tórtola Oscura,Tórtola Oscura,Tórtola Oscura,Tórtola oscura,Tórtola Oscura,Tórtola Oscura,Tórtola Oscura,Tórtola Oscura
Streptopelia hypopyrrha,Adamawa Turtle-dove,adtdov1,138549521,FALSE,Tórtola del Camerún,Tórtola del Camerún,Tórtola del Camerún,Tórtola del Camerún,Tórtola del Camerún,Tórtola del Camerún,Tórtola del Camerún,Tórtola del Camerún,Tórtola del Camerún
Streptopelia orientalis,Oriental Turtle-dove,ortdov,625783318,FALSE,Tórtola Oriental,Tórtola Oriental,Tórtola Oriental,Tórtola Oriental,Tórtola Oriental,Tórtola Oriental,Tórtola Oriental,Tórtola Oriental,Tórtola Oriental
Streptopelia dusumieri,Philippine Collared-dove,phicod1,5402,FALSE,Tórtola bicollar filipina,Tórtola bicollar filipina,Tórtola bicollar filipina,Tórtola bicollar filipina,Tórtola Bicollar Filipina,Tórtola bicollar filipina,Tórtola bicollar filipina,Tórtola bicollar filipina,Tórtola bicollar filipina
Streptopelia bitorquata,Sunda Collared-dove,iscdov1,70612,FALSE,Tórtola Bicollar de la Sonda,Tórtola Bicollar de la Sonda,Tórtola Bicollar de la Sonda,Tórtola Bicollar de la Sonda,Tórtola bicollar de la Sonda,Tórtola Bicollar de la Sonda,Tórtola Bicollar de la Sonda,Tórtola Bicollar de la Sonda,Tórtola Bicollar de la Sonda
Streptopelia decaocto,Eurasian Collared-dove,eucdov,220258691,TRUE,Tórtola turca,Tórtola turca,Tórtola Turca,Tórtola turca,Tórtola turca/birmana,Paloma de Collar Turca,Tórtola Turca,Tórtola turca,Tórtola turca
Streptopelia xanthocycla,Burmese Collared-dove,eurcod2,612701714,FALSE,Tórtola birmana,Tórtola birmana,Tórtola birmana,Tórtola birmana,Tórtola birmana,Tórtola birmana,Tórtola birmana,Tórtola birmana,Tórtola birmana
Streptopelia roseogrisea,African Collared-dove,afcdov1,615916578,FALSE,Tórtola Rosigrís,Tórtola Rosigrís,Tórtola Rosigrís,Tórtola Rosigrís,Tórtola Rosigrís,Paloma de Collar Africana,Tórtola Rosigrís,Tórtola Rosigrís,Tórtola Rosigrís
Streptopelia roseogrisea f. risoria,Barbary Dove,,,FALSE,,,,,,,,,
Streptopelia reichenowi,White-winged Collared-dove,wwcdov1,21585191,FALSE,Tórtola de Reichenow,Tórtola de Reichenow,Tórtola de Reichenow,Tórtola de Reichenow,Tórtola de Reichenow,Tórtola de Reichenow,Tórtola de Reichenow,Tórtola de Reichenow,Tórtola de Reichenow
Streptopelia decipiens,Mourning Collared-dove,afmdov1,203935401,FALSE,Tórtola Engañosa,Tórtola Engañosa,Tórtola Engañosa,Tórtola Engañosa,Tórtola Engañosa,Tórtola Engañosa,Tórtola Engañosa,Tórtola Engañosa,Tórtola Engañosa
Streptopelia semitorquata,Red-eyed Dove,reedov1,203927891,FALSE,Tórtola Ojirroja,Tórtola Ojirroja,Tórtola Ojirroja,Tórtola Ojirroja,Tórtola Ojirroja,Tórtola Ojirroja,Tórtola Ojirroja,Tórtola Ojirroja,Tórtola Ojirroja
Streptopelia capicola,Ring-necked Dove,rindov,3988,FALSE,Tórtola de El Cabo,Tórtola de El Cabo,Tórtola de El Cabo,Tórtola de El Cabo,Tórtola de El Cabo,Tórtola de El Cabo,Tórtola de El Cabo,Tórtola de El Cabo,Tórtola de El Cabo
Streptopelia vinacea,Vinaceous Dove,vindov1,203927921,FALSE,Tórtola Vinosa,Tórtola Vinosa,Tórtola Vinosa,Tórtola Vinosa,Tórtola Vinosa,Tórtola Vinosa,Tórtola Vinosa,Tórtola Vinosa,Tórtola Vinosa
Streptopelia tranquebarica,Red Turtle-dove,recdov1,553807121,FALSE,Tórtola Cabecigrís,Tórtola Cabecigrís,Tórtola Cabecigrís,Tórtola Cabecigrís,Tórtola cabecigrís,Tórtola Cabecigrís,Tórtola Cabecigrís,Tórtola Cabecigrís,Tórtola Cabecigrís
Spilopelia chinensis,Eastern Spotted Dove,spodov,292952071,FALSE,Tórtola Moteada,Tórtola Moteada,Tórtola Moteada,Tórtola Moteada,Tórtola moteada,Paloma de Oriente,Tórtola Moteada,Tórtola Moteada,Tórtola Moteada
Spilopelia suratensis,Western Spotted Dove,,,FALSE,Tórtola Moteada (occidental),Tórtola Moteada (occidental),Tórtola Moteada (occidental),Tórtola Moteada (occidental),Tórtola moteada (occidental),Tórtola Moteada (occidental),Tórtola Moteada (occidental),Tórtola Moteada (occidental),Tórtola Moteada (occidental)
Spilopelia senegalensis,Laughing Dove,laudov1,203927871,FALSE,Tórtola Senegalesa,Tórtola Senegalesa,Tórtola Senegalesa,Tórtola Senegalesa,Tórtola Senegalesa,Tórtola Senegalesa,Tórtola Senegalesa,Tórtola Senegalesa,Tórtola Senegalesa
Nesoenas picturatus,Madagascar Turtle-dove,matdov1,623112139,FALSE,Tórtola Malgache,Tórtola Malgache,Tórtola Malgache,Tórtola Malgache,Tórtola Malgache,Tórtola Malgache,Tórtola Malgache,Tórtola Malgache,Tórtola Malgache
Nesoenas mayeri,Pink Pigeon,pinpig2,203970101,FALSE,Paloma de Mauricio,Paloma de Mauricio,Paloma de Mauricio,Paloma de Mauricio,Paloma de Mauricio,Paloma de Mauricio,Paloma de Mauricio,Paloma de Mauricio,Paloma de Mauricio
†Nesoenas duboisi,Reunion Pigeon,,,FALSE,,,,,,,,,
†Nesoenas cicur,Mauritius Turtle-dove,mautud1,,FALSE,,,,,,,,,
†Nesoenas rodericanus,Rodrigues Turtle-dove,rodtud1,,FALSE,,,,,,,,,
Macropygia unchall,Barred Cuckoo-dove,bacdov1,441921981,FALSE,Tórtola cuco unchal,Tórtola cuco unchal,Tórtola cuco unchal,Tórtola cuco unchal,Tórtola Cuco Unchal,Tórtola cuco unchal,Tórtola cuco unchal,Tórtola cuco unchal,Tórtola cuco unchal
Macropygia rufipennis,Andaman Cuckoo-dove,ancdov1,635672156,FALSE,Tórtola cuco de Andamán,Tórtola cuco de Andamán,Tórtola cuco de Andamán,Tórtola cuco de Andamán,Tórtola Cuco de Andamán,Tórtola cuco de Andamán,Tórtola cuco de Andamán,Tórtola cuco de Andamán,Tórtola cuco de Andamán
Macropygia emiliana,Ruddy Cuckoo-dove,rucdov1,525609751,FALSE,Tórtola Cuco Indonesia,Tórtola Cuco Indonesia,Tórtola Cuco Indonesia,Tórtola Cuco Indonesia,Tórtola cuco indonesia,Tórtola Cuco Indonesia,Tórtola Cuco Indonesia,Tórtola Cuco Indonesia,Tórtola Cuco Indonesia
Macropygia tenuirostris,Philippine Cuckoo-dove,phcdov1,609059368,FALSE,Tórtola Cuco Filipina,Tórtola Cuco Filipina,Tórtola Cuco Filipina,Tórtola Cuco Filipina,Tórtola cuco filipina,Tórtola Cuco Filipina,Tórtola Cuco Filipina,Tórtola Cuco Filipina,Tórtola Cuco Filipina
Macropygia magna,Dusky Cuckoo-dove,timcud1,609249385,FALSE,Tórtola Cuco Grande,Tórtola Cuco Grande,Tórtola Cuco Grande,Tórtola Cuco Grande,Tórtola cuco grande,Tórtola Cuco Grande,Tórtola Cuco Grande,Tórtola Cuco Grande,Tórtola Cuco Grande
Macropygia amboinensis,Slender-billed Cuckoo-dove,sbcdov1,65825,FALSE,Tórtola Cuco Pechirrosa,Tórtola Cuco Pechirrosa,Tórtola Cuco Pechirrosa,Tórtola Cuco Pechirrosa,Tórtola cuco pechirrosa,Tórtola Cuco Pechirrosa,Tórtola Cuco Pechirrosa,Tórtola Cuco Pechirrosa,Tórtola Cuco Pechirrosa
Macropygia phasianella,Brown Cuckoo-dove,brcdov1,370678181,FALSE,Tórtola Cuco Parda,Tórtola Cuco Parda,Tórtola Cuco Parda,Tórtola Cuco Parda,Tórtola cuco parda,Tórtola Cuco Parda,Tórtola Cuco Parda,Tórtola Cuco Parda,Tórtola Cuco Parda
Macropygia ruficeps,Little Cuckoo-dove,licdov1,620405047,FALSE,Tórtola cuco chica,Tórtola cuco chica,Tórtola cuco chica,Tórtola cuco chica,Tórtola Cuco Chica,Tórtola cuco chica,Tórtola cuco chica,Tórtola cuco chica,Tórtola cuco chica
Macropygia nigrirostris,Black-billed Cuckoo-dove,bbcdov1,203997121,FALSE,Tórtola cuco piquinegra,Tórtola cuco piquinegra,Tórtola cuco piquinegra,Tórtola cuco piquinegra,Tórtola Cuco Piquinegra,Tórtola cuco piquinegra,Tórtola cuco piquinegra,Tórtola cuco piquinegra,Tórtola cuco piquinegra
Macropygia mackinlayi,Mackinlay's Cuckoo-dove,macdov1,203934571,FALSE,Tórtola cuco de Mackinlay,Tórtola cuco de Mackinlay,Tórtola cuco de Mackinlay,Tórtola cuco de Mackinlay,Tórtola Cuco de Mackinlay,Tórtola cuco de Mackinlay,Tórtola cuco de Mackinlay,Tórtola cuco de Mackinlay,Tórtola cuco de Mackinlay
Turacoena manadensis,White-faced Cuckoo-dove,wfcdov1,203886631,FALSE,Paloma Cariblanca,Paloma Cariblanca,Paloma Cariblanca,Paloma Cariblanca,Paloma cariblanca,Paloma Cariblanca,Paloma Cariblanca,Paloma Cariblanca,Paloma Cariblanca
Turacoena modesta,Black Cuckoo-dove,slacud1,609070609,FALSE,Paloma de Timor,Paloma de Timor,Paloma de Timor,Paloma de Timor,Paloma de Timor,Paloma de Timor,Paloma de Timor,Paloma de Timor,Paloma de Timor
Reinwardtoena reinwardtii,Great Cuckoo-dove,grcdov2,203994661,FALSE,Paloma Rabuda Papú,Paloma Rabuda Papú,Paloma Rabuda Papú,Paloma Rabuda Papú,Paloma rabuda papú,Paloma Rabuda Papú,Paloma Rabuda Papú,Paloma Rabuda Papú,Paloma Rabuda Papú
Reinwardtoena browni,Pied Cuckoo-dove,picdov1,490422781,FALSE,Paloma Rabuda de Nueva Bretaña,Paloma Rabuda de Nueva Bretaña,Paloma Rabuda de Nueva Bretaña,Paloma Rabuda de Nueva Bretaña,Paloma Rabuda de Nueva Bretaña,Paloma Rabuda de Nueva Bretaña,Paloma Rabuda de Nueva Bretaña,Paloma Rabuda de Nueva Bretaña,Paloma Rabuda de Nueva Bretaña
Reinwardtoena crassirostris,Crested Cuckoo-dove,crcdov1,203905861,FALSE,Paloma Rabuda Crestada,Paloma Rabuda Crestada,Paloma Rabuda Crestada,Paloma Rabuda Crestada,Paloma Rabuda Crestada,Paloma Rabuda Crestada,Paloma Rabuda Crestada,Paloma Rabuda Crestada,Paloma Rabuda Crestada
†Ectopistes migratorius,Passenger Pigeon,paspig,,FALSE,,,,,,,,,
Patagioenas leucocephala,White-crowned Pigeon,whcpig2,166534921,FALSE,Paloma Coronita,Paloma Coronita,Paloma Coroniblanca,Paloma Coronita,Paloma Coronita,Paloma Corona Blanca,Paloma Coroniblanca,Paloma Coronita,Paloma Cabeciblanca
Patagioenas squamosa,Scaly-naped Pigeon,scnpig1,475294321,FALSE,Paloma Isleña,Paloma Isleña,Paloma Isleña,Paloma Isleña,Paloma Isleña,Paloma Isleña,Paloma Isleña,Paloma Isleña,Paloma Isleña
Patagioenas speciosa,Scaled Pigeon,scapig2,386942461,FALSE,Paloma Escamosa,Paloma Trocal,Paloma Escamosa,Paloma Escamosa,Paloma Escamosa,Paloma Escamosa,Paloma Escamosa,Paloma Escamosa,Paloma Guacoa
Patagioenas corensis,Bare-eyed Pigeon,baepig2,183216641,FALSE,Paloma Aliblanca,Paloma Aliblanca,Paloma Aliblanca,Paloma Aliblanca,Paloma Aliblanca,Paloma Aliblanca,Paloma Aliblanca,Paloma Aliblanca,Paloma Ala Blanca
Patagioenas picazuro,Picazuro Pigeon,picpig2,304706531,FALSE,Paloma Picazuró,Paloma Picazuró,Paloma Picazuró,Paloma Picazuró,Paloma Picazuró,Paloma Picazuró,Paloma Picazuró,Paloma Picazuró,Paloma Picazuró
Patagioenas maculosa,Spot-winged Pigeon,spwpig3,203960161,FALSE,Paloma moteada común,Paloma Manchada,Paloma moteada común,Paloma moteada común,Paloma Moteada Común,Paloma moteada común,Paloma moteada común,Paloma de Ala Moteada,Paloma moteada común
Patagioenas albipennis,White-winged Pigeon,,,FALSE,,,,,,,,,
Patagioenas fasciata,Northern Band-tailed Pigeon,batpig1,171751351,FALSE,Paloma Torcaza,Paloma Nuca Blanca,Paloma Collareja,Paloma (Torcaza) Collareja,Paloma torcaza,Paloma Encinera,Paloma Collareja,Paloma de Nuca Blanca,Paloma Gargantilla
Patagioenas albilinea,Southern Band-tailed Pigeon,,,FALSE,Paloma Torcaza (grupo albilinea),Paloma Torcaza (grupo albilinea),Paloma Torcaza (grupo albilinea),Paloma Torcaza (grupo albilinea),Paloma torcaza (grupo albilinea),Paloma Torcaza (grupo albilinea),Paloma Torcaza (grupo albilinea),Paloma Torcaza (grupo albilinea),Paloma Torcaza (grupo albilinea)
Patagioenas araucana,Chilean Pigeon,chipig2,303714,FALSE,Paloma Araucana,Paloma Araucana,Paloma Araucana,Paloma Araucana,Paloma Araucana,Paloma Araucana,Paloma Araucana,Paloma Araucana,Paloma Araucana
Patagioenas caribaea,Ring-tailed Pigeon,ritpig,557172221,FALSE,Paloma Jamaicana,Paloma Jamaicana,Paloma Jamaicana,Paloma Jamaicana,Paloma Jamaicana,Paloma Jamaicana,Paloma Jamaicana,Paloma Jamaicana,Paloma Jamaicana
Patagioenas cayennensis,Pale-vented Pigeon,pavpig2,89874,FALSE,Paloma Colorada,Paloma Colorada,Paloma Colorada,Paloma Ventripálida,Paloma Colorada,Paloma Colorada,Paloma Colorada,Paloma Colorada,Paloma Colorada
Patagioenas flavirostris,Red-billed Pigeon,rebpig1,88172791,FALSE,Paloma Piquirroja,Paloma Piquirroja,Paloma Piquirroja,Paloma Piquirroja,Paloma Piquirroja,Paloma Morada,Paloma Piquirroja,Paloma Piquirroja,Paloma Morada del Norte
Patagioenas oenops,Peruvian Pigeon,perpig2,497188481,FALSE,Paloma Peruana,Paloma Peruana,Paloma Peruana,Paloma del Marañón (Peruana),Paloma Peruana,Paloma Peruana,Paloma Peruana,Paloma Peruana,Paloma Peruana
Patagioenas inornata,Plain Pigeon,plapig,609059781,FALSE,Paloma Boba,Paloma Boba,Paloma Boba,Paloma Boba,Paloma Boba,Paloma Boba,Paloma Boba,Paloma Boba,Paloma Boba
PHOENICOPTERIFORMES,,,,FALSE,,,,,,,,,
PHOENICOPTERIDAE,Flamingos,,,FALSE,,,,,,,,,
Phoenicopterus roseus,Greater Flamingo,grefla3,203905311,TRUE,Flamenco común,Flamenco común,Flamenco común,Flamenco Mayor,Flamenco Común,Flamenco común,Flamenco común,Flamenco común,Flamenco común
Phoenicopterus ruber,American Flamingo,grefla2,172484,TRUE,Flamenco Rojo/Común,Flamenco Rojo/Común,Flamenco Americano,Flamenco Americano,Flamenco rojo/común,Flamenco Americano,Flamenco Rojo/Común,Flamenco Rojo/Común,Flamenco
Phoenicopterus chilensis,Chilean Flamingo,chifla1,613422550,FALSE,Flamenco Chileno,Flamenco Austral,Flamenco Chileno,Flamenco Chileno,Flamenco Chileno,Flamenco Chileno,Flamenco Chileno,Flamenco Chileno,Flamenco Chileno
Phoeniconaias minor,Lesser Flamingo,lesfla1,502014081,FALSE,Flamenco Enano,Flamenco Enano,Flamenco Enano,Flamenco Enano,Flamenco Enano,Flamenco Enano,Flamenco Enano,Flamenco Enano,Flamenco Enano
Phoenicoparrus andinus,Andean Flamingo,andfla2,301168,FALSE,Parina Grande,Parina Grande,Parina Grande,Parina Grande,Parina Grande,Parina Grande,Parina Grande,Parina Grande,Parina Grande
Phoenicoparrus jamesi,Puna Flamingo,jamfla1,31677361,FALSE,Parina Chica,Parina Chica,Parina Chica,Parina Chica,Parina Chica,Parina Chica,Parina Chica,Parina Chica,Parina Chica
PHAETHONTIFORMES,,,,FALSE,,,,,,,,,
PHAETHONTIDAE,Tropicbirds,,,FALSE,,,,,,,,,
Phaethon aethereus,Red-billed Tropicbird,rebtro,622449607,FALSE,Rabijunco Etéreo,Rabijunco Etéreo,Rabijunco Piquirrojo,Rabijunco Piquirrojo,Rabijunco Etéreo,Rabijunco Pico Rojo,Rabijunco Piquirrojo,Ave del Trópico de Pico Rojo,Chíparo
Phaethon rubricauda,Red-tailed Tropicbird,rettro,203897621,FALSE,Rabijunco Colirrojo,Rabijunco Colirrojo,Rabijunco Cola Roja,Rabijunco Colirrojo,Rabijunco Colirrojo,Rabijunco Cola Roja,Rabijunco Colirrojo,Ave del Trópico de Cola Roja,Rabijunco Colirrojo
Phaethon lepturus,White-tailed Tropicbird,whttro,167439,FALSE,Rabijunco Menor,Rabijunco Menor,Rabijunco Cola Blanca,Rabijunco Menor,Rabijunco Menor,Rabijunco Cola Blanca,Rabijunco Coliblanco,Rabijunco Menor,Chíparo Fantasma
EURYPYGIFORMES,,,,FALSE,,,,,,,,,
RHYNOCHETIDAE,Kagu,kagu1,203910461,FALSE,,,,,,,,,
Rhynochetos jubatus,Kagu,kagu1,203910461,FALSE,Kagú,Kagú,Kagú,Kagú,Kagú,Kagú,Kagú,Kagú,Kagú
Eurypyga helias,Sunbittern,sunbit1,389200681,TRUE,Tigana,Tigana,Garza del Sol,Garceta Sol,Tigana,Ave Sol,Garza del Sol,Tigana,Tigana
MESITORNITHIFORMES,,,,FALSE,,,,,,,,,
MESITORNITHIDAE,Mesites,,,FALSE,,,,,,,,,
Mesitornis variegatus,White-breasted Mesite,whbmes2,203970351,FALSE,Mesito Pechiblanco,Mesito Pechiblanco,Mesito Pechiblanco,Mesito Pechiblanco,Mesito Pechiblanco,Mesito Pechiblanco,Mesito Pechiblanco,Mesito Pechiblanco,Mesito Pechiblanco
Mesitornis unicolor,Brown Mesite,bromes1,203930501,FALSE,Mesito Unicolor,Mesito Unicolor,Mesito Unicolor,Mesito Unicolor,Mesito Unicolor,Mesito Unicolor,Mesito Unicolor,Mesito Unicolor,Mesito Unicolor
Monias benschi,Subdesert Mesite,submes1,204006871,FALSE,Mesito Monias,Mesito Monias,Mesito Monias,Mesito Monias,Mesito Monias,Mesito Monias,Mesito Monias,Mesito Monias,Mesito Monias
COLUMBIFORMES,,,,FALSE,,,,,,,,,
COLUMBIDAE,Doves Pigeons,,,FALSE,,,,,,,,,
Columba livia,Rock Dove,rocpig,614015081,TRUE,Paloma Bravía,Paloma Bravía,Paloma Doméstica,Paloma Doméstica,Paloma Bravía,Paloma Común,Paloma Bravía,Paloma Doméstica,Paloma Doméstica
