Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sr
Nesotriccus ridgwayi,Cocos Flycatcher,cocfly1,50672,FALSE,Tirančica sa ostrva Kokos
Pseudelaenia leucospodia,Grey-and-white Tyrannulet,gawtyr2,297224,FALSE,Sivobela tirančica
Mecocerculus poecilocercus,White-tailed Tyrannulet,whttyr1,203933911,FALSE,Belorepa tirančica
Mecocerculus hellmayri,Buff-banded Tyrannulet,bubtyr1,212292,FALSE,Žutokrila tirančica
Mecocerculus stictopterus,White-banded Tyrannulet,whbtyr1,591553671,FALSE,Belokrila tirančica
Mecocerculus leucophrys,White-throated Tyrannulet,whttyr2,410151331,FALSE,Belogrla tirančica
Mecocerculus calopterus,Rufous-winged Tyrannulet,ruwtyr1,65512941,FALSE,Riđokrila tirančica
Mecocerculus minor,Sulphur-bellied Tyrannulet,subtyr1,203958121,FALSE,Sumporasta tirančica
Anairetes nigrocristatus,Black-crested Tit-tyrant,bkctit1,218525791,FALSE,Severna crno-bela seničarka
Anairetes reguloides,Pied-crested Tit-tyrant,pcttyr1,65513151,FALSE,Južna crno-bela seničarka
Anairetes alpinus,Ash-breasted Tit-tyrant,abttyr1,172809791,FALSE,Garava seničarka
Anairetes flavirostris,Yellow-billed Tit-tyrant,ybttyr1,439745651,FALSE,Žutokljuna seničarka
Anairetes parulus,Tufted Tit-tyrant,tuttyr1,470502571,FALSE,Crnolika ćubasta seničarka
Anairetes fernandezianus,Juan Fernandez Tit-tyrant,jfttyr1,82211811,FALSE,Seničarka sa ostrva Huan Fernandez
Polystictus pectoralis,Bearded Tachuri,beatac1,278582321,FALSE,Bradati tahuri
Polystictus superciliaris,Grey-backed Tachuri,gybtac1,305810571,FALSE,Sivoleđi tahuri
Culicivora caudacuta,Sharp-tailed Tyrant,shttyr1,494758911,FALSE,Oštrorepa tiranka
Pseudocolopteryx sclateri,Crested Doradito,credor1,224892,FALSE,Ćubasti doradito
Pseudocolopteryx acutipennis,Subtropical Doradito,subdor1,203701501,FALSE,Suptropski doradito
Pseudocolopteryx dinelliana,Dinelli's Doradito,dindor2,224885,FALSE,Dinelijev doradito
Pseudocolopteryx flaviventris,Warbling Doradito,wardor1,224887,FALSE,Argenitski doradito/čileanski doradito
Pseudocolopteryx citreola,Ticking Doradito,ticdor1,430130321,FALSE,Čileanski doradito
Serpophaga cinerea,Torrent Tyrannulet,tortyr1,250234981,FALSE,Brzačka tirančica
Serpophaga hypoleuca,River Tyrannulet,rivtyr1,370002361,FALSE,Rečna tirančica
Serpophaga nigricans,Sooty Tyrannulet,sootyr1,371665951,FALSE,Pepeljasta tirančica
Serpophaga subcristata,White-crested Tyrannulet,y01036,93852121,FALSE,Beloćuba tirančica
Serpophaga griseicapilla,Straneck's Tyrannulet,gyctyr2,700380,FALSE,Argentinska tirančica
Uromyias agilis,Agile Tit-tyrant,agitit1,66616,FALSE,Severna obrvasta seničarka
Uromyias agraphia,Unstreaked Tit-tyrant,unstit1,203890351,FALSE,Južna obrvasta seničarka
Muscigralla brevicauda,Short-tailed Field-tyrant,stftyr1,54457661,FALSE,Kratkorepa livadska tiranka
Attila phoenicurus,Rufous-tailed Attila,rutatt1,63627,FALSE,Riđorepi atila
Attila cinnamomeus,Cinnamon Attila,cinatt1,306120871,FALSE,Cimetasti atila
Attila torridus,Ochraceous Attila,ochatt1,203699091,FALSE,Oker atila
Attila citriniventris,Citron-bellied Attila,cibatt1,204008491,FALSE,Atila sa limun žutim trbuhom
Attila bolivianus,White-eyed Attila,ducatt1,132750,FALSE,Bolivijski atila
Attila rufus,Grey-hooded Attila,gyhatt1,113229,FALSE,Atila sa sivom kapuljačom
Attila spadiceus,Bright-rumped Attila,brratt1,207693601,FALSE,Atila žutog nadrepka
Legatus leucophaius,Piratic Flycatcher,pirfly1,117170,FALSE,Piratska muharka
Ramphotrigon megacephalum,Large-headed Flatbill,lahfla2,229364,FALSE,Glavata pljosnokljuna tiranka
Ramphotrigon ruficauda,Rufous-tailed Flatbill,rutfla1,203931211,FALSE,Pljosnokljuna tiranka riđeg repa
Ramphotrigon fuscicauda,Dusky-tailed Flatbill,dutfla1,126865,FALSE,Pljosnokljuna tiranka tamnog repa
Deltarhynchus flammulatus,Flammulated Flycatcher,flafly1,479271301,FALSE,Muharka sa mrljama na grudima
Pitangus sulphuratus,Great Kiskadee,grekis,131671181,TRUE,Veliki kiskadi
Philohydor lictor,Lesser Kiskadee,leskis1,270711,FALSE,Mali kiskadi
Machetornis rixosa,Cattle Tyrant,cattyr,69697,FALSE,Tiranka govedarica
Tyrannopsis sulphurea,Sulphury Flycatcher,sulfly1,639757417,FALSE,Sumporasta muharka
Megarynchus pitangua,Boat-billed Flycatcher,bobfly1,640785996,FALSE,Veliki lažni kiskadi
Myiodynastes hemichrysus,Golden-bellied Flycatcher,gobfly1,80980,FALSE,Zlatotrba muharka
Myiodynastes chrysocephalus,Golden-crowned Flycatcher,gocfly1,193175,FALSE,Zlatnokruna muharka
Myiodynastes bairdii,Baird's Flycatcher,baifly1,43205,FALSE,Berdova muharka
Myiodynastes luteiventris,Sulphur-bellied Flycatcher,subfly,7806,FALSE,Žutotrba prugasta muharka
Myiodynastes solitarius,Southern Streaked Flycatcher,,,FALSE,Južna prugasta muharka
Myiodynastes maculatus,Northern Streaked Flycatcher,strfly1,113357,FALSE,Prugasta muharka
Myiozetetes cayanensis,Rusty-margined Flycatcher,rumfly1,517566971,FALSE,Crnoliki lažni kiskadi
Myiozetetes similis,Social Flycatcher,socfly1,157772511,FALSE,Mali lažni kiskadi
Myiozetetes granadensis,Grey-capped Flycatcher,grcfly1,165857,FALSE,Sivokapa muharka
Myiozetetes luteiventris,Dusky-chested Flycatcher,ducfly2,203955651,FALSE,Muharka sa tamnim grudima
Conopias albovittatus,White-ringed Flycatcher,whrfly,203007531,FALSE,Belokruna muharka
Conopias parvus,Yellow-throated Flycatcher,yetfly2,69755,FALSE,Žutogrla muharka
Conopias trivirgatus,Three-striped Flycatcher,thsfly2,203699451,FALSE,Tropruga muharka
Conopias cinchoneti,Lemon-browed Flycatcher,lebfly2,13208,FALSE,Limunastočela muharka
Phelpsia inornata,White-bearded Flycatcher,whbfly1,361180991,FALSE,Belobrada muharka
Empidonomus varius,Variegated Flycatcher,varfly,622578602,FALSE,Belobrka muharka
Griseotyrannus aurantioatrocristatus,Crowned Slaty Flycatcher,croslf1,177045,FALSE,Krunasta muharka
Tyrannus niveigularis,Snow-throated Kingbird,sntkin1,65511481,FALSE,Snežnogrla kraljevska tiranka
Tyrannus albogularis,White-throated Kingbird,whtkin1,371688381,FALSE,Belogrla kraljevska tiranka
Tyrannus melancholicus,Tropical Kingbird,trokin,7961,TRUE,Tropska/Kaučova kraljevska tiranka
Tyrannus couchii,Couch's Kingbird,coukin,7953,FALSE,Kaučova kraljevska tiranka
Tyrannus vociferans,Cassin's Kingbird,caskin,85511031,FALSE,Kasinova kraljevska tiranka
Tyrannus crassirostris,Thick-billed Kingbird,thbkin,392846461,FALSE,Debelokljuna kraljevska tiranka
Tyrannus verticalis,Western Kingbird,weskin,56905,FALSE,Zapadna kraljevska tiranka
Tyrannus tyrannus,Eastern Kingbird,easkin,534398,TRUE,Istočna kraljevska tiranka
Tyrannus dominicensis,Grey Kingbird,grykin,73900,FALSE,Siva kraljevska tiranka
Tyrannus caudifasciatus,Loggerhead Kingbird,logkin,188095,FALSE,Antilska kraljevska tiranka
Tyrannus cubensis,Giant Kingbird,giakin1,62964,FALSE,Džinovska kraljevska tiranka
Tyrannus forficatus,Scissor-tailed Flycatcher,sctfly,105244,TRUE,Makazorepa muharka
Tyrannus savana,Fork-tailed Flycatcher,fotfly,171774,FALSE,Račvorepa muharka
Rhytipterna holerythra,Rufous Mourner,rufmou1,614988599,FALSE,Riđa žalobna muharka
Rhytipterna simplex,Greyish Mourner,gramou1,257226211,FALSE,Sivkasta žalobna muharka
Rhytipterna immunda,Pale-bellied Mourner,pabmou1,225365,FALSE,Žalobna muharka svetlog trbuha
Casiornis rufus,Rufous Casiornis,rufcas2,116293851,FALSE,Riđi kasiornis
Casiornis fuscus,Ash-throated Casiornis,astcas2,278863301,FALSE,Kasiornis pepeljastog grla
Sirystes albogriseus,Choco Sirystes,siryst3,324632661,FALSE,Zapadni siristes
Sirystes albocinereus,White-rumped Sirystes,whrsir1,532082101,FALSE,Siristes sa belim nadrepkom
Sirystes sibilator,Sibilant Sirystes,sibsir1,251717851,FALSE,Piskutavi siristes
Sirystes subcanescens,Todd's Sirystes,todsir1,127365,FALSE,Todov siristes
Myiarchus semirufus,Rufous Flycatcher,ruffly1,19603,FALSE,Riđa muharka
Myiarchus swainsoni,Swainson's Flycatcher,swafly1,19144,FALSE,Svensonova muharka
Myiarchus barbirostris,Sad Flycatcher,sadfly1,18982,FALSE,Žalobna muharka
Myiarchus tuberculifer,Dusky-capped Flycatcher,ducfly,40523,FALSE,Tamnokapa muharka
Myiarchus phaeocephalus,Sooty-crowned Flycatcher,socfly2,19419,FALSE,Muharka sa čađavom kapicom
Myiarchus panamensis,Panama Flycatcher,panfly1,203773271,FALSE,Panamska muharka
Myiarchus ferox,Short-crested Flycatcher,shcfly1,19489,FALSE,Muharka sa kratkom ćubom
Myiarchus venezuelensis,Venezuelan Flycatcher,venfly1,19104,FALSE,Venecuelanska muharka
Myiarchus cephalotes,Pale-edged Flycatcher,paefly1,7477,FALSE,Muharka sa svetlim ivicama repa
Myiarchus validus,Rufous-tailed Flycatcher,rutfly1,203886171,FALSE,Jamajkanska muharka
Myiarchus sagrae,La Sagra's Flycatcher,lasfly,203885381,FALSE,La Sagrina muharka
Myiarchus stolidus,Stolid Flycatcher,stofly1,7735,FALSE,Krupnoglava muharka
Myiarchus antillarum,Puerto Rican Flycatcher,purfly1,19758,FALSE,Portorikanska muharka
Myiarchus oberi,Lesser Antillean Flycatcher,leafly1,7733,FALSE,Muharka sa Malih Antila
Myiarchus crinitus,Great Crested Flycatcher,grcfly,236839451,TRUE,Velika ćubasta muharka
Myiarchus yucatanensis,Yucatan Flycatcher,yucfly1,226847931,FALSE,Jukatanska muharka
Myiarchus tyrannulus,Brown-crested Flycatcher,bncfly,232405201,FALSE,Muharka sa smeđom ćubom
Myiarchus nugator,Grenada Flycatcher,grefly1,19668,FALSE,Muharka sa Grenade
Myiarchus apicalis,Apical Flycatcher,apifly1,203965311,FALSE,Vršna muharka
Myiarchus cinerascens,Ash-throated Flycatcher,astfly,416231441,TRUE,Sivogrla/Natingova muharka
Myiarchus nuttingi,Nutting's Flycatcher,nutfly1,452438551,FALSE,Severna Natingova muharka/žutotrba Natingova muharka
Myiarchus magnirostris,Galapagos Flycatcher,galfly1,19683,FALSE,Galapagoska muharka
Colonia colonus,Long-tailed Tyrant,lottyr1,69688,FALSE,Crna dugorepa tiranka
Myiophobus crypterythrus,Mouse-grey Flycatcher,brcfly4,131367101,FALSE,Mišjesiva muharka
Myiophobus fasciatus,Bran-colored Flycatcher,brcfly1,366611101,FALSE,Slamnatosmeđa muharka
Myiophobus rufescens,Rufescent Flycatcher,brcfly3,74349341,FALSE,Riđasta muharka
Myiophobus cryptoxanthus,Olive-chested Flycatcher,olcfly1,613091739,FALSE,Muharka maslinastih grudi
Myiophobus flavicans,Flavescent Flycatcher,flafly2,387473241,FALSE,Andska žućkasta muharka
Myiophobus phoenicomitra,Orange-crested Flycatcher,orcfly1,623304445,FALSE,Muharka sa narandžastom ćubom
Myiophobus inornatus,Unadorned Flycatcher,unafly1,31740881,FALSE,Jednobojna muharka
Myiophobus roraimae,Roraiman Flycatcher,rorfly1,437282151,FALSE,Muharka iz Roraime
Silvicultrix frontalis,Crowned Chat-tyrant,crocht1,222114391,FALSE,Krunasta tiranka travarka
Silvicultrix jelskii,Jelski's Chat-tyrant,jelcht1,190140951,FALSE,Jelskijeva tiranka travarka
Silvicultrix pulchella,Golden-browed Chat-tyrant,gobcht1,647142621,FALSE,Zlatnoobrvasta tiranka travarka
Silvicultrix diadema,Yellow-bellied Chat-tyrant,yebcht1,211742,FALSE,Žutotrba tiranka travarka
Colorhamphus parvirostris,Patagonian Tyrant,pattyr2,249523721,FALSE,Patagonska tiranka
Ochthoeca cinnamomeiventris,Slaty-backed Chat-tyrant,slbcht2,203698941,FALSE,Smeđotrba tiranka travarka
Ochthoeca nigrita,Blackish Chat-tyrant,slbcht1,456811621,FALSE,Crnkasta tiranka travarka
Ochthoeca thoracica,Chestnut-belted Chat-tyrant,slbcht3,33649,FALSE,Bordo tiranka travarka
Ochthoeca rufipectoralis,Rufous-breasted Chat-tyrant,rbctyr1,69596851,FALSE,Riđogruda tiranka travarka
Ochthoeca fumicolor,Brown-backed Chat-tyrant,bbctyr1,69597071,FALSE,Smeđoleđa tiranka travarka
Ochthoeca superciliosa,Rufous-browed Chat-tyrant,bnbcht2,69679,FALSE,Riđoobrvasta tiranka travarka
Ochthoeca oenanthoides,D'Orbigny's Chat-tyrant,dorcht1,212949,FALSE,Orbinjijeva tiranka travarka
Ochthoeca piurae,Piura Chat-tyrant,pictyr1,69597511,FALSE,Tiranka travarka iz oblasti Piura
Ochthoeca leucophrys,White-browed Chat-tyrant,wbctyr1,591280581,FALSE,Tiranka travarka sa belom obrvom
Ochthoeca salvini,Tumbes Tyrant,tumtyr2,13262,FALSE,Salvinijeva tiranka
Sublegatus arenarum,Northern Scrub-flycatcher,nosfly1,51867481,FALSE,Severna žbunjačka muharka
Sublegatus obscurior,Amazonian Scrub-flycatcher,amsfly1,203934221,FALSE,Amazonska žbunjačka muharka
Sublegatus modestus,Southern Scrub-flycatcher,sosfly1,174997,FALSE,Južna žbunjačka muharka
Pyrocephalus rubinus,Common Vermilion Flycatcher,verfly,188210,TRUE,Crvena muharka
Pyrocephalus nanus,Little Vermilion Flycatcher,brufly1,352838631,FALSE,Galapagoska crvena muharka
†Pyrocephalus dubius,Least Vermilion Flycatcher,,,FALSE,
Fluvicola pica,Pied Water-tyrant,piwtyr1,69691,FALSE,Crno-bela vodena tiranka
Fluvicola albiventer,Black-backed Water-tyrant,bbwtyr1,69264461,FALSE,Crnoleđa vodena tiranka
Fluvicola nengeta,Masked Water-tyrant,mawtyr1,469184481,FALSE,Maskirana vodena tiranka
Arundinicola leucocephala,White-headed Marsh-tyrant,whmtyr1,128051,FALSE,Beloglava močvarska tiranka
Gubernetes yetapa,Streamer-tailed Tyrant,stttyr2,224489221,FALSE,Siva dugorepa tiranka
Muscipipra vetula,Shear-tailed Grey Tyrant,shtgrt1,520247411,FALSE,Račvorepa siva tiranka
Alectrurus tricolor,Cock-tailed Tyrant,cottyr1,638645707,FALSE,Tiranka lepezarka
Alectrurus risora,Strange-tailed Tyrant,stttyr1,132886,TRUE,Tiranka sa repom perjanicom
Lessonia rufa,Austral Negrito,ausneg1,612482752,FALSE,Južni/andski negrito
Lessonia oreas,Andean Negrito,andneg1,301170,FALSE,Andski negrito
Hymenops perspicillatus,Spectacled Tyrant,spetyr1,640677382,FALSE,Naočasta tiranka
Knipolegus orenocensis,Riverside Tyrant,rivtyr2,370002561,FALSE,Rečna tiranka
Knipolegus sclateri,Sclater's Black-tyrant,,,FALSE,
Knipolegus poecilocercus,Amazonian Black-tyrant,ambtyr1,140575071,FALSE,Amazonska crna tiranka
Knipolegus poecilurus,Rufous-tailed Tyrant,ruttyr1,388751581,FALSE,Riđorepa tiranka
Knipolegus franciscanus,Caatinga Black-tyrant,whwblt2,627763358,FALSE,Kaatinga crna tiranka
Knipolegus lophotes,Crested Black-tyrant,crbtyr1,113418,FALSE,Ćubasta crna tiranka
Knipolegus nigerrimus,Velvety Black-tyrant,vebtyr1,169826,FALSE,Somotasta crna tiranka
Knipolegus signatus,Andean Black-tyrant,andtyr3,,FALSE,Jelskijeva tiranka travarka
Knipolegus cabanisi,Plumbeous Black-tyrant,andtyr2,644811816,FALSE,Jelskijeva crna tiranka/olovnosiva crna tiranka
Knipolegus cyanirostris,Blue-billed Black-tyrant,bbbtyr1,203960211,FALSE,Plavokljuna crna tiranka
Knipolegus striaticeps,Cinereous Black-tyrant,cintyr1,213869,FALSE,Pepeljasta crna tiranka
Knipolegus hudsoni,Hudson's Black-tyrant,hubtyr1,627879307,FALSE,Hadsonova crna tiranka
Knipolegus aterrimus,White-winged Black-tyrant,whwblt1,244962591,FALSE,Belokrila crna tiranka
Knipolegus heterogyna,White-rumped Black-tyrant,,,FALSE,Svetlorepa belokrila crna tiranka
Satrapa icterophrys,Yellow-browed Tyrant,yebtyr2,634327269,FALSE,Tiranka sa žutom obrvom
Muscisaxicola fluviatilis,Little Ground-tyrant,ligtyr1,,FALSE,Mala tiranka sa tla
Muscisaxicola maculirostris,Spot-billed Ground-tyrant,sbgtyr1,256227001,FALSE,Tiranka sa tla sa pegavim kljunom
Muscisaxicola griseus,Taczanowski's Ground-tyrant,tacgrt1,643568092,FALSE,Siva tiranka sa tla
Muscisaxicola juninensis,Puna Ground-tyrant,pugtyr1,622893305,FALSE,Tiranka sa tla iz Pune
Muscisaxicola cinereus,Cinereous Ground-tyrant,cingrt1,456289011,FALSE,Pepeljasta tiranka sa tla
Muscisaxicola albifrons,White-fronted Ground-tyrant,wfgtyr1,611935584,FALSE,Beločela tiranka sa tla
Muscisaxicola flavinucha,Ochre-naped Ground-tyrant,ongtyr1,203961761,FALSE,Tiranka sa tla sa oker zatiljkom
Muscisaxicola rufivertex,Rufous-naped Ground-tyrant,rngtyr1,617249812,FALSE,Tiranka sa tla sa riđim zatiljkom
Muscisaxicola occipitalis,Chestnut-naped Ground-tyrant,,,FALSE,
Muscisaxicola maclovianus,Dark-faced Ground-tyrant,dafgrt1,34740671,FALSE,Tiranka sa tla sa tamnim licem
Muscisaxicola albilora,White-browed Ground-tyrant,wbgtyr1,407831301,FALSE,Tiranka sa tla sa belom obrvom
Muscisaxicola alpinus,Plain-capped Ground-tyrant,plcgrt1,204023381,FALSE,Alpijska tiranka sa tla
Muscisaxicola capistratus,Cinnamon-bellied Ground-tyrant,cibgrt1,203960251,FALSE,Tiranka sa tla cimetastog trbuha
Muscisaxicola frontalis,Black-fronted Ground-tyrant,bfgtyr1,632984242,FALSE,Crnočela tiranka sa tla
Cnemarchus erythropygius,Red-rumped Bush-tyrant,rrbtyr1,636320670,FALSE,Tiranka žbunjarka sa crvenim nadrepkom
Polioxolmis rufipennis,Rufous-webbed Bush-tyrant,rwbtyr1,156481681,FALSE,Riđopera tiranka
Xolmis pyrope,Fire-eyed Diucon,fiediu1,613838890,FALSE,Plamenooka monhita
Xolmis cinereus,Grey Monjita,,,FALSE,Siva monhita
Xolmis coronatus,Black-crowned Monjita,bkcmon1,203963501,FALSE,Crnokapa monhita
Xolmis velatus,White-rumped Monjita,whrmon2,69262581,FALSE,Monhita sa belim nadrepkom
Xolmis irupero,White Monjita,whimon1,700384,FALSE,Bela monhita
Xolmis salinarum,Salinas Monjita,salmon1,301550,FALSE,Slatinska monhita
Xolmis rubetra,Rusty-backed Monjita,rubmon1,393377701,FALSE,
Xolmis dominicanus,Black-and-white Monjita,bawmon3,612506463,FALSE,Crno-bela monhita
Agriornis montanus,Black-billed Shrike-tyrant,bkbsht1,410550411,FALSE,Crnokljuna svračkolika tiranka
Agriornis albicauda,White-tailed Shrike-tyrant,wtstyr1,243925,FALSE,Belorepa svračkolika tiranka
Agriornis lividus,Great Shrike-tyrant,gresht1,303936,FALSE,Velika svračkolika tiranka
Agriornis micropterus,Grey-bellied Shrike-tyrant,gybsht1,506652861,FALSE,Svračkolika tiranka sivog trbuha
Agriornis murinus,Lesser Shrike-tyrant,lessht1,136949191,FALSE,Mala svračkolika tiranka
Neoxolmis rufiventris,Chocolate-vented Tyrant,chvtyr2,33228941,FALSE,Tiranka sa čokoladnim podrepkom
Myiotheretes striaticollis,Streak-throated Bush-tyrant,stbtyr1,591281401,FALSE,Tiranka žbunjarka sa prugastim grlom
Myiotheretes pernix,Santa Marta Bush-tyrant,smbtyr1,203965331,FALSE,Tiranka žbunjarka sa Santa Marte
Myiotheretes fumigatus,Smoky Bush-tyrant,smbtyr2,623321650,FALSE,Dimna tiranka žbunjarka
Myiotheretes fuscorufus,Rufous-bellied Bush-tyrant,rbbtyr1,35987,FALSE,Tiranka žbunjarka sa riđim trbuhom
Ochthornis littoralis,Drab Water-tyrant,drwtyr1,227932391,FALSE,Jednobojna vodena tiranka
Cnemotriccus fuscatus,Fuscous Flycatcher,fusfly1,324434691,FALSE,Beloobrvasta muharka
Aphanotriccus capitalis,Tawny-chested Flycatcher,tacfly1,550849191,FALSE,Muharka zagasitih grudi
Aphanotriccus audax,Black-billed Flycatcher,blbfly1,109558401,FALSE,Crnokljuna muharka
Lathrotriccus euleri,Euler's Flycatcher,eulfly1,89009,FALSE,Julerova muharka
Lathrotriccus griseipectus,Grey-breasted Flycatcher,gybfly1,203699121,FALSE,Sivogruda muharka
Mitrephanes phaeocercus,Tufted Flycatcher,tuffly,59322071,FALSE,Ćubasta muharka
Mitrephanes olivaceus,Olive Flycatcher,olifly2,232712061,FALSE,Maslinasta muharka
Sayornis nigricans,Black Phoebe,blkpho,367504221,FALSE,Crna fibi
Sayornis phoebe,Eastern Phoebe,easpho,426779621,TRUE,Istočna fibi
Sayornis saya,Say's Phoebe,saypho,191105,TRUE,Sejeva fibi
Empidonax virescens,Acadian Flycatcher,acafly,73916,TRUE,Akadijska muharka
Empidonax flaviventris,Yellow-bellied Flycatcher,yebfly,100881,FALSE,Žutotrba muharka
Empidonax flavescens,Yellowish Flycatcher,yelfly1,199518,FALSE,Žućkasta muharka
Empidonax difficilis,Pacific-slope Flycatcher,wesfly,7600,FALSE,Muharka sa pacifičke padine
Empidonax occidentalis,Cordilleran Flycatcher,,,FALSE,Muharka sa Kordiljera
Empidonax albigularis,White-throated Flycatcher,whtfly1,31997351,FALSE,Belogrla muharka
Empidonax traillii,Willow Flycatcher,wilfly,191178,FALSE,Jasikova/vrbova muharka (Trejlova muharka)
Empidonax alnorum,Alder Flycatcher,aldfly,132247,FALSE,Jasikova muharka
Empidonax fulvifrons,Buff-breasted Flycatcher,bubfly,267308351,FALSE,Muharka žućkastih grudi
Empidonax atriceps,Black-capped Flycatcher,blcfly1,46236331,FALSE,Crnokapa muharka
Empidonax wrightii,American Grey Flycatcher,gryfly,43462551,FALSE,Siva muharka
Empidonax minimus,Least Flycatcher,leafly,219691,FALSE,Mala muharka
Empidonax hammondii,Hammond's Flycatcher,hamfly,56931,FALSE,Hamondova muharka
Empidonax oberholseri,American Dusky Flycatcher,dusfly,534684,FALSE,Tamna muharka
Empidonax affinis,Pine Flycatcher,pinfly1,518297361,FALSE,Borova muharka
Contopus cooperi,Olive-sided Flycatcher,olsfly,109254,FALSE,Muharka maslinastih bokova
Contopus pertinax,Greater Pewee,grepew,267053501,FALSE,Veliki pivi
Contopus lugubris,Dark Pewee,darpew1,622634741,FALSE,Tamni pivi
Contopus fumigatus,Smoke-colored Pewee,smcpew1,203932171,FALSE,Pepeljasti pivi
Contopus ochraceus,Ochraceous Pewee,ochpew1,359027741,FALSE,Oker pivi
Contopus sordidulus,Western Wood-pewee,wewpew,539737,FALSE,Zapadni šumski pivi
Contopus virens,Eastern Wood-pewee,eawpew,73930,FALSE,Istočni šumski pivi
Contopus bogotensis,Northern Tropical Pewee,tropew4,7354,FALSE,Severni tropski pivi
Contopus punensis,Western Tropical Pewee,tropew2,21547,FALSE,Tumbeski pivi
Contopus cinereus,Southern Tropical Pewee,tropew3,620465604,FALSE,Južni tropski pivi
Contopus caribeaus,Cuban Pewee,cubpew1,90697,FALSE,
Contopus pallidus,Jamaican Pewee,jampew1,612222748,FALSE,Pivi sa Jamajke
Contopus hispaniolensis,Hispaniolan Pewee,hispew1,55802,FALSE,Pivi sa Hispaniole
Contopus latirostris,Lesser Antillean Pewee,leapew1,26248971,FALSE,Pivi sa Malih Antila
