Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,uk
Pycnonotus snouckaerti,Aceh Bulbul,orsbul2,,FALSE,бюльбюль короткодзьобий
Pycnonotus bimaculatus,Orange-spotted Bulbul,orsbul3,524398641,FALSE,Бюльбюль короткодзьобий/золотобровий
Pycnonotus davisoni,Pale-eyed Bulbul,sttbul2,,FALSE,
Pycnonotus finlaysoni,Stripe-throated Bulbul,sttbul3,52525951,FALSE,Бюльбюль золотогорлий
Pycnonotus xantholaemus,Yellow-throated Bulbul,yetbul1,108048471,FALSE,Бюльбюль жовтогорлий
Pycnonotus penicillatus,Yellow-eared Bulbul,yeebul1,520,FALSE,Бюльбюль цейлонський
Pycnonotus flavescens,Flavescent Bulbul,flabul1,203899091,FALSE,Бюльбюль сосновий
Pycnonotus leucops,Pale-faced Bulbul,flabul3,203957061,FALSE,
Pycnonotus goiavier,Yellow-vented Bulbul,yevbul1,203885111,FALSE,Бюльбюль широкобровий
Pycnonotus luteolus,White-browed Bulbul,whbbul2,279391461,FALSE,Бюльбюль білобровий
Pycnonotus plumosus,Olive-winged Bulbul,olwbul1,617761209,FALSE,Бюльбюль оливковокрилий
Pycnonotus cinereifrons,Ashy-fronted Bulbul,asfbul1,203942451,FALSE,бюльбюль палаванський
Pycnonotus blanfordi,Streak-eared Bulbul,ayebul1,204004781,FALSE,Бюльбюль бірманський
Pycnonotus simplex,Cream-vented Bulbul,crvbul1,191891701,FALSE,Бюльбюль світлоокий
Pycnonotus brunneus,Red-eyed Bulbul,reebul1,282981,FALSE,Бюльбюль бурий
Pycnonotus erythropthalmos,Spectacled Bulbul,spebul1,622038866,FALSE,Бюльбюль золотоокий
Pycnonotus hualon,Bare-faced Bulbul,bafbul1,515122951,FALSE,бюльбюль лаоський
Euptilotus eutilotus,Puff-backed Bulbul,pubbul1,36280,FALSE,Бюльбюль рудий
Microtarsus melanoleucos,Black-and-white Bulbul,bawbul2,458758271,FALSE,Бюльбюль білоплечий
Brachypodius atriceps,Black-headed Bulbul,blhbul1,36584,FALSE,
Brachypodius fuscoflavescens,Andaman Bulbul,andbul1,283543,FALSE,Бюльбюль андаманський
Brachypodius priocephalus,Grey-headed Bulbul,,,FALSE,Бюльбюль сіроголовий
Poliolophus urostictus,Yellow-wattled Bulbul,yewbul1,203999981,FALSE,Бюльбюль північний
Acritillas indica,Yelow-browed Bulbul,yebbul3,361332201,FALSE,Бюльбюль жовточеревий
Thapsinillas harterti,Banggai Golden Bulbul,,,FALSE,
Thapsinillas longirostris,Sula Golden Bulbul,,,FALSE,
Thapsinillas aurea,Togian Golden Bulbul,,,FALSE,оливник тогіанський
Thapsinillas platenae,Sangihe Golden Bulbul,,,FALSE,оливник сангізький
Thapsinillas chloris,Halmahera Golden Bulbul,,,FALSE,оливник гальмагерський
Thapsinillas lucasi,Obi Golden Bulbul,,,FALSE,оливник обійський
Thapsinillas mysticalis,Buru Golden Bulbul,,,FALSE,оливник буруйський
Thapsinillas affinis,Seram Golden Bulbul,,,FALSE,
Cerasophila thompsoni,White-headed Bulbul,whhbul1,627991224,FALSE,Горована білоголова
Phylloscopus cebuensis,Lemon-throated Leaf-Warbler,letwar1,196825,FALSE,Вівчарик жовтий
Phylloscopus olivaceus,Philippine Leaf-warbler,phlwar1,203894181,FALSE,Вівчарик філіпінський
Phylloscopus coronatus,Eastern Crowned Warbler,eacwar1,203953361,FALSE,Вівчарик оливковий
Phylloscopus ijimae,Ijima's Leaf-warbler,ijlwar1,203903491,FALSE,Вівчарик ізуйський
Phylloscopus umbrovirens,Brown Woodland-warbler,brwwar1,14549,FALSE,Вівчарик брунатний
Phylloscopus budongoensis,Uganda Woodland-warbler,ugawow1,203966581,FALSE,Вівчарик угандійський
Phylloscopus herberti,Black-capped Woodland-warbler,bcwwar1,614842920,FALSE,Вівчарик чорноголовий
Phylloscopus laetus,Red-faced Woodland-warbler,rfwwar1,1285,FALSE,Вівчарик рудощокий
Phylloscopus laurae,Laura's Woodland-warbler,lauwow1,279108,FALSE,Вівчарик жовтогузий
Phylloscopus ruficapilla,Yellow-throated Woodland-warbler,yetwow1,28038,FALSE,Вівчарик жовтогорлий
Phylloscopus castaneiceps,Chestnut-crowned Warbler,chcwar2,203899871,FALSE,
Phylloscopus sumatrensis,Sumatran Warbler,,,FALSE,
Phylloscopus grammiceps,Javan Warbler,sunwar1,609653227,FALSE,Скриточуб білочеревий
Phylloscopus montis,Yellow-breasted Warbler,yebwar2,36881,FALSE,Скриточуб жовтогрудий
Phylloscopus emeiensis,Emei Leaf-warbler,emlwar1,204009071,FALSE,Вівчарик імейський
Phylloscopus nitidus,Green Leaf-warbler,grnwar1,277766671,FALSE,Вівчарик жовточеревий
Phylloscopus trochiloides,Greenish Warbler,grewar3,203992471,FALSE,Вівчарик зелений
Phylloscopus plumbeitarsus,Two-barred Warbler,grewar2,181666891,FALSE,Вівчарик амурський
Phylloscopus borealis,Arctic Warbler,arcwar1,165528081,FALSE,Вівчарик японський/шелюговий/камчатський
Phylloscopus examinandus,Kamchatka Leaf-warbler,arcwar2,385124981,FALSE,вівчарик камчатський
Phylloscopus xanthodryas,Japanese Leaf-warbler,arcwar3,203913431,FALSE,Вівчарик японський
Phylloscopus borealoides,Sakhalin Leaf-warbler,salwar1,120189181,FALSE,Вівчарик сахалінський
Phylloscopus tenellipes,Pale-legged Leaf-warbler,pllwar1,75086781,FALSE,Вівчарик світлоногий/сахалінський
Phylloscopus magnirostris,Large-billed Leaf-warbler,lblwar1,301436581,FALSE,Вівчарик довгодзьобий
Phylloscopus calciatilis,Limestone Leaf-warbler,limlew1,204007051,FALSE,вівчарик індокитайський
Phylloscopus cantator,Yellow-vented Warbler,yevwar1,204005261,FALSE,Вівчарик чорнобровий
Phylloscopus ricketti,Sulphur-breasted Warbler,subwar3,239110651,FALSE,Вівчарик в’єтнамський
Phylloscopus claudiae,Claudia's Leaf-Warbler,clalew1,349927401,FALSE,вівчарик широкобровий
Phylloscopus reguloides,Blyth's Leaf-warbler,blylew1,179668481,FALSE,Вівчарик рододендровий
Phylloscopus occipitalis,Western Crowned Leaf-warbler,weclew1,173166031,FALSE,Вівчарик світлоголовий
Phylloscopus goodsoni,Hartert's Leaf-Warbler,harlew1,601219081,FALSE,вівчарик низинний
Phylloscopus trivirgatus,Mountain Leaf-warbler,mouwar2,36736,FALSE,Вівчарик гірський
Phylloscopus sarasinorum,Sulawesi Leaf-warbler,sulwar3,478613211,FALSE,Вівчарик целебеський
Phylloscopus poliocephalus,Island Leaf-warbler,islwar1,203999191,FALSE,Вівчарик новогвінейський
P. p. makirensis,San Cristobal Leaf-warbler,,,FALSE,
Phylloscopus misoriensis,Biak Leaf-warbler,isllew10,622987315,FALSE,вівчарик біяцький
Phylloscopus maforensis,Numfor Leaf-warbler,isllew9,203999141,FALSE,Вівчарик нумфорський
Phylloscopus presbytes,Timor Leaf-warbler,tilwar2,203921681,FALSE,Вівчарик білогорлий
Phylloscopus amoenus,Kolombangara Leaf-warbler,kullew1,174513531,FALSE,Вівчарик коломбангарський
Phylloscopus hainanus,Hainan Leaf-warbler,halwar1,633785824,FALSE,Вівчарик гайнанський
Phylloscopus xanthoschistos,Grey-hooded Warblere,gyhwar2,611533763,FALSE,Скриточуб смугоголовий
Phylloscopus intensior,White-tailed Leaf-warbler,davlew1,51966381,FALSE,вівчарик бамбуковий
Phylloscopus ogilviegranti,Kloss's Leaf-warbler,klolew1,218717431,FALSE,Вівчарик бамбуковий/світлохвостий
PHYLLOSCOPIDAE,Leaf-warblers,,,FALSE,
Phylloscopus orientalis,Eastern Bonelli's Warbler,eabwar1,203888101,FALSE,Вівчарик світлочеревий
Phylloscopus bonelli,Western Bonelli's Warbler,webwar1,203913661,FALSE,Вівчарик світлочеревий/золотогузий
Phylloscopus sibilatrix,Wood Warbler,woowar,36195,FALSE,Вівчарик жовтобровий
Phylloscopus yunnanensis,Chinese Leaf-warbler,chilew1,168307261,FALSE,Вівчарик юнанський
Phylloscopus subviridis,Brooks's Leaf-warbler,brlwar1,587758531,FALSE,Вівчарик афганський
Phylloscopus inornatus,Yellow-browed Warbler,yebwar3,122979121,FALSE,Вівчарик лісовий/алтайський
Phylloscopus humei,Hume's Leaf-warbler,humwar1,367754341,FALSE,Вівчарик лісовий/алтайський
Phylloscopus chloronotus,Lemon-rumped Leaf-warbler,parwar1,611656718,FALSE,Вівчарик непальський/сичуанський
Phylloscopus forresti,Sichuan Leaf-warbler,siclew1,30318691,FALSE,вівчарик сичуанський
Phylloscopus kansuensis,Gansu Leaf-warbler,ganlew1,243935791,FALSE,Вівчарик гансуйський
Phylloscopus proregulus,Pallas's Leaf-warbler,palwar5,44669491,FALSE,Вівчарик золотомушковий
Phylloscopus pulcher,Buff-barred Warbler,bubwar1,30552181,FALSE,Вівчарик золотосмугий
Phylloscopus maculipennis,Ashy-throated Warbler,astwar2,425403961,FALSE,Вівчарик сірогорлий
Phylloscopus fuscatus,Dusky Warbler,duswar,230966,FALSE,Вівчарик бурий/темний
Phylloscopus fuligiventer,Smoky Warbler,smowar1,57712811,FALSE,вівчарик темний
Phylloscopus subaffinis,Buff-throated Warbler,butwar1,620525419,FALSE,Вівчарик китайський
Phylloscopus trochilus,Willow Warbler,wlwwar,231252,TRUE,Вівчарик весняний
Phylloscopus ibericus,Iberian Chiffchaff,ibechi2,241408351,FALSE,Вівчарик іберійський
Phylloscopus collybita,Common Chiffchaff,comchi1,470596621,TRUE,Вівчарик-ковалик
Phylloscopus tristis,Siberian Chiffchaff,,,FALSE,Вівчарик-ковалик сибірський
Phylloscopus canariensis,Canary Chiffchaff,caichi1,644541484,FALSE,Вівчарик канарський
Phylloscopus sindianus,Mountain Chiffchaff,mouchi2,175467781,FALSE,Вівчарик світлокрилий
P. s. lorenzii,Caucasian Chiffchaff,,,FALSE,
Phylloscopus neglectus,Plain Leaf-warbler,pllwar2,431253811,FALSE,Вівчарик іранський
Phylloscopus tytleri,Tytler's Leaf-warbler,tylwar1,64513441,FALSE,Вівчарик тонкодзьобий
Phylloscopus griseolus,Sulphur-bellied Warbler,subwar2,282502491,FALSE,Вівчарик індійський
Phylloscopus affinis,Tickell's Leaf-warbler,y00989,173594821,FALSE,Вівчарик гімалайський
Phylloscopus armandii,Yellow-streaked Warbler,yeswar1,266417151,FALSE,Вівчарик монгольський
Phylloscopus schwarzi,Radde's Warbler,radwar1,308464921,FALSE,Вівчарик товстодзьобий
Phylloscopus intermedius,White-spectacled Warbler,whswar1,465219021,FALSE,Скриточуб гімалайський
Phylloscopus poliogenys,Grey-cheeked Warbler,gycwar2,203901241,FALSE,Скриточуб сірощокий
Phylloscopus burkii,Green-crowned Warbler,goswar1,611153073,FALSE,Скриточуб гірський
Phylloscopus tephrocephalus,Grey-crowned Warbler,gycwar1,165380161,FALSE,Скриточуб сіроголовий
Phylloscopus omeiensis,Martens's Warbler,marwar4,518491761,FALSE,Скриточуб сичуанський
Phylloscopus soror,Alström's Warbler,pltwar1,650939167,FALSE,Скриточуб фуджіянський
Phylloscopus valentini,Bianchi's Warbler,biawar1,237417,FALSE,Скриточуб китайський
Phylloscopus whistleri,Whistler's Warbler,whiwar2,445127011,FALSE,Скриточуб-свистун
SCOTOCERCIDAE,Bush-warblers,,,FALSE,
Erythrocercus holochlorus,Little Yellow Flycatcher,yelfly2,37961,FALSE,владарик цитриновий
Erythrocercus mccallii,Chestnut-capped Flycatcher,chcfly1,283544741,FALSE,владарик рудоголовий
Erythrocercus livingstonei,Livingstone's Flycatcher,livfly1,647421672,FALSE,владарик сивоголовий
Scotocerca inquieta,Streaked Scrub-warbler,stswar1,620373785,FALSE,Вертунка
S. i. saharae,Saharan Scrub-warbler,,,FALSE,
Tesia olivea,Slaty-bellied Tesia,slbtes1,480762631,FALSE,Тезія золотоголова
Tesia cyaniventer,Grey-bellied Tesia,gybtes1,289820721,FALSE,Тезія жовтоброва
Tesia superciliaris,Javan Tesia,javtes1,70599,FALSE,Тезія яванська
Tesia everetti,Russet-capped Tesia,ructes1,203996681,FALSE,Тезія рудоголова
Cettia major,Chestnut-crowned Bush-warbler,ccbwar1,238787321,FALSE,широкохвістка рудолоба
Cettia brunnifrons,Grey-sided Bush-warbler,gysbuw1,151233191,FALSE,широкохвістка рудоголова
Cettia castaneocoronata,Chestnut-headed Tesia,chhtes1,30556891,FALSE,Тезія червоноголова
Cettia cetti,Cetti's Warbler,cetwar1,345981811,TRUE,Очеретянка середземноморська
Hemitesia neumanni,Neumann's Warbler,neuwar1,360491521,FALSE,Тезія жовтогорла
Hemitesia pallidipes,Pale-footed Bush-warbler,pfbwar1,56430,FALSE,широкохвістка світлонога
Urosphena squameiceps,Asian Stubtail,asistu1,609055150,FALSE,широкохвістка далекосхідна
Urosphena whiteheadi,Bornean Stubtail,borstu1,637365390,FALSE,широкохвістка борнейська
Urosphena subulata,Timor Stubtail,timstu1,203921571,FALSE,широкохвістка тиморська
Abroscopus superciliaris,Yellow-bellied Warler,yebwar1,70266,FALSE,Війчик білобровий
Abroscopus albogularis,Rufous-faced Warbler,rufwar1,286450801,FALSE,Війчик рудощокий
Abroscopus schisticeps,Black-faced Warbler,blfwar1,181659821,FALSE,Війчик чорнощокий
Phyllergates cucullatus,Mountain Tailorbird,moutai2,423176391,FALSE,Війчик гірський
Phyllergates heterolaemus,Rufous-headed Tailorbird,ruhtai2,203991821,FALSE,війчик рудоголовий
Tickellia hodgsoni,Broad-billed Warbler,brbwar1,140822,FALSE,війчик широкодзьобий
Horornis fortipes,Brownish-flanked Bush-warbler,bfbwar1,14337,FALSE,Широкохвістка вохриста
Horornis acanthizoides,Yellowish-bellied Bush-warbler,ybbwar1,14322,FALSE,Широкохвістка бамбукова
Horornis flavolivaceus,Aberrant Bush-warbler,abbwar1,173737141,FALSE,Широкохвістка непальська
Horornis seebohmi,Philippine Bush-warbler,phbwar1,203891561,FALSE,широкохвістка лусонська
Horornis canturians,Korean Bush-warbler,manbuw1,185047651,FALSE,Широкохвістка маньчжурська
Horornis diphone,Japanese Bush-warbler,jabwar,352733711,FALSE,Широкохвістка китайська
Horornis annae,Palau Bush-warbler,pabwar1,140110,FALSE,широкохвістка палауська
Horornis carolinae,Tanimbar Bush-warbler,tabwar1,615712890,FALSE,широкохвістка іржастоголова
Horornis parens,Shade Bush-warbler,shawar1,33967671,FALSE,широкохвістка меланезійська
Horornis haddeni,Bougainville Bush-warbler,odedi1,624884047,FALSE,широкохвістка бугенвільська
Horornis ruficapilla,Fiji Bush-warbler,fibwar1,203910771,FALSE,широкохвістка фіджійська
Hylia prasina,Green Hylia,grehyl1,1400,FALSE,Покривець
Pholidornis rushiae,Tit-hylia,tithyl1,437475931,FALSE,гилія
Chamaea fasciata,Wrentit,wrenti,347766061,FALSE,хамея
Paradoxornis flavirostris,Black-breasted Parrotbill,blbpar2,700324,FALSE,Сутора гімалайська
Paradoxornis guttaticollis,Spot-breasted Parrotbill,spbpar1,425955361,FALSE,Сутора чорнощока
Paradoxornis heudei,Reed Parrotbill,reepar3,203692931,FALSE,Сутора далекосхідна
Psittiparus ruficeps,White-breasted Parrotbill,ruhpar3,204016351,FALSE,
Psittiparus bakeri,Rufous-headed Parrotbill,ruhpar2,204020521,FALSE,сутора рудоголова
Psittiparus gularis,Grey-headed Parrotbill,,,FALSE,
Psittiparus margaritae,Black-headed Parrotbill,bkhpar1,623889414,FALSE,Сутора анамська
Conostoma aemodium,Great Parrotbill,grepar1,140831,FALSE,Сутора велика
Cholornis paradoxus,Three-toed Parrotbill,thtpar1,609066204,FALSE,Сутора трипала
Cholornis unicolor,Brown Parrotbill,bropar1,68729,FALSE,Сутора бронзова
Neosuthora davidiana,Short-tailed Parrotbill,shtpar3,223173011,FALSE,Сутора мала
Suthora fulvifrons,Fulvous Parrotbill,fulpar1,204020461,FALSE,Сутора бамбукова
Suthora nipalensis,Black-throated Parrotbill,bltpar1,421933471,FALSE,Сутора сірощока
Suthora verreauxi,Golden Parrotbill,golpar2,502482841,FALSE,Сутора золотиста
Chleuasicus atrosuperciliaris,Pale-billed Parrotbill,blbpar3,608382058,FALSE,Сутора білогорла
Sinosuthora conspicillata,Spectacled Parrotbill,spepar2,414174201,FALSE,Сутора китайська
Sinosuthora webbiana,Vinous-throated Parrotbill,vitpar1,14231,FALSE,
Sinosuthora brunnea,Brown-winged Parrotbill,bnwpar2,438463091,FALSE,
Sinosuthora ricketti,Yunnan Parrotbill,,,FALSE,
Sinosuthora alphonsiana,Ashy-throated Parrotbill,astpar1,628580018,FALSE,Сутора рудокрила
Sinosuthora zappeyi,Grey-hooded Parrotbill,,,FALSE,Сутора сичуанська
Sinosuthora przewalskii,Rusty-throated Parrotbill,rutpar2,204009051,FALSE,Сутора рудовола
AEGITHALIDAE,Long-tailed Tits,,,FALSE,
Leptopoecile sophiae,White-browed Tit-warbler,wbtwar1,584325691,TRUE,Сікорчик тибетський
Leptopoecile elegans,Crested Tit-warbler,crtwar1,356737231,FALSE,Сікорчик чубатий
Psaltriparus minimus,American Bushtit,bushti,619034949,TRUE,Ополовник американський
Aegithalos iredalei,Red-headed Tit,,,FALSE,Ополовник рудоголовий (підвид iredalei/rubricapillus)
Aegithalos concinnus,Black-throated Tit,blttit2,84878051,FALSE,Ополовник рудоголовий
Aegithalos annamensis,Grey-crowned Tit,,,FALSE,
Aegithalos leucogenys,White-cheeked Tit,whctit1,632705741,FALSE,Ополовник чорногорлий
Aegithalos niveogularis,White-throated Tit,whttit1,154010391,FALSE,Ополовник білогорлий
Aegithalos bonvaloti,Black-browed Tit,bkbtit3,624782015,FALSE,
A. b. sharpei,Burmanese Tit,,,FALSE,
Aegithalos iouschistos,Rufous-fronted Tit,bkbtit3,624782015,FALSE,Ополовник рудощокий
Aegithalos fuliginosus,Sooty Tit,sootit1,204009171,FALSE,Ополовник сіроголовий
Aegithalos caudatus,Northern Long-tailed Tit,lottit1,82639391,TRUE,Синиця довгохвоста
Aegithalos glaucogularis,Silver-throated Tit,lottit5,211849501,FALSE,Ополовник чорноголовий
Psaltria exilis,Pygmy Tit,pygtit1,524398701,FALSE,Ополовник-крихітка
ZOSTEROPIDAE,White Eyes and Yuhinas,,,FALSE,
SYLVIIDAE,Old World Warblers and Parotbills,,,FALSE,Кропив'янкові (сутора sp.)
Yuhina diademata,White-collared Yuhina,whcyuh1,620373851,FALSE,Югина чорнолоба
Yuhina castaneiceps,Striated Yuhina,stryuh1,203964721,FALSE,
Yuhina torqueola,Indochinese Yuhina,indyuh1,203917411,FALSE,Стафіда західна
Yuhina everetti,Chestnut-crested Yuhina,chcyuh1,192211941,FALSE,Стафіда борнейська
Yuhina brunneiceps,Taiwan Yuhina,taiyuh1,14221,FALSE,Югина тайванська
Yuhina nigrimenta,Black-chinned Yuhina,blcyuh1,204014841,FALSE,Югина мала
Yuhina gularis,Striped-throated Yuhina,sttyuh1,155334901,FALSE,Югина темнокрила
Yuhina flavicollis,Whiskered Yuhina,whiyuh1,203906631,FALSE,Югина вусата
Yuhina humilis,Burmese Yuhina,buryuh1,239327471,FALSE,Югина бірманська
Yuhina occipitalis,Rufous-vented Yuhina,ruvyuh1,155334571,FALSE,Югина рудочерева
Yuhina bakeri,White-naped Yuhina,whnyuh1,586651631,FALSE,Югина асамська
Zosterornis hypogrammicus,Palawan Striped Babbler,pasbab1,29731281,FALSE,окулярник палаванський
Zosterornis latistriatus,Panay Striped Babbler,pasbab2,203999861,FALSE,окулярник білощокий
Zosterornis nigrorum,Negros Striped Babbler,nesbab1,203893891,FALSE,окулярник негроський
Zosterornis striatus,Luzon Striped Babbler,lusbab1,632545815,FALSE,Окулярник смугастий
Zosterornis whiteheadi,Chestnut-faced Babbler,chfbab1,203942461,FALSE,окулярник рудощокий
Heleia superciliaris,Crean-browed White-eye,whbwhe1,,FALSE,Окулярець жовтобровий
Heleia wallacei,Yellow-spectacled White-eye,ysweye1,168541,FALSE,Окулярник рудолобий
Heleia squamifrons,Pygmy White-eye,pyweye1,198763,FALSE,Окулярець-крихітка
Heleia goodfellowi,Mindanao White-eye,minwhe1,623718536,FALSE,Окулярець масковий
Heleia squamiceps,Streak-headed White-eye,sthwhe1,203990501,FALSE,Окулярець малий
Heleia javanica,Javan Grey-throated White-eye,jgtwhe1,36118,FALSE,Окулярець жовточеревий
Heleia pinaiae,Grey-hooded White-eye,gyhwhe1,518222,FALSE,Окулярець серамський
Heleia dohertyi,Crested White-eye,dacwhe1,168553,FALSE,Окулярець чубатий
Heleia muelleri,Spot-breasted White-eye,timwhe1,637397163,FALSE,Гелея строкатогруда
Heleia crassirostris,Thick-billed White-eye,flowhe1,609059301,FALSE,Гелея великодзьоба
Cleptornis marchei,Golden White-eye,goweye1,5399,FALSE,Окулярник золотий
Apalopteron familiare,Bonin White-eye,bonhon1,601111181,FALSE,окулярник бонінський
Rukia ruki,Teardrop White-eye,trweye1,143232221,FALSE,Рукія чуюцька
Rukia longirostra,Long-billed White-eye,lbweye2,139999,FALSE,Рукія довгодзьоба
Megazosterops palauensis,Giant White-eye,giweye1,140126,FALSE,Рукія палауська
Chlorocharis emiliae,Mountain Black-eye,mouble1,261,FALSE,Чорноок
Sterrhoptilus dennistouni,Golden-crowned Babbler,gocbab1,204004631,FALSE,окулярець лусонський
Sterrhoptilus nigrocapitatus,Black-crowned Babbler,bkcbab10,521347961,FALSE,
Sterrhoptilus capitalis,Rusty-crowned Babbler,rucbab3,609064145,FALSE,Окулярець рудогорлий
Dasycrotapha speciosa,Flame-templed Babbler,fltbab1,204002301,FALSE,окулярець золотолобий
Dasycrotapha pygmaea,Visayan Pygmy Babbler,vispyb1,,FALSE,окулярець самарський
Dasycrotapha plateni,Mindanao Pygmy Babbler,pygbab1,609064146,FALSE,Окулярець мінданайський
Zosterops mouroniensis,Mount Karthala White-eye,coweye1,203979151,FALSE,Окулярник карталайський
Zosterops mauritianus,Mauritius Grey White-eye,maswhe3,203891831,FALSE,окулярник попелястий
Zosterops borbonicus,Reunion Grey White-eye,maswhe2,203974681,FALSE,Окулярник білогузий
Zosterops olivaceus,Reunion Olive White-eye,reuwhe1,74636,FALSE,Окулярник реюньйонський
Zosterops chloronothos,Mauritius Olive White-eye,mauwhe1,74616,FALSE,Окулярник маврикійський
Zosterops nigrorum,Yellowish White-eye,yelwhe1,609099621,FALSE,Окулярник золотистий
Zosterops montanus,Mountain White-eye,,,FALSE,
Zosterops atricapilla,Black-capped White-eye,bkcwhe1,621152353,FALSE,Окулярник темноголовий
Zosterops erythropleurus,Chestnut-flanked White-eye,cfweye1,295686841,FALSE,Окулярник буробокий
Zosterops japonicus,Japanese White-eye,warwhe1,6059,FALSE,Окулярник японський
Zosterops meyeni,Lowland White-eye,loweye2,204000061,FALSE,Окулярник низинний
Zosterops palpebrosus,Oriental White-eye,indwhe1,613039064,FALSE,Окулярник південний
Zosterops ceylonensis,Sri Lanka White-eye,ceywhe1,251418701,FALSE,Окулярник цейлонський
Sylvia atricapilla,Blackcap,blackc1,347686161,TRUE,Кропив'янка чорноголова
Sylvia borin,Garden Warbler,garwar1,173200001,TRUE,Кропив'янка садова
Sylvia dohrni,Dohrn's Warbler,dohthb1,203963291,FALSE,зангер
Sylvia atriceps,Ruwenzori Hill-babbler,afhbab3,1265,FALSE,пеніка чорноголова
Sylvia abyssinica,African Hill-babbler,afhbab1,33720421,FALSE,Пеніка абісинська
Sylvia nigricapillus,Bush Blackcap,busbla1,176720581,FALSE,шаперон
Sylvia deserti,African Desert Warbler,afdwar1,203940021,FALSE,кропив’янка африканська
Sylvia nana,Asian Desert Warbler,asdwar1,426329461,FALSE,
Sylvia nisoria,Barred Warbler,barwar1,635189686,FALSE,Кропив'янка рябогруда
Sylvia layardi,Layard's Warbler,laywar2,203937511,FALSE,Кропив’янка західна
Sylvia boehmi,Banded Warbler,,,FALSE,Кропив’янка чорносмуга
Sylvia subcoerulea,Chestnut-vented Warbler,ruvwar2,617256684,FALSE,Кропив’янка рудогуза
Sylvia leucomelaena,Arabian Warbler,reswar1,121704431,FALSE,Кропив’янка аравійська
Sylvia hortensis,Western Orphean Warbler,weowar2,554477401,FALSE,Кропив'янка співоча/товстодзьоба
Sylvia crassirostris,Eastern Orphean Warbler,eaowar2,467137131,FALSE,кропив’янка товстодзьоба
Sylvia buryi,Yemen Warbler,yemwar1,428325931,FALSE,Кропив’янка єменська
Sylvia lugens,Brown Warbler,,,FALSE,Кропив’янка бура
Sylvia curruca,Lesser Whitethroat,leswhi4,220031,TRUE,Кропив'янка прудка
S. c. minula,Small Whitetroat,,,FALSE,
S. c. margelanica,Margelanic Whitethroat,,,FALSE,
S. c. althaea,Hume's Whitethroat,,,FALSE,
Sylvia mystacea,Menetries's Warbler,menwar1,591880731,FALSE,Кропив’янка біловуса
Sylvia melanothorax,Cyprus Warbler,cypwar1,203977571,FALSE,Кропив’янка кіпрська
Sylvia melanocephala,Sardinian Warbler,sarwar1,433822251,FALSE,Кропив’янка середземноморська
Sylvia cantillans,Subalpine Warbler,,,FALSE,Кропив'янка південноєвропейська/субальпійська/червоновола
S. c. inornata,Western Subalpine Warbler,subwar6,331449871,FALSE,
Sylvia subalpina,Moltoni's Warbler,subwar8,639626453,TRUE,Кропив'янка Молтоні
Sylvia ruppelli,Rüppell's Warbler,ruewar1,700572,FALSE,Кропив'янка Рюппеля
Sylvia communis,Common Whitethroat,,,FALSE,Кропив'янка сіра
Sylvia conspicillata,Spectacled Warbler,spewar2,203889021,FALSE,Кропив’янка піренейська
Sylvia sarda,Marmora's Warbler,marwar1,203977521,FALSE,
Sylvia balearica,Balearic Warbler,balwar1,203977491,FALSE,Кропив’янка балеарська
Sylvia undata,Dartford Warbler,darwar1,203489731,TRUE,Кропив’янка прованська
Sylvia deserticola,Tristram's Warbler,triwar1,555385781,FALSE,Кропив’янка алжирська
Parophasma galinieri,Abyssinian Catbird,abycat1,203940001,FALSE,сточик
Myzornis pyrrhoura,Fire-tailed Myzornis,fitmyz1,44575341,FALSE,вогнехвістка
Moupinia poecilotis,Rufous-tailed Babbler,rutbab1,203939931,FALSE,ґаруло рудоголовий
Lioparus chrysotis,Golden-breasted Fulvetta,gobful1,620339428,FALSE,Фульвета золотиста
Chrysomma sinense,Yellow-eyed Babbler,yeebab1,115445581,FALSE,рудокрильниця золотиста
Chrysomma altirostre,Jerdon's Babbler,jerbab1,32608971,FALSE,рудокрильниця лучна
Rhopophilus albosuperciliaris,Tarim Hill-warbler,tarbab1,223267561,FALSE,кореанка таримська
Rhopophilus pekinensis,Bejing Hill-warbler,beibab1,150510471,FALSE,Кореанка пекінська
Fulvetta vinipectus,White-browed Fulvetta,whbful1,203991541,FALSE,Фульвета білоброва
Fulvetta ludlowi,Ludlow's Fulvetta,ludful1,325724961,FALSE,Фульвета бутанська
Fulvetta manipurensis,Manipur Fulvetta,sttful2,575886151,FALSE,Фульвета чагарникова
Fulvetta cinereiceps,Grey-hooded Fulvetta,sttful1,639287207,FALSE,Фульвета сіроголова
Fulvetta formosana,Taiwan Fulvetta,taiful1,613214780,FALSE,Фульвета тайванська
Fulvetta striaticollis,Chinese Fulvetta,chiful1,620539234,FALSE,Фульвета гірська
Fulvetta ruficapilla,Spectacled Fulvetta,speful1,614488116,FALSE,Фульвета рудоплеча
Fulvetta danisi,Indochinese Fulvetta,indful1,180597,FALSE,Фульвета лаоська
Zosterops rotensis,Rota White-eye,rotwhe1,140198,FALSE,Окулярник ротійський
†Zosterops conspicillatus,Bridled White-eye,brweye1,140191,FALSE,
Zosterops saypani,Saipan White-eye,,,FALSE,Окулярник говіркий (підвид saypani)
Zosterops semperi,Citrine White-eye,ciweye1,140115,FALSE,Окулярник каролінський
Zosterops hypolais,Yap Plain White-eye,plweye1,140167,FALSE,Окулярник япійський
