Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,cs
Phaethornis squalidus,Dusky-throated Hermit,duther1,644743459,FALSE,kolibřík temnohrdlý
Phaethornis rupurumii,Streak-throated Hermit,stther1,389947281,FALSE,kolibřík pruhohrdlý
Phaethornis longuemareus,Little Hermit,lither2,203930881,FALSE,kolibřík trpasličí
Phaethornis aethopygus,Tapajos Hermit,lither3,623453637,FALSE,kolibřík podrostní
Phaethornis idaliae,Minute Hermit,minher1,113278,TRUE,kolibřík hnědohrdlý
Phaethornis nattereri,Cinnamon-throated Hermit,cither1,330723631,FALSE,kolibřík skořicový
Phaethornis atrimentalis,Black-throated Hermit,bkther1,121287921,FALSE,kolibřík podrostní
Phaethornis striigularis,Stripe-throated Hermit,stther2,591042431,TRUE,kolibřík proužkohrdlý
Phaethornis griseogularis,Grey-chinned Hermit,gycher1,609812706,FALSE,kolibřík šedobradý
Phaethornis porcullae,Porculla Hermit,,,FALSE,kolibřík šedobradý (ssp. porcullae)
Phaethornis ruber,Reddish Hermit,redher1,64905,FALSE,kolibřík malý
Phaethornis stuarti,White-browed Hermit,whbher3,626710111,FALSE,kolibřík Stuartův
Phaethornis subochraeus,Buff-bellied Hermit,bubher1,506181131,FALSE,
Phaethornis augusti,Sooty-capped Hermit,socher1,612408043,FALSE,kolibřík tmavotemenný
Phaethornis pretrei,Planalto Hermit,plaher1,103852,FALSE,kolibřík Petreův
Phaethornis eurynome,Scale-throated Hermit,scther1,112764,FALSE,kolibřík šupinkový
Phaethornis anthophilus,Pale-bellied Hermit,pabher1,412425591,FALSE,kolibřík světlebřichý
Phaethornis hispidus,White-bearded Hermit,whbher1,81006,FALSE,kolibřík běloknírkový
Phaethornis yaruqui,White-whiskered Hermit,whwher1,80976,FALSE,kolibřík bělovousý
Phaethornis guy,Green Hermit,greher1,609061941,FALSE,kolibřík šedobřichý
Phaethornis syrmatophorus,Tawny-bellied Hermit,tabher1,288259401,FALSE,kolibřík dlouhoocasý
Phaethornis koepckeae,Koepcke's Hermit,koeher1,218198,FALSE,kolibřík baguaský
Phaethornis philippii,Needle-billed Hermit,nebher1,235675,FALSE,kolibřík jehlozobý
Phaethornis bourcieri,Straight-billed Hermit,stbher1,384679551,FALSE,kolibřík šídlozobý
Phaethornis mexicanus,Mexican Hermit,mexher1,556088531,FALSE,kolibřík západomexický
Phaethornis longirostris,Long-billed Hermit,lobher,629888645,TRUE,kolibřík tmavolící
Phaethornis baroni,Ecuadorian Hermit,,,FALSE,kolibřík tmavolící (ssp. baroni)
Phaethornis superciliosus,Long-tailed Hermit,lother1,113072,FALSE,kolibřík tmavolící/kolibřík poustevník
Phaethornis malaris,Great-billed Hermit,grbher1,494522731,FALSE,kolibřík dlouhozobý
Doryfera ludovicae,Green-fronted Lancebill,grflan1,636562641,FALSE,kolibřík zelenočelý
Doryfera johannae,Blue-fronted Lancebill,blflan1,84878371,FALSE,kolibřík modročelý
Schistes albogularis,Western Wedge-billed Hummingbird,webhum3,611544134,FALSE,kolibřík bělohrdlý
Schistes geoffroyi,Eastern Wedge-billed Hummingbird,webhum1,304183571,FALSE,kolibřík bělohrdlý/klínozobý
Augastes scutatus,Hyacinth Visorbearer,hyavis1,426540681,TRUE,kolibřík čabrakový
Augastes lumachella,Hooded Visorbearer,hoovis2,614635877,FALSE,kolibřík krajkový
Colibri delphinae,Brown Violet-ear,brvear1,621765447,FALSE,kolibřík fialovouchý
Colibri thalassinus,Green Violet-ear,grnvie1,85480051,FALSE,kolibřík zelený
Colibri coruscans,Sparkling Violet-ear,spvear1,203700921,TRUE,kolibřík modrolící
Colibri serrirostris,White-vented Violet-ear,wvvear1,6152,FALSE,kolibřík ametystouchý
Androdon aequatorialis,Tooth-billed Hummingbird,tobhum1,539214051,FALSE,kolibřík háčkozobý
Heliactin bilophus,Horned Sungem,horsun2,305069431,TRUE,kolibřík růžkatý
Heliothryx barroti,Purple-crowned Fairy,pucfai1,610833638,FALSE,kolibřík purpurotemenný
Heliothryx auritus,Black-eared Fairy,bkefai1,302304,TRUE,kolibřík černouchý
Polytmus guainumbi,White-tailed Goldenthroat,whtgol1,353664301,FALSE,kolibřík zlatohrdlý
Polytmus milleri,Tepui Goldenthroat,tepgol1,290661,FALSE,kolibřík tepuový
Polytmus theresiae,Green-tailed Goldenthroat,grtgol1,469977551,FALSE,kolibřík Theresiin
Chrysolamphis mosquitus,Ruby-topaz Hummingbird,ruthum1,630929509,TRUE,
Avocettula recurvirostris,Fiery-tailed Awlbill,fitawl1,203956901,FALSE,kolibřík křivozobec
Anthracothorax viridigula,Green-throated Mango,grtman1,70608511,FALSE,kolibřík zelenohrdlý
Anthracothorax prevostii,Green-breasted Mango,gnbman,562087211,FALSE,kolibřík lesklý
Anthracothorax nigricollis,Black-throated Mango,bltman1,254055231,TRUE,kolibřík tropický
Anthracothorax veraguensis,Veraguas Mango,verman1,643755024,FALSE,kolibřík panamský
Anthracothorax dominicus,Hispaniolan Mango,antman2,180794601,FALSE,kolibřík hispaniolský
Anthracothorax aurulentus,Puerto Rucan Mango,antman3,204013561,FALSE,kolibřík tmavoprsý
Anthracothorax viridis,Green Mango,greman1,53883,FALSE,kolibřík smaragdový
Anthracothorax mango,Jamaican Mango,jamman1,203886191,TRUE,kolibřík mangový
Eulampis holosericeus,Green-throated Carib,grtcar1,463853931,FALSE,kolibřík hedvábný
Eulampis jugularis,Purple-throated Carib,putcar1,122618,TRUE,kolibřík nachovohrdlý
Heliangelus mavors,Orange-throated Sunangel,ortsun1,203889901,FALSE,kolibřík oranžovohrdlý
Heliangelus spencei,Merida Sunangel,amtsun4,241823291,FALSE,kolibrík meridský
Heliangelus clarisse,Longuemare's Sunangel,amtsun2,627935528,FALSE,kolibřík Clarissin
Heliangelus amethysticollis,Amethyst-throated Sunangel,amtsun3,69256571,FALSE,kolibřík sluneční
Heliangelus strophianus,Gorgeted Sunangel,gorsun1,242946,FALSE,kolibřík bělolímcový
Heliangelus exortis,Tourmaline Sunangel,tousun1,553396251,FALSE,kolibřík turmalinový
Heliangelus micraster,Little Sunangel,litsun1,21775,FALSE,kolibřík drobný
Heliangelus viola,Purple-throated Sunangel,putsun1,471617091,FALSE,kolibřík eukalyptový
Heliangelus regalis,Royal Sunangel,roysun1,510498201,FALSE,kolibřík královský
Heliangelus zusii,Bogota Sunangel,,,FALSE,kolibřík bogotský (hybrid)
Sephanoides sephanoides,Green-backed Firecrown,grbfir1,615770780,FALSE,kolibřík chilský
Sephanoides fernandensis,Juan Fernandez Firecrown,juffir1,63494541,FALSE,kolibřík ostrovní
Discosura conversii,Green Thorntail,gretho1,203979481,FALSE,kolibřík trnoocasý
Discosura popelairii,Wire-crested Thorntail,wictho2,509223111,FALSE,kolibřík ostrochocholatý
Discosura langsdorffi,Black-bellied Thorntail,bkbtho1,165607521,FALSE,kolibřík nížinný
Discosura letitiae,Coppery Thorntail,coptho2,,FALSE,kolibřík měděnohřbetý
Discosura longicaudus,Racquet-tailed Coquette,ratcoq2,,FALSE,kolibřík pálkoocasý
Lophornis ornatus,Tufted Coquette,tufcoq1,143381851,FALSE,kolibřík ozdobný
Lophornis gouldii,Dot-eared Coquette,doecoq1,361690541,FALSE,kolibřík Gouldův
Lophornis magnificus,Frilled Coquette,fricoq1,203977681,FALSE,kolibřík nádherný
Lophornis brachylophus,Short-crested Coquette,shccoq,158849241,FALSE,kolibřík krátkochocholatý
Lophornis delattrei,Rufous-crested Coquette,ruccoq1,64360951,TRUE,koketka vlasatá
Lophornis stictolophus,Spangled Coquette,spacoq1,203930131,FALSE,kolibřík dudkovitý
Lophornis chalybeus,Festive Coquette,fescoq3,460903011,FALSE,koketka motýlí
Lophornis verreauxi,Butterfly Coquette,fescoq2,610286872,FALSE,koketka vousatá
Lophornis pavoninus,Peacock Coquette,peacoq1,,FALSE,kolibřík paví
Lophornis helenae,Black-crested Coquette,blccoq1,486349691,FALSE,kolibřík límečkový
Lophornis adorabilis,White-crested Coquette,whccoq1,49401981,FALSE,kolibřík bělochocholatý
Phlogophilus hemileucurus,Ecuadorian Piedtail,ecupie1,219926541,FALSE,kolibřík ekvádorský
Phlogophilus harterti,Peruvian Piedtail,perpie1,65738441,FALSE,kolibřík Hartertův
Adelomyia melanogenys,Speckled Hummingbird,spehum1,92178,TRUE,kolibřík mozaikový
Aglaiocercus kingi,Long-tailed Sylph,lotsyl1,203930051,TRUE,sylfa dlouhoocasá
Aglaiocercus coelestis,Violet-tailed Sylph,vitsyl1,649000331,FALSE,sylfa fialovoocasá
Aglaiocercus berlepschi,Venezuelan Sylph,vensyl1,388516961,FALSE,sylfa venezuelská
Sappho sparganurus,Red-tailed Comet,retcom1,203961961,TRUE,sylfa červenoocasá
Taphrolesbia griseiventris,Grey-bellied Comet,gybcom1,204012141,FALSE,kolibřík paukalský
Polyonymus caroli,Bronze-tailed Comet,brtcom1,203934231,FALSE,kolibřík širokoocasý
Oreotrochilus chimborazo,Ecuadorian Hillstar,ecuhil1,84879381,FALSE,kolibřík čimborazský
Oreotrochilus estella,Andean Hillstar,andhil3,165577221,FALSE,hvězdička fráčková
Oreotrochilus stolzmanni,Green-headed Hillstar,andhil2,621412844,FALSE,kolibřík Stolzmannův
Oreotrochilus leucopleurus,White-sided Hillstar,whshil1,441591771,FALSE,kolibřík běloboký
Oreotrochilus melanogaster,Black-breasted Hillstar,blbhil1,31743991,FALSE,kolibřík brokátový
Oreotrochilus adela,Wedge-tailed Hillstar,wethil1,84880271,FALSE,kolibřík potoský
Opisthoprora euryptera,Mountain Avocetbill,mouavo1,613768141,FALSE,kolibřík ostrozobý
Lesbia victoriae,Black-tailed Trainbearer,blttra1,203700851,FALSE,sylfa královnina
Lesbia nuna,Green-tailed Trainbearer,grttra1,598051021,FALSE,sylfa zelenoocasá
Ramphomicron dorsale,Black-backed Thornbill,blbtho1,84880671,FALSE,kolibřík černohřbetý
Ramphomicron microrhynchum,Purple-backed Thornbill,pubtho1,626786316,FALSE,kolibřík nachovohřbetý
Chalcostigma ruficeps,Rufous-capped Thornbill,ructho1,523108281,FALSE,kolibřík rezavokorunkatý
Chalcostigma olivaceum,Olivaceous Thornbill,olitho1,638017728,FALSE,kolibřík opálový
Chalcostigma stanleyi,Blue-mantled Thornbill,blmtho1,84880901,FALSE,kolibřík modropláštíkový
Chalcostigma heteropogon,Bronze-tailed Thornbill,brttho1,540583771,FALSE,kolibřík hnědobrvý
Chalcostigma herrani,Rainbow-bearded Thornbill,rabtho1,611063220,FALSE,kolibřík Herranův
Oxypogon cyanolaemus,Blue-bearded Helmetcrest,bubhel1,303941331,FALSE,kolibřík bradatý
Oxypogon lindenii,White-bearded Helmetcrest,whbhel1,391183001,FALSE,kolibřík Lindenův
Oxypogon guerinii,Green-bearded Helmetcrest,gnbhel1,384062661,FALSE,kolibřík přílbový
Oxypogon stuebelii,Buffy Helmetcrest,bufhel1,616219697,FALSE,kolibřík tolimský
Oreonympha albolimbata,Western Mountaineer,,,FALSE,
Oreonympha nobilis,Eastern Mountaineer,beamou1,509371071,FALSE,kolibřík výšinový
Metallura iracunda,Perija Metaltail,permet1,556728541,FALSE,kolibřík perijský
Metallura tyrianthina,Tyrian Metaltail,tyrmet1,410603821,FALSE,kolibřík dřišťálový
Metallura williami,Viridian Metaltail,virmet1,619694911,FALSE,kolibřík Williamův
Metallura baroni,Violet-throated Metaltail,vitmet1,617942177,FALSE,kolibřík Baronův
Metallura odomae,Neblina Metaltail,nebmet1,84881551,FALSE,kolibřík chinguelský
Metallura theresiae,Coppery Metaltail,copmet1,17295,FALSE,kolibřík kaštanový
Metallura eupogon,Fire-throated Metaltail,fitmet1,195169,FALSE,kolibřík ohnivohrdlý
Metallura aeneocauda,Scaled Metaltail,scamet1,62954831,FALSE,kolibřík krupičkový
Metallura phoebe,Black Metaltail,blamet1,306137321,FALSE,kolibřík mourovatý
Haplophaedia aureliae,Greenish Puffleg,grepuf1,273721781,FALSE,kolibřík zelenkavý
Haplophaedia assimilis,Buff-thighed Puffleg,butpuf1,613953397,FALSE,kolibřík světlerousý
Haplophaedia lugens,Hoary Puffleg,hoapuf1,203694061,FALSE,kolibřík quitský
Eriocnemis nigrivestis,Black-breasted Puffleg,blbpuf3,42406621,FALSE,kolibřík tmavý
Eriocnemis isabellae,Gorgeted Puffleg,gorpuf1,,FALSE,papučka perleťová
Eriocnemis vestita,Glowing Puffleg,glopuf2,246687,FALSE,kolibřík žhnoucí
Eriocnemis derbyi,Black-thighed Puffleg,bltpuf1,203963601,FALSE,kolibřík černonohý
Eriocnemis godini,Turquoise-throated Puffleg,tutpuf1,,FALSE,kolibřík tmavý
Eriocnemis cupreoventris,Coppery-bellied Puffleg,cobpuf1,416567381,FALSE,kolibřík měděnobřichý
Eriocnemis luciani,Sapphire-vented Puffleg,savpuf1,84883511,FALSE,kolibřík safírořitý
Eriocnemis sapphiropygia,Coppery-naped Puffleg,,,FALSE,papučka safírořitá (ssp. sapphiropygia/catharina)
Eriocnemis mosquera,Golden-breasted Puffleg,gobpuf1,25744901,FALSE,kolibřík zlatoprsý
Eriocnemis glaucopoides,Blue-capped Puffleg,blcpuf1,652361941,FALSE,kolibřík modrokorunkatý
Eriocnemis mirabilis,Colorful Puffleg,colpuf2,,FALSE,kolibřík barevný
Eriocnemis alinae,Emerald-bellied Puffleg,embpuf1,288265441,FALSE,kolibřík smaragdovobřichý
Loddigesia mirabilis,Marvellous Spatuletail,marspa1,84883751,TRUE,kolibřík podivuhodný
Aglaeactis cupripennis,Shinning Sunbeam,shisun1,613305731,TRUE,kolibřík duhovohřbetý
Aglaeactis castelnaudii,White-tufted Sunbeam,whtsun1,631432341,FALSE,kolibřík Castelnaudův
Aglaeactis aliciae,Purple-backed Sunbeam,pubsun1,84884941,FALSE,kolibřík purpurohřbetý
Aglaeactis pamela,Black-hooded Sunbeam,blhsun1,647135282,FALSE,kolibřík černokápý
Coeligena coeligena,Bronzy Inca,broinc1,387654241,FALSE,inka obláčkový
Coeligena prunellei,Black Inca,blainc1,300705,FALSE,inka černý
Coeligena wilsoni,Brown Inca,broinc2,203699391,FALSE,inka hnědý
Coeligena conradii,Green Inca,colinc4,617069625,FALSE,inka venezuelský
Coeligena torquata,Collared Inca,colinc1,203929941,FALSE,inka královský
Coeligena eisenmanni,Vilcabamba Inca,,,FALSE,
Coeligena inca,Gould's Inca,colinc3,646297913,FALSE,inka rezavolímcový
Coeligena dichroura,Huanuco Starfrontlet,,,FALSE,
Coeligena albicaudata,Apurimac Starfrontlet,,,FALSE,
Coeligena osculans,Cuzco Starfrontlet,,,FALSE,
Coeligena violifer,Bolivian Starfrontlet,vitsta1,65278,FALSE,inka fialkovohrdlý
Coeligena iris,Rainbow Starfrontlet,raista1,471606871,FALSE,inka proměnlivý
Coeligena phalerata,White-tailed Starfrontlet,whtsta1,203963541,FALSE,inka běloocasý
Coeligena orina,Glittering Starfrontlet,dussta1,204007161,FALSE,inka velehorský
Coeligena lutetiae,Buff-winged Starfrontlet,buwsta1,613767150,FALSE,inka andský
Coeligena consita,Perija Starfrontlet,gobsta2,631573286,FALSE,inka perijský
Coeligena bonapartei,Golden-bellied Starfrontlet,gobsta1,348554411,FALSE,inka zlatobřichý
Coeligena eos,Golden Starfrontlet,gobsta4,617069693,FALSE,inka zlatý
Coeligena helianthea,Blue-throated Starfrontlet,bltsta1,622757807,FALSE,inka modrohrdlý
Lafresnaya lafresnayi,Mountain Velvetbreast,mouvel1,478693941,FALSE,kolibřík Lafresnayův
Ensifera ensifera,Sword-billed Hummingbird,swbhum1,630687397,TRUE,kolibřík mečozobec
Pterophanes cyanopterus,Great Sapphirewing,gresap1,242708,FALSE,kolibřík modrokřídlý
Boissonneaua flavescens,Buff-tailed Coronet,butcor1,80839,FALSE,kolibřík žlutoocasý
Boissonneaua matthewsii,Chestnut-breasted Coronet,chbcor1,25848001,FALSE,kolibřík peruánský
Boissonneaua jardini,Velvet-purple Coronet,vepcor1,203699351,FALSE,kolibřík hyacintový
Ocreatus underwoodii,Booted Racquet-tail,boorat1,203699311,TRUE,papučka vlajková
Urochroa bougueri,Rufous-gaped Hillstar,whthil2,633126098,FALSE,kolibřík irisový
Urochroa leucura,White-tailed Hillstar,whthil3,494807461,FALSE,kolibřík zelenohřbetý
Urosticte benjamini,Purple-bibbed Whitetip,pubwhi1,210787651,FALSE,kolibřík skvrnoocasý
Urosticte ruficrissa,Rufous-vented Whitetip,ruvwhi1,21621221,FALSE,kolibřík rezavořitý
Heliodoxa xanthogonys,Velvet-browed Brilliant,vebbri1,388976741,FALSE,kolibřík sametový
Heliodoxa gularis,Pink-throated Brilliant,pitbri1,380307421,FALSE,kolibřík bělavořitý
Heliodoxa branickii,Rufous-webbed Brilliant,ruwbri1,65737051,FALSE,kolibřík Branického
Heliodoxa whitelyana,Black-breasted Brilliant,,,FALSE,
Heliodoxa aurescens,Gould's Brilliant,goujew1,627805552,FALSE,kolibřík nazlátlý
Heliodoxa rubinoides,Fawn-breasted Brilliant,fabbri1,203956401,FALSE,kolibřík hnědobřichý
Heliodoxa jacula,Green-fronted Brilliant,grcbri1,163948,FALSE,kolibřík subtropický
Heliodoxa imperatrix,Empress Brilliant,empbri1,626873747,FALSE,kolibřík císařský
Heliodoxa leadbeateri,Violet-fronted Brilliant,vifbri1,127814,FALSE,kolibřík fialovočelý
Clytolaema rubricauda,Brazilian Ruby,brarub1,112700,FALSE,kolibřík brazilský
Patagona gigas,Giant Hummingbird,giahum1,11057,FALSE,kolibřík velký
Chlorostilbon auriceps,Golden-crowned Emerald,goceme1,159288451,FALSE,kolibřík zlatohlavý
Chlorostilbon fortificatus,Cozumel Emerald,cozeme1,609053805,FALSE,
Chlorostilbon canivetii,Canivet's Emerald,caneme1,151009451,FALSE,
Chlorostilbon assimilis,Garden Emerald,gareme1,628700691,FALSE,kolibrík zahradní
Chlorostilbon gibsoni,Red-billed Emerald,rebeme1,541130961,FALSE,kolibřík Gibsonův
Chlorostilbon mellisugus,Blue-tailed Emerald,blteme1,305877971,FALSE,kolibřík modroocasý
Chlorostilbon olivaresi,Chiribiquete Emerald,chieme1,422060681,FALSE,kolibřík Olivaresův
†Chlorostilbon bracei,Brace's Emerald,braeme2,,FALSE,
†Chlorostilbon elegans,Caribbean Emerald,,,FALSE,
Chlorostilbon ricordii,Cuban Emerald,cubeme1,89306271,FALSE,
Chlorostilbon swainsonii,Hispaniolan Emerald,hiseme1,163140711,FALSE,kolibřík haitský
Chlorostilbon maugaeus,Puerto Rican Emerald,pureme1,53816,FALSE,kolibřík portorický
Chlorostilbon lucidus,Glittering-bellied Emerald,glbeme1,400379251,FALSE,kolibřík zlatobřichý
Chlorostilbon russatus,Coppery Emerald,copeme1,167298,FALSE,kolibřík kovový
Chlorostilbon stenurus,Narrow-tailed Emerald,nateme2,642973712,FALSE,kolibřík úzkoocasý
Chlorostilbon poortmani,Short-tailed Emerald,shteme1,265782,FALSE,kolibřík Poortmanův
Chlorostilbon notatus,Blue-chinned Sapphire,bucsap1,88272,FALSE,kolibřík modrobradý
Cynanthus sordidus,Dusky Hummingbird,dushum1,330351261,FALSE,kolibřík temnobřichý
Cynanthus latirostris,Broad-billed Hummingbird,brbhum,121949,FALSE,kolibřík širokozobý
Cynanthus doubledayi,Turquoise-crowned Hummingbird,brbhum2,157625291,FALSE,kolibřík aztécký
Cynanthus lawrencei,Tres Marias Hummingbird,brbhum3,,FALSE,kolibřík tresmariaský
Cyanophaia bicolor,Blue-headed Hummingbird,blhhum1,602427421,FALSE,kolibřík dominikánský
Klais guimeti,Violet-headed Hummingbird,vihhum1,136301011,FALSE,kolibřík fialovohlavý
Abeillia abeillei,Emerald-chinned Hummingbird,emchum1,86679,FALSE,kolibřík smaragdovohrdlý
Orthorhyncus cristatus,Antillean Crested Hummingbird,anchum1,204013441,FALSE,kolibřík chocholatý
Stephanoxis lalandi,Green-crowned Plovercrest,plover3,640929511,FALSE,kolibřík copatý
Stephanoxis loddigesii,Violet-crowned Plovercrest,plover4,203700671,TRUE,kolibřík paraguayský
Aphantochroa cirrochloris,Sombre Hummingbird,somhum1,24648421,FALSE,kolibřík temný
Anthocephala floriceps,Blossomcrown,samblo1,632679875,FALSE,kolibřík hnědotemenný
Campylopterus cuvierii,Scaly-breasted Hummingbird,scbhum1,207693221,FALSE,kolibřík skvrnitoprsý
Campylopterus curvipennis,Wedge-tailed Sabrewing,wetsab1,245541241,FALSE,kolibřík klínoocasý
Campylopterus largipennis,Grey-breasted Sabrewing,gybsab1,114922,FALSE,kolibřík šedoprsý
Campylopterus rufus,Rufous Sabrewing,rufsab1,104,FALSE,kolibřík pestroocasý
Campylopterus hyperythrus,Rufous-breasted Sabrewing,rubsab1,364592861,FALSE,kolibřík rezavobřichý
Campylopterus hemileucurus,Violet Sabrewing,viosab1,212321211,TRUE,kolibřík fialkový
Campylopterus ensipennis,White-tailed Sabrewing,whtsab1,390117281,FALSE,kolibřík běloocasý
Campylopterus falcatus,Lazuline Sabrewing,lazsab1,473464091,FALSE,kolibřík azurovoprsý
Campylopterus phainopeplus,Santa Marta Sabrewing,samsab1,615897668,FALSE,kolibřík tyrkysový
Campylopterus villaviscensio,Napo Sabrewing,napsab1,203933941,FALSE,kolibřík naposký
Campylopterus duidae,Buf-breasted Sabrewing,bubsab1,251698811,FALSE,kolibřík pantepuiský
Eupetomena macroura,Swallow-tailed Hummingbird,swthum1,615734079,TRUE,kolibřík vlaštovčí
Eupherusa eximia,Stripe-tailed Hummingbird,stthum1,338084711,FALSE,kolibřík páskoocasý
Eupherusa cyanophrys,Oaxaca Hummingbird,blchum2,314995221,FALSE,kolibřík oaxacký
Eupherusa poliocerca,White-tailed Hummingbird,whthum1,159540581,FALSE,kolibřík putlacký
Eupherusa nigriventris,Black-bellied Hummingbird,blbhum1,49396831,FALSE,kolibřík kostarický
Elvira chionura,White-tailed Emerald,whteme1,550101281,FALSE,kolibřík zelenopláštíkový
Elvira cupreiceps,Coppery-headed Emerald,coheme1,514574641,FALSE,kolibřík měděnohlavý
Microchera albocoronata,Snowcap,snowca1,411448361,TRUE,kolibřík běločelý
Chalybura buffonii,White-vented Plumeleteer,whvplu1,384086621,FALSE,kolibřík bělořitý
Chalybura urochrysia,Bronze-tailed Plumeleteer,brtplu1,614945172,FALSE,kolibřík křivozobý
Thalurania ridgwayi,Mexican Woodnymph,mexwoo1,321021151,FALSE,kolibřík Ridgwayův
Thalurania colombica,Crowned Woodnymph,crowoo1,457019911,TRUE,kolibřík vidloocasý
