Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,tr
Pternistis afer,Red-necked Francolin,renfra1,94194,FALSE,Al boğazlı turaç
Pternistis swainsonii,Swainson's Francolin,swafra2,275167,FALSE,Dere turacı
Pternistis jacksoni,Jackson's Francolin,jacfra2,619037911,FALSE,Büyük bambu turacı
Pternistis nobilis,Handsome Francolin,hanfra2,26318,FALSE,Küçük bambu turacı
Pternistis camerunensis,Mount Cameroon Francolin,camfra2,310138,FALSE,Kamerun Dağı turacı
Pternistis swierstrai,Swierstra's Francolin,swifra2,207146371,FALSE,Alaca turaç
Pternistis castaneicollis,Chestnut-naped Francolin,chnfra2,569512901,FALSE,Kızıl Boyunlu Turaç
Pternistis atrifrons,Black-fronted Francolin,,,FALSE,
Pternistis erckelii,Erckel's Francolin,ercfra,5191,FALSE,Erckel turacı
Pternistis ochropectus,Djibouti Francolin,djifra1,,FALSE,Cibuti turacı
Francolinus francolinus,Black Francolin,blkfra,5262,FALSE,Turaç
Francolinus pictus,Painted Francolin,paifra1,245559311,FALSE,Boyalı turaç
Francolinus pintadeanus,Chinese Francolin,chifra1,203912731,FALSE,İncili turaç
Francolinus pondicerianus,Grey Francolin,,,FALSE,Boz Turaç
Francolinus gularis,Swamp Francolin,swafra1,617478192,FALSE,Hançerli turaç
Dendroperdix sephaena,Crested Francolin,crefra2,203935661,FALSE,Tepeli Turaç
Peliperdix coqui,Coqui Francolin,coqfra2,277029611,FALSE,
Peliperdix albogularis,White-throated Francolin,whtfra2,203974361,FALSE,Anız turacı
Peliperdix schlegelii,Schlegel's Francolin,schfra2,310774,FALSE,Schlegel turacı
Peliperdix lathami,Latham's Francolin,forfra2,203911761,FALSE,Karaca turaç
Scleroptila streptophora,Ring-necked Francolin,rinfra2,381524691,FALSE,Yakalı turaç
Scleroptila leivaillantii,Red-winged Francolin,rewfra2,369073831,FALSE,
Scleroptila afra,Grey-winged Francolin,gywfra1,609008514,FALSE,Yayla Turacı
Scleroptila finschi,Finsch's Francolin,finfra2,625744317,FALSE,Gri göğüslü turaç
Scleroptila psilolaema,Moorland Francolin,moofra2,31365811,FALSE,Funda Turacı
Scleroptila elgonensis,Elgon Francolin,moofra3,274754931,FALSE,Eglon Turacı
Scleroptila shelleyi,Shelley's Francolin,shefra1,559895751,FALSE,Shelley/Whyte Turacı
Scleroptila whytei,Whyte's Francolin,shefra3,277097,FALSE,Whyte Turacı
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,Akasya turacı
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,Sarı bambu kekliği
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,Al/Al Boğazlı Bambu Kekliği
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,Tayvan dağ kekliği
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,Yaban tavuğu
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,Benekli yaban tavuğu
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,Çizgili yaban tavuğu
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,Yeşil yaban tavuğu
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,Al gerdanlı kumar kekliği
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,Sarı gerdanlı kumar kekliği
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,Himalaya monalı
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,Ak kuyruklu monal
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,Mavi kuyruklu monal
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,Karaca Tragopan
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,Büyük Kızıl Tragopan
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,Sarı Yüzlü Tragopan
Tragopan temminckii,Temminck's Tragopan,temtra1,483733661,TRUE,Küçük Kızıl Tragopan
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,Sarıca Tragopan
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,Kanlı Sülün
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,Yazılı sülün
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,Ak Karınlı Sülün
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,Hume Sülünü
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,Mikado Sülünü
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,Bakır sülün
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,Kral Sülün
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,Altın Sülün
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,hatun sülün
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,Sülün/Yeşil Sülün
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,Yeşil Sülün
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,Tibet kulaklı/adi kulaklı sülün
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,Tibet kulaklı sülünü
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,Kulaklı Kahverengi Sülün
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,Kulaklı Mavi Sülün
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,Şir Sülünü
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,Kalij Sülünü
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,Gümüş Sülün
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,Edward Sülünü
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,Formoza Sülünü
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,Sumatra kara sülünü
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,Malay Kızıl Kuyruklu Sülünü
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,Borneo Kızıl Kuyruklu Sülünü
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,Borneo Mavi İbikli Sülünü
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,Malay Mavi İbikli Sülünü
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,Siyam Sülünü
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,Mavi İbikli Küçük Sülün
Perdix perdix,Grey Partridge,grypar,304858,FALSE,Çilkeklik
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,Moğol çilkekliği
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,Tibet çilkekliği
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,Yabani Hindi
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,Aynalı Hindi
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,Yakalı orman tavuğu
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,fındık tavuğu
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,Çin fındık tavuğu
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,Kar Tavuğu
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,Dağ kar tavuğu
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,Göknar/Pasifik göknar tavuğu
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,Pasifik göknar tavuğu
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,Asya Ladin Tavuğu
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,Amerika Ladin Tavuğu
Falcipennis franklinii,Franklin's Grouse,,,FALSE,Amerika Ladin Tavuğu (franklinii/isleibi)
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,büyük orman tavuğu
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,Sibirya orman tavuğu
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,Orman horozu
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,Dağ Horozu
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,Çalı/Gunnison çalı tavuğu
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,Gunnison çalı tavuğu
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,Kılkuyruk Çayır Tavuğu
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,Büyük Çayırtavuğu
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,Küçük Çayır Tavuğu
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,Boynuzlu Figankazı
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,Ak yüzlü figankazı
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,Kolyeli Figankazı
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,Saksağankazı
ANATIDAE,Ducks Geese Swans,,,FALSE,tanımsız ördek (Anatinae sp.)
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,Ak Yüzlü Islıkçı Ördek
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,Kara Karınlı Islıkçı Ördek
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,Benekli Islıkçı Ördek
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,Karayip Islıkçı Ördeği
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,Kahverengi Islıkçı Ördek
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,Etekli Islıkçı Ördek
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,Gezgin Islıkçı Ördek
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,Cava Islıkçı Ördeği
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,Ak Sırtlı Ördek
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,Guguk Ördeği
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,Maskeli Dikkuyruk
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,Kara Başlı Dikkuyruk
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,And Dikkuyruğu
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,Arjantin Dikkuyruğu
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,Avustralya Dikkuyruğu
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,Afrika dikkuyruğu
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,Dikkuyruk
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,Misk Ördeği
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,Zebra Ördeği
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,Benekli Kara Ördek
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,Sereo kazı
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,Koskoroba Kuğusu
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,Kara Boyunlu Kuğu
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,kara kuğu
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,Kuğu
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,Borazan Kuğu
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,Ötücü Kuğu
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,Küçük Kuğu
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brent Goose,brant,65344051,TRUE,Yosun Kazı
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,ak yanaklı kaz
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,Sibirya kazı
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,Gıdaklayan/Kanada kazı
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,Kanada Kazı
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,Nene
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,Kral Kazı
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,Kar Kazı
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,küçük kar kazı
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,Hint Kazı
Anser anser,Greylag Goose,gragoo,215162391,TRUE,Boz kaz
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,Kuğu Kazı
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,Tayga Kazı
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,Küçük Tarla Kazı
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,Sakarca
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,Sakarca (flavirostris)
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,Küçük sakarca
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,Telkuyruk
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,Gözlüklü Pufla
Somateria spectabilis,King Eider,kineid,59448,TRUE,Süslü Pufla
Somateria mollissima,Common Eider,comeid,279182411,TRUE,Pufla
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,kara gÖzlü pufla
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,Yamalı Ördek
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,Melanitta fusca/deglandi/stejnegeri
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,Stejneger ördeği
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,Melanitta fusca/deglandi/stejnegeri
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,Kara ördek/Amerika kara ördeği
Melanitta americana,American Scoter,blksco2,169277571,FALSE,Amerika kara ördeği
Bucephala albeola,Bufflehead,buffle,138213,FALSE,ak yanaklı ördek
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,Altıngöz
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,Barrow'un Altıngözü
Mergellus albellus,Smew,smew,,TRUE,Sütlabi
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,Başlıklı Ördek
Mergus merganser,Goosander,commer,208071711,TRUE,Tarakdiş
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,Yazılı Tarakdiş
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,Kırmızı Göğüslü Ördek
†Mergus australis,Auckland Merganser,,,FALSE,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,Yeşil Tarakdiş
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,palyaço ördeği
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,Orinoko kazı
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,And Kazı
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,Macellan Kazı
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,Kelp Kazı
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,Gri başlı kaz
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,Kızıl başlı kaz
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,Ak Başlı Suna
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,Nil Kazı
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,Suna
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,Angıt
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,gri başlı angıt
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,Avustralya angıtı
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,Yeni Zelanda angıtı
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,Tepeli suna
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,mahmuzlu kaz
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,Moskof Ördeği
Sarkidiornis sylvicola,American Comb Duck,comduc3,,FALSE,Taraklı ördek
Sarkidiornis melanotos,African Comb Duck,comduc2,377764471,FALSE,Eskidünya Taraklı Ördeği
Nettapus auritus,African Pygmy-goose,afrpyg1,21635741,FALSE,Yeşil Pamuk Ördek
Nettapus coromandelianus,Cotton Pygmy-goose,copgoo1,231240521,FALSE,pamuk Ördek
Nettapus pulchellus,Green Pygmy-goose,grnpyg1,614840111,TRUE,Afrika Pamuk Ördeği
Callonetta leucophrys,Ringed Teal,rintea1,203986511,FALSE,kızıl sırtlı ördek
Aix sponsa,Wood Duck,wooduc,179353,TRUE,Orman Ördeği
Aix galericulata,Mandarin Duck,manduc,95630431,TRUE,Mandarin Ördeği
Chenonetta jubata,Maned Duck,manduc1,247785131,TRUE,Yeleli Ördek
†Chenonetta finschi,Finsch's Duck,finduc1,,FALSE,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,203922021,TRUE,Mavi Ördek
Merganetta armata,Torrent Duck,torduc1,620823428,FALSE,Çağlayan Ördeği
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,632942906,FALSE,Hartlaub Ördeği
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,204011591,FALSE,Mavi Kanatlı Kaz
Marmaronetta angustirostris,Marbled Duck,martea1,542976871,FALSE,Yaz Ördeği
Asacornis scutulata,White-winged Wood Duck,,,FALSE,Ak Kanatlı Ördek
Netta rufina,Red-crested Pochard,recpoc,588459801,FALSE,Macar ördeği
Netta peposaca,Rosy-billed Pochard,robpoc1,203988301,FALSE,Gül gagalı ördek
Netta erythrophthalma,Southern Pochard,soupoc1,608850905,FALSE,Al Gözlü Ördek
Aythya ferina,Common Pochard,compoc,62513831,FALSE,Elmabaş patka
Aythya americana,Redhead,redhea,139672,FALSE,Amerika elmabaşı
Aythya valisineria,Canvasback,canvas,618280036,TRUE,Yaban Ördeği
Aythya australis,Hardhead,wheduc1,283721771,FALSE,Avustralya patkası
Aythya innotata,Madagascar Pochard,madpoc1,501097871,FALSE,Madagaskar patkası
Aythya baeri,Baer's Pochard,baepoc1,,FALSE,Çin patkası
Aythya nyroca,Ferruginous Duck,ferduc,91252571,FALSE,Pasbaş Patka
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,3536,TRUE,Yeni Zelanda patkası
Aythya collaris,Ring-necked Duck,rinduc,465097181,FALSE,Halkalı Patka
Aythya fuligula,Tufted Duck,tufduc,59185381,FALSE,Tepeli patka
Aythya marila,Greater Scaup,gresca,137825,TRUE,Karabaş patka
Aythya affinis,Lesser Scaup,lessca,634383986,FALSE,Morbaş Patka
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,,FALSE,Pembe başlı ördek
Salvadorina waigiuensis,Salvadori's Teal,saltea1,203917821,FALSE,Salvadori Ördeği
Tachyeres patachonicus,Flying Steamerduck,flystd1,22615781,FALSE,Forsa Ördeği
Tachyeres leucocephalus,White-headed Steamerduck,whhstd1,203959981,FALSE,Ak Başlı Forsa Ördeği
Tachyeres pteneres,Magellanic Steamerduck,flistd1,203963491,FALSE,Macellan Forsa Ördeği
Tachyeres brachypterus,Falkland Steamerduck,falstd1,21809931,FALSE,Falkland Forsa Ördeği
Lophonetta specularioides,Crested Duck,creduc1,203969711,FALSE,Tepeli Ördek
Speculanas specularis,Spectacled Duck,speduc2,124451131,FALSE,Gözlüklü Ördek
Amazonetta brasiliensis,Brazilian Teal,bratea1,468674531,TRUE,Amazon ördeği
Spatula querquedula,Garganey,gargan,617507448,FALSE,Çıkrıkçın
Spatula hottentota,Hottentot Teal,hottea1,97425,FALSE,Nübye Ördeği
Spatula puna,Puna Teal,puntea1,613597026,FALSE,Puna Ördeği
Spatula versicolor,Silver Teal,siltea1,373643011,FALSE,Kırçıllı Ördek
Spatula platalea,Red Shoveler,redsho1,625193904,FALSE,Kızılca Kaşıkgaga
Spatula smithii,Cape Shoveler,capsho1,621707842,FALSE,Kap Kaşıkgagası
Spatula rhynchotis,Australian Shoveler,aussho1,168131841,TRUE,Avustralya Kaşıkgagası
Spatula clypeata,Northern Shoveler,norsho,296948,TRUE,Kuzey Kaşıkgagası
Spatula cyanoptera,Cinnamon Teal,cintea,329230571,FALSE,Kızıl Ördek
Spatula discors,Blue-winged Teal,buwtea,159161811,TRUE,mavi kanatlı ördek
Sibirionetta formosa,Baikal Teal,baitea,63596511,FALSE,sarı yanaklı ördek
Mareca falcata,Falcated Duck,falduc,601476851,FALSE,Büyük çamurcun
Mareca strepera,Gadwall,gadwal,310887101,FALSE,Boz ördek
Mareca penelope,Eurasian Wigeon,eurwig,416499351,TRUE,Fiyu
Mareca americana,American Wigeon,amewig,147386421,TRUE,Amerika Fiyusu
Mareca sibilatrix,Chiloe Wigeon,chiwig1,124452051,TRUE,Şili fiyusu
Anas sparsa,African Black Duck,afbduc1,203938571,FALSE,Afrika Kara Ördeği
Anas undulata,Yellow-billed Duck,yebduc1,621707832,FALSE,Sarı Gagalı Ördek
Anas melleri,Meller's Duck,melduc1,501097451,FALSE,Madagaskar Ördeği
Anas superciliosa,Pacific Black Duck,pabduc1,239219561,TRUE,Pasifik Kara Ördeği
Anas luzonica,Philippine Duck,phiduc1,214319841,FALSE,Filipin Ördeği
Anas zonorhyncha,Chinese Spot-billed Duck,spbduc,346897381,FALSE,Çin Benekgagası
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,204024871,FALSE,Hint Benekgagası
Anas laysanensis,Laysan Duck,layduc,486345111,FALSE,Laysan Ördeği
Anas platyrhynchos,Mallard,mallar3,304089,TRUE,Yeşilbaş
Anas rubripes,American Black Duck,ambduc,252598451,FALSE,Esmer Ördek
Anas fulvigula,Mottled Duck,motduc,639039836,FALSE,Florida Ördeği
Anas wyviliana,Hawaiian Duck,hawduc,473452801,FALSE,
†Anas theodori,Mauritius Duck,mauduc1,,FALSE,
Anas albogularis,Andaman Teal,andtea1,635416168,FALSE,Alınlı Ördek
Anas gibberifrons,Sunda Teal,suntea1,554533351,FALSE,Alınlı Ördek
Anas gracilis,Grey Teal,gretea1,101312381,TRUE,Avustralya gri çamurcunu
Anas castanea,Chestnut Teal,chetea1,204020781,FALSE,Kızıl Çamurcun
Anas chlorotis,Brown Teal,brotea1,203926471,FALSE,Pateke
Anas aucklandica,Brown Teal,auitea1,631228261,FALSE,Pateke
Anas nesiotis,Campbell Teal,caitea1,191470871,FALSE,Campbell Patekesi
Anas bernieri,Madagascar Teal,bertea1,502014051,FALSE,Bernier Ördeği
Anas capensis,Cape Teal,captea1,609054550,FALSE,Kap Ördeği
Anas bahamensis,White-cheeked Pintail,whcpin,89697731,FALSE,ak gerdanlı kılkuyruk
Anas erythrorhyncha,Red-billed Teal,rebduc1,502035921,FALSE,kırmızı gagalı ördek
Anas acuta,Northern Pintail,norpin,386237831,TRUE,Kılkuyruk
Anas eatoni,Southern Pintail,eatpin1,,FALSE,Kerguelen Kılkuyruğu
†Anas marecula,Amsterdam Duck,amsduc1,,FALSE,
Anas georgica,Yellow-billed Pintail,yebpin1,475879051,FALSE,Sarı Gagalı Kılkuyruk
Anas crecca,Common Teal,gnwtea,397241321,TRUE,Çamurcun
A. c. carolinensis,Green-winged Teal,gnwtea,397241321,FALSE,Çamurcun (carolinensis)
Anas andium,Andean Teal,spetea3,58953,FALSE,And Çamurcunu
Anas flavirostris,Speckled Teal,yebtea1,463864771,FALSE,And/sarı gagalı çamurcun
PODICIPEDIFORMES,,,,FALSE,
PODICIPEDIDAE,Grebes,,,FALSE,
Tachybaptus ruficollis,Little Grebe,litgre1,109605121,TRUE,Küçük Batağan
†Tachybaptus rufolavatus,Alaotra Grebe,alagre1,,FALSE,
Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,611422409,FALSE,Avustralya küçük batağanı
Tachybaptus pelzelni,Madagascar Grebe,madgre1,93697,FALSE,Madagaskar Küçük Batağanı
Tachybaptus dominicus,Least Grebe,leagre,575610581,FALSE,Amerika Küçük Batağanı
Podilymbus podiceps,Pied-billed Grebe,pibgre,131025131,TRUE,Kalın Gagalı Batağan
†Podilymbus gigas,Atitlan Grebe,atigre1,943,FALSE,
Rollandia rolland,White-tufted Grebe,whtgre3,477283851,FALSE,Ak Kulaklı Batağan
Rollandia microptera,Titicaca Grebe,titgre1,647134154,TRUE,Titikaka Batağanı
Poliocephalus poliocephalus,Hoary-headed Grebe,hohgre1,99561861,FALSE,Kır Saçlı Batağan
Poliocephalus rufopectus,New Zealand Grebe,nezgre1,286680201,TRUE,Yeni Zelanda Batağanı
