Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,ca
Passer simplex,Desert Sparrow,desspa3,203915571,FALSE,pardal del desert
Passer zarudnyi,Zarudny's Sparrow,desspa4,637522160,FALSE,Pardal del desert asiàtic
Passer montanus,Eurasian Tree Sparrow,eutspa,70906781,TRUE,pardal xarrec
Passer luteus,Sudan Golden Sparrow,sugspa1,146762041,FALSE,pardal daurat del Sahel
Passer euchlorus,Arabian Golden Sparrow,argspa2,631663820,FALSE,pardal daurat àrab
Passer eminibey,Chestnut Sparrow,chespa1,31284851,FALSE,pardal castany
Carpospiza brachydactyla,Pale Sparrow,palroc1,554898981,FALSE,pardal pàl·lid
Petronia petronia,Rock Sparrow,rocpet1,459102331,FALSE,pardal roquer
Gymnoris superciliaris,Yellow-throated Bush-sparrow,yetpet1,645387501,FALSE,pardal embridat
Gymnoris dentata,Sahel Bush-sparrow,buspet1,286983361,FALSE,pardal menut
Gymnoris pyrgita,Yellow-spotted Bush-sparrow,yespet1,329023991,FALSE,pardal de taca groga
Gymnoris xanthocollis,Chestnut-shouldered Bush-sparrow,chspet1,203921401,FALSE,pardal collgroc
Montifringilla henrici,Tibetan Snowfinch,tibsno2,413857311,FALSE,pardal de Henri
Montifringilla nivalis,White-winged Snowfinch,whwsno1,632864183,FALSE,pardal d'ala blanca
Montifringilla adamsi,Black-winged Snowfinch,blwsno1,622873354,FALSE,pardal d'Adams
Onychostruthus taczanowskii,White-rumped Snowfinch,whrsno1,204009501,FALSE,pardal de Taczanowski
Pyrgilauda ruficollis,Rufous-necked Snowfinch,runsno1,618714082,FALSE,pardal de coll vermell
Pyrgilauda davidiana,Small Snowfinch,pedsno1,204009381,FALSE,pardal del pare David
Pyrgilauda blanfordi,Plain-backed Snowfinch,blasno1,204011441,FALSE,pardal de Blanford
Pyrgilauda theresae,Afgan Snowfinch,afgsno1,310000,FALSE,pardal d'Afganistan
Hypocryptadius cinnamomeus,Cinnamon Ibon,cinwhe1,316,FALSE,zostèrops canyella
MOTACILLIDAE,Wagtails Pipits,,,FALSE,
Dendronanthus indicus,Forest Wagtail,forwag1,590592451,FALSE,cuereta forestal
Anthus sokokensis,Sokoke Pipit,sokpip1,650333837,FALSE,piula de Sokoke
Anthus brachyurus,Short-tailed Pipit,shtpip1,611666079,FALSE,piula cuacurta
Anthus caffer,Bush Pipit,buspip1,612781002,FALSE,piula cafre
Anthus gustavi,Pechora Pipit,pecpip,610852181,FALSE,piula del Pètxora
A. g. gustavi,Pechora Pipit,pecpip,610852181,FALSE,
Anthus trivialis,Tree Pipit,trepip,327530591,TRUE,piula dels arbres
Anthus hodgsoni,Olive-backed Pipit,olbpip,204011521,FALSE,piula de Hodgson
Anthus cervinus,Red-throated Pipit,retpip,105855,FALSE,piula gola-roja
Anthus roseatus,Rosy Pipit,rospip1,460684571,FALSE,piula rosada
Anthus rubescens,Buff-bellied Pipit,amepip,126269331,FALSE,piula nord-americana
A. r. japonicus,Buff-bellied Pipit,,,FALSE,
A. r. rubescens,American Pipit,amepip,126269331,FALSE,
Anthus pratensis,Meadow Pipit,meapip1,203693581,TRUE,titella
FRINGILLIDAE,Finches,,,FALSE,
Fringilla coelebs,Common Chaffinch,comcha,234883481,TRUE,pinsà comú
Fringilla teydea,Tenerife Blue Chaffinch,blucha2,77751771,FALSE,pinsà blau de Tenerife
Fringilla polatzeki,Gran Canaria Blue Chaffinch,blucha3,423388991,FALSE,Pinsà blau de Gran Canaria
Fringilla montifringilla,Brambling,brambl,64398651,TRUE,pinsà mec
Chlorophonia flavirostris,Yellow-collared Chlorophonia,yecchl1,203956421,FALSE,clorofònia de collar groc
Chlorophonia cyanea,Blue-naped Chlorophonia,blnchl1,387406551,FALSE,clorofònia de clatell blau
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,chbchl1,46892851,FALSE,clorofònia de pit marró
Chlorophonia occipitalis,Blue-crowned Chlorophonia,blcchl1,291700,FALSE,clorofònia de coroneta blava
Chlorophonia callophrys,Golden-browed Chlorophonia,gobchl1,445067301,FALSE,clorofònia celladaurada
Euphonia jamaica,Jamaican Euphonia,jameup1,164921,FALSE,eufònia de Jamaica
Euphonia plumbea,Plumbeous Euphonia,plueup1,306728401,FALSE,eufònia plúmbia
Euphonia affinis,Scrub Euphonia,screup1,220498781,FALSE,eufònia de matollar
Euphonia luteicapilla,Yellow-crowned Euphonia,yeceup1,16264,FALSE,eufònia de coroneta groga
Euphonia chlorotica,Purple-throated Euphonia,puteup1,517809671,FALSE,eufònia porpra
Euphonia trinitatis,Trinidad Euphonia,trieup1,203934311,FALSE,eufònia de Trinidad
Euphonia concinna,Velvet-fronted Euphonia,vefeup1,90318751,FALSE,eufònia del riu Magdalena
Euphonia saturata,Orange-crowned Euphonia,orceup1,80974,FALSE,eufònia de casquet
Euphonia finschi,Finsch's Euphonia,fineup1,72392,FALSE,eufònia de Finsch
Euphonia violacea,Violaceous Euphonia,vioeup1,113053,FALSE,eufònia violàcia
Euphonia laniirostris,Thick-billed Euphonia,thbeup1,625324343,FALSE,eufònia de bec gros
Euphonia hirundinacea,Yellow-throated Euphonia,yeteup1,168206141,FALSE,eufònia golagroga
Euphonia chalybea,Green-chinned Euphonia,gnteup1,203915101,FALSE,eufònia bronzada
Euphonia elegantissima,Elegant Euphonia,eleeup1,141451911,FALSE,eufònia elegant
Euphonia cyanocephala,Golden-rumped Euphonia,goreup1,609321164,FALSE,eufònia de carpó daurat
Euphonia musica,Hispaniolan Euphonia,anteup2,163166581,FALSE,
Euphonia sclateri,Puerto Rican Euphonia,anteup3,204013381,FALSE,eufònia de Puerto Rico
Euphonia flavifrons,Lesser Antillean Euphonia,anteup4,133470131,FALSE,eufònia de les Petites Antilles
Euphonia fulvicrissa,Fulvous-vented Euphonia,fuveup1,203698471,FALSE,eufònia cul-roja
Euphonia imitans,Spot-crowned Euphonia,spceup1,57428,FALSE,eufònia de front tacat
Euphonia gouldi,Olive-backed Euphonia,olbeup1,182331531,FALSE,eufònia de dors olivaci
Euphonia chrysopasta,White-lored Euphonia,gobeup1,101868,FALSE,eufònia de barbeta blanca
Euphonia mesochrysa,Bronze-green Euphonia,brgeup1,502224321,FALSE,eufònia verdosa
Euphonia minuta,White-vented Euphonia,whveup1,198292631,FALSE,eufònia culblanca
Euphonia anneae,Tawny-capped Euphonia,taceup1,633923967,FALSE,eufònia de coroneta lleonada
Euphonia xanthogaster,Orange-bellied Euphonia,orbeup1,80993,FALSE,eufònia de pit carbassa
Euphonia rufiventris,Rufous-bellied Euphonia,rubeup1,127533,FALSE,eufònia bicolor
Euphonia pectoralis,Chestnut-bellied Euphonia,chbeup1,29471451,FALSE,eufònia de ventre castany
Euphonia cayannensis,Golden-sided Euphonia,goseup1,70749,FALSE,
Mycerobas icterioides,Black-and-yellow Grosbeak,baygro1,640134053,FALSE,durbec groc i negre
Mycerobas affinis,Collared Grosbeak,colgro1,163424921,FALSE,durbec de collar
Mycerobas melanozanthos,Spot-winged Grosbeak,spwgro1,146702211,FALSE,durbec d'ales tacades
Mycerobas carnipes,White-winged Grosbeak,whwgro1,203936521,FALSE,durbec alablanc
Hesperiphona vespertina,Evening Grosbeak,evegro,120245,TRUE,durbec vespertí
Hesperiphona abeillei,Hooded Grosbeak,hoogro1,12954,FALSE,durbec encapuxat
Coccothraustes coccothraustes,Hawfinch,hawfin,214510531,TRUE,durbec comú
Eophona migratoria,Chinese Grosbeak,yebgro1,30315391,FALSE,durbec migrador
Eophona personata,Japanese Grosbeak,japgro1,281596,FALSE,durbec del Japó
Melamprosops phaeosoma,Poo-uli,poouli,112598511,FALSE,poo-uli
Paroreomyza maculata,Oahu Alauahio,oahala,26733,FALSE,alauahio d'Oahu
†Paroreomyza flammea,Kakawahie,kakawa,,FALSE,
Paroreomyza montana,Maui Alauahio,mauala,203926441,FALSE,alauahio de l'illa Maui
Oreomystis bairdi,Akikiki,akikik,528399611,FALSE,akikiki de l'illa Kauai
Telespiza cantans,Laysan Finch,layfin,71697,FALSE,palila de Laysan
Telespiza ultima,Nihoa Finch,nihfin,88672461,FALSE,palila de l'illa Nihoa
†Rhodacanthis palmeri,Greater Koa-finch,grkfin,,FALSE,
†Rhodacanthis flaviceps,Lesser Koa-finch,lekfin,,FALSE,
†Chloridops kona,Kona Grosbeak,kongro,,FALSE,
Loxioides bailleui,Palila,palila,5850,FALSE,palila de l'illa Hawaii
Psittirostra psittacea,Ou,ou,6030,FALSE,ou
†Dysmorodreoanis munroi,Lanai Hookbill,lanhoo,,FALSE,
†Akialoa stejnegeri,Kauai Akialoa,greaki4,,FALSE,
†Akialoa ellisiana,Oahu Akialoa,greaki2,,FALSE,
†Akialoa lanaiensis,Lanai Akialoa,,,FALSE,
†Akialoa obscura,Hawaii Akialoa,,,FALSE,
Hemignathus hanapepe,Kauai Nukupuu,nukupu2,,FALSE,nukupuu de l'illa Kauai
†Hemignathus lucidus,Oahu Nukupuu,nukupu3,,FALSE,
Hemignathus affinis,Maui Nukupuu,nukupu1,,FALSE,nukupuu de l'illa Maui
Hemignathus wilsoni,Akiapolaau,akiapo,559757411,FALSE,akiapolaau
Pseudonestor xanthophrys,Maui Parrotbill,maupar,6080,FALSE,bec de lloro
†Viridonia sagittirostris,Greater Amakihi,greama,,FALSE,
Magumma parva,Anianiau,aniani,611565774,FALSE,anianiau
Manucerthia mana,Hawaii Creeper,hawcre,5176,FALSE,akikiki de l'illa Hawaii
Loxops caeruleirostris,Akekee,akekee,389531421,FALSE,akepa de l'illa Kauai
†Loxops wolstenholmei,Oahu Akepa,akepa2,,FALSE,
Loxops ochraceus,Maui Akepa,akepa3,,FALSE,akepa de l'illa Maui
Loxops coccineus,Hawaii Akepa,akepa1,632795765,FALSE,akepa de Hawaii
Chlorodrepanis stejnegeri,Kauai Amakihi,kauama,611565766,FALSE,amakihi de l'illa Kauai
Chlorodrepanis flava,Oahu Amakihi,oahama,351123181,FALSE,amakihi de l'illa Oahu
Chlorodrepanis virens,Hawaii Amakihi,hawama,6063,FALSE,amakihi de Hawaii
†Drepanis funerea,Black Mamo,blkmam,,FALSE,
†Drepanis pacifica,Hawaii Mamo,hawmam1,,FALSE,
Drepanis coccinea,Iiwi,iiwi,6093,FALSE,iiwi
Himatione sanguinea,Apapane,apapan,531188111,FALSE,apapane de les Hawaii
†Himatione fraithii,Laysan Honeycreeper,apapan2,,FALSE,
Palmeria dolei,Akohekohe,crehon,236863,FALSE,akohekohe
†Ciridops anna,Ula-Ai-Hawane,ulahaw,,FALSE,
Carpodacus erythrinus,Common Rosefinch,comros,619808641,FALSE,pinsà carminat
Carpodacus sipahi,Scarlet Finch,scafin1,211072131,FALSE,pinsà escarlata
†Carpodacus ferreorostris,Bonin Grosbeak,bongro1,,FALSE,
Carpodacus rhodochlamys,Red-mantled Rosefinch,remros1,597642501,FALSE,pinsà rosat dorsivermell/de Blyth
C. r. grandis,Blyth's Rosefinch,blyros1,483103221,FALSE,
Carpodacus waltoni,Pink-rumped Rosefinch,pirros1,639018578,FALSE,pinsà rosat de Walton
Carpodacus pulcherrimus,Beautiful Rosefinch,bearos1,203942251,FALSE,pinsà rosat superb
Carpodacus edwardsii,Dark-rumped Rosefinch,darros1,647695057,FALSE,pinsà rosat d'Edwards
Carpodacus rodochroa,Pink-browed Rosefinch,pibros2,173165941,FALSE,pinsà rosat cellut
Carpodacus verreauxi,Sharpe's Rosefinch,spwros3,630169150,FALSE,pinsà rosat de Sharpe
Carpodacus rodopeplus,Spot-winged Rosefinch,spwros2,307942681,FALSE,pinsà rosat alatacat
Carpodacus vinaceus,Vinaceous Rosefinch,vinros2,30556921,FALSE,pinsà vinós
Carpodacus formosanus,Taiwan Rosefinch,vinros3,593851861,FALSE,pinsà rosat de Taiwan
Carpodacus synoicus,Sinai Rosefinch,sinros1,207481501,FALSE,pinsà rosat del Sinaí
Carpodacus stoliczkae,Pale Rosefinch,palros3,356075711,FALSE,Pinsà rosat pàŀlid
Carpodacus roborowskii,Tibetan Rosefinch,tibros1,204005471,FALSE,pinsà de Roborovski
Carpodacus sillemi,Silem's Rosefinch,tahmof1,357761761,FALSE,pinsà montà de Sillem
Carpodacus rubicilloides,Streaked Rosefinch,strros1,621598042,FALSE,pinsà rosat d'estries
Carpodacus rubicilla,Great Rosefinch,greros1,637734226,FALSE,pinsà rosat del Caucas
Carpodacus sibiricus,Long-tailed Rosefinch,lotros1,142905421,FALSE,pinsà rosat cuallarg septentrional
Carpodacus puniceus,Red-fronted Rosefinch,refros1,483108241,FALSE,pinsà pit-roig
Carpodacus subhimachalus,Crimson-browed Finch,crbfin3,441509101,FALSE,pinsà dels nerets
Carpodacus roseus,Pallas's Rosefinch,palros2,165243261,FALSE,pinsà rosat de Pallas
Carpodacus trifasciatus,Three-banded Rosefinch,thbros1,30552381,FALSE,pinsà rosat de tres bandes
Carpodacus thura,Himalayan White-browed Rosefinch,whbros1,155302391,FALSE,pinsà rosat de Thura
Carpodacus dubius,Chinese White-browed Rosefinch,cwbros1,204011511,FALSE,pinsà rosat de la Xina
Pinicola enucleator,Pine Grosbeak,pingro,274949571,TRUE,pinsà dels pins
Pyrrhula nipalensis,Brown Bullfinch,brobul1,13000,FALSE,pinsà borroner bru
Pyrrhula waterstradti,Malay Bullfinch,,,FALSE,
Pyrrhula leucogenis,White-cheeked Bullfinch,whcbul1,203899241,FALSE,pinsà borroner galtablanc
Pyrrhula aurantiaca,Orange Bullfinch,orabul1,173165901,FALSE,pinsà borroner carbassa
Pyrrhula erythrocephala,Red-headed Bullfinch,rehbul1,178301201,FALSE,pinsà borroner cap-roig
Pyrrhula erythaca,Grey-headed Bullfinch,gyhbul2,568727551,FALSE,pinsà borroner de Taiwan/capgrís
Pyrrhula murina,Azores Bullfinch,eurbul1,203974821,FALSE,pinsà borroner de les Açores
Pyrrhula pyrrhula,Bullfinch,eurbul,310479711,TRUE,pinsà borroner eurasiàtic
P. p. cineracea,Grey Bullfinch,,,FALSE,
P. p. griseiventris,Grey-bellied Bullfinch,,,FALSE,
Rhodopechys alienus,African Crimson-winged Finch,,,FALSE,pinsà rosat de l'Atles
Rhodopechys sanguineus,Eurasian Crimson-winged Finch,crwfin2,463236981,FALSE,pinsà ala-roig asiàtic
Bucanetes githagineus,Trumpeter Finch,trufin2,554968551,TRUE,pinsà trompeter
Bucanetes mongolicus,Mongolian Finch,monfin2,632782272,FALSE,pinsà mongol
Agraphospiza rubescens,Blanford's Rosefinch,blaros1,636638295,FALSE,pinsà rosat de Blanford
Callacanthis burtoni,Spectacled Finch,spefin1,175305361,FALSE,pinsà d'ulleres
Pyrrhoplectes epauletta,Gold-naped Finch,gonfin1,609066265,FALSE,pinsà de coroneta daurada
Procarduelis nipalensis,Dark-breasted Rosefinch,dabros1,30554011,FALSE,pinsà rosat del Nepal
Leucosticte nemoricola,Plain Mountain-finch,plmfin1,204009481,FALSE,pinsà montà de Hodgson
Leucosticte brandti,Brandt's Mountain-finch,bhmfin1,615861127,FALSE,pinsà muntanyenc de Brandt
Leucosticte arctoa,Asian Rosy-finch,asrfin1,646342455,FALSE,pinsà muntanyenc oriental
Leucosticte tephrocotis,Grey-crowned Rosy-finch,gcrfin,224879861,FALSE,pinsà muntanyenc capgrís
Leucosticte atrata,Black Rosy-finch,bkrfin,253454781,TRUE,pinsà montà negre
Leucosticte australis,Brown-capped Rosy-finch,bcrfin,253474381,FALSE,pinsà montà capbrú
Haemorhous mexicanus,House Finch,houfin,56843,TRUE,pinsà casolà
Haemorhous cassinii,Cassin's Finch,casfin,44966,TRUE,pinsà de Cassin
Haemorhous purpureus,Purple Finch,purfin,229083971,TRUE,pinsà porprat
Rhodospiza obsoleta,Desert Finch,desfin2,460188181,TRUE,pinsà del desert
Rhynchostruthus socotranus,Socotra Grosbeak,gowgro3,627612680,FALSE,durbec de Socotra
Rhynchostruthus louisae,Somali Grosbeak,somgro1,634161425,FALSE,durbec de Somàlia
Rhynchostruthus percivali,Arabian Grosbeak,gowgro2,535690641,FALSE,durbec àrab
Chloris chloris,European Greenfinch,eurgre1,438522431,TRUE,verdum europeu
Chloris sinica,Oriental Greenfinch,origre,281571,FALSE,verdum oriental
Chloris spinoides,Yellow-breasted Greenfinch,yebgre4,175305011,FALSE,verdum de l'Himàlaia
Chloris monguilloti,Vietnamese Greenfinch,viegre2,633778148,FALSE,verdum de Vietnam
Chloris ambigua,Black-headed Greenfinch,bkhgre1,204007141,FALSE,verdum capnegre
Linurgus olivaceus,Oriole Finch,orifin1,24294781,FALSE,gafarró becgroc
Crithagra citrinelloides,Abyssinian Citril,afrcit1,312921031,FALSE,gafarró d'Abissínia
Crithagra frontalis,Yellow-browed Citril,wescit1,1559,FALSE,gafarró cellagroc
Crithagra hyposticta,East African Citril,soucit1,28072,FALSE,gafarró de l'Àfrica oriental
Crithagra capistrata,Black-faced Canary,blfcan1,586896751,FALSE,gafarró caranegre
Crithagra koliensis,Papyrus Canary,papcan1,591054101,FALSE,gafarró dels papirs
Crithagra scotops,Forest Canary,forcan1,203938511,FALSE,gafarró forestal
Crithagra leucopygia,White-rumped Seedeater,whrsee,631085900,FALSE,gafarró de carpó blanc
Crithagra atrogularis,Black-throated Canary,bltcan1,627461005,FALSE,gafarró gorjanegre
Crithagra reichenowi,Reichenow's Seedeater,reisee2,13004,FALSE,gafarró de Reichenow
Crithagra xanthopygia,Yellow-rumped Seedeater,yerser1,31283581,FALSE,gafarró abissini
Crithagra rothschildi,Arabian Serin,olrser1,203934381,FALSE,gafarró àrab
Crithagra flavigula,Yellow-throated Seedeater,yetser1,31280651,FALSE,gafarró gorjagroc
Crithagra xantholaema,Salvadori's Seedeater,salser1,28073981,FALSE,gafarró de Salvadori
Crithagra citrinipecta,Lemon-breasted Canary,,,FALSE,gafarró de galtes blanques
Crithagra mozambica,Yellow-fronted Canary,yefcan,1235,FALSE,gafarró frontgroc
Crithagra donaldsoni,Northern Grosbeak-canary,norgrc1,312684001,FALSE,gafarró becgròs septentrional
Crithagra buchanani,Southern Grosbeak-canary,sougrc1,649281242,FALSE,gafarró becgròs meridional
Crithagra flaviventris,Yellow Canary,yelcan1,176715391,FALSE,gafarró citrí
Crithagra dorsostriata,White-bellied Canary,whbcan1,312742211,FALSE,gafarró culblanc
Crithagra sulphurata,Brimstone Canary,brican1,438886831,FALSE,gafarró sulfurós
Crithagra albogularis,White-throated Canary,whtcan1,606616731,FALSE,gafarró golablanc
Crithagra striatipectus,Stripe-breasted Canary,reisee3,37845,FALSE,gafarró ratllat
Crithagra reichardi,Reichard's Seedeater,reisee4,13013,FALSE,gafarró de Reichard
Crithagra canicapilla,West African Seedeater,sthsee3,,FALSE,gafarró canós
Crithagra gularis,Streaky-headed Seedeater,sthsee2,203938581,FALSE,gafarró gris
Crithagra mennelli,Black-eared Seedeater,blesee1,80398,FALSE,gafarró de galtes negres
Crithagra tristriata,Brown-rumped Seedeater,brrsee1,609066792,FALSE,gafarró cellut
Crithagra ankoberensis,Ankober Seedeater,ankser2,327478921,FALSE,passerell d'Ankober
Crithagra menachensis,Yemen Serin,yemser1,426551781,FALSE,gafarró del Iemen
Crithagra striolata,Streaky Seedeater,strsee1,13017,FALSE,gafarró estriat
Crithagra burtoni,Thich-billed Seedeater,thbsee1,1279,FALSE,gafarró de Burton
Crithagra melanochroa,Kipengere Seedeater,tansee1,137483,FALSE,gafarró dels Kipengere
Crithagra rufobrunnea,Principe Seedeater,prisee1,96203,FALSE,gafarró de l'illa Principe
Crithagra concolor,Sao Tome Grosbeak,satgro1,247228541,FALSE,durbec de São Tomé
Crithagra leucoptera,Protea Canary,procan1,177674111,FALSE,gafarró de les protees
Crithagra totta,Cape Siskin,capsis2,212083001,FALSE,lluer del Cap
Crithagra symonsi,Drakensberg Siskin,drasis2,275710,FALSE,gafarró del monts Drakensberg
Linaria flavirostris,Twite,twite1,203946701,TRUE,passerell becgroc
Linaria cannabina,Common Linnet,eurlin1,345449441,FALSE,passerell comú
Linaria yemenensis,Yemen Linnet,yemlin1,423841141,FALSE,passerell del Iemen
Linaria johannis,Warsangli Linnet,warlin1,618146529,FALSE,passerell de Warsangli
Acanthis flammea,Redpoll,redpol1,235463,FALSE,Passerell golanegre
Acanthis flammea cabaret,Lesser Redpoll,lesred1,255441391,FALSE,passerell gorjanegre septentrional (cabaret)
Acanthis flammea flammea,Common Redpoll,comred3,203905621,FALSE,Passerell golanegre
Acanthis flammea rostrata,Greater Redpoll,,,FALSE,Passerell golanegre (rostrata/islandica)
Acanthis flammea hornemanni,Arctic Redpoll,hoared1,203974021,FALSE,
Loxia pytyopsittacus,Parrot Crossbill,parcro2,610033879,TRUE,trencapinyes becgròs
Loxia scotica,Scottish Crossbill,scocro1,441858351,FALSE,trencapinyes escocès
Loxia curvirostra,Red Crossbill,redcro,64047331,TRUE,trencapinyes comú
Loxia leucoptera,Two-barred Crossbill,whwcro,65099811,FALSE,trencapinyes alablanc
Loxia megaplaga,Hispaniolan Crossbill,hiscro,12991,FALSE,trencapinyes de la Hispaniola
Chrysocorythus estherae,Mountain Serin,mouser2,170525531,FALSE,gafarró muntanyenc
Chrysocorythus mindanensis,Mindanao Serin,mouser3,,FALSE,gafarró de Mindanao
Carduelis carduelis,European Goldfinch,eurgol,616288275,TRUE,cadernera europea/oriental
Carduelis caniceps,Eastern Goldfinch,eurgol2,459383941,FALSE,cadernera oriental
Carduelis citrinella,Citril Finch,citfin1,66120171,FALSE,llucareta europea
Carduelis corsicana,Corsican Finch,corfin1,624941503,FALSE,llucareta corsa
Serinus serinus,European Serin,eurser1,203981951,TRUE,gafarró europeu
Serinus canaria,Island Canary,comcan,95820321,FALSE,canari
Serinus syriacus,Syrian Serin,syrser1,444880381,FALSE,gafarró de Síria
Serinus pusillus,Fire-fronted Serin,fifser1,463303591,TRUE,gafarró de front vermell
Serinus alario,Black-headed Canary,bkhcan2,278432,FALSE,gafarró alario
Serinus canicollis,Cape Canary,capcan1,394293651,FALSE,gafarró del Cap
Serinus flavivertex,Yellow-crowned Canary,yeccan1,1587,FALSE,gafarró de coroneta groga
Serinus nigriceps,Ethiopian Siskin,abysis1,204011681,FALSE,gafarró capnegre
Spinus thibetanus,Tibetan Siskin,tibser1,223892181,FALSE,lluer del Tibet
Spinus spinus,Eurasian Siskin,eursis,203693691,TRUE,lluer eurasiàtic
Spinus pinus,Pine Siskin,pinsis,89549511,TRUE,lluer dels pins
Spinus tristis,American Goldfinch,amegfi,94457,TRUE,cadernera americana
Spinus psaltria,Lesser Goldfinch,lesgol,22869,FALSE,cadernera menuda
Spinus lawrencei,Lawrence's Siskin,lawgol,452293841,FALSE,cadernera de Lawrence
Spinus atriceps,Black-capped Siskin,blcsis1,110802401,FALSE,lluer de casquet
Spinus spinescens,Andean Siskin,andsis1,63546,FALSE,lluer dels Andes
