Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,hr
Sterna forsteri,Forster's Tern,forter,170027781,TRUE,Forsterova čigra
Sterna trudeaui,Snowy-crowned Tern,truter,456148931,FALSE,crnolica čigra
Sterna acuticauda,Black-bellied Tern,blbter1,633582791,FALSE,crnotrba čigra
Thalasseus bengalensis,Lesser Crested Tern,lecter2,78129111,FALSE,narančastokljuna čigra
Thalasseus bernsteini,Chinese Crested Tern,chcter2,623902849,FALSE,šandonška čigra
Thalasseus elegans,Elegant Tern,eleter1,275643661,FALSE,kalifornijska čigra
Thalasseus sandvicensis,Sandwich Tern,santer1,367904881,TRUE,dugokljuna čigra
T. s. acuflavidus,Cabot's Tern,,,FALSE,američka dugokljuna čigra
Thalasseus maximus,Royal Tern,royter1,31772571,FALSE,kraljevska čigra
Thalasseus bergii,Greater Crested Tern,grcter1,203897801,FALSE,kudrava čigra
Phodilus prigoginei,Congo Bay-owl,,,FALSE,tanganjikanska kukuvija
Tyto capensis,African Grass-owl,afgowl1,,FALSE,afrička kukuvija
Tyto longimembris,Eastern Grass-owl,ausgro1,310459,FALSE,travnjačka kukuvija
Tyto tenebricosa,Greater Sooty-owl,sooowl1,27011101,FALSE,mrka kukuvija
Tyto multipunctata,Lesser Sooty-owl,,,FALSE,srebrnasta kukuvija
Tyto novaehollandiae,Australian Masked-owl,aumowl1,539506871,FALSE,velika kukuvija
T. n. sororcula,Moluccan Masked-owl,,,FALSE,tanimbarska kukuvija
T. n. manusi,Manus Masked-owl,manowl2,,FALSE,manuška kukuvija
Tyto aurantia,Golden Masked-owl,nebmao1,,FALSE,novobritanska kukuvija
Tyto alme,Seram Masked-owl,sermao1,,FALSE,seramska kukuvija
Tyto nigrobrunnea,Taliabu Masked-owl,talowl1,609069999,FALSE,sulska kukuvija
Tyto inexspectata,Minahassa Masked-owl,minowl1,175978,FALSE,minahaska kukuvija
Tyto rosenbergii,Sulawesi Owl,sulowl1,203990191,FALSE,sulaveška kukuvija
Tyto soumagnei,Madagascar Red Owl,marowl1,,FALSE,madagaskarska kukuvija
Tyto alba,Common Barn-owl,webowl1,435736051,TRUE,kukuvija
T. a. detorta,Cape Verde Barn-owl,,,FALSE,zelenortska kukuvija
T. a. schmitzi,Madeira Barn-owl,,,FALSE,madeirska kukuvija
T. a. gracilirostris,Gran Canaria Barn-owl,,,FALSE,kanarska kukuvija
Tyto glaucops,Ashy-faced Owl,asfowl1,163149861,FALSE,antilska kukuvija
STRIGIDAE,Owls,,,FALSE,sove
Ninox rufa,Rufous Owl,rufowl2,203888471,TRUE,riđa ćukuša
Ninox strenua,Powerful Owl,powowl1,169198551,FALSE,velika ćukuša
Ninox connivens,Barking Owl,barowl1,233864,FALSE,smeđoglava ćukuša
Ninox rudolphi,Sumba Boobook,sumboo1,199785721,FALSE,sumpska ćukuša
Ninox boobook,Southern Boobook,souboo8,530613881,FALSE,australska ćukuša
Ninox leucopsis,Tasmanian Boobook,souboo3,612978764,FALSE,tasmanska ćukuša
Ninox novaeseelandiae,Morepork,morepo2,380864781,FALSE,novozelandska ćukuša
Ninox japonica,Northern Boobook,norboo1,203953621,FALSE,istočnoazijska ćukuša
Ninox scutulata,Brown Boobook,brnhao1,290843021,FALSE,mrka ćukuša
Ninox randi,Chocolate Boobook,choboo1,621965989,FALSE,filipinska ćukuša
Ninox obscura,Hume's Boobook,brnhao3,617654723,FALSE,smeđotrba ćukuša
Ninox affinis,Andaman Boobook,andhao1,203955311,FALSE,andamanska ćukuša
Ninox philippensis,Luzon Boobook,phihao1,203894581,FALSE,luzonska ćukuša
Ninox spilocephala,Mindanao Boobook,minboo1,617164632,FALSE,mindanaoska ćukuša
Ninox leventisi,Camiguin Boobook,camboo1,609056800,FALSE,bjelogrla ćukuša
Ninox reyi,Sulu Boobook,sulboo1,631208397,FALSE,suluška ćukuša
Ninox rumseyi,Cebu Boobook,cebboo1,203883351,FALSE,cebuska ćukuša
Ninox spilonotus,Romblon Boobook,romboo1,566756741,FALSE,pjegava ćukuša
Ninox mindorensis,Mindoro Boobook,minboo2,555866031,FALSE,mindorska ćukuša
Ninox sumbaensis,Least Boobook,lishao1,609069791,FALSE,mala ćukuša
Ninox burhani,Togian Boobook,toghao1,219212311,FALSE,bjelotrba ćukuša
Ninox ochracea,Ochre-bellied Boobook,ocbhao1,643079340,FALSE,žućkastosmeđa ćukuša
Ninox ios,Cinnabar Boobook,cinhao1,190311531,FALSE,kestenjasta ćukuša
Ninox hypogramma,Halmahera Boobook,molhao3,204013211,FALSE,halmaherska ćukuša
Ninox hantu,Buru Boobook,hanboo1,218102491,FALSE,buruska ćukuša
Ninox squamipila,Seram Boobook,hanboo2,616288091,FALSE,seramska ćukuša
Ninox forbesi,Tanimbar Boobook,molhao2,629527716,FALSE,tanimbarska ćukuša
Ninox natalis,Christmas Boobook,chihao1,640647491,FALSE,riđoglava ćukuša
Ninox meeki,Manus Boobook,manhao1,650740370,FALSE,manuška ćukuša
Ninox theomacha,Jungle Boobook,junhao1,203898451,FALSE,tamnoleđa ćukuša
Ninox punctulata,Speckled Boobook,spehao1,203990211,FALSE,sulaveška ćukuša
Ninox odiosa,New Britain Boobook,nebhao1,591948871,FALSE,novobritanska ćukuša
Ninox variegata,Bismarck Boobook,bishao1,651259877,FALSE,novoirska ćukuša
Ninox jacquinoti,West Solomons Boobook,,,FALSE,solomonska ćukuša
Ninox granti,Guadalcanal Boobook,,,FALSE,prugastotrba ćukuša
Ninox malaitae,Malaita Boobook,,,FALSE,malaitska ćukuša
Ninox roseoaxillaris,Makira Boobook,,,FALSE,cimetasta ćukuša
Uroglaux dimorpha,Papuan Boobook,paphao1,641973494,FALSE,papuanska ćukuša
†Sceloglaux albifacies,Laughing Owl,lauowl1,,FALSE,novozelandska sova
†Mascarenotus grucheti,Reunion Owl,,,FALSE,reunionska sova
†Mascarenotus murivorus,Rodrigues Owl,,,FALSE,maskarenska sova
†Mascarenotus sauzieri,Maurutius Owl,,,FALSE,mauricijska sova
Surnia ulula,Northern Hawk-owl,nohowl,432200831,FALSE,sjeverna sova
Glaucidium passerinum,Eurasian Pygmy-owl,eupowl1,59173671,FALSE,mali ćuk
Glaucidium brodiei,Collared Owlet,colowl1,207901771,FALSE,bjelobradi ćuk
Glaucidium perlatum,Pearl-spotted Owlet,pesowl1,90736801,FALSE,biserasti ćuk
Glaucidium tephronotum,Red-chested Owlet,recowl1,631745594,FALSE,crvenoprsi ćuk
Glaucidium sjostedti,Sjostedt's Owlet,sjoowl1,541041421,FALSE,kestenjastoleđi ćuk
Glaucidium cuculoides,Asian Barred Owlet,asbowl1,637497312,FALSE,ćuk kukavičar
Glaucidium castanopterum,Javan Owlet,javowl1,623307117,FALSE,bjelotrbi ćuk
Glaucidium radiatum,Jungle Owlet,junowl1,301074831,FALSE,indijski ćuk
Glaucidium castanonotum,Chestnut-backed Owlet,chbowl1,203990561,FALSE,cejlonski ćuk
Glaucidium capense,African Barred Owlet,afbowl1,203909851,FALSE,kapski ćuk
Glaucidium castaneum,Chestnut Owlet,,,FALSE,kestenjasti ćuk
Glaucidium albertinum,Albertine Owlet,albowl1,,FALSE,ruandski ćuk
STERCORARIIDAE,Skuas,,,FALSE,pomornici
Stercorarius longicaudus,Long-tailed Jaeger,lotjae,132205,FALSE,dugorepi pomornik
Stercorarius parasiticus,Arctic Jaeger,parjae,356272971,FALSE,kratkorepi pomornik
Stercorarius pomarinus,Pomarine Jaeger,pomjae,105353121,FALSE,širokorepi pomornik
Catharacta skua,Great Skua,gresku1,167766071,FALSE,veliki pomornik
Catharacta maccormicki,South Polar Skua,sopsku1,253538851,FALSE,antarktički pomornik
Catharacta antarctica,Brown Skua,brnsku3,203972051,FALSE,smeđi pomornik
Catharacta chilensis,Chilean Skua,chisku1,203960131,FALSE,čilski pomornik
ALCIDAE,Auks,,,FALSE,njorke
Cerorhinca monocerata,Rhinoceros Auklet,rhiauk,110904,TRUE,brkata njorka
Fratercula cirrhata,Tufted Puffin,tufpuf,3863,TRUE,ćubasti tupik
Fratercula arctica,Atlantic Puffin,atlpuf,167748861,TRUE,tupik
Fratercula corniculata,Horned Puffin,horpuf,617448290,FALSE,žutokljuni tupik
Ptychoramphus aleuticus,Cassin's Auklet,casauk,407552491,FALSE,smeđoprsa njorka
Aethia psittacula,Parakeet Auklet,parauk,132055,FALSE,papigasta njorka
Aethia pusilla,Least Auklet,leaauk,284900151,FALSE,patuljasta njorka
Aethia pygmaea,Whiskered Auklet,whiauk,133048,FALSE,crvenokljuna njorka
Aethia cristatella,Crested Auklet,creauk,203956601,FALSE,ćubasta njorka
Brachyramphus perdix,Long-billed Murrelet,lobmur,,FALSE,dugokljuna njorka
Brachyramphus marmoratus,Marbled Murrelet,marmur,74561791,FALSE,pjegava njorka
Brachyramphus brevirostris,Kittlitz's Murrelet,kitmur,72779,FALSE,kratkokljuna njorka
Cepphus grylle,Black Guillemot,blkgui,620762410,FALSE,crna njorka
Cepphus columba,Pigeon Guillemot,piggui,633262907,FALSE,njorka golubarka
Cepphus carbo,Spectacled Guillemot,spegui1,,FALSE,njorka naočarka
Synthliboramphus antiquus,Ancient Murrelet,ancmur,250896271,FALSE,srebrnasta njorka
Synthliboramphus wumizusume,Japanese Murrelet,japmur1,635079400,FALSE,japanska njorka
Synthliboramphus scrippsi,Scripps's Murrelet,xanmur2,552937611,FALSE,crnokapa njorka
Synthliboramphus hypoleucus,Guadalupe Murrelet,xanmur1,588795931,FALSE,kalifornijska njorka
Synthliboramphus craveri,Craveri's Murrelet,cramur,297757331,FALSE,meksička njorka
Alca torda,Razorbill,razorb,621601678,FALSE,plosnatokljuna njorka
†Pinguinus impennis,Great Auk,greauk,,FALSE,velika njorka
Alle alle,Little Auk,doveki,629733713,TRUE,mala njorka
Uria lomvia,Thick-billed Murre,thbmur,278950301,FALSE,debelokljuna njorka
Uria aalge,Common Murre,commur,245917551,TRUE,tankokljuna njorka
STRIGIFORMES,owl sp.,owl1,45172511,FALSE,sovke
TYTONIDAE,Barn-owls,,,FALSE,kukuvije
Phodilus badius,Oriental Bay-owl,orbowl1,504788831,TRUE,riječna kukuvija
Phodilus assimilis,Sri Lanka Bay-owl,srlbao1,213323641,FALSE,cejlonska kukuvija
Glaucidium gnoma,Mountain Pygmy-owl,nopowl,226578011,FALSE,smeđoprsi ćuk
Glaucidium californicum,Northern Pygmy-owl,nopowl,226578011,FALSE,kalifornijski ćuk
Glaucidium cobanense,Guatemalan Pygmy-owl,,,FALSE,honduraski ćuk
Glaucidium hoskinsii,Baja Pygmy-owl,,,FALSE,hoskinsov ćuk
Glaucidium costaricanum,Costa Rican Pygmy-owl,crpowl,423565281,FALSE,kostarički ćuk
Glaucidium nubicola,Cloudforest Pygmy-owl,clopyo1,170840451,FALSE,riđoprsi ćuk
Glaucidium jardinii,Andean Pygmy-owl,anpowl1,194846851,FALSE,andski ćuk
Glaucidium bolivianum,Yungas Pygmy-owl,yupowl1,500913701,FALSE,jungaški ćuk
Glaucidium palmarum,Colima Pygmy-owl,copowl1,645690910,FALSE,kolimski ćuk
Glaucidium sanchezi,Tamaulipas Pygmy-owl,tapowl1,216568,FALSE,tamaulipski ćuk
Glaucidium griseiceps,Central American Pygmy-owl,capowl1,374820851,FALSE,sivoglavi ćuk
Glaucidium parkeri,Subtropical Pygmy-owl,supowl1,611269167,FALSE,parkerov ćuk
Glaucidium hardyi,Amazonian Pygmy-owl,amapyo1,414515971,FALSE,riđoleđi ćuk
Glaucidium minutissimum,Least Pygmy-owl,leapyo1,249931431,FALSE,crnorepi ćuk
Glaucidium mooreorum,Pernambuco Pygmy-owl,perpyo1,,FALSE,kratkokrili ćuk
Glaucidium brasilianum,Ferruginous Pygmy-owl,fepowl,204023561,TRUE,dugorepi ćuk
Glaucidium tucumanum,Tucuman Pygmy-owl,,,FALSE,tukumanski ćuk
Glaucidium peruanum,Peruvian Pygmy-owl,pepowl1,391930151,FALSE,peruanski ćuk
Glaucidium nana,Austral Pygmy-owl,aupowl1,306629301,FALSE,patagonski ćuk
Glaucidium siju,Cuban Pygmy-owl,cupowl1,93011651,FALSE,kubanski ćuk
Xenoglaux loweryi,Long-whiskered Owlet,lowowl1,31432141,FALSE,brkati ćuk
Micrathene whitneyi,Elf Owl,elfowl,105533,FALSE,patuljasti ćuk
Athene cunicularia,Burrowing Owl,burowl,119479,TRUE,ćuk jamar
Athene brama,Spotted Owlet,spoowl1,203919451,FALSE,pjegavi ćuk
Athene noctua,Little Owl,litowl1,8351,TRUE,sivi ćuk
A. n. glaux,Desert Little Owl,,,FALSE,pustinjski ćuk
A. n. lilith,Desert Little Owl,,,FALSE,bliskoistočni ćuk
Athene superciliaris,White-browed Owl,whbowl1,95261,FALSE,pjegavokapi ćuk
Heteroglaux blewitti,Forest Owlet,forowl1,203909371,TRUE,sivoprsi ćuk
Aegolius funereus,Boreal Owl,borowl,8338,FALSE,planinski ćuk
A. f. richardsoni,Boreal Owl,borowl,8338,FALSE,američki planinski ćuk
†Aegolius gradyi,Bermuda Saw-whet Owl,bswowl1,,FALSE,bermudski ćuk
Aegolius acadicus,Northern Saw-whet Owl,nswowl,125346,TRUE,riđotrbi ćuk
Aegolius ridgwayi,Unspotted Saw-whet Owl,uswowl1,497850211,FALSE,kestenjastoprsi ćuk
Aegolius harrisii,Buff-fronted Owl,bufowl1,448969071,FALSE,smeđoleđi ćuk
Otus sagittatus,White-fronted Scops-owl,wfsowl2,203913541,FALSE,bjeločeli ćuk
Otus rufescens,Reddish Scops-owl,resowl1,549344441,FALSE,riđi ćuk
Otus thilohoffmanni,Serendib Scops-owl,sersco1,282073,FALSE,pjegavoprsi ćuk
Otus icterorhynchus,Sandy Scops-owl,sasowl1,310464,FALSE,kamerunski ćuk
Otus ireneae,Sokoke Scops-owl,sosowl1,625985747,FALSE,kenijski ćuk
Otus gurneyi,Giant Scops-owl,mineao1,18503,FALSE,veliki ćuk
Otus semitorques,Japanese Scops-owl,jasowl1,204001501,FALSE,japanski ćuk
Otus lettia,Collared Scops-owl,cosowl1,634810363,FALSE,bjelouhi ćuk
Otus lempiji,Sunda Scops-owl,susowl2,353407751,FALSE,sundski ćuk
Otus bakkamoena,Indian Scops-owl,insowl1,486635611,FALSE,ogrličasti ćuk
Otus megalotis,Luzon Lowland Scops-owl,phsowl1,482002981,FALSE,filipinski ćuk
Otus nigrorum,Visayan Scops-owl,negsco1,284723051,FALSE,negroški ćuk
Otus everetti,Mindanao Lowland Scops-owl,evesco1,638970339,FALSE,kratkoprsti ćuk
Otus fuliginosus,Palawan Scops-owl,pasowl2,29730981,FALSE,palavanski ćuk
Otus mentawi,Mentawai Scops-owl,mesowl1,101909381,FALSE,mentavajski ćuk
Otus silvicola,Wallace's Scops-owl,wasowl1,168582,FALSE,wallaceov ćuk
Otus enganensis,Enggano Scops-owl,ensowl1,175561,FALSE,enganski ćuk
Otus umbra,Simeulue Scops-owl,sisowl1,164184,FALSE,simalurski ćuk
Otus alius,Nicobar Scops-owl,nicsco1,185345491,FALSE,nikobarski ćuk
Otus balli,Andaman Scops-owl,ansowl1,405569401,FALSE,andamanski ćuk
Otus alfredi,Flores Scops-owl,flsowl1,203996761,FALSE,floreški ćuk
Otus spilocephalus,Mountain Scops-owl,mosowl2,359321921,FALSE,gorski ćuk
Otus angelinae,Javan Scops-owl,jasowl2,189483991,FALSE,javanski ćuk
Otus brookii,Rajah Scops-owl,rasowl1,175523,FALSE,indonezijski ćuk
Otus pamelae,Arabian Scops-owl,arasco1,535731511,FALSE,arabijski ćuk
Otus pembaensis,Pemba Scops-owl,pesowl2,137401,FALSE,pembaski ćuk
Otus senegalensis,African Scops-owl,afsowl1,53584,FALSE,afrički ćuk
Otus feae,Annobon Scops-owl,,,FALSE,anobonski ćuk
Otus hartlaubi,Sao Tome Scops-owl,stsowl1,203963341,FALSE,saotomski ćuk
Otus scops,Eurasian Scops-owl,eursco1,541814831,FALSE,ćuk
O. s. cyprius,Cyprus Scops-owl,eursco3,465264171,FALSE,ciparski ćuk
Otus brucei,Pallid Scops-owl,pasowl3,425098581,FALSE,prugasti ćuk
Otus longicornis,Luzon Scops-owl,lusowl1,203976401,FALSE,luzonski ćuk
Otus mirus,Mindanao Highland Scops-owl,misowl1,526851561,FALSE,mindanaoski ćuk
Otus mindorensis,Mindoro Scops-owl,misowl2,113554061,FALSE,mindorski ćuk
Otus rutilus,Madagascar Scops-owl,madsco1,203448241,FALSE,madagaskarski ćuk
Otus mayottensis,Mayotte Scops-owl,maysco1,,FALSE,majotski ćuk
Otus capnodes,Anjouan Scops-owl,ansowl2,203979021,FALSE,anžuanski ćuk
Otus pauliani,Grand Comoro Scops-owl,cosowl3,287187521,FALSE,komorski ćuk
Otus moheliensis,Moheli Scops-owl,mohsco1,475229971,FALSE,mohelski ćuk
Otus socotranus,Socotra Scops-owl,afrsco2,625121284,FALSE,sokotranski ćuk
Otus insularis,Seychelles Scops-owl,sesowl1,622585470,FALSE,sejšelski ćuk
Otus sunia,Oriental Scops-owl,orsowl,630681203,FALSE,istočnoazijski ćuk
Otus elegans,Ryukyu Scops-owl,ryusco1,203899261,FALSE,riukiuški ćuk
Otus siaoensis,Siau Scops-owl,sulsco2,,FALSE,siauski ćuk
Otus manadensis,Sulawesi Scops-owl,susowl1,203909211,FALSE,sulaveški ćuk
Otus mendeni,Banggai Scops-owl,sulsco5,203903211,FALSE,bangajski ćuk
Otus sulaensis,Sula Scops-owl,sulsco3,203903041,FALSE,sulski ćuk
Otus collari,Sangihe Scops-owl,sansco1,175407031,FALSE,sangiški ćuk
Otus mantananensis,Mantanani Scops-owl,masowl2,633422448,FALSE,suluski ćuk
Otus magicus,Moluccan Scops-owl,mosowl1,203996771,FALSE,molučki ćuk
Otus jolandae,Rinjani Scops-owl,rinsco1,202582,FALSE,cimetastogrli ćuk
Otus tempestatis,Wetar Scops-owl,molsco2,203921661,FALSE,prugastokrili ćuk
Otus beccarii,Biak Scops-owl,biasco1,203997151,FALSE,biački ćuk
Pyrroglaux podarginus,Palau Owl,,,FALSE,palauski ćuk
Ptilopsis leucotis,Northern White-faced Owl,nwfowl1,643593096,FALSE,bjelolici ćuk
Ptilopsis granti,Southern White-faced Owl,swfowl1,545705171,FALSE,crnouhi ćuk
Asio stygius,Stygian Owl,styowl1,141785331,FALSE,tamnolica sova
Asio otus,Northern Long-eared Owl,loeowl,49057,FALSE,mala ušara
Asio abyssinicus,African Long-eared Owl,aleowl1,,FALSE,etiopska sova
Asio madagascariensis,Madagascar Long-eared Owl,mleowl1,331614611,FALSE,madagaskarska sova
Asio clamator,Striped Owl,strowl1,457235371,FALSE,bjelolica sova
Asio flammeus,Short-eared Owl,sheowl,198229341,FALSE,sova močvarica
Asio capensis,Marsh Owl,marowl2,214791831,FALSE,afrička sova močvarica
Pseudoscops grammicus,Jamaican Owl,jamowl1,629042505,FALSE,jamajčka sova
Nesasio solomonensis,Fearful Owl,feaowl1,,FALSE,solomonska sova
Psiloscops flammeolus,Flammulated Owl,flaowl,340633911,FALSE,tamnooki ćuk
Megascops kennicottii,Western Screech-owl,wesowl1,632812368,TRUE,stjenjački ćuk
Megascops seductus,Balsas Screech-owl,basowl,385692971,FALSE,balsaski ćuk
Megascops cooperi,Pacific Screech-owl,pasowl4,106775411,FALSE,cooperov ćuk
Megascops asio,Eastern Screech-owl,easowl1,168804731,TRUE,američki ćuk
Megascops trichopsis,Whiskered Screech-owl,whsowl1,97811691,FALSE,ćuk zviždar
Megascops choliba,Tropical Screech-owl,trsowl,278666921,FALSE,južnoamerički ćuk
Megascops roboratus,Peruvian Screech-owl,persco1,104749951,FALSE,ekvadorski ćuk
Megascops koepckeae,Koepcke's Screech-owl,koesco1,203889381,FALSE,koepckeov ćuk
Megascops clarkii,Bare-shanked Screech-owl,bssowl,298268241,FALSE,golonogi ćuk
Megascops barbarus,Bearded Screech-owl,besowl,144123381,FALSE,gvatemalski ćuk
Megascops colombianus,Colombian Screech-owl,,,FALSE,kolumbijski ćuk
Megascops ingens,Rufescent Screech-owl,rufsco1,204022541,FALSE,riđogrli ćuk
Megascops petersoni,Cinnamon Screech-owl,cinsco1,622190035,FALSE,cimetasti ćuk
Megascops marshalli,Cloudforest Screech-owl,clfsco1,611500720,FALSE,riđolici ćuk
Megascops watsonii,Tawny-bellied Screech-owl,tabsco1,613872283,FALSE,amazonski ćuk
Megascops guatemalae,Guatemalan Screech-owl,vesowl,174698701,FALSE,srednjoamerički ćuk
Megascops vermiculatus,Vermiculated Screech-owl,,,FALSE,kratkouhi ćuk
Megascops hoyi,Yungas Screech-owl,mofsco1,203701471,FALSE,bolivijski ćuk
Megascops atricapilla,Black-capped Screech-owl,bkcsco1,203997001,FALSE,brazilski ćuk
Megascops sanctaecatarinae,Long-tufted Screech-owl,lotsco1,39217731,FALSE,urugvajski ćuk
Megascops nudipes,Puerto Rican Screech-owl,,,FALSE,portorički ćuk
Megascops albogularis,White-throated Screech-owl,whtsco1,245137651,FALSE,bjelogrli ćuk
Margarobyas lawrencii,Bare-legged Screech-owl,balowl,133237,FALSE,smeđooki ćuk
Pulsatrix perspicillata,Spectacled Owl,speowl1,4510,TRUE,sova naočarka
Pulsatrix koeniswaldiana,Tawny-browed Owl,tabowl1,115219791,FALSE,smeđoglava sova
Pulsatrix melanota,Band-bellied Owl,babowl1,617300167,FALSE,bjelogrla sova
Strix seloputo,Spotted Wood-owl,spwowl1,70648,FALSE,riđolica sova
Strix ocellata,Mottled Wood-owl,mowowl1,352115881,FALSE,indijska sova
Strix leptogrammica,Brown Wood-owl,brwowl1,317116931,FALSE,smeđa sova
Strix aluco,Tawny Owl,tawowl1,243339011,TRUE,šumska sova
S. a. mauritanica,Maghreb Tawny Owl,,,FALSE,sjevernoafrička šumska sova
Strix nivicolum,Himalayan Owl,himowl1,146757731,FALSE,mrka sova
Strix butleri,Hume's Owl,omaowl1,204013641,FALSE,pustinjska sova
Strix omanensis,Omani Owl,omaowl1,204013641,FALSE,omanska sova
Strix occidentalis,Spotted Owl,spoowl,274753161,TRUE,kalifornijska sova
Strix varia,Barred Owl,brdowl,93169341,TRUE,prugasta sova
Strix fulvescens,Fulvous Owl,fulowl1,213476191,FALSE,meksička sova
Strix hylophila,Rusty-barred Owl,rubowl2,203700461,FALSE,brazilska sova
Strix chacoensis,Chaco Owl,chaowl1,203963481,FALSE,paragvajska sova
Strix rufipes,Rufous-legged Owl,rulowl1,31979111,FALSE,čilska sova
Strix uralensis,Ural Owl,uraowl1,60712291,FALSE,jastrebača
S. u. davidi,Sichuan Owl,,,FALSE,sečuanska jastrebača
Strix nebulosa,Great Grey Owl,grgowl,227005,TRUE,velika sova
Strix woodfordii,African Wood-owl,afwowl1,9400,FALSE,prugastotrba sova
Jubula lettii,Maned Owl,manowl1,,FALSE,krunata sova
Lophostrix cristata,Crested Owl,creowl1,176466471,FALSE,ćubasta sova
Bubo scandiacus,Snowy Owl,snoowl1,233160,TRUE,bijela sova
Bubo virginianus,Great Horned Owl,grhowl,132729861,TRUE,američka ušara
Bubo magellanicus,Magellanic Horned Owl,grhowl2,584197581,FALSE,čilska ušara
Bubo bubo,Eurasian Eagle-owl,eueowl1,59172501,TRUE,ušara
Bubo ascalaphus,Pharaoh Eagle-owl,pheowl1,439904091,FALSE,pustinjska ušara
Bubo bengalensis,Rock Eagle-owl,roeowl1,194664311,FALSE,indijska ušara
Bubo capensis,Cape Eagle-owl,caeowl1,8353,FALSE,kapska ušara
Bubo africanus,Spotted Eagle-owl,spoeao2,203938471,FALSE,afrička ušara
B. a. milesi,Arabian Spotted Eagle-owl,,,FALSE,arabijska ušara
