Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,lt
Scleroptila finschi,Finsch's Francolin,finfra2,625744317,FALSE,Finšo frankolinas
Scleroptila psilolaema,Moorland Francolin,moofra2,31365811,FALSE,
Scleroptila elgonensis,Elgon Francolin,moofra3,274754931,FALSE,
Scleroptila shelleyi,Shelley's Francolin,shefra1,559895751,FALSE,
Scleroptila whytei,Whyte's Francolin,shefra3,277097,FALSE,
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,Kurapkinis frankolinas
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,Kalninė bambukinė kurapka
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,Taivaninė krūmyninė kurapka
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,Bankivinė višta
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,Pilkoji džiunglinė višta
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,Šrilankinė džiunglinė višta
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,žalioji džiunglinė višta
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,Vero monalas
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,Rusvagurklis monalas
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,Himalajinis trumpauodegis fazanas
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,Skleterio trumpauodegis fazanas
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,Kininis trumpauodegis fazanas
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,Juodagalvis satyras
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,Raudonasis satyras
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,Blaito satyras
Tragopan temminckii,Temminck's Tragopan,temtra1,483733661,TRUE,Teminko satyras
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,Kaboto satyras
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,Raudonasis fazanas
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,Koklas
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,Elioto fazanas
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,Mianmarinis fazanas
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,Japoninis fazanas
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,Varinis fazanas
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,Karališkasis fazanas
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,Auksinis fazanas
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,Deimantinis fazanas
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,Medžiojamasis fazanas
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,žaliasis fazanas
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,tibetinis ausytasis fazanas
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,mandžiūrinis ausytasis fazanas
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,melsvasis ausytasis fazanas
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,Himalajinis fazanas
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,Edvardso lofura
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,Svaino lofura
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,Salvadorinė lofura
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,Tailandinė lofura
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,Bulverio lofura
Perdix perdix,Grey Partridge,grypar,304858,FALSE,Kurapka
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,Daūrinė kurapka
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,Tibetinė kurapka
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,Laukinis kalakutas
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,Akiniuotasis kalakutas
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,Apykaklėtoji jerubė
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,Jerubė
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,Severcovo jerubė
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,Paprastoji žvyrė
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,Tundrinė žvyrė
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,Pilkasis tetervinas
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,Sibirinis tetervinas
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,Kanadinis tetervinas
Falcipennis franklinii,Franklin's Grouse,,,FALSE,
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,Kurtinys
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,Mažasnapis kurtinys
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,Tetervinas
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,Kaukazinis tetervinas
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,Gunisono šalavijinis tetervinas
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,Aštriauodegis prerinis tetervinas
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,Didysis prerinis tetervinas
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,Mažasis prerinis tetervinas
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,Raguotoji pelamedėja
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,Juodakaklė pelamedėja
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,Kuoduotoji pelamedėja
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,Ančiažąsė
ANATIDAE,Ducks Geese Swans,,,FALSE,
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,Baltaveidė medžąsė
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,Raudonsnapė medžąsė
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,Dėmėtoji medžąsė
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,Kubinė medžąsė
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,Dvispalvė medžąsė
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,Eitono medžąsė
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,Švilpiančioji medžąsė
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,Indinė medžąsė
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,Baltanugarė antis
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,Juodagalvė antis
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,Kaukėtoji stačiauodegė
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,Baltaskruostė stačiauodegė
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,Argentininė stačiauodegė
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,Australinė stačiauodegė
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,Afrikinė stačiauodegė
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,Baltagalvė stačiauodegė antis
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,Tasmaninė antis
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,Raudonausė antis
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,Šlakuotoji antis
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,Vištinė žąsis
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,Koskoroba
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,Juodakaklė gulbė
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,Juodoji gulbė
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,Gulbė nebylė
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,Gulbė giesmininkė
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,Gulbė giesmininkė
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,Tundrinė/Mažoji gulbė
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brent Goose,brant,65344051,TRUE,Paprastoji berniklė
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,Baltaskruostė berniklė
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,Rudakaklė berniklė
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,Šiaurinė kanadinė berniklė
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,Kanadinė berniklė
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,Havajinė berniklė
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,Imperatoriškoji žąsis
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,Snieginė žąsis
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,Roso žąsis
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,Kalninė žąsis
Anser anser,Greylag Goose,gragoo,215162391,TRUE,Pilkoji žąsis
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,Gulbinė žąsis
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,Želmeninė žąsis
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,Trumpasnapė žąsis
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,Baltakaktė žąsis
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,Baltakaktė žąsis (flavirostris)
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,Mažoji žąsis
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,Ledinė antis
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,Akiniuotoji gaga
Somateria spectabilis,King Eider,kineid,59448,TRUE,Skiauterėtoji gaga
Somateria mollissima,Common Eider,comeid,279182411,TRUE,Paprastoji gaga
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,Sibirinė gaga
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,Baltakaktė nuodegulė
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,Paprastoji nuodegulė
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,sibirinė nuodėgulė
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,Juodoji antis
Melanitta americana,American Scoter,blksco2,169277571,FALSE,Amerikinė juodoji antis
Bucephala albeola,Bufflehead,buffle,138213,FALSE,Baltakuodė klykuolė
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,Klykuolė
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,Islandinė klykuolė
Mergellus albellus,Smew,smew,,TRUE,Mažasis dančiasnapis
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,Kuoduotasis dančiasnapis
Mergus merganser,Goosander,commer,208071711,TRUE,Didysis dančiasnapis
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,Kininis dančiasnapis
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,Vidutinis dančiasnapis
†Mergus australis,Auckland Merganser,,,FALSE,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,Brazilinis dančiasnapis
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,Islandinė antis
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,Orinokinė žąsis
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,Andinė žąsis
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,Magelaninė žąsis
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,patagoninė žąsis
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,Pilkagalvė žąsis
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,Rusvagalvė žąsis
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,Baltakaklė urvinė antis
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,Egiptinė žąsis
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,Paprastoji urvinė antis
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,Rudoji urvinė antis
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,Pilkagalvė urvinė antis
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,Australinė urvinė antis
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,Naujosios Zelandijos urvinė antis
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,Kuoduotasis urvinė antis
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,Pentinuotoji žąsis
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,Paprastoji muskusinė antis
Sarkidiornis sylvicola,American Comb Duck,comduc3,,FALSE,
Sarkidiornis melanotos,African Comb Duck,comduc2,377764471,FALSE,
Nettapus auritus,African Pygmy-goose,afrpyg1,21635741,FALSE,Afrikinė žąselė
Nettapus coromandelianus,Cotton Pygmy-goose,copgoo1,231240521,FALSE,Baltaskruostė žąselė
Nettapus pulchellus,Green Pygmy-goose,grnpyg1,614840111,TRUE,Australinė žąselė
Callonetta leucophrys,Ringed Teal,rintea1,203986511,FALSE,Žieduotoji antis
Aix sponsa,Wood Duck,wooduc,179353,TRUE,Miškinė antis
Aix galericulata,Mandarin Duck,manduc,95630431,TRUE,Mandarininė antis
Chenonetta jubata,Maned Duck,manduc1,247785131,TRUE,Dryžakrūtė antis
†Chenonetta finschi,Finsch's Duck,finduc1,,FALSE,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,203922021,TRUE,Melsvoji antis
Merganetta armata,Torrent Duck,torduc1,620823428,FALSE,Andinė antis
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,632942906,FALSE,Hartlaubo žąsis
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,204011591,FALSE,Melsvasparnė žąsis
Marmaronetta angustirostris,Marbled Duck,martea1,542976871,FALSE,Marmurinė kryklė
Asacornis scutulata,White-winged Wood Duck,,,FALSE,Baltasparnė muskusinė antis
Netta rufina,Red-crested Pochard,recpoc,588459801,FALSE,Šalminė antis
Netta peposaca,Rosy-billed Pochard,robpoc1,203988301,FALSE,Rausvasnapė antis
Netta erythrophthalma,Southern Pochard,soupoc1,608850905,FALSE,Pietinė antis
Aythya ferina,Common Pochard,compoc,62513831,FALSE,Rudagalvė antis
Aythya americana,Redhead,redhea,139672,FALSE,Amerikinė rudagalvė antis
Aythya valisineria,Canvasback,canvas,618280036,TRUE,Ilgasnapė rudagalvė antis
Aythya australis,Hardhead,wheduc1,283721771,FALSE,Australinė šalminė antis
Aythya innotata,Madagascar Pochard,madpoc1,501097871,FALSE,Madagaskarinė šalminė antis
Aythya baeri,Baer's Pochard,baepoc1,,FALSE,Bero šalminė antis
Aythya nyroca,Ferruginous Duck,ferduc,91252571,FALSE,Rudė
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,3536,TRUE,Naujosios Zelandijos žiloji antis
Aythya collaris,Ring-necked Duck,rinduc,465097181,FALSE,Žiedasnapė antis
Aythya fuligula,Tufted Duck,tufduc,59185381,FALSE,Kuoduotoji antis
Aythya marila,Greater Scaup,gresca,137825,TRUE,Žiloji antis
Aythya affinis,Lesser Scaup,lessca,634383986,FALSE,Mažoji žiloji antis
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,,FALSE,Raudongalvė antis
Salvadorina waigiuensis,Salvadori's Teal,saltea1,203917821,FALSE,Salvadorio antis
Tachyeres patachonicus,Flying Steamerduck,flystd1,22615781,FALSE,Patagoninė žvynuotoji antis
Tachyeres leucocephalus,White-headed Steamerduck,whhstd1,203959981,FALSE,Baltagalvė žvynuotoji antis
Tachyeres pteneres,Magellanic Steamerduck,flistd1,203963491,FALSE,
Tachyeres brachypterus,Falkland Steamerduck,falstd1,21809931,FALSE,Folklandinė žvynuotoji antis
Lophonetta specularioides,Crested Duck,creduc1,203969711,FALSE,Kuoduotoji Pietų Amerikos antis
Speculanas specularis,Spectacled Duck,speduc2,124451131,FALSE,Akiniuotoji antis
Amazonetta brasiliensis,Brazilian Teal,bratea1,468674531,TRUE,Brazilinė antis
Spatula querquedula,Garganey,gargan,617507448,FALSE,Dryžagalvė kryklė
Spatula hottentota,Hottentot Teal,hottea1,97425,FALSE,Dėmėtoji kryklė
Spatula puna,Puna Teal,puntea1,613597026,FALSE,Punos kryklė
Spatula versicolor,Silver Teal,siltea1,373643011,FALSE,
Spatula platalea,Red Shoveler,redsho1,625193904,FALSE,Pietų Amerikos šaukštasnapė antis
Spatula smithii,Cape Shoveler,capsho1,621707842,FALSE,Afrikinė šaukštasnapė antis
Spatula rhynchotis,Australian Shoveler,aussho1,168131841,TRUE,Australinė šaukštasnapė antis
Spatula clypeata,Northern Shoveler,norsho,296948,TRUE,Šaukštasnapė antis
Spatula cyanoptera,Cinnamon Teal,cintea,329230571,FALSE,Cinamoninė kryklė
Spatula discors,Blue-winged Teal,buwtea,159161811,TRUE,Mėlynsparnė kryklė
Sibirionetta formosa,Baikal Teal,baitea,63596511,FALSE,Baikalinė kryklė
Mareca falcata,Falcated Duck,falduc,601476851,FALSE,Sibirinė kryklė
Mareca strepera,Gadwall,gadwal,310887101,FALSE,Pilkoji antis
Mareca penelope,Eurasian Wigeon,eurwig,416499351,TRUE,Eurazinė cyplė
Mareca americana,American Wigeon,amewig,147386421,TRUE,Amerikinė cyplė
Mareca sibilatrix,Chiloe Wigeon,chiwig1,124452051,TRUE,Puikioji cyplė
Anas sparsa,African Black Duck,afbduc1,203938571,FALSE,Afrikinė juodoji antis
Anas undulata,Yellow-billed Duck,yebduc1,621707832,FALSE,Geltonsnapė antis
Anas melleri,Meller's Duck,melduc1,501097451,FALSE,Madagaskarinė antis
Anas superciliosa,Pacific Black Duck,pabduc1,239219561,TRUE,Australinė pilkoji antis
Anas luzonica,Philippine Duck,phiduc1,214319841,FALSE,Filipininė antis
Anas zonorhyncha,Chinese Spot-billed Duck,spbduc,346897381,FALSE,
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,204024871,FALSE,
Anas laysanensis,Laysan Duck,layduc,486345111,FALSE,Laisaninė antis
Anas platyrhynchos,Mallard,mallar3,304089,TRUE,Didžioji antis
Anas rubripes,American Black Duck,ambduc,252598451,FALSE,Tamsioji antis
Anas fulvigula,Mottled Duck,motduc,639039836,FALSE,
Anas wyviliana,Hawaiian Duck,hawduc,473452801,FALSE,
†Anas theodori,Mauritius Duck,mauduc1,,FALSE,
Anas albogularis,Andaman Teal,andtea1,635416168,FALSE,Pilkoji smailiauodegė antis
Anas gibberifrons,Sunda Teal,suntea1,554533351,FALSE,
Anas gracilis,Grey Teal,gretea1,101312381,TRUE,Pilkažalsvė kryklė
Anas castanea,Chestnut Teal,chetea1,204020781,FALSE,Kaštoninė kryklė
Anas chlorotis,Brown Teal,brotea1,203926471,FALSE,Rudoji kryklė
Anas aucklandica,Brown Teal,auitea1,631228261,FALSE,Rudoji kryklė
Anas nesiotis,Campbell Teal,caitea1,191470871,FALSE,Kembelo antis
Anas bernieri,Madagascar Teal,bertea1,502014051,FALSE,Madagaskarinė kryklė
Anas capensis,Cape Teal,captea1,609054550,FALSE,Afrikinė kryklė
Anas bahamensis,White-cheeked Pintail,whcpin,89697731,FALSE,Bahaminė antis
Anas erythrorhyncha,Red-billed Teal,rebduc1,502035921,FALSE,Raudonsnapė kryklė
Anas acuta,Northern Pintail,norpin,386237831,TRUE,Smailiauodegė antis
Anas eatoni,Southern Pintail,eatpin1,,FALSE,Etono antis
†Anas marecula,Amsterdam Duck,amsduc1,,FALSE,
Anas georgica,Yellow-billed Pintail,yebpin1,475879051,FALSE,Geltonsnapė smailiauodegė antis
Anas crecca,Common Teal,gnwtea,397241321,TRUE,Rudagalvė/Žaliasparnė kryklė
A. c. carolinensis,Green-winged Teal,gnwtea,397241321,FALSE,Rudagalvė/Žaliasparnė kryklė (carolinensis)
Anas andium,Andean Teal,spetea3,58953,FALSE,Andinė kryklė
Anas flavirostris,Speckled Teal,yebtea1,463864771,FALSE,
PODICIPEDIFORMES,,,,FALSE,
PODICIPEDIDAE,Grebes,,,FALSE,
Tachybaptus ruficollis,Little Grebe,litgre1,109605121,TRUE,Mažasis kragas
†Tachybaptus rufolavatus,Alaotra Grebe,alagre1,,FALSE,
Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,611422409,FALSE,Australinis mažasis kragas
Tachybaptus pelzelni,Madagascar Grebe,madgre1,93697,FALSE,Madagaskarinis mažasis kragas
Tachybaptus dominicus,Least Grebe,leagre,575610581,FALSE,Dominikinis mažasis kragas
Podilymbus podiceps,Pied-billed Grebe,pibgre,131025131,TRUE,Mažasis margasnapis kragas
†Podilymbus gigas,Atitlan Grebe,atigre1,943,FALSE,
Rollandia rolland,White-tufted Grebe,whtgre3,477283851,FALSE,Baltakuodis Pietų Amerikos kragas
Rollandia microptera,Titicaca Grebe,titgre1,647134154,TRUE,Trumpasparnis Pietų Amerikos kragas
Poliocephalus poliocephalus,Hoary-headed Grebe,hohgre1,99561861,FALSE,Žilagalvis pietinis kragas
Poliocephalus rufopectus,New Zealand Grebe,nezgre1,286680201,TRUE,Naujosios Zelandijos pietinis kragas
Podiceps major,Great Grebe,gregre1,440914901,FALSE,Didysis kragas
