Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,no
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,Bankivahane
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,Brokadehane
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,Flammehane
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,Paradishane
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,Brunstrupehøne
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,Gulstrupehøne
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,Glansfasan
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,Bronsefasan
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,Regnbuefasan
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,Juvelfasan
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,Satyrfasan
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,Rubinfasan
Tragopan temminckii,Temminck's Tragopan,temtra1,483733661,TRUE,Ornatfasan
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,Gallafasan
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,Blodfasan
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,Koklassfasan
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,Monarkfasan
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,Burmafasan
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,Mikadofasan
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,Kobberfasan
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,Kongefasan
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,Gullfasan
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,Diamantfasan
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,fasan/grønnfasan
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,Grønnfasan
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,Hvitfasan
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,gråfasan
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,Sotfasan
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,Blyfasan
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,Toppfasan
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,kalifasan
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,sølvfasan
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,Edelfasan
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,Fagerfasan
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,Sumatrafasan
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,gulstjertfasan
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,melonstjertfasan
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,ridderfasan
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,væpnerfasan
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,Pompongfasan
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,Brudefasan
Perdix perdix,Grey Partridge,grypar,304858,FALSE,Rapphøne
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,Stepperapphøne
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,Fjellrapphøne
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,Kalkun
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,Flekkalkun
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,Kragejerpe
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,Jerpe
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,Kinajerpe
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,lirype
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,Fjellrype
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,blåjerpe/sotjerpe
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,Sotjerpe
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,Amurjerpe
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,Granjerpe
Falcipennis franklinii,Franklin's Grouse,,,FALSE,granjerpe (franklinii/isleibi)
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,Storfugl
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,Svartnebbstorfugl
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,Orrfugl
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,Kaukasusorrfugl
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,salviejerpe/gunnisonjerpe
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,Gunnisonjerpe
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,Spisshalejerpe
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,storpræriejerpe/småpræriejerpe
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,Småpræriejerpe
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,Horngjeterfugl
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,Svarthalsgjeterfugl
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,Kragegjeterfugl
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,Skjæregås
ANATIDAE,Ducks Geese Swans,,,FALSE,ub. and (Anatinae sp.)
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,Maskeplystreand
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,Rødnebbplystreand
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,Perleplystreand
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,Palmeplystreand
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,Brunplystreand
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,Prydplystreand
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,Hetteplystreand
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,Småplystreand
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,Hvitryggand
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,Gjøkand
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,Maskeand
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,Stivhaleand
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,andesand
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,Trommeand
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,Blånebband
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,Kaffeand
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,Hvithodeand
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,Pungand
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,Leppeand
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,Fregneand
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,Hønsegås
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,Coscorobasvane
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,Svarthalssvane
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,Svartsvane
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,Knoppsvane
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,Trompetersvane
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,Sangsvane
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,Dvergsvane
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brent Goose,brant,65344051,TRUE,Ringgås
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,Hvitkinngås
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,Rødhalsgås
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,polargås/kanadagås
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,polargås/kanadagås
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,Hawaiigås
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,Keisergås
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,Snøgås
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,Eskimogås
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,Stripegås
Anser anser,Greylag Goose,gragoo,215162391,TRUE,Grågås
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,Svanegås
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,taigasædgås
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,Kortnebbgås
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,Tundragås
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,tundragås (flavirostris)
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,Dverggås
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,Havelle
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,Brilleærfugl
Somateria spectabilis,King Eider,kineid,59448,TRUE,Praktærfugl
Somateria mollissima,Common Eider,comeid,279182411,TRUE,Ærfugl
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,Stellerand
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,Brilleand
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,sjøorre/knoppsjøorre/sibirsjøorre
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,sibirsjøorre
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,sjøorre/knoppsjøorre/sibirsjøorre
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,svartand/amerikasvartand
Melanitta americana,American Scoter,blksco2,169277571,FALSE,Amerikasvartand
Bucephala albeola,Bufflehead,buffle,138213,FALSE,Bøffeland
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,Kvinand
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,Islandsand
Mergellus albellus,Smew,smew,,TRUE,Lappfiskand
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,Hjelmfiskand
Mergus merganser,Goosander,commer,208071711,TRUE,Laksand
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,Skjellfiskand
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,Siland
†Mergus australis,Auckland Merganser,,,FALSE,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,Brasilfiskand
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,Harlekinand
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,Amazongås
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,Andesgås
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,Sebragås
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,Taregås
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,Gråhodegås
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,Brunhodegås
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,Beltegravand
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,Niland
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,Gravand
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,Rustand
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,Kapprustand
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,Praktrustand
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,Maorirustand
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,Koreagravand
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,Sporegås
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,Knoppand
Sarkidiornis sylvicola,American Comb Duck,comduc3,,FALSE,Kjølnebband
Sarkidiornis melanotos,African Comb Duck,comduc2,377764471,FALSE,kamand
Nettapus auritus,African Pygmy-goose,afrpyg1,21635741,FALSE,Praktdvergand
Nettapus coromandelianus,Cotton Pygmy-goose,copgoo1,231240521,FALSE,Beltedvergand
Nettapus pulchellus,Green Pygmy-goose,grnpyg1,614840111,TRUE,Grønndvergand
Callonetta leucophrys,Ringed Teal,rintea1,203986511,FALSE,Prydand
Aix sponsa,Wood Duck,wooduc,179353,TRUE,Brudeand
Aix galericulata,Mandarin Duck,manduc,95630431,TRUE,Mandarinand
Chenonetta jubata,Maned Duck,manduc1,247785131,TRUE,Mankeand
†Chenonetta finschi,Finsch's Duck,finduc1,,FALSE,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,203922021,TRUE,Kaskadeand
Merganetta armata,Torrent Duck,torduc1,620823428,FALSE,Strømand
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,632942906,FALSE,Mahogniand
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,204011591,FALSE,Blåvingegås
Marmaronetta angustirostris,Marbled Duck,martea1,542976871,FALSE,Marmorand
Asacornis scutulata,White-winged Wood Duck,,,FALSE,Jungeland
Netta rufina,Red-crested Pochard,recpoc,588459801,FALSE,Rødhodeand
Netta peposaca,Rosy-billed Pochard,robpoc1,203988301,FALSE,Peposacaand
Netta erythrophthalma,Southern Pochard,soupoc1,608850905,FALSE,Fløyelsand
Aythya ferina,Common Pochard,compoc,62513831,FALSE,Taffeland
Aythya americana,Redhead,redhea,139672,FALSE,Kobberhodeand
Aythya valisineria,Canvasback,canvas,618280036,TRUE,Kanvasand
Aythya australis,Hardhead,wheduc1,283721771,FALSE,Australdykkand
Aythya innotata,Madagascar Pochard,madpoc1,501097871,FALSE,Alaotraand
Aythya baeri,Baer's Pochard,baepoc1,,FALSE,Amurand
Aythya nyroca,Ferruginous Duck,ferduc,91252571,FALSE,Hvitøyeand
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,3536,TRUE,Maoridykkand
Aythya collaris,Ring-necked Duck,rinduc,465097181,FALSE,Ringand
Aythya fuligula,Tufted Duck,tufduc,59185381,FALSE,Toppand
Aythya marila,Greater Scaup,gresca,137825,TRUE,Bergand
Aythya affinis,Lesser Scaup,lessca,634383986,FALSE,Purpurhodeand
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,,FALSE,Rosenhodeand
Salvadorina waigiuensis,Salvadori's Teal,saltea1,203917821,FALSE,Tigerand
Tachyeres patachonicus,Flying Steamerduck,flystd1,22615781,FALSE,Patagoniaskovleand
Tachyeres leucocephalus,White-headed Steamerduck,whhstd1,203959981,FALSE,Hvithodeskovleand
Tachyeres pteneres,Magellanic Steamerduck,flistd1,203963491,FALSE,chileskovleand
Tachyeres brachypterus,Falkland Steamerduck,falstd1,21809931,FALSE,Falklandsskovleand
Lophonetta specularioides,Crested Duck,creduc1,203969711,FALSE,Duskand
Speculanas specularis,Spectacled Duck,speduc2,124451131,FALSE,Bronsevingeand
Amazonetta brasiliensis,Brazilian Teal,bratea1,468674531,TRUE,Brasiland
Spatula querquedula,Garganey,gargan,617507448,FALSE,Knekkand
Spatula hottentota,Hottentot Teal,hottea1,97425,FALSE,Sumpand
Spatula puna,Puna Teal,puntea1,613597026,FALSE,Punaand
Spatula versicolor,Silver Teal,siltea1,373643011,FALSE,sølvand
Spatula platalea,Red Shoveler,redsho1,625193904,FALSE,Prikkskjeand
Spatula smithii,Cape Shoveler,capsho1,621707842,FALSE,Kappskjeand
Spatula rhynchotis,Australian Shoveler,aussho1,168131841,TRUE,Sigdskjeand
Spatula clypeata,Northern Shoveler,norsho,296948,TRUE,Skjeand
Spatula cyanoptera,Cinnamon Teal,cintea,329230571,FALSE,Kaneland
Spatula discors,Blue-winged Teal,buwtea,159161811,TRUE,Blåvingeand
Sibirionetta formosa,Baikal Teal,baitea,63596511,FALSE,Gulkinnand
Mareca falcata,Falcated Duck,falduc,601476851,FALSE,Sibirand
Mareca strepera,Gadwall,gadwal,310887101,FALSE,Snadderand
Mareca penelope,Eurasian Wigeon,eurwig,416499351,TRUE,Brunnakke
Mareca americana,American Wigeon,amewig,147386421,TRUE,Amerikablesand
Mareca sibilatrix,Chiloe Wigeon,chiwig1,124452051,TRUE,Sørblesand
Anas sparsa,African Black Duck,afbduc1,203938571,FALSE,Elveand
Anas undulata,Yellow-billed Duck,yebduc1,621707832,FALSE,Gulnebband
Anas melleri,Meller's Duck,melduc1,501097451,FALSE,Madagaskarand
Anas superciliosa,Pacific Black Duck,pabduc1,239219561,TRUE,Stripeand
Anas luzonica,Philippine Duck,phiduc1,214319841,FALSE,Filippinerand
Anas zonorhyncha,Chinese Spot-billed Duck,spbduc,346897381,FALSE,Kinaand
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,204024871,FALSE,flekknebband
Anas laysanensis,Laysan Duck,layduc,486345111,FALSE,Laysanand
Anas platyrhynchos,Mallard,mallar3,304089,TRUE,stokkand
Anas rubripes,American Black Duck,ambduc,252598451,FALSE,Rødfotand
Anas fulvigula,Mottled Duck,motduc,639039836,FALSE,golfand
Anas wyviliana,Hawaiian Duck,hawduc,473452801,FALSE,
†Anas theodori,Mauritius Duck,mauduc1,,FALSE,
Anas albogularis,Andaman Teal,andtea1,635416168,FALSE,Gråkrikkand
Anas gibberifrons,Sunda Teal,suntea1,554533351,FALSE,gråkrikkand
Anas gracilis,Grey Teal,gretea1,101312381,TRUE,Nomadeand
Anas castanea,Chestnut Teal,chetea1,204020781,FALSE,Kastanjeand
Anas chlorotis,Brown Teal,brotea1,203926471,FALSE,Kobberand
Anas aucklandica,Brown Teal,auitea1,631228261,FALSE,Kobberand
Anas nesiotis,Campbell Teal,caitea1,191470871,FALSE,Campbelland
Anas bernieri,Madagascar Teal,bertea1,502014051,FALSE,Gasserkrikkand
Anas capensis,Cape Teal,captea1,609054550,FALSE,Kappand
Anas bahamensis,White-cheeked Pintail,whcpin,89697731,FALSE,Hvitkinnand
Anas erythrorhyncha,Red-billed Teal,rebduc1,502035921,FALSE,Rødnebband
Anas acuta,Northern Pintail,norpin,386237831,TRUE,stjertand
Anas eatoni,Southern Pintail,eatpin1,,FALSE,Kerguelenand
†Anas marecula,Amsterdam Duck,amsduc1,,FALSE,
Anas georgica,Yellow-billed Pintail,yebpin1,475879051,FALSE,Spisshaleand
Anas crecca,Common Teal,gnwtea,397241321,TRUE,Krikkand
A. c. carolinensis,Green-winged Teal,gnwtea,397241321,FALSE,krikkand (carolinensis) (amerikakrikkand)
Anas andium,Andean Teal,spetea3,58953,FALSE,Andeskrikkand
Anas flavirostris,Speckled Teal,yebtea1,463864771,FALSE,andeskrikkand/gulnebbkrikkand
PODICIPEDIFORMES,,,,FALSE,
PODICIPEDIDAE,Grebes,,,FALSE,
Tachybaptus ruficollis,Little Grebe,litgre1,109605121,TRUE,dvergdykker
†Tachybaptus rufolavatus,Alaotra Grebe,alagre1,,FALSE,
Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,611422409,FALSE,Australdvergdykker
Tachybaptus pelzelni,Madagascar Grebe,madgre1,93697,FALSE,Madagaskardykker
Tachybaptus dominicus,Least Grebe,leagre,575610581,FALSE,Pygmédykker
Podilymbus podiceps,Pied-billed Grebe,pibgre,131025131,TRUE,Ringnebbdykker
†Podilymbus gigas,Atitlan Grebe,atigre1,943,FALSE,
Rollandia rolland,White-tufted Grebe,whtgre3,477283851,FALSE,Hvitøredykker
Rollandia microptera,Titicaca Grebe,titgre1,647134154,TRUE,Titicacadykker
Poliocephalus poliocephalus,Hoary-headed Grebe,hohgre1,99561861,FALSE,Sølvhodedykker
Poliocephalus rufopectus,New Zealand Grebe,nezgre1,286680201,TRUE,Maoridykker
Podiceps major,Great Grebe,gregre1,440914901,FALSE,Spydnebbdykker
Podiceps grisegena,Red-necked Grebe,rengre,345214271,FALSE,Gråstrupedykker
Podiceps cristatus,Great Crested Grebe,grcgre1,304794,TRUE,Toppdykker
Podiceps auritus,Horned Grebe,horgre,138207,FALSE,Horndykker
Podiceps nigricollis,Black-necked Grebe,eargre,353764321,TRUE,svarthalsdykker
†Podiceps andinus,Colombian Grebe,colgre1,,FALSE,
Podiceps juninensis,Northern Silvery Grebe,,,FALSE,sølvdykker (juninensis)
Podiceps occipitalis,Southern Silvery Grebe,silgre1,513976181,FALSE,Sølvdykker
Podiceps taczanowskii,Junin Grebe,jungre1,31433401,FALSE,Junindykker
Podiceps gallardoi,Hooded Grebe,hoogre1,204017041,FALSE,Tiaradykker
Aechmophorus occidentalis,Western Grebe,wesgre,70246371,FALSE,svanedykker/gulnebbdykker
Aechmophorus clarkii,Clark's Grebe,clagre,254971331,TRUE,Gulnebbdykker
Columba thomensis,Sao Tome Olive-pigeon,marpig1,640382332,FALSE,Saotomedue
Columba pollenii,Comoro Olive-pigeon,compig1,,FALSE,Komordue
Columba hodgsonii,Speckled Woodpigeon,spwpig1,621597572,FALSE,Sølvhodedue
Columba albinucha,White-naped Pigeon,whnpig1,652023359,FALSE,Hvitnakkedue
Columba pulchricollis,Ashy Woodpigeon,aswpig1,154904331,FALSE,Kragedue
Columba elphinstonii,Nilgiri Woodpigeon,niwpig1,413792741,FALSE,Nilgiridue
Columba torringtoni,Sri Lanka Woodpigeon,,,FALSE,Singaleserdue
Columba punicea,Pale-capped Pigeon,pacpig1,593065051,FALSE,Blekkronedue
Columba argentina,Silvery Pigeon,siwpig1,,FALSE,Sølvdue
Columba palumboides,Andaman Woodpigeon,anwpig1,283567,FALSE,Andamandue
Columba janthina,Japanese Woodpigeon,jawpig1,281496,FALSE,Mikadodue
†Columba versicolor,Bonin Woodpigeon,,,FALSE,
†Columba jouyi,Ryukyu Woodpigeon,,,FALSE,
Columba vitiensis,Metallic Pigeon,metpig1,64514,FALSE,Hvitstrupedue
Columba leucomela,White-headed Pigeon,whhpig1,456066331,FALSE,Dronningdue
Columba pallidiceps,Yellow-legged Pigeon,yelpig1,118121991,FALSE,Praktdue
Columba delegorguei,Eastern Bronze-naped Pigeon,delpig1,203937391,FALSE,krittnakkedue
Columba iriditorques,Western Bronze-naped Pigeon,brnpig1,631763510,FALSE,Bronsenakkedue
Columba malherbii,Sao Tome Bronze-naped Pigeon,satpig1,95210,FALSE,Glansnakkedue
Aplopelia larvata,Lemon-dove,lemdov2,296406701,FALSE,Trolldue
Aplopelia larvata simplex,Sao Tome Lemon-dove,fordov1,632692613,FALSE,trolldue (simplex)
Streptopelia turtur,European Turtle-dove,eutdov,203695111,TRUE,Turteldue
Streptopelia lugens,Dusky Turtle-dove,dutdov1,4015,FALSE,rustvingedue
Streptopelia hypopyrrha,Adamawa Turtle-dove,adtdov1,138549521,FALSE,Rosenbukdue
Streptopelia orientalis,Oriental Turtle-dove,ortdov,625783318,FALSE,Mongolturteldue
Streptopelia dusumieri,Philippine Collared-dove,phicod1,5402,FALSE,filippinerdue
Streptopelia bitorquata,Sunda Collared-dove,iscdov1,70612,FALSE,jomfrudue
Streptopelia decaocto,Eurasian Collared-dove,eucdov,220258691,TRUE,tyrkerdue/svovelbrilledue
Streptopelia xanthocycla,Burmese Collared-dove,eurcod2,612701714,FALSE,svovelbrilledue
