Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sk
Crax alberti,Blue-billed Curassow,bubcur1,203963551,FALSE,hoko modrozobý
Crax daubentoni,Yellow-knobbed Curassow,yekcur1,386558971,FALSE,hoko žltozobý
Crax alector,Black Curassow,blacur1,322191801,FALSE,hoko čierny
Crax fasciolata,Bare-faced Curassow,bafcur1,203894921,FALSE,hoko kučeravý
Crax pinima,Belem Curassow,,,FALSE,hoko amazonský (skup.)
Crax globulosa,Wattled Curassow,watcur1,219106901,FALSE,hoko korunkatý
Crax blumenbachii,Red-billed Curassow,rebcur1,625223109,FALSE,hoko červenozobý
Mitu tomentosum,Crestless Curassow,crecur2,317505041,FALSE,hoko hnedobruchý
Mitu mitu,Alagoas Curassow,alacur1,,FALSE,hoko mitu
Mitu tuberosum,Razor-billed Curassow,rabcur2,559592971,FALSE,hoko oblozobý
Mitu salvini,Salvin's Curassow,salcur1,629970995,FALSE,hoko džungľový
Pauxi unicornis,Horned Curassow,horcur3,534805601,FALSE,hoko rohatý
Pauxi koepckeae,Sira Curassow,horcur2,32320171,FALSE,hoko peruánsky
Pauxi pauxi,Helmeted Curassow,helcur1,63667,FALSE,hoko prilbatý
Arborophila crudigularis,Taiwan Partridge,taipar1,39795,FALSE,kurička bielobradá
Arborophila mandellii,Chestnut-breasted Partridge,chbpar2,239603,FALSE,kurička hrdzavohrdlá
Arborophila brunneopectus,Bar-backed Partridge,babpar1,113529,FALSE,kurička plavá
Arborophila rufipectus,Sichuan Partridge,sicpar1,637394890,FALSE,kurička hnedoprsá
Arborophila gingica,Collared Partridge,whnpar2,48693791,FALSE,kurička bieločelá
Arborophila davidi,Orange-necked Partridge,ornpar1,569348161,FALSE,kurička Davidova
Arborophila cambodiana,Chestnut-headed Partridge,chhpar1,630487371,FALSE,kurička tmavochrbtá
Arborophila campbelli,Malay Partridge,gybpar3,203886611,FALSE,kurička malajská
Arborophila rolli,Tan-breasted Partridge,gybpar5,175504,FALSE,kurička Rollova
Arborophila sumatrana,Sumatran Partridge,gybpar6,491844231,FALSE,kurička sumatranská
Arborophila orientalis,White-faced Partridge,gybpar4,181897,FALSE,kurička jávska
Arborophila javanica,Chestnut-bellied Partridge,chbpar1,647027343,FALSE,kurička hnedobruchá
Arborophila rubrirostris,Red-billed Partridge,rebpar3,642820203,FALSE,kurička červenozobá
Arborophila hyperythra,Bornean Partridge,rebpar5,203956931,FALSE,kurička tmavoboká
Arborophila ardens,Hainan Partridge,haipar1,609066009,FALSE,kurička hainanská
Arborophila chloropus,Green-legged Partridge,,,FALSE,kurička zelenonohá
Arborophila tonkinensis,Tonkin Partridge,,,FALSE,kurička plavoprsá (skup.)
Arborophila charltonii,Chestnut-necklaced Partridge,chnpar1,621122731,FALSE,
Arborophila graydoni,Sabah Partridge,chnpar3,642338035,FALSE,kurička nížinná
Rhizothera longirostris,Long-billed Partridge,lobpar3,181633331,FALSE,jarabica dlhozobá
Rhizothera dulitensis,Dulit Partridge,lobpar2,,FALSE,jarabica bornejská
Melanoperdix niger,Black Partridge,blapar2,629033581,FALSE,kurička čierna
Haematortyx sanguiniceps,Crimson-headed Partridge,crhpar1,609672173,FALSE,maparang lesný
Caloperdix oculea,Ferruginous Partridge,ferpar2,600452771,FALSE,kurička lesná
Galloperdix spadicea,Red Spurfowl,redspu1,349354171,FALSE,bažantík hrdzavý
Galloperdix lunulata,Painted Spurfowl,paispu1,207089521,FALSE,bažantík tmavonohý
Galloperdix bicalcarata,Sri Lanka Spurfowl,ceyspu1,203990571,FALSE,bažantík perlavý
Afropavo congensis,Congo Peafowl,conpea1,519903871,FALSE,páv pralesný
Pavo cristatus,Indian Peafowl,compea,91301711,TRUE,páv korunkatý
Pavo muticus,Green Peafowl,grepea1,609104061,FALSE,páv chochlatý
Argusianus argus,Great Argus,grearg1,203944171,TRUE,argus páví
Rheinardia ocellata,Crested Argus,crearg1,609069136,FALSE,
R. o. nigrescens,Malaysian Argus,,,FALSE,
Polyplectron napoleonis,Palawan Peacock-pheasant,palpep1,212042841,FALSE,okáč tmavý
Polyplectron malacense,Malay Peacock-pheasant,mapphe1,36637,FALSE,okáč malajský
Polyplectron schleiermacheri,Bornean Peacock-pheasant,bopphe1,522860261,FALSE,okáč bielobradý
Polyplectron germaini,Germain's Peacock-pheasant,gepphe1,204023661,FALSE,okáč hnedý
Polyplectron katsumatae,Hainan Peacock-pheasant,grypep3,613345194,FALSE,okáč hainanský
Polyplectron bicalcaratum,Grey Peacock-pheasant,grypep2,628409328,FALSE,okáč činkvis
Polyplectron inopinatum,Mountain Peacock-pheasant,mopphe1,174378541,FALSE,okáč horský
Polyplectron chalcurum,Bronze-tailed Peacock-pheasant,btpphe1,640131691,FALSE,okáč bronzový
Margaroperdix madagarensis,Madagascar Partridge,madpar2,95730,FALSE,prepelica čiernobradá
Coturnix coturnix,Common Quail,comqua1,204001791,FALSE,prepelica poľná
Coturnix japonica,Japanese Quail,japqua,308522651,FALSE,prepelica japonská
Coturnix coromandelica,Rain Quail,raiqua1,204026791,FALSE,prepelica dažďová
Coturnix delegorguei,Harlequin Quail,harqua1,55993,FALSE,prepelica pestrá
Coturnix pectoralis,Stubble Quail,stuqua1,73173471,TRUE,prepelica austrálska
†Coturnix novaezelandiae,New Zealand Quail,nezqua1,,FALSE,
Synoicus ypsilophorus,Brown Quail,broqua1,295926801,FALSE,prepelica mokrinová
Synoicus chinensis,Asian Blue Quail,blbqua1,385061761,FALSE,prepelica čínska
Synoicus adansonii,African Blue Quail,bluqua1,,FALSE,prepelica modrá
Anurophasis monorthonyx,Snow Mountain Quail,snmqua2,,FALSE,prepelica horská
Tetraogallus caucasicus,Caucasian Snowcock,causno1,155121691,FALSE,ular maľovaný
Tetraogallus caspius,Caspian Snowcock,cassno1,634394698,FALSE,ular kaspický
Tetraogallus himalayensis,Himalayan Snowcock,himsno,601383721,FALSE,ular himalájsky
Tetraogallus tibetanus,Tibetan Snowcock,tibsno1,483108811,FALSE,ular tibetský
Tetraogallus altaicus,Altai Snowcock,altsno1,639220722,FALSE,ular bieloprsý
Alectoris graeca,Rock Partridge,rocpar2,203977601,FALSE,kuropta horská
Alectoris chukar,Chukar,chukar,210513,FALSE,kuropta čukar
Alectoris magna,Przevalski's Partridge,przpar1,60496,FALSE,kuropta čínska
Alectoris philbyi,Philby's Partridge,phipar1,203934401,FALSE,kuropta púšťová
Alectoris barbara,Barbary Partridge,barpar2,143882821,FALSE,kuropta skalná
Alectoris rufa,Red-legged Partridge,relpar1,526100581,TRUE,kuropta červená
Alectoris melanocephala,Arabian Partridge,arapar1,480127751,FALSE,kuropta čiernohlavá
Lerwa lerwa,Snow Partridge,snopar1,517723441,FALSE,lerva snežná
Ammoperdix griseogularis,See-see Partridge,sespar1,108033921,FALSE,čiľ sivokrký
Ammoperdix heyi,Sand Partridge,sanpar1,203694431,FALSE,čiľ piesočný
Perdicula asiatica,Jungle Bush-quail,jubqua1,268669171,FALSE,jarabička džungľová/skalná
Perdicula argoondah,Rock Bush-quail,robqua1,625833475,FALSE,jarabička skalná
Perdicula erythrorhyncha,Painted Bush-quail,pabqua1,394824171,FALSE,jarabička červenozobá
Perdicula manipurensis,Manipur Bush-quail,mabqua1,,FALSE,jarabička hnedočelá
Ophrysia superciliosa,Himalayan Quail,himqua1,,FALSE,garvalka himalájska
Pternistis hartlaubi,Hartlaub's Francolin,harfra3,203933311,FALSE,frankolínec malý
Pternistis bicalcaratus,Double-spurred Francolin,dosfra2,643643301,FALSE,frankolínec dvojostrohý
Pternistis icterorhynchus,Heuglin's Francolin,heufra1,467007011,FALSE,frankolínec žltozobý
Pternistis clappertoni,Clapperton's Francolin,clafra1,33651871,FALSE,frankolínec pancierový
Pternistis harwoodi,Harwood's Francolin,harfra4,204006921,FALSE,frankolínec trstinový
NUMIDIDAE,Guineafowl,,,FALSE,
Numida meleagris,Helmeted Guineafowl,helgui,203933171,FALSE,perlička prilbatá
N. m. galeatus,West African Guineafowl,,,FALSE,
Agelastes meleagrides,White-breasted Guineafowl,whbgui1,,FALSE,perlička červenohlavá
Agelastes niger,Black Guineafowl,blagui1,565534711,FALSE,perlička čierna
Acryllium vulturinum,Vulturine Guineafowl,vulgui1,645270670,FALSE,perlička supia
Guttera plumifera,Plumed Guineafowl,plugui1,629897712,FALSE,perlička chochlatá
Guttera verreauxi,Western Crested Guineafowl,cregui2,591043601,FALSE,perlička červenohrdlá
Guttera pucherani,Eastern Crested Guineafowl,cregui3,176795,FALSE,perlička kropenatá
Guttera edouardi,Southern Crested Guineafowl,cregui4,206411171,FALSE,perlička parochňová
ODONTOPHORIDAE,New World Quails,,,FALSE,
Ptilopachus petrosus,Stone Partridge,stopar1,203911811,FALSE,kurôpka skalná
Ptilopachus nahani,Nahan's Partridge,nahfra2,166731461,FALSE,kurôpka lesná
Philortyx fasciatus,Barred Quail,banqua1,325304401,FALSE,prepelka pruhovaná
Oreortyx pictus,Mountain Quail,mouqua,42202,TRUE,prepelka pestrá
Colinus virginianus,Northern Bobwhite,norbob,92708151,TRUE,prepelka hnedá
C. v. ridgwayi,Masked Bobwhite,,,FALSE,
Colinus nigrogularis,Black-throated Bobwhite,bltbob1,173680121,FALSE,prepelka čiernohrdlá
Colinus leucopogon,Spot-bellied Bobwhite,crebob2,211115,FALSE,prepelka škvrnitobruchá
Colinus cristatus,Crested Bobwhite,crebob1,64102,FALSE,prepelka chochlatá
Callipepla squamata,Scaled Quail,scaqua,452435231,TRUE,prepelka šupinatá
Callipepla douglasii,Elegant Quail,elequa,109166,FALSE,prepelka ozdobná
Callipepla gambelii,Gambel's Quail,gamqua,435382461,FALSE,prepelka čelenková
Callipepla californica,California Quail,calqua,111018,TRUE,prepelka korunkatá
Dendrortyx barbatus,Bearded Wood-partridge,bewpar1,333371541,FALSE,prepelka bradatá
Dendrortyx macroura,Long-tailed Wood-partridge,ltwpar1,125230411,FALSE,prepelka dlhochvostá
Dendrortyx leucophrys,Buffy-crowned Wood-partridge,bcwpar1,94099921,FALSE,prepelka bledočelá
Odontophorus gujanensis,Marbled Wood-quail,mawqua1,64113,FALSE,prepelka mramorovaná
Odontophorus capueira,Spot-winged Wood-quail,swwqua1,598288201,FALSE,prepelka sivobruchá
Odontophorus melanotis,Black-eared Wood-quail,bewqua1,616447048,FALSE,prepelka čiernosluchá
Odontophorus erythrops,Rufous-fronted Wood-quail,rfwqua1,609684320,FALSE,prepelka čiernosluchá
Odontophorus atrifrons,Black-fronted Wood-quail,bfwqua1,167188,FALSE,prepelka čiernočelá
Odontophorus hyperythrus,Chestnut Wood-quail,chwqua1,198748961,FALSE,prepelka gaštanová
Odontophorus melanonotus,Dark-backed Wood-quail,dbwqua1,609501576,FALSE,prepelka tmavochrbtá
Odontophorus speciosus,Rufous-breasted Wood-quail,rbwqua1,203934101,FALSE,prepelka hrdzavoprsá
Odontophorus dialeucos,Tacarcuna Wood-quail,tawqua1,452616671,FALSE,prepelka panamská
Odontophorus strophium,Gorgeted Wood-quail,gowqua1,440400661,FALSE,prepelka goliernatá
Odontophorus columbianus,Venezuelan Wood-quail,venwoq1,363999931,FALSE,prepelka škvrnitoprsá
Odontophorus leucolaemus,Black-breasted Wood-quail,bbwqua1,219829,FALSE,prepelka bielohrdlá
Odontophorus balliviani,Stripe-faced Wood-quail,sfwqua1,101629,FALSE,prepelka horská
Odontophorus stellatus,Starred Wood-quail,stwqua1,628325894,FALSE,prepelka hviezdičkatá
Odontophorus guttatus,Spotted Wood-quail,spwqua1,46235351,FALSE,prepelka fŕkaná
Rhynchortyx cinctus,Tawny-faced Quail,tafqua1,158174131,FALSE,prepelka okrovolíca
Dactylortyx thoracicus,Singing Quail,sinqua1,164257101,FALSE,prepelka spevavá
Cyrtonyx montezumae,Montezuma Quail,monqua,112164341,FALSE,prepelka kráľovská
Cyrtonyx sallei,Spot-breasted Quail,,,FALSE,prepelka harlekýnka (skup.)
Cyrtonyx ocellatus,Ocellated Quail,ocequa1,615632768,FALSE,prepelka očkatá
PHASIANIDAE,Pheasant Partridges Turkeys Grouse,,,FALSE,
Xenoperdix udzungwensis,Udzungwa Forest-partridge,udzpar1,622600517,FALSE,kurička tanzánijská
Rollulus rouloul,Crested Partridge,crepar1,638129660,FALSE,rulrul korunkatý
Arborophila torqueola,Hill Partridge,hilpar1,203904591,FALSE,kurička himalájska
Arborophila rufogularis,Rufous-throated Partridge,rutpar1,53422071,FALSE,kurička hrdzavokrká
Arborophila atrogularis,White-cheeked Partridge,whcpar1,625783668,FALSE,kurička bielolíca
Pternistis adspersus,Red-billed Francolin,rebfra1,610365051,FALSE,frankolínec červenozobý
Pternistis capensis,Cape Francolin,capfra2,626936401,FALSE,frankolínec pobrežný
Pternistis natalensis,Natal Francolin,natfra2,310145,FALSE,frankolínec krikľavý
Pternistis hildebrandti,Hildebrandt's Francolin,hilfra2,310143,FALSE,frankolínec lupienkatý
Pternistis ahantensis,Ahanta Francolin,ahafra2,203959911,FALSE,frankolínec hnedý
Pternistis squamatus,Scaly Francolin,scafra2,549877451,FALSE,frankolínec šupinatý
Pternistis griseostriatus,Grey-striped Francolin,gysfra1,397988251,FALSE,frankolínec čiarkový
Pternistis leucoscepus,Yellow-necked Francolin,yenspu1,323820841,FALSE,frankolínec žltohrdlý
Pternistis rufopictus,Grey-breasted Francolin,gybfra1,2663,FALSE,frankolínec sivoprsý
Pternistis afer,Red-necked Francolin,renfra1,94194,FALSE,frankolínec červenohrdlý
Pternistis swainsonii,Swainson's Francolin,swafra2,275167,FALSE,frankolínec Swainsonov
Pternistis jacksoni,Jackson's Francolin,jacfra2,619037911,FALSE,frankolínec bambusový
Pternistis nobilis,Handsome Francolin,hanfra2,26318,FALSE,frankolínec kráľovský
Pternistis camerunensis,Mount Cameroon Francolin,camfra2,310138,FALSE,frankolínec kamerunský
Pternistis swierstrai,Swierstra's Francolin,swifra2,207146371,FALSE,frankolínec obojkový
Pternistis castaneicollis,Chestnut-naped Francolin,chnfra2,569512901,FALSE,frankolínec hnedotylový
Pternistis atrifrons,Black-fronted Francolin,,,FALSE,
Pternistis erckelii,Erckel's Francolin,ercfra,5191,FALSE,frankolínec čiapočkatý
Pternistis ochropectus,Djibouti Francolin,djifra1,,FALSE,frankolínec džibutský
Francolinus francolinus,Black Francolin,blkfra,5262,FALSE,frankolín tmavý
Francolinus pictus,Painted Francolin,paifra1,245559311,FALSE,frankolín pestrý
Francolinus pintadeanus,Chinese Francolin,chifra1,203912731,FALSE,frankolín škvrnitý
Francolinus pondicerianus,Grey Francolin,,,FALSE,frankolín sivý
Francolinus gularis,Swamp Francolin,swafra1,617478192,FALSE,frankolín močiarny
Dendroperdix sephaena,Crested Francolin,crefra2,203935661,FALSE,frankolín čepcový
Peliperdix coqui,Coqui Francolin,coqfra2,277029611,FALSE,
Peliperdix albogularis,White-throated Francolin,whtfra2,203974361,FALSE,frankolín bielohrdlý
Peliperdix schlegelii,Schlegel's Francolin,schfra2,310774,FALSE,frankolín jarabý
Peliperdix lathami,Latham's Francolin,forfra2,203911761,FALSE,frankolín čiernohrdlý
Scleroptila streptophora,Ring-necked Francolin,rinfra2,381524691,FALSE,frankolín goliernatý
Scleroptila leivaillantii,Red-winged Francolin,rewfra2,369073831,FALSE,
Scleroptila afra,Grey-winged Francolin,gywfra1,609008514,FALSE,frankolín sivokrídly
Scleroptila finschi,Finsch's Francolin,finfra2,625744317,FALSE,frankolín hrdzavolíci
Scleroptila psilolaema,Moorland Francolin,moofra2,31365811,FALSE,frankolín slatinový
Scleroptila elgonensis,Elgon Francolin,moofra3,274754931,FALSE,frankolín ugandský
Scleroptila shelleyi,Shelley's Francolin,shefra1,559895751,FALSE,frankolín skalný/ranný
Scleroptila whytei,Whyte's Francolin,shefra3,277097,FALSE,frankolín ranný
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,frankolín trávny
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,bambusiar horský
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,bambusiar sivočelý/taiwanský
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,kurička bielobradá
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,kura divá
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,kura čiarkovaná
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,kura džungľová
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,kura pestrá
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,tokáň horský
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,tokáň čečinový
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,monal lesklý
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,monal bielochvostý
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,monal zelenochvostý
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,tragopan čiernohlavý
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,tragopan rožkatý
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,tragopan žltolíci
Tragopan temminckii,Temminck's Tragopan,temtra1,483733661,TRUE,tragopan modrolíci
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,tragopan perlavý
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,vrchár krvavý
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,koklas chochlatý
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,bažant pásavý
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,bažant pásavokrídly
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,bažant čierny
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,bažant medený
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,bažant kráľovský
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,bažant zlatý
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,bažant diamantový
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,bažant obyčajný/zelený
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,bažant zelený
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,uškáň popolavý/biely
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,uškáň popolavý
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,uškáň bielochrbtý
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,uškáň modrý
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,bažant škvrnitý
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,bažant čiernochrbtý
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,bažant strieborný
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,bažant pestrý
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,bažant lesklý
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,bažant tmavý
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,bažant červenolíci
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,bažant bornejský
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,bažant ohnivý
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,bažant malajský
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,bažant zamatový
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,bažant bielochvostý
Perdix perdix,Grey Partridge,grypar,304858,FALSE,jarabica poľná
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,jarabica bradatá
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,jarabica vrchovská
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,morka divá
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,morka lesklá
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,jariabok hrivnatý
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,jariabok hôrny
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,jariabok čínsky
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,snehuľa kapcavá
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,snehuľa horská
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,kupido bridlicový/sadzový
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,kupido sadzový
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,jariabok sibírsky
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,jariabok jedľový
Falcipennis franklinii,Franklin's Grouse,,,FALSE,jariabok čečinový (skup.)
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,hlucháň hôrny
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,hlucháň tajgový
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,tetrov hoľniak
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,tetrov dlhochvostý
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,kupido palinový/golierikatý
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,kupido golierikatý
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,kupido ostrochvostý
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,kupido prériový/malý
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,kupido malý
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,anhima rohatá
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,čaja chochlatá
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,čaja obojková
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,husiarka strakatá
ANATIDAE,Ducks Geese Swans,,,FALSE,Anatinae neurčený druh
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,stromárka bielohlavá
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,stromárka sivokrká
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,stromárka bodkavá
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,stromárka veľká
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,stromárka hrdzavá
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,stromárka kosierkavá
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,stromárka sťahovavá
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,stromárka malá
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,stromárka jarabá
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,zanášavka čiernohlavá
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,potápnica malá
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,potápnica bielolíca
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,potápnica hrdzavá
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,potápnica argentínska
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,potápnica tmavá
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,potápnica čiernohlavá
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,potápnica bielohlavá
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,laločnica potápavá
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,lopatárka zobatá
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,vlnkavka zobatá
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,zemnárka krátkozobá
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,koskoroba biela
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,labuť čiernokrká
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,labuť čierna
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,labuť veľká
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,labuť trúbivá
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,labuť spevavá
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,labuť malá
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brent Goose,brant,65344051,TRUE,bernikla tmavá
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,bernikla bielolíca
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,bernikla červenokrká
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,bernikla tundrová/veľká
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,bernikla tundrová/veľká
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,bernikla vlnkovaná
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,hus bielohlavá
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,hus snežná
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,hus snežnička
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,hus vrchovská
Anser anser,Greylag Goose,gragoo,215162391,TRUE,hus divá
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,hus labutia
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,hus siatinná
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,hus krátkozobá
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,hus bieločelá
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,hus grónska (skup.)
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,hus malá
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,ľadovka dlhochvostá
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,kajka okuliarnatá
Somateria spectabilis,King Eider,kineid,59448,TRUE,kajka hrbozobá
Somateria mollissima,Common Eider,comeid,279182411,TRUE,kajka morská
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,kajka malá
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,turpan okuliarnatý
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,turpan tmavý/nosorohý/bielokrídly
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,turpan bielokrídly
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,turpan tmavý/nosorohý/bielokrídly
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,turpan čierny/americký
Melanitta americana,American Scoter,blksco2,169277571,FALSE,turpan americký
