Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,eo
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,ĉinia monalo
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,nigrakapa tragopano
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,satirusa tragopano
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,grizventra tragopano
Tragopan temminckii,Temminck's Tragopan,temtra1,483733661,TRUE,teminka tragopano
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,flavaventra tragopano
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,sanga fazano
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,koklas-fazano
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,eliota fazano
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,humea fazano
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,mikado-fazano
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,kupra fazano
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,reĝa fazano
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,ora fazano
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,diamanta fazano
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,verda fazano
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,tibeta orelfazano
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,bruna orelfazano
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,blua orelfazano
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,valiĥa fazano
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,eduardsa fazano
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,svajnoa fazano
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,sumatra fazano
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,griza fazano
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,striventra fazano
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,siama fazano
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,bulvera fazano
Perdix perdix,Grey Partridge,grypar,304858,FALSE,griza perdriko
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,dauria perdriko
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,tibeta perdriko
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,sovaĝa meleagro
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,ocela meleagro
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,tufa tetraono
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,bonazia tetraono
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,ĉinia tetraono
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,alpa lagopodo
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,fulga tetraono
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,siberia tetraono
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,kanada tetraono
Falcipennis franklinii,Franklin's Grouse,,,FALSE,
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,urogala tetraono
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,nigrabeka tetraono
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,tetra tetraono
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,kaŭkazia tetraono
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,gunisona tetraono
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,pintvosta tetraono
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,eta preritetraono
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,korna kriulo
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,norda kriulo
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,suda kriulo
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,piga ansero
ANATIDAE,Ducks Geese Swans,,,FALSE,
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,blankmaska arbanaso
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,nigraventra arbanaso
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,makula arbanaso
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,antila arbanaso
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,rufa arbanaso
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,pluma arbanaso
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,migra arbanaso
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,eta arbanaso
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,blankdorsa anaso
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,nigrakapa anaso
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,maskanaso
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,Ruĝbruna klapvostanaso
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,argentina anaso
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,blubeka anaso
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,makoa anaso
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,blankakapa anaso
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,lobanaso
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,rozorela anaso
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,lentuga anaso
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,cindra ansero
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,koskoroba cigno
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,nigrakola cigno
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,nigra cigno
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,muta cigno
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,trumpeta cigno
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,kanta cigno
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,nana cigno
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brent Goose,brant,65344051,TRUE,kolringa ansero
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,blankvanga ansero
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,ruĝbrusta ansero
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,havaja ansero
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,imperiestra ansero
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,neĝansero
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,glaciansero
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,strikapa ansero
Anser anser,Greylag Goose,gragoo,215162391,TRUE,griza ansero
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,cigna ansero
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,kurtbeka ansero
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,blankfrunta ansero
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,nana ansero
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,longvosta klangulo
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,okulvitra molanaso
Somateria spectabilis,King Eider,kineid,59448,TRUE,reĝa molanaso
Somateria mollissima,Common Eider,comeid,279182411,TRUE,ordinara molanano
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,siberia molanaso
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,okulvitra maranaso
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,siberia maranaso
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,
Melanitta americana,American Scoter,blksco2,169277571,FALSE,amerika maranaso
Bucephala albeola,Bufflehead,buffle,138213,FALSE,grandkapa klangulo
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,orokula klangulo
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,islanda klangulo
Mergellus albellus,Smew,smew,,TRUE,eta merĝo
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,kapuĉa merĝo
Mergus merganser,Goosander,commer,208071711,TRUE,granda merĝo
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,ĉinia merĝo
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,mezgranda merĝo
†Mergus australis,Auckland Merganser,,,FALSE,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,brazila merĝo
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,arlekenanaso
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,orinoka ansero
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,anda ansero
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,magelana ansero
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,mara ansero
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,grizkapa ansero
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,ruĝkapa ansero
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,raĝa tadorno
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,egiptia ansero
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,ordinara tadorno
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,rusta tadorno
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,sudafrika tadorno
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,aŭstralia tadorno
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,paradiza tadorno
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,kresta tadorno
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,spronflugila ansero
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,moska anaso
Sarkidiornis sylvicola,American Comb Duck,comduc3,,FALSE,amerika tuberanaso
Sarkidiornis melanotos,African Comb Duck,comduc2,377764471,FALSE,
Nettapus auritus,African Pygmy-goose,afrpyg1,21635741,FALSE,afrika nananaso
Nettapus coromandelianus,Cotton Pygmy-goose,copgoo1,231240521,FALSE,azia nananaso
Nettapus pulchellus,Green Pygmy-goose,grnpyg1,614840111,TRUE,aŭstralia nananaso
Callonetta leucophrys,Ringed Teal,rintea1,203986511,FALSE,ringanaso
Aix sponsa,Wood Duck,wooduc,179353,TRUE,arbara anaso
Aix galericulata,Mandarin Duck,manduc,95630431,TRUE,mandarena anaso
Chenonetta jubata,Maned Duck,manduc1,247785131,TRUE,krinaranaso
†Chenonetta finschi,Finsch's Duck,finduc1,,FALSE,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,203922021,TRUE,blua anaso
Merganetta armata,Torrent Duck,torduc1,620823428,FALSE,torenta anaso
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,632942906,FALSE,hartlaŭba anaso
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,204011591,FALSE,bluflugila ansero
Marmaronetta angustirostris,Marbled Duck,martea1,542976871,FALSE,marmoranaso
Asacornis scutulata,White-winged Wood Duck,,,FALSE,blankflugila anaso
Netta rufina,Red-crested Pochard,recpoc,588459801,FALSE,ruĝkapa anaso
Netta peposaca,Rosy-billed Pochard,robpoc1,203988301,FALSE,rozbeka anaso
Netta erythrophthalma,Southern Pochard,soupoc1,608850905,FALSE,ruĝokula anaso
Aythya ferina,Common Pochard,compoc,62513831,FALSE,brunkapa merganaso
Aythya americana,Redhead,redhea,139672,FALSE,ruĝkapa merganaso
Aythya valisineria,Canvasback,canvas,618280036,TRUE,heldorsa merganaso
Aythya australis,Hardhead,wheduc1,283721771,FALSE,aŭstralia merganaso
Aythya innotata,Madagascar Pochard,madpoc1,501097871,FALSE,madagaskara merganaso
Aythya baeri,Baer's Pochard,baepoc1,,FALSE,ĉinia merganaso
Aythya nyroca,Ferruginous Duck,ferduc,91252571,FALSE,rusta merganaso
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,3536,TRUE,novzelanda merganaso
Aythya collaris,Ring-necked Duck,rinduc,465097181,FALSE,kolringa merganaso
Aythya fuligula,Tufted Duck,tufduc,59185381,FALSE,tufa merganaso
Aythya marila,Greater Scaup,gresca,137825,TRUE,granda merganaso
Aythya affinis,Lesser Scaup,lessca,634383986,FALSE,eta merganaso
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,,FALSE,rozkapa anaso
Salvadorina waigiuensis,Salvadori's Teal,saltea1,203917821,FALSE,salvadoria anaso
Tachyeres patachonicus,Flying Steamerduck,flystd1,22615781,FALSE,patagonia vaporanaso
Tachyeres leucocephalus,White-headed Steamerduck,whhstd1,203959981,FALSE,blankakapa vaporanaso
Tachyeres pteneres,Magellanic Steamerduck,flistd1,203963491,FALSE,
Tachyeres brachypterus,Falkland Steamerduck,falstd1,21809931,FALSE,falklanda vaporanaso
Lophonetta specularioides,Crested Duck,creduc1,203969711,FALSE,krestanaso
Speculanas specularis,Spectacled Duck,speduc2,124451131,FALSE,okulvitra anaso
Amazonetta brasiliensis,Brazilian Teal,bratea1,468674531,TRUE,brazila anaso
Spatula querquedula,Garganey,gargan,617507448,FALSE,marĉanaso
Spatula hottentota,Hottentot Teal,hottea1,97425,FALSE,hotentota anaso
Spatula puna,Puna Teal,puntea1,613597026,FALSE,punaa anaso
Spatula versicolor,Silver Teal,siltea1,373643011,FALSE,
Spatula platalea,Red Shoveler,redsho1,625193904,FALSE,spatelbeka anaso
Spatula smithii,Cape Shoveler,capsho1,621707842,FALSE,sudafrika anaso
Spatula rhynchotis,Australian Shoveler,aussho1,168131841,TRUE,aŭstralia kuleranaso
Spatula clypeata,Northern Shoveler,norsho,296948,TRUE,kuleranaso
Spatula cyanoptera,Cinnamon Teal,cintea,329230571,FALSE,cinamanaso
Spatula discors,Blue-winged Teal,buwtea,159161811,TRUE,bluflugila anaso
Sibirionetta formosa,Baikal Teal,baitea,63596511,FALSE,bajkala anaso
Mareca falcata,Falcated Duck,falduc,601476851,FALSE,falĉilanaso
Mareca strepera,Gadwall,gadwal,310887101,FALSE,knaranaso
Mareca penelope,Eurasian Wigeon,eurwig,416499351,TRUE,fajfanaso
Mareca americana,American Wigeon,amewig,147386421,TRUE,amerika fajfanaso
Mareca sibilatrix,Chiloe Wigeon,chiwig1,124452051,TRUE,sudamerika fajfanaso
Anas sparsa,African Black Duck,afbduc1,203938571,FALSE,nigra anaso
Anas undulata,Yellow-billed Duck,yebduc1,621707832,FALSE,flavbeka anaso
Anas melleri,Meller's Duck,melduc1,501097451,FALSE,madagaskara anaso
Anas superciliosa,Pacific Black Duck,pabduc1,239219561,TRUE,brovanaso
Anas luzonica,Philippine Duck,phiduc1,214319841,FALSE,filipina anaso
Anas zonorhyncha,Chinese Spot-billed Duck,spbduc,346897381,FALSE,ĉinia anaso
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,204024871,FALSE,
Anas laysanensis,Laysan Duck,layduc,486345111,FALSE,lajsana anaso
Anas platyrhynchos,Mallard,mallar3,304089,TRUE,
Anas rubripes,American Black Duck,ambduc,252598451,FALSE,malhela anaso
Anas fulvigula,Mottled Duck,motduc,639039836,FALSE,
Anas wyviliana,Hawaiian Duck,hawduc,473452801,FALSE,
†Anas theodori,Mauritius Duck,mauduc1,,FALSE,
Anas albogularis,Andaman Teal,andtea1,635416168,FALSE,sunda anaso
Anas gibberifrons,Sunda Teal,suntea1,554533351,FALSE,
Anas gracilis,Grey Teal,gretea1,101312381,TRUE,aŭstralazia anaso
Anas castanea,Chestnut Teal,chetea1,204020781,FALSE,kaŝtana anaso
Anas chlorotis,Brown Teal,brotea1,203926471,FALSE,novzelanda anaso
Anas aucklandica,Brown Teal,auitea1,631228261,FALSE,novzelanda anaso
Anas nesiotis,Campbell Teal,caitea1,191470871,FALSE,kampbela anaso
Anas bernieri,Madagascar Teal,bertea1,502014051,FALSE,berniera anaso
Anas capensis,Cape Teal,captea1,609054550,FALSE,kaba anaso
Anas bahamensis,White-cheeked Pintail,whcpin,89697731,FALSE,bahama anaso
Anas erythrorhyncha,Red-billed Teal,rebduc1,502035921,FALSE,ruĝbeka anaso
Anas acuta,Northern Pintail,norpin,386237831,TRUE,
Anas eatoni,Southern Pintail,eatpin1,,FALSE,kergelena anaso
†Anas marecula,Amsterdam Duck,amsduc1,,FALSE,
Anas georgica,Yellow-billed Pintail,yebpin1,475879051,FALSE,sudamerika anaso
Anas crecca,Common Teal,gnwtea,397241321,TRUE,Kreko
A. c. carolinensis,Green-winged Teal,gnwtea,397241321,FALSE,
Anas andium,Andean Teal,spetea3,58953,FALSE,anda anaso
Anas flavirostris,Speckled Teal,yebtea1,463864771,FALSE,
PODICIPEDIFORMES,,,,FALSE,
PODICIPEDIDAE,Grebes,,,FALSE,
Tachybaptus ruficollis,Little Grebe,litgre1,109605121,TRUE,
†Tachybaptus rufolavatus,Alaotra Grebe,alagre1,,FALSE,
Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,611422409,FALSE,aŭstralazia grebo
Tachybaptus pelzelni,Madagascar Grebe,madgre1,93697,FALSE,madagaskara grebo
Tachybaptus dominicus,Least Grebe,leagre,575610581,FALSE,nana grebo
Podilymbus podiceps,Pied-billed Grebe,pibgre,131025131,TRUE,makulbeka grebo
†Podilymbus gigas,Atitlan Grebe,atigre1,943,FALSE,
Rollandia rolland,White-tufted Grebe,whtgre3,477283851,FALSE,blanktufa grebo
Rollandia microptera,Titicaca Grebe,titgre1,647134154,TRUE,titikaka grebo
Poliocephalus poliocephalus,Hoary-headed Grebe,hohgre1,99561861,FALSE,grizkapa grebo
Poliocephalus rufopectus,New Zealand Grebe,nezgre1,286680201,TRUE,novzelanda grebo
Podiceps major,Great Grebe,gregre1,440914901,FALSE,granda grebo
Podiceps grisegena,Red-necked Grebe,rengre,345214271,FALSE,grizvanga grebo
Podiceps cristatus,Great Crested Grebe,grcgre1,304794,TRUE,tufa grebo
Podiceps auritus,Horned Grebe,horgre,138207,FALSE,orelgrebo
Podiceps nigricollis,Black-necked Grebe,eargre,353764321,TRUE,
†Podiceps andinus,Colombian Grebe,colgre1,,FALSE,
Podiceps juninensis,Northern Silvery Grebe,,,FALSE,
Podiceps occipitalis,Southern Silvery Grebe,silgre1,513976181,FALSE,arĝenta grebo
Podiceps taczanowskii,Junin Grebe,jungre1,31433401,FALSE,ĥunina grebo
Podiceps gallardoi,Hooded Grebe,hoogre1,204017041,FALSE,kapuĉa grebo
Aechmophorus occidentalis,Western Grebe,wesgre,70246371,FALSE,
Aechmophorus clarkii,Clark's Grebe,clagre,254971331,TRUE,blankmaska grebo
Columba thomensis,Sao Tome Olive-pigeon,marpig1,640382332,FALSE,saotomea kolombo
Columba pollenii,Comoro Olive-pigeon,compig1,,FALSE,komora kolombo
Columba hodgsonii,Speckled Woodpigeon,spwpig1,621597572,FALSE,himalaja kolombo
Columba albinucha,White-naped Pigeon,whnpig1,652023359,FALSE,blanknuka kolombo
Columba pulchricollis,Ashy Woodpigeon,aswpig1,154904331,FALSE,cindra kolombo
Columba elphinstonii,Nilgiri Woodpigeon,niwpig1,413792741,FALSE,nilgiria kolombo
Columba torringtoni,Sri Lanka Woodpigeon,,,FALSE,srilanka kolombo
Columba punicea,Pale-capped Pigeon,pacpig1,593065051,FALSE,palĉapa kolombo
Columba argentina,Silvery Pigeon,siwpig1,,FALSE,arĝenta kolombo
Columba palumboides,Andaman Woodpigeon,anwpig1,283567,FALSE,andamana kolombo
Columba janthina,Japanese Woodpigeon,jawpig1,281496,FALSE,japania kolombo
†Columba versicolor,Bonin Woodpigeon,,,FALSE,
†Columba jouyi,Ryukyu Woodpigeon,,,FALSE,
Columba vitiensis,Metallic Pigeon,metpig1,64514,FALSE,blankagorĝa kolombo
Columba leucomela,White-headed Pigeon,whhpig1,456066331,FALSE,blankakapa kolombo
Columba pallidiceps,Yellow-legged Pigeon,yelpig1,118121991,FALSE,flavkrura kolombo
Columba delegorguei,Eastern Bronze-naped Pigeon,delpig1,203937391,FALSE,
Columba iriditorques,Western Bronze-naped Pigeon,brnpig1,631763510,FALSE,bronznuka kolombo
Columba malherbii,Sao Tome Bronze-naped Pigeon,satpig1,95210,FALSE,malerba kolombo
Aplopelia larvata,Lemon-dove,lemdov2,296406701,FALSE,blankmaska kolombo
Aplopelia larvata simplex,Sao Tome Lemon-dove,fordov1,632692613,FALSE,
Streptopelia turtur,European Turtle-dove,eutdov,203695111,TRUE,eŭropa turto
Streptopelia lugens,Dusky Turtle-dove,dutdov1,4015,FALSE,
Streptopelia hypopyrrha,Adamawa Turtle-dove,adtdov1,138549521,FALSE,adamaŭa turto
Streptopelia orientalis,Oriental Turtle-dove,ortdov,625783318,FALSE,orienta turto
Streptopelia dusumieri,Philippine Collared-dove,phicod1,5402,FALSE,filipina turto
