Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,nl
Peliperdix albogularis,White-throated Francolin,whtfra2,203974361,FALSE,Witkeelfrankolijn
Peliperdix schlegelii,Schlegel's Francolin,schfra2,310774,FALSE,Schlegels Frankolijn
Peliperdix lathami,Latham's Francolin,forfra2,203911761,FALSE,Lathams Frankolijn
Scleroptila streptophora,Ring-necked Francolin,rinfra2,381524691,FALSE,Kraagfrankolijn
Scleroptila leivaillantii,Red-winged Francolin,rewfra2,369073831,FALSE,
Scleroptila afra,Grey-winged Francolin,gywfra1,609008514,FALSE,Grijsvleugelfrankolijn
Scleroptila finschi,Finsch's Francolin,finfra2,625744317,FALSE,Finsch' Frankolijn
Scleroptila psilolaema,Moorland Francolin,moofra2,31365811,FALSE,Hooglandfrankolijn
Scleroptila elgonensis,Elgon Francolin,moofra3,274754931,FALSE,Elgonfrankolijn
Scleroptila shelleyi,Shelley's Francolin,shefra1,559895751,FALSE,Miombofrankolijn/Whytefrankolijn
Scleroptila whytei,Whyte's Francolin,shefra3,277097,FALSE,Whytes Frankolijn
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,Archers Frankolijn
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,Bamboepatrijs
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,Chinese/Taiwanese bamboepatrijs
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,Taiwanbospatrijs
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,Bankivahoen
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,Sonnerathoen
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,Ceylonhoen
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,Vorkstaarthoen
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,Tibetaans Wigstaarthoen
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,Roodkeelwigstaarthoen
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,Himalayaglansfazant
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,Sclaters Glansfazant
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,Chinese Glansfazant
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,Zwartkapsaterhoen
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,Rood saterhoen
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,Blyths Saterhoen
Tragopan temminckii,Crimson-Bellied Tragopan,temtra1,483733661,TRUE,Temmincks Saterhoen
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,Cabots Saterhoen
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,Bloedfazant
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,Koklasfazant
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,Elliots Fazant
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,Humes Fazant
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,Mikadofazant
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,Koperfazant
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,Koningsfazant
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,Goudfazant
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,Lady-Amherstfazant
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,Fazant/Groene fazant
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,Groene Fazant
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,Witte oorfazant
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,Tibetaanse Oorfazant
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,Bruine Oorfazant
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,Blauwe Oorfazant
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,Wallichs Fazant
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,Nepalese fazant
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,Zilverfazant
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,Edwards' Fazant
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,Swinhoes Fazant
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,Salvadori's Fazant
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,Maleise vuurrugfazant
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,Borneovuurrugfazant
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,Borneose kuiffazant
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,Maleise Gekuifde Vuurrugfazant
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,Kuifloze Prelaatfazant
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,Bulwers Fazant
Perdix perdix,Grey Partridge,grypar,304858,FALSE,Patrijs
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,Baardpatrijs
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,Tibetaanse Patrijs
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,Kalkoen
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,Pauwkalkoen
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,Kraaghoen
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,Hazelhoen
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,Zwartborsthazelhoen
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,Moerassneeuwhoen
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,Alpensneeuwhoen
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,Blauw Sneeuwhoen/Grauw Sneeuwhoen
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,Grauw Sneeuwhoen
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,Spitsvleugelhoen
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,Bossneeuwhoen
Falcipennis franklinii,Franklin's Grouse,,,FALSE,Bossneeuwhoen (franklinii/isleibi)
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,Auerhoen
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,Rotsauerhoen
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,Korhoen
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,Kaukasisch Korhoen
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,Waaierhoen/Gunnisonwaaierhoen
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,Gunnisonwaaierhoen
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,Stekelstaarthoen
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,Prairiehoen
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,Klein Prairiehoen
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,Anioema
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,Witwanghoenderkoet
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,Kuifhoenderkoet
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,Ekstergans
ANATIDAE,Ducks Geese Swans,,,FALSE,Eend sp.
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,Witwangfluiteend
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,Zwartbuikfluiteend
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,Gevlekte Fluiteend
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,West-Indische Fluiteend
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,Rosse Fluiteend
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,Australische Fluiteend
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,Zwervende Fluiteend
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,Indische Fluiteend
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,Witrugeend
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,Koekoekseend
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,Maskerstekelstaart
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,Rosse stekelstaart
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,Andesstekelstaart
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,Argentijnse Stekelstaart
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,Australische Stekelstaart
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,Afrikaanse Stekelstaart
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,Witkopeend
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,Australische muskuseend
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,Lepelbekeend
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,Stippeleend
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,Hoendergans
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,Coscoroba
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,Zwarthalszwaan
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,Zwarte Zwaan
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,Knobbelzwaan
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,Trompetzwaan
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,Wilde Zwaan
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,Kleine Zwaan
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brant,brant,65344051,TRUE,Rotgans
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,Brandgans
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,Roodhalsgans
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,Grote Canadese Gans/Kleine Canadese Gans
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,Grote Canadese gans
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,Hawaiigans
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,Keizergans
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,Sneeuwgans
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,Ross' Gans
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,Indische Gans
Anser anser,Greylag Goose,gragoo,215162391,TRUE,Grauwe gans
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,Zwaangans
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,Taigarietgans
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,Kleine Rietgans
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,Kolgans
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,Kolgans (Groenlandse)
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,Dwerggans
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,IJseend
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,Brileider
Somateria spectabilis,King Eider,kineid,59448,TRUE,Koningseider
Somateria mollissima,Common Eider,comeid,279182411,TRUE,Eider
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,Stellers Eider
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,Brilzee-eend
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,Europese/Amerikaanse/Aziatische grote zee-eend
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,Aziatische Grote Zee-eend
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,Europese/Amerikaanse/Aziatische grote zee-eend
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,Zwarte Zee-eend/Amerikaanse Zee-eend
Melanitta americana,American Scoter,blksco2,169277571,FALSE,Amerikaanse Zee-eend
Bucephala albeola,Bufflehead,buffle,138213,FALSE,Buffelkopeend
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,Brilduiker
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,IJslandse brilduiker
Mergellus albellus,Smew,smew,,TRUE,Nonnetje
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,Kokardezaagbek
Mergus merganser,Common Merganser,commer,208071711,TRUE,Grote zaagbek
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,Chinese Zaagbek
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,Middelste zaagbek
†Mergus australis,Auckland Merganser,,,FALSE,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,Braziliaanse Zaagbek
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,Harlekijneend
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,Orinocogans
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,Andesgans
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,Magelhaengans
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,Kelpgans
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,Grijskopgans
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,Roodkopgans
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,Radjaheend
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,Nijlgans
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,Bergeend
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,Casarca
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,Kaapse Casarca
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,Australische bergeend
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,Paradijscasarca
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,Kuifcasarca
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,Spoorwiekgans
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,Muskuseend
Sarkidiornis sylvicola,American Comb Duck,comduc3,,FALSE,Amerikaanse Knobbeleend
Sarkidiornis melanotos,African Comb Duck,comduc2,377764471,FALSE,Afrikaanse knobbeleend
Nettapus auritus,African Pygmy-goose,afrpyg1,21635741,FALSE,Afrikaanse Dwergeend
Nettapus coromandelianus,Cotton Pygmy-goose,copgoo1,231240521,FALSE,Coromandeleend
Nettapus pulchellus,Green Pygmy-goose,grnpyg1,614840111,TRUE,Groene dwergeend
Callonetta leucophrys,Ringed Teal,rintea1,203986511,FALSE,Ringtaling
Aix sponsa,Wood Duck,wooduc,179353,TRUE,Carolina-eend
Aix galericulata,Mandarin Duck,manduc,95630431,TRUE,Mandarijneend
Chenonetta jubata,Maned Duck,manduc1,247785131,TRUE,Manengans
†Chenonetta finschi,Finsch's Duck,finduc1,,FALSE,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,203922021,TRUE,Blauwe Eend
Merganetta armata,Torrent Duck,torduc1,620823428,FALSE,Bergbeekeend
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,632942906,FALSE,Hartlaubs Eend
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,204011591,FALSE,Blauwvleugelgans
Marmaronetta angustirostris,Marbled Duck,martea1,542976871,FALSE,Marmereend
Asacornis scutulata,White-winged Wood Duck,,,FALSE,Witvleugelboseend
Netta rufina,Red-crested Pochard,recpoc,588459801,FALSE,Krooneend
Netta peposaca,Rosy-billed Pochard,robpoc1,203988301,FALSE,Peposaka-eend
Netta erythrophthalma,Southern Pochard,soupoc1,608850905,FALSE,Bruine Krooneend
Aythya ferina,Common Pochard,compoc,62513831,FALSE,Tafeleend
Aythya americana,Redhead,redhea,139672,FALSE,Amerikaanse Tafeleend
Aythya valisineria,Canvasback,canvas,618280036,TRUE,Grote tafeleend
Aythya australis,Hardhead,wheduc1,283721771,FALSE,Australische Witoogeend
Aythya innotata,Madagascar Pochard,madpoc1,501097871,FALSE,Madagaskarwitoogeend
Aythya baeri,Baer's Pochard,baepoc1,,FALSE,Baers Witoogeend
Aythya nyroca,Ferruginous Duck,ferduc,91252571,FALSE,Witoogeend
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,3536,TRUE,Nieuw-Zeelandse Topper
Aythya collaris,Ring-necked Duck,rinduc,465097181,FALSE,Ringsnaveleend
Aythya fuligula,Tufted Duck,tufduc,59185381,FALSE,Kuifeend
Aythya marila,Greater Scaup,gresca,137825,TRUE,Topper
Aythya affinis,Lesser Scaup,lessca,634383986,FALSE,Kleine Topper
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,,FALSE,Rozekopeend
Salvadorina waigiuensis,Salvadori's Teal,saltea1,203917821,FALSE,Salvadori's Eend
Tachyeres patachonicus,Flying Steamerduck,flystd1,22615781,FALSE,Vliegende Booteend
Tachyeres leucocephalus,White-headed Steamerduck,whhstd1,203959981,FALSE,Witkopbooteend
Tachyeres pteneres,Magellanic Steamerduck,flistd1,203963491,FALSE,Reuzenbooteend
Tachyeres brachypterus,Falkland Steamerduck,falstd1,21809931,FALSE,Falklandbooteend
Lophonetta specularioides,Crested Duck,creduc1,203969711,FALSE,Andeseend
Speculanas specularis,Spectacled Duck,speduc2,124451131,FALSE,Bronsvleugeleend
Amazonetta brasiliensis,Brazilian Teal,bratea1,468674531,TRUE,Amazonetaling
Spatula querquedula,Garganey,gargan,617507448,FALSE,Zomertaling
Spatula hottentota,Hottentot Teal,hottea1,97425,FALSE,Gouden Taling
Spatula puna,Puna Teal,puntea1,613597026,FALSE,Punataling
Spatula versicolor,Silver Teal,siltea1,373643011,FALSE,Zilvertaling
Spatula platalea,Red Shoveler,redsho1,625193904,FALSE,Argentijnse Slobeend
Spatula smithii,Cape Shoveler,capsho1,621707842,FALSE,Kaapse Slobeend
Spatula rhynchotis,Australian Shoveler,aussho1,168131841,TRUE,Australische slobeend
Spatula clypeata,Northern Shoveler,norsho,296948,TRUE,Slobeend
Spatula cyanoptera,Cinnamon Teal,cintea,329230571,FALSE,Kaneeltaling
Spatula discors,Blue-winged Teal,buwtea,159161811,TRUE,Blauwvleugeltaling
Sibirionetta formosa,Baikal Teal,baitea,63596511,FALSE,Siberische Taling
Mareca falcata,Falcated Duck,falduc,601476851,FALSE,Bronskopeend
Mareca strepera,Gadwall,gadwal,310887101,FALSE,Krakeend
Mareca penelope,Eurasian Wigeon,eurwig,416499351,TRUE,Smient
Mareca americana,American Wigeon,amewig,147386421,TRUE,Amerikaanse Smient
Mareca sibilatrix,Chiloe Wigeon,chiwig1,124452051,TRUE,Chileense Smient
Anas sparsa,African Black Duck,afbduc1,203938571,FALSE,Afrikaanse Zwarte Eend
Anas undulata,Yellow-billed Duck,yebduc1,621707832,FALSE,Geelsnaveleend
Anas melleri,Meller's Duck,melduc1,501097451,FALSE,Mellers Eend
Anas superciliosa,Pacific Black Duck,pabduc1,239219561,TRUE,Wenkbrauweend
Anas luzonica,Philippine Duck,phiduc1,214319841,FALSE,Filipijnse Eend
Anas zonorhyncha,Chinese Spot-billed Duck,spbduc,346897381,FALSE,Chinese Vlekbekeend
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,204024871,FALSE,Indische vlekbekeend
Anas laysanensis,Laysan Duck,layduc,486345111,FALSE,Laysaneend
Anas platyrhynchos,Mallard,mallar3,304089,TRUE,Wilde eend
Anas rubripes,American Black Duck,ambduc,252598451,FALSE,Amerikaanse Zwarte Eend
Anas fulvigula,Mottled Duck,motduc,639039836,FALSE,Gevlekte eend
Anas wyviliana,Hawaiian Duck,hawduc,473452801,FALSE,
†Anas theodori,Mauritius Duck,mauduc1,,FALSE,
Anas albogularis,Andaman Teal,andtea1,635416168,FALSE,Indische Taling
Anas gibberifrons,Sunda Teal,suntea1,554533351,FALSE,Soendataling
Anas gracilis,Grey Teal,gretea1,101312381,TRUE,Australische taling
Anas castanea,Chestnut Teal,chetea1,204020781,FALSE,Kastanjetaling
Anas chlorotis,Brown Teal,brotea1,203926471,FALSE,Bruine Taling
Anas aucklandica,Brown Teal,auitea1,631228261,FALSE,Bruine Taling
Anas nesiotis,Campbell Teal,caitea1,191470871,FALSE,Campbelltaling
Anas bernieri,Madagascar Teal,bertea1,502014051,FALSE,Madagaskartaling
Anas capensis,Cape Teal,captea1,609054550,FALSE,Kaapse Taling
Anas bahamensis,White-cheeked Pintail,whcpin,89697731,FALSE,Bahamapijlstaart
Anas erythrorhyncha,Red-billed Teal,rebduc1,502035921,FALSE,Roodsnavelpijlstaart
Anas acuta,Northern Pintail,norpin,386237831,TRUE,Pijlstaart
Anas eatoni,Southern Pintail,eatpin1,,FALSE,Kerguelenpijlstaart
†Anas marecula,Amsterdam Duck,amsduc1,,FALSE,
Anas georgica,Yellow-billed Pintail,yebpin1,475879051,FALSE,Zuid-Amerikaanse Pijlstaart
Anas crecca,Common Teal,gnwtea,397241321,TRUE,Wintertaling
A. c. carolinensis,Green-winged Teal,gnwtea,397241321,FALSE,Amerikaanse Wintertaling
Anas andium,Andean Teal,spetea3,58953,FALSE,Andestaling
Anas flavirostris,Speckled Teal,yebtea1,463864771,FALSE,Andestaling/Chileense Taling
PODICIPEDIFORMES,,,,FALSE,
PODICIPEDIDAE,Grebes,,,FALSE,
Tachybaptus ruficollis,Little Grebe,litgre1,109605121,TRUE,Dodaars
†Tachybaptus rufolavatus,Alaotra Grebe,alagre1,,FALSE,
Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,611422409,FALSE,Australische Dodaars
Tachybaptus pelzelni,Madagascar Grebe,madgre1,93697,FALSE,Pelzelns Dodaars
Tachybaptus dominicus,Least Grebe,leagre,575610581,FALSE,Amerikaanse Dodaars
Podilymbus podiceps,Pied-billed Grebe,pibgre,131025131,TRUE,Dikbekfuut
†Podilymbus gigas,Atitlan Grebe,atigre1,943,FALSE,
Rollandia rolland,White-tufted Grebe,whtgre3,477283851,FALSE,Witwangfuut
Rollandia microptera,Titicaca Grebe,titgre1,647134154,TRUE,Titicacafuut
Poliocephalus poliocephalus,Hoary-headed Grebe,hohgre1,99561861,FALSE,Grijskopfuut
Poliocephalus rufopectus,New Zealand Dabchick,nezgre1,286680201,TRUE,Nieuw-Zeelandse Fuut
Podiceps major,Great Grebe,gregre1,440914901,FALSE,Grote Fuut
Podiceps grisegena,Red-necked Grebe,rengre,345214271,FALSE,Roodhalsfuut
Podiceps cristatus,Great Crested Grebe,grcgre1,304794,TRUE,Fuut
Podiceps auritus,Horned Grebe,horgre,138207,FALSE,Kuifduiker
Podiceps nigricollis,Black-necked Grebe,eargre,353764321,TRUE,Geoorde fuut
†Podiceps andinus,Colombian Grebe,colgre1,,FALSE,
Podiceps juninensis,Northern Silvery Grebe,,,FALSE,Zilverfuut (Andes)
Podiceps occipitalis,Southern Silvery Grebe,silgre1,513976181,FALSE,Zilverfuut
Podiceps taczanowskii,Junin Grebe,jungre1,31433401,FALSE,Punafuut
Podiceps gallardoi,Hooded Grebe,hoogre1,204017041,FALSE,Patagonische Fuut
Aechmophorus occidentalis,Western Grebe,wesgre,70246371,FALSE,Zwanenhalsfuut/Clarks Fuut
Aechmophorus clarkii,Clark's Grebe,clagre,254971331,TRUE,Clarks fuut
Columba thomensis,Sao Tome Olive-pigeon,marpig1,640382332,FALSE,São-Toméolijfduif
Columba pollenii,Comoro Olive-pigeon,compig1,,FALSE,Comorenolijfduif
Columba hodgsonii,Speckled Woodpigeon,spwpig1,621597572,FALSE,Hodgsons Duif
Columba albinucha,White-naped Pigeon,whnpig1,652023359,FALSE,Witnekduif
