Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,fr
Aethopyga pulcherrima,Metallic-winged Sunbird,mewsun3,203894121,FALSE,Souimanga montagnard S. d'Ogilvie-Grant ou S. de Bohol
Aethopyga flagrans,Flaming Sunbird,flasun1,405884391,FALSE,Souimanga flamboyant ou S. de Steere
Aethopyga guimarasensis,Maroon-naped Sunbird,mansun1,611607735,FALSE,Souimanga de Steere
Aethopyga bella,Handsome Sunbird,hansun1,204002331,FALSE,Souimanga oreillard
Aethopyga exima,White-flanked Sunbird,whfsun1,70689,FALSE,
Aethopyga latouchii,Fork-tailed Sunbird,fotsun1,203897981,FALSE,Souimanga de Christina [latouchii]
Aethopyga christinae,Hainan Sunbird,fotsun1,203897981,FALSE,Souimanga de Christina
Aethopyga linaraborae,Lina's Sunbird,linsun1,30138051,FALSE,Souimanga de Lina
NECTARINIIDAE,Sunbirds,,,FALSE,Nectariniidé sp.
Arachnothera crassirostris,Thick-billed Spiderhunter,thbspi1,541487991,FALSE,Arachnothère à bec épais
Arachnothera robusta,Long-billed Spiderhunter,lobspi1,614737168,FALSE,Arachnothère à long bec
Arachnothera longirostra,Little Spiderhunter,litspi1,452697621,FALSE,Petit Arachnothère A. flammé ou A. pâle
Arachnothera dilutior,Palawan Spiderhunter,palspi2,303300171,FALSE,Arachnothère pâle
Arachnothera flammifera,Orange-tufted Spiderhunter,ortspi1,615943637,FALSE,Arachnothère flammé
Arachnothera hypogrammica,Purple-naped Spiderhunter,punsun1,453694191,FALSE,Arachnothère strié
Arachnothera juliae,Whitehead's Spiderhunter,whispi1,609673111,FALSE,Arachnothère de Whitehead
Arachnothera clarae,Naked-faced Spiderhunter,nafspi1,18635,FALSE,Arachnothère à face nue
Arachnothera chrysogenys,Yellow-eared Spiderhunter,yeespi1,37191851,FALSE,Arachnothère à joues jaunes
Arachnothera magna,Streaked Spiderhunter,strspi1,203917871,FALSE,Grand Arachnothère
Arachnothera flavigaster,Spectacled Spiderhunter,spespi2,608537324,FALSE,Arachnothère à lunettes
Arachnothera affinis,Streaky-breasted Spiderhunter,stbspi2,189575581,FALSE,Arachnothère à poitrine grise A. modeste ou A. d'Everett
Arachnothera modesta,Grey-breasted Spiderhunter,gybspi2,589343051,FALSE,Arachnothère modeste [incl. pars]
Chalcoparia sinegalensis,Ruby-cheeked Sunbird,rucsun2,610992689,FALSE,
Deleornis fraseri,Scarlet-tufted Sunbird,sctsun2,23340,FALSE,Souimanga de Fraser ou S. à tête grise
Deleornis axillaris,Grey-headed Sunbird,gyhsun1,527795761,FALSE,Souimanga à tête grise
Anthreptes reichenowi,Plain-backed Sunbird,plbsun1,22662,FALSE,Souimanga de Reichenow
Anthreptes anchietae,Anchieta's Sunbird,ancsun1,277204,FALSE,Souimanga d'Anchieta
Anthreptes simplex,Plain Sunbird,plasun1,101509181,FALSE,Souimanga modeste
Anthreptes malacensis,Brown-throated Sunbird,pltsun2,182414441,FALSE,Souimanga à gorge brune ou S. à gorge grise
Anthreptes griseigullaris,Grey-throated Sunbird,,,FALSE,
Anthreptes rhodolaemus,Red-throated Sunbird,retsun3,213586,FALSE,Souimanga à gorge rouge
Anthreptes gabonicus,Mouse-brown Sunbird,mobsun1,643755302,FALSE,Souimanga brun
Anthreptes longuemarei,Western Violet-backed Sunbird,wvbsun1,37229,FALSE,Souimanga violet
Anthreptes orientalis,Eastern Violet-backed Sunbird,kvbsun1,33655901,FALSE,Souimanga du Kenya
Anthreptes neglectus,Uluguru Violet-backed Sunbird,uvbsun1,651798345,FALSE,Souimanga des Uluguru
Anthreptes aurantius,Violet-tailed Sunbird,vitsun1,626069576,FALSE,Souimanga à queue violette
Anthreptes seimundi,Little Green Sunbird,ligsun2,396920351,FALSE,Souimanga de Seimund
Anthreptes rectirostris,Yellow-chinned Sunbird,grnsun1,433157311,FALSE,Souimanga à menton gris ou S. à col rouge [excl. pujoli]
Anthreptes tephrolaemus,Grey-chinned Sunbird,grnsun2,308900511,FALSE,Souimanga à menton gris
Anthreptes rubritorques,Banded Sunbird,bansun1,280503,FALSE,Souimanga à col rouge
Hedydipna collaris,Collared Sunbird,colsun2,203938341,FALSE,Souimanga à collier
Hedydipna platura,Pygmy Sunbird,pygsun2,634394845,FALSE,Souimanga pygmée ou S. du Nil
Hedydipna metallica,Nile Valley Sunbird,nivsun2,27830931,FALSE,Souimanga du Nil
Hedydipna pallidigaster,Amani Sunbird,amasun2,625982356,FALSE,Souimanga d'Amani
Anabathmis reichenbachii,Reichenbach's Sunbird,reisun2,203990091,FALSE,Souimanga de Reichenbach
Anabathmis hartlaubii,Principe Sunbird,prisun2,632783655,FALSE,Souimanga de Hartlaub
Anabathmis newtonii,Newton's Sunbird,newsun2,96212,FALSE,Souimanga de Newton
Dreptes thomensis,Giant Sunbird,satsun1,632644571,FALSE,Souimanga de Sao Tomé
Anthobaphes violacea,Orange-breasted Sunbird,orbsun2,589931081,FALSE,Souimanga orangé
Cyanomitra verticalis,Green-headed Sunbird,gnhsun1,204022391,FALSE,Souimanga à tête verte
Cyanomitra bannermani,Bannerman's Sunbird,bansun3,397099561,FALSE,Souimanga de Bannerman
Cyanomitra cyanolaema,Blue-throated Brown Sunbird,btbsun2,1177,FALSE,Souimanga à gorge bleue
Cyanomitra oritis,Cameroon Sunbird,camsun2,537229,FALSE,Souimanga à tête bleue
Cyanomitra alinae,Blue-headed Sunbird,buhsun1,608949266,FALSE,Souimanga d'Aline
Cyanomitra olivacea,Olive Sunbird,eaosun1,645900287,FALSE,Souimanga olivâtre
Cyanomitra verreauxii,Mouse-coloured Sunbird,,,FALSE,Souimanga murin
Chalcomitra adelberti,Buff-throated Sunbird,butsun2,203936031,FALSE,Souimanga d'Adelbert
Chalcomitra fuliginosa,Carmelite Sunbird,carsun2,1601,FALSE,Souimanga carmélite
Chalcomitra rubescens,Green-throated Sunbird,gntsun1,300072261,FALSE,Souimanga à gorge verte
Chalcomitra amethystina,Amethyst Sunbird,amesun2,203938381,FALSE,Souimanga améthyste
Chalcomitra senegalensis,Scarlet-chested Sunbird,sccsun2,589753621,FALSE,Souimanga à poitrine rouge ou S. de Hunter
Chalcomitra hunteri,Hunter's Sunbird,hunsun2,14902,FALSE,Souimanga de Hunter
Chalcomitra balfouri,Socotra Sunbird,socsun2,625121433,FALSE,Souimanga de Socotra
Leptocoma zeylonica,Purple-rumped Sunbird,pursun3,255914691,FALSE,Souimanga à croupion pourpre
Leptocoma minima,Crimson-backed Sunbird,crbsun2,614264649,FALSE,Souimanga menu
Leptocoma brasiliana,Maroon-bellied Sunbird,vahsun1,164131,FALSE,Souimanga de Hasselt
Leptocoma sperata,Purple-throated Sunbird,putsun3,203997791,FALSE,Souimanga à gorge améthyste ou S. de Hasselt
Leptocoma juliae,Orange-lined Sunbird,,,FALSE,Souimanga à gorge améthyste (juliae)
Leptocoma aspasia,Black Sunbird,blksun1,166548171,FALSE,Souimanga satiné
Leptocoma calcostetha,Copper-throated Sunbird,cotsun2,334510861,FALSE,Souimanga de Macklot
Nectarinia bocagii,Bocage's Sunbird,bocsun2,501888031,FALSE,Souimanga de Bocage
Nectarinia purpureiventris,Purple-breasted Sunbird,pubsun3,1016,FALSE,Souimanga à ventre pourpre
Nectarinia tacazze,Tacazze Sunbird,tacsun1,33720531,FALSE,Souimanga tacazze
Nectarinia kilimensis,Bronze Sunbird,brosun1,14906,FALSE,Souimanga bronzé
Nectarinia famosa,Malachite Sunbird,malsun1,203948561,FALSE,Souimanga malachite
Nectarinia johnstoni,Red-tufted Sunbird,retsun2,623280385,FALSE,Souimanga de Johnston
Drepanorhynchus reichenowi,Golden-winged Sunbird,gowsun2,475713231,FALSE,Souimanga à ailes dorées
Aethopyga primigenia,Grey-hooded Sunbird,gyhsun2,623708661,FALSE,Souimanga de Hachisuka
Aethopyga boltoni,Apo Sunbird,moasun1,526850011,FALSE,Souimanga de Bolton ou S. des Tiboli
Ploceus nigrimentus,Black-chinned Weaver,bkcwea1,,FALSE,Tisserin à menton noir
Ploceus bertrandi,Bertram's Weaver,berwea2,586073031,FALSE,Tisserin de Bertram
Ploceus pelzelni,Slender-billed Weaver,slbwea1,652641310,FALSE,Tisserin de Pelzeln
Ploceus subpersonatus,Loango Weaver,loawea1,612366646,FALSE,Tisserin à bec grêle
Ploceus luteolus,Little Weaver,litwea1,203974241,FALSE,Tisserin minule
Ploceus ocularis,Spectacled Weaver,spewea1,277264,FALSE,Tisserin à lunettes
Ploceus brachypterus,Olive-naped Weaver,bknwea1,203896611,FALSE,Tisserin à cou noir ou T. pirate
Ploceus nigricollis,Black-necked Weaver,bknwea2,1218,FALSE,Tisserin à cou noir ou T. pirate
Ploceus alienus,Strange Weaver,strwea1,112521061,FALSE,Tisserin de montagne
Ploceus melanogaster,Black-billed Weaver,blbwea1,24837,FALSE,Tisserin à tête jaune
Ploceus capensis,Cape Weaver,capwea1,621767672,FALSE,Tisserin du Cap ou T. de Bocage
Ploceus temporalis,Bocage's Weaver,bocwea1,583183041,FALSE,Tisserin de Bocage
Ploceus subaureus,African Golden Weaver,afgwea1,200108301,FALSE,Tisserin jaune
Ploceus xanthops,Holub's Golden Weaver,hogwea1,1333,FALSE,Tisserin safran
Ploceus aurantius,Orange Weaver,orawea1,203920881,FALSE,Tisserin orangé
Ploceus heuglini,Heuglin's Masked Weaver,hemwea1,261231891,FALSE,Tisserin masqué
Ploceus bojeri,Golden Palm Weaver,gopwea1,306622951,FALSE,Tisserin palmiste
Ploceus castaneiceps,Taveta Golden Weaver,tagwea1,280234,FALSE,Tisserin de Taveta
Ploceus princeps,Principe Golden Weaver,prgwea1,95205,FALSE,Tisserin de Principé
Ploceus castanops,Northern Brown-throated Weaver,nbtwea1,609068668,FALSE,Tisserin à gorge noire
Ploceus xanthopterus,Southern Brown-throated Weaver,sbtwea1,203935411,FALSE,Tisserin à gorge brune
Ploceus burnieri,Kilombero Weaver,kilwea1,135957,FALSE,Tisserin de Burnier
Ploceus galbula,Rüppell's Weaver,ruewea1,626369859,FALSE,Tisserin de Rüppell
Ploceus taeniopterus,Northern Masked Weaver,nomwea1,315416111,FALSE,Tisserin du Nil
Ploceus intermedius,Lesser Masked Weaver,lesmaw1,203937231,FALSE,Tisserin intermédiaire
Ploceus velatus,Southern Masked Weaver,afmwea,623286423,FALSE,Tisserin à tête rousse T. du Katanga T. vitellin ou T. de Reichard
Ploceus upembae,Upemba Masked Weaver,,,FALSE,Tisserin du Katanga (upembae)
Ploceus katangae,Katanga Masked Weaver,kamwea1,,FALSE,Tisserin du Katanga
Ploceus ruweti,Lufira Masked Weaver,lalmaw1,,FALSE,Tisserin de Ruwet
Ploceus reichardi,Tanganyika Masked Weaver,tanmaw1,,FALSE,Tisserin de Reichard ou T. de Ruwet
Ploceus vitellinus,Vitelline Masked Weaver,vimwea1,262754711,FALSE,Tisserin vitellin [incl. peixotoi]
Ploceus spekei,Speke's Weaver,spewea2,14478,FALSE,Tisserin de Speke
Ploceus spekeoides,Fox's Weaver,foxwea1,623441327,FALSE,Tisserin de Fox
Ploceus cucullatus,Village Weaver,vilwea1,647764861,FALSE,Tisserin gendarme ou T. de Layard
Ploceus grandis,Giant Weaver,giawea1,632784992,FALSE,Tisserin géant
Ploceus castaneofuscus,Chestnut-and-black Weaver,viewea2,203912181,FALSE,Tisserin noir ou T. noir et marron
Ploceus nigerrimus,Vieillot's Black Weaver,viewea3,1240,FALSE,Tisserin noir ou T. noir et marron
Ploceus weynsi,Weyns's Weaver,weywea1,609068675,FALSE,Tisserin de Weyns
Ploceus golandi,Clarke's Weaver,clawea1,592148401,FALSE,Tisserin de Clarke
Ploceus dicrocephalus,Juba Weaver,salwea1,21585651,FALSE,Tisserin de Salvadori
Ploceus melanocephalus,Black-headed Weaver,blhwea1,393146571,FALSE,Tisserin à tête noire
Ploceus jacksoni,Golden-backed Weaver,gobwea1,203915341,FALSE,Tisserin à dos d'or
Ploceus badius,Cinnamon Weaver,cinwea1,,FALSE,Tisserin cannelle
Ploceus rubiginosus,Chestnut Weaver,chewea1,280059,FALSE,Tisserin roux
Ploceus aureonucha,Golden-naped Weaver,gonwea1,,FALSE,Tisserin à nuque d'or
Ploceus tricolor,Yellow-mantled Weaver,yemwea1,636339809,FALSE,Tisserin tricolore
Ploceus albinucha,Maxwell's Black Weaver,mabwea1,203964871,FALSE,Tisserin de Maxwell
Ploceus nelicourvi,Nelicourvi Weaver,nelwea1,624427977,FALSE,Tisserin nélicourvi ou T. sakalave
Ploceus sakalava,Sakalava Weaver,sakwea1,86450,FALSE,Tisserin sakalave
Ploceus hypoxanthus,Asian Golden Weaver,asgwea2,472418231,FALSE,Tisserin doré
Ploceus superciliosus,Compact Weaver,comwea1,1317,FALSE,Mahali à calotte marron
Ploceus benghalensis,Black-breasted Weaver,benwea1,30001291,FALSE,Tisserin du Bengale
Ploceus manyar,Streaked Weaver,strwea2,204024081,FALSE,Tisserin manyar
Ploceus philippinus,Baya Weaver,baywea1,621301463,TRUE,Tisserin baya
Ploceus megarhynchus,Finn's Weaver,yelwea1,636091448,FALSE,Tisserin de Finn
Ploceus bicolor,Dark-backed Weaver,forwea1,23639,FALSE,Tisserin bicolore
Ploceus preussi,Preuss's Weaver,prewea1,23188,FALSE,Tisserin de Preuss
Ploceus dorsomaculatus,Yellow-capped Weaver,yecwea1,,FALSE,Tisserin à cape jaune
Ploceus olivaceiceps,Olive-headed Weaver,olhwea1,592429411,FALSE,Tisserin à tête olive ou T. des Usambara
Ploceus nicolli,Usambara Weaver,usawea1,280389,FALSE,Tisserin des Usambara
Ploceus isignis,Brown-capped Weaver,brcwea1,242758151,FALSE,
Ploceus angolensis,Bar-winged Weaver,bawwea1,277130,FALSE,Tisserin malimbe
Ploceus sanctithomae,Sao Tome Weaver,satwea1,203963331,FALSE,Tisserin de Sao Tomé
Ploceus flavipes,Yellow-legged Weaver,yelwea2,,FALSE,Tisserin à pieds jaunes
Malimbus coronatus,Red-crowned Malimbe,recmal2,311091,FALSE,Malimbe couronné
Malimbus cassini,Cassin's Malimbe,bltmal1,1397,FALSE,Malimbe de Cassin
Malimbus racheliae,Rachel's Malimbe,racmal1,562203321,FALSE,Malimbe de Rachel ou M. de Ballmann
Malimbus ballmanni,Gola Malimbe,balmal2,646738283,FALSE,Malimbe de Ballmann
Malimbus scutatus,Red-vented Malimbe,revmal1,311097,FALSE,Malimbe à queue rouge
Malimbus ibadanensis,Ibadan Malimbe,ibamal1,293027661,FALSE,Malimbe d'Ibadan
Malimbus nitens,Blue-billed Malimbe,gramal1,203921101,FALSE,Malimbe à bec bleu
Malimbus rubricollis,Red-headed Malimbe,rehmal1,107870,FALSE,Malimbe à tête rouge
Malimbus erythrogaster,Red-bellied Malimbe,rebmal1,,FALSE,Malimbe à ventre rouge
Malimbus malimbicus,Crested Malimbe,cremal1,627807601,FALSE,Malimbe huppé
Anaplectes leuconotos,Northern Red-headed Weaver,,,FALSE,Anaplecte écarlate (leuconotos)
Anaplectes rubriceps,Southern Red-headed Weaver,rehwea1,625772282,FALSE,Anaplecte écarlate ou A. du Juba
Anaplectes jubaensis,Red Weaver,rehwea3,,FALSE,Anaplecte du Juba
PRUNELLIDAE,Accentors,,,FALSE,
Prunella himalayana,Altai Accentor,himacc1,584980321,FALSE,Accenteur de l'Himalaya
Prunella collaris,Alpine Accentor,alpacc1,247806431,FALSE,Accenteur alpin
Prunella immaculata,Maroon-backed Accentor,mabacc1,620525546,FALSE,Accenteur immaculé
Prunella rubeculoides,Robin Accentor,robacc1,637263210,FALSE,Accenteur rougegorge
Prunella strophiata,Rufous-breasted Accentor,rubacc1,628418351,FALSE,Accenteur à poitrine rousse
Prunella fulvescens,Brown Accentor,broacc1,483106661,FALSE,Accenteur brun
Prunella koslowi,Mongolian Accentor,monacc1,196375,FALSE,Accenteur de Koslov
Prunella rubida,Japanese Accentor,japacc1,134561151,FALSE,Accenteur du Japon
Prunella montanella,Siberian Accentor,sibacc,203927471,FALSE,Accenteur montanelle
Prunella modularis,Dunnock,dunnoc1,328664471,TRUE,Accenteur mouchet
Prunella atrogularis,Black-throated Accentor,bltacc1,598132611,FALSE,Accenteur à gorge noire
Prunella ocularis,Radde's Accentor,radacc2,396100241,FALSE,Accenteur de Radde
P. o. fagani,Yemen Accentor,,,FALSE,
PEUCEDRAMIDAE,Olive Warbler,oliwar,21120,FALSE,
Peucedramus taeniatus,Olive Warbler,oliwar,21120,FALSE,Fauvine des pins
UROCYNCHRAMIDAE,Przevalski's Rosefinch,,,FALSE,
Urocynchramus pylzowi,Przevalski's Rosefinch,przros1,30289001,TRUE,Bruselin de Przewalski
PLOCEIDAE,Weavers,,,FALSE,
Bubalornis albirostris,White-billed Buffalo-weaver,wbbwea1,14419,FALSE,Alecto à bec blanc ou A. à bec rouge
Bubalornis niger,Red-billed Buffalo-weaver,rbbwea1,21726541,FALSE,Alecto à bec rouge
Dinemellia dinemelli,White-headed Buffalo-weaver,whbwea1,14423,FALSE,Alecto à tête blanche
Plocepasser mahali,White-browed Sparrow-weaver,wbswea1,14468,FALSE,Mahali à sourcils blancs
Plocepasser superciliosus,Chestnut-crowned Sparrow-weaver,ccswea1,203974431,FALSE,Mahali à calotte marron
Plocepasser donaldsoni,Donaldson-Smith's Sparrow-weaver,dsswea1,14458,FALSE,Mahali de Donaldson
Plocepasser rufoscapulatus,Chestnut-mantled Sparrow-weaver,cbswea1,611586425,FALSE,Mahali à dos roux
Histurgops ruficauda,Rufous-tailed Weaver,rutwea1,138956,FALSE,Histurgopse à queue rouge
Sporopipes squamifrons,Scaly-feathered Finch,scawea1,616625577,FALSE,Sporopipe squameux
Sporopipes frontalis,Speckle-fronted Finch,spfwea1,138830331,FALSE,Sporopipe quadrillé
Pseudonigrita arnaudi,Grey-capped Social-weaver,gyhsow1,14482,FALSE,Républicain d'Arnaud
Pseudonigrita cabanisi,Black-capped Social-weaver,bcswea1,276697,FALSE,Républicain de Cabanis
Philetairus socius,Sociable Weaver,socwea1,610285398,FALSE,Républicain social
Amblyospiza albifrons,Thick-billed Weaver,growea1,203938331,FALSE,Amblyospize à front blanc
Quelea cardinalis,Cardinal Quelea,carque1,589193131,FALSE,Travailleur cardinal
Quelea erythrops,Red-headed Quelea,rehque1,73406031,FALSE,Travailleur à tête rouge
Quelea quelea,Red-billed Quelea,rebque1,203936901,FALSE,Travailleur à bec rouge
Euplectes afer,Yellow-crowned Bishop,yecbis,81153821,FALSE,Euplecte vorabé
Euplectes diadematus,Fire-fronted Bishop,fifbis1,26036,FALSE,Euplecte à diadème
Euplectes aureus,Golden-backed Bishop,gobbis1,634780970,FALSE,Euplecte doré
Euplectes gierowii,Black Bishop,blabis1,580826991,FALSE,Euplecte de Gierow
Euplectes hordeaceus,Black-winged Bishop,blwbis1,609055430,FALSE,Euplecte monseigneur
Euplectes franciscanus,Northern Red Bishop,orabis1,310708,FALSE,Euplecte franciscain
Euplectes orix,Southern Red Bishop,redbis,278530,FALSE,Euplecte ignicolore E. franciscain ou E. de Zanzibar
Euplectes nigroventris,Zanzibar Red Bishop,zanbis1,652297862,FALSE,Euplecte de Zanzibar
Euplectes ardens,Red-collared Widowbird,recwid3,275464,FALSE,Euplecte veuve-noire ou E. à nuque rouge
Euplectes laticauda,Red-cowled Widowbird,recwid2,609066539,FALSE,Euplecte à nuque rouge
Euplectes capensis,Yellow Bishop,yelbis1,1340,FALSE,Euplecte à croupion jaune
Euplectes macroura,Yellow-mantled Widowbird,yeswid2,310719,FALSE,Euplecte à dos d'or
Euplectes axillaris,Fan-tailed Widowbird,fatwid1,1523,FALSE,Euplecte à épaules orangées
Euplectes albonotatus,White-winged Widowbird,whwwid1,275065,FALSE,Euplecte à épaules blanches
Euplectes hartlaubi,Marsh Widowbird,marwid1,203915241,FALSE,Euplecte des marais ou E. montagnard
Euplectes jacksoni,Jackson's Widowbird,jacwid1,14428,FALSE,Euplecte de Jackson
Euplectes psammocromius,Montane Widowbird,,,FALSE,Euplecte montagnard
Euplectes progne,Long-tailed Widowbird,lotwid1,611494839,FALSE,Euplecte à longue queue
Foudia madagascariensis,Red Fody,redfod1,74635,FALSE,Foudi rouge
Foudia aldabrana,Aldabra Fody,rehfod3,,FALSE,Foudi d'Aldabra
Foudia consobrina,Gran Comoro Fody,,,FALSE,Foudi des Comores (consobrina)
Foudia eminentissima,Red-headed Fody,rehfod1,,FALSE,Foudi des Comores ou F. de forêt
Foudia omissa,Forest Fody,forfod1,503918151,FALSE,Foudi de forêt
†Foudia delloni,Reunion Fody,reufod1,,FALSE,
Foudia rubra,Mauritius Fody,maufod1,74534,FALSE,Foudi de Maurice
Foudia sechellarum,Seychelles Fody,seyfod1,566337681,FALSE,Foudi des Seychelles
Foudia flavicans,Rodrigues Fody,rodfod1,74612,FALSE,Foudi de Rodrigues
Brachycope anomala,Bob-tailed Weaver,botwea1,1029,FALSE,Brachycope du Congo
Ploceus baglafecht,Baglafecht Weaver,bagwea1,1498,FALSE,Tisserin baglafecht
Ploceus bannermani,Bannerman's Weaver,banwea1,165202,FALSE,Tisserin de Bannerman
Ploceus batesi,Bates's Weaver,batwea1,,FALSE,Tisserin de Bates
Spermestes cucullata,Bronze Mannikin,broman1,277028,FALSE,Capucin nonnette
Spermestes bicolor,Black-and-white Mannikin,bawman1,586945401,FALSE,Capucin bicolore ou C. à dos brun
Spermestes fringilloides,Magpie Mannikin,magman1,277391,FALSE,Capucin pie
Odontospiza griseicapilla,Grey-headed Silverbill,,,FALSE,Capucin à tête grise
Lepidopygia nana,Madagascar Munia,madmun1,203959561,FALSE,Capucin de Madagascar
Euodice cantans,African Silverbill,afrsil1,352323111,FALSE,Capucin bec-d'argent
Euodice malabarica,Indian Silverbill,indsil,165228341,FALSE,Capucin bec-de-plomb ou C. bec-d'argent
Lonchura striata,White-rumped Munia,whrmun,550300901,FALSE,Capucin domino
Lonchura leucogastroides,Javan Munia,javmun1,524398831,FALSE,Capucin javanais
Lonchura fuscans,Dusky Munia,dusmun1,203957101,FALSE,Capucin sombre
Lonchura molucca,Black-faced Munia,blfmun1,33066,FALSE,Capucin jacobin
Lonchura punctulata,Scaly-breasted Munia,nutman,200459821,TRUE,Capucin damier
Lonchura kelaarti,Black-throated Munia,bltmun1,275469721,FALSE,Capucin à ventre roux
Lonchura leucogastra,White-bellied Munia,whbmun1,620701452,FALSE,Capucin à ventre blanc
Lonchura tristissima,Streak-headed Mannikin,,,FALSE,Capucin à tête rayée ou C. tacheté
Lonchura leucosticta,Whire-spotted Mannikin,,,FALSE,Capucin tacheté [incl. moresbyae bigilalai]
Lonchura quinticolor,Five-coloured Mannikin,ficmun1,639986155,FALSE,Capucin coloré
Lonchura malacca,Tricoloured Munia,trimun,81902271,FALSE,Capucin à dos marron ou C. marron
Lonchura atricapilla,Chestnut Munia,chemun,352328691,FALSE,Capucin à dos marron ou C. marron
Lonchura ferruginosa,White-capped Munia,whcmun1,,FALSE,Capucin marron
Lonchura maja,White-headed Munia,whhmun1,51803711,FALSE,Capucin à tête blanche
Lonchura pallida,Pale-headed Munia,pahmun1,56519091,FALSE,Capucin pâle
Lonchura grandis,Grand Mannikin,gramun1,430927001,FALSE,Grand Capucin
Lonchura vana,Grey-banded Mannikin,gybmun1,472002021,FALSE,Capucin des Arfak
Lonchura caniceps,Grey-headed Mannikin,gyhmun1,640006894,TRUE,Capucin Gris
Lonchura nevermanni,Grey-crowned Mannikin,gycmun1,,FALSE,Capucin de Nevermann
Lonchura spectabilis,Hooded Mannikin,hoomun1,650866012,FALSE,Capucin à capuchon
Lonchura forbesi,New Ireland Mannikin,neimun1,,FALSE,Capucin de Nouvelle-Irlande
Lonchura hunsteini,Hunstein's Mannikin,motmun1,5510,FALSE,Capucin de Hunstein ou C. de Nouvelle-Hanovre
Lonchura flaviprymna,Yellow-rumped Mannikin,yermun1,630576125,FALSE,Capucin à croupion jaune
Lonchura castaneothorax,Chestnut-breasted Mannikin,chbmun1,394311301,FALSE,Capucin donacole
Lonchura stygia,Black Mannikin,blamun1,,FALSE,Capucin noir
Lonchura teerinki,Black-breasted Mannikin,blbmun1,,FALSE,Capucin à poitrine noire
Lonchura monticola,Alpine Mannikin,alpmun1,118941641,FALSE,Capucin des montagnes
Lonchura montana,Snow Mountain Mannikin,snmmun1,,FALSE,Capucin des Maoke
Lonchura melaena,Buff-bellied Mannikin,bismun1,651259943,FALSE,Capucin de Nouvelle-Bretagne
Lonchura fuscata,Timor Sparrow,timspa4,,FALSE,Padda de Timor
Lonchura oryzivora,Java Sparrow,javspa,190288771,FALSE,Padda de Java
Heteromunia pectoralis,Pictorella Mannikin,picmun1,477573181,FALSE,Capucin à poitrine blanche
Stagonopleura bella,Beautiful Firetail,beafir1,629214683,FALSE,Diamant queue-de-feu
Stagonopleura oculata,Red-eared Firetail,reefir1,613201727,FALSE,Diamant oculé
Stagonopleura guttata,Diamond Firetail,diafir1,639852712,FALSE,Diamant à gouttelettes
Oreostruthus fuliginosus,Mountain Firetail,moufir1,139570,FALSE,Diamant des montagnes
Emblema pictum,Painted Finch,paifir1,203888381,FALSE,Diamant peint
Neochmia temporalis,Red-browed Finch,rebfir1,164314,FALSE,Diamant à cinq couleurs
Neochmia phaeton,Black-bellied Crimson Finch,crifin1,203978111,FALSE,Diamant phaéton [excl. albiventer]
Neochmia evangelinae,White-bellied Crimson Finch,,,FALSE,Diamant phaéton (evangelinae)
Neochmia ruficauda,Star Finch,stafin1,641039458,FALSE,Diamant à queue rousse
Neochmia modesta,Plum-headed Finch,plhfin1,633151986,FALSE,Diamant modeste
Poephila personata,Masked Finch,masfin1,640046075,FALSE,Diamant masqué
Poephila acuticauda,Long-tailed Finch,lotfin1,62824011,FALSE,Diamant à longue queue
Poephila cincta,Black-throated Finch,bltfin1,203886871,FALSE,Diamant à bavette
Taeniopygia guttata,Timor Zebra Finch,zebfin2,464320071,FALSE,Diamant mandarin
Taeniopygia castanotis,Australian Zebra Finch,chefin1,464320071,TRUE,Diamant Mandarin d'Australie
Taeniopygia bichenovii,Double-barred Finch,dobfin1,389666891,FALSE,Diamant de Bicheno
Erythrura hyperythra,Tawny-breasted Parrotfinch,tabpar1,69810671,FALSE,Diamant à queue verte
Erythrura prasina,Pin-tailed Parrotfinch,pitpar1,509850961,FALSE,Diamant quadricolore
Erythrura viridifacies,Greed-faced Parrotfinch,grfpar1,204007041,FALSE,Diamant de Luçon
Erythrura tricolor,Tricoloued Parrotfinch,tripar1,637195124,FALSE,Diamant azuvert
Erythrura coloria,Red-eared Parrotfinch,reepar2,651787084,FALSE,Diamant de Mindanao
Erythrura trichroa,Blue-faced Parrotfinch,blfpar3,609065531,FALSE,Diamant de Kittlitz
Erythrura papuana,Papuan Parrotfinch,pappar1,,FALSE,Diamant de Nouvelle-Guinée
Erythrura psittacea,Red-throated Parrotfinch,retpar3,173400741,FALSE,Diamant psittaculaire
Erythrura cyaneovirens,Red-headed Parrotfinch,roypar1,139944,FALSE,Diamant vert-bleu ou D. de Peal
Erythrura pealii,Fiji Parrotfinch,fijpar1,633943464,FALSE,Diamant de Peal
Erythrura kleinschmidti,Pink-billed Parrotfinch,pibpar1,,FALSE,Diamant à bec rose
Erythrura gouldiae,Gouldian Finch,goufin3,614381559,TRUE,Diamant de Gould
ESTRILDIDAE,Waxbills,,,FALSE,Estrildidé sp.
Lagonosticta rara,Black-bellied Firefinch,blbfir1,403768141,FALSE,Amarante à ventre noir
Lagonosticta rufopicta,Bar-breasted Firefinch,babfir1,203943551,FALSE,Amarante pointé ou A. nitidule
Lagonosticta nitidula,Brown Firefinch,brnfir1,621629452,FALSE,Amarante nitidule
Lagonosticta senegala,Red-billed Firefinch,rebfir2,31373721,FALSE,Amarante du Sénégal
