Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,jp,jp_latn
Francolinus francolinus,Black Francolin,blkfra,5262,FALSE,ムナグロシャコ,
Francolinus pictus,Painted Francolin,paifra1,245559311,FALSE,シロタマシャコ,
Francolinus pintadeanus,Chinese Francolin,chifra1,203912731,FALSE,コモンシャコ,
Francolinus pondicerianus,Grey Francolin,,,FALSE,シマシャコ,
Francolinus gularis,Swamp Francolin,swafra1,617478192,FALSE,ヌマシャコ,
Dendroperdix sephaena,Crested Francolin,crefra2,203935661,FALSE,カミナガシャコ,
Peliperdix coqui,Coqui Francolin,coqfra2,277029611,FALSE,,
Peliperdix albogularis,White-throated Francolin,whtfra2,203974361,FALSE,ノドジロシャコ,
Peliperdix schlegelii,Schlegel's Francolin,schfra2,310774,FALSE,ボンゴシャコ,
Peliperdix lathami,Latham's Francolin,forfra2,203911761,FALSE,モリシャコ,
Scleroptila streptophora,Ring-necked Francolin,rinfra2,381524691,FALSE,クビワシャコ,
Scleroptila leivaillantii,Red-winged Francolin,rewfra2,369073831,FALSE,,
Scleroptila afra,Grey-winged Francolin,gywfra1,609008514,FALSE,ハイバネシャコ,
Scleroptila finschi,Finsch's Francolin,finfra2,625744317,FALSE,チャバネシャコ,
Scleroptila psilolaema,Moorland Francolin,moofra2,31365811,FALSE,,
Scleroptila elgonensis,Elgon Francolin,moofra3,274754931,FALSE,,
Scleroptila shelleyi,Shelley's Francolin,shefra1,559895751,FALSE,,
Scleroptila whytei,Whyte's Francolin,shefra3,277097,FALSE,,
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,ニセアカハネシャコ,
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,ウンナンコジュケイ,
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,コジュケイ,
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,ミヤマテッケイ,
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,セキショクヤケイ,
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,ハイイロヤケイ,
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,セイロンヤケイ,
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,アオエリヤケイ,
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,キジシャコ,
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,チベットキジシャコ,
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,ニジキジ,
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,オジロニジキジ,
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,カラニジキジ,
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,ハイイロジュケイ,
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,ヒオドシジュケイ,
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,ミヤマジュケイ,
Tragopan temminckii,Temminck's Tragopan,temtra1,483733661,TRUE,ベニジュケイ,
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,ジュケイ,
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,ベニキジ,
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,ミノキジ,
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,カラヤマドリ,
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,ビルマカラヤマドリ,
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,ミカドキジ,
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,ヤマドリ,
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,オナガキジ,
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,キンケイ,
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,ギンケイ,
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,キジ／コウライキジ,
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,キジ,
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,チベットシロミミキジ／シロミミキジ,
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,チベットシロミミキジ,
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,ミミキジ,
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,アオミミキジ,
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,カンムリキジ,
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,ミヤマハッカン,
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,ハッカン,
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,コサンケイ,
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,サンケイ,
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,クロウチワキジ,
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,,
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,,
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,,
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,,
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,シマハッカン,
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,オジロウチワキジ,
Perdix perdix,Grey Partridge,grypar,304858,FALSE,ヨーロッパヤマウズラ,
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,ヤマウズラ,
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,チベットヤマウズラ,
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,シチメンチョウ,
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,ヒョウモンシチメンチョウ,
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,エリマキライチョウ,
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,エゾライチョウ,
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,ミヤマエゾライチョウ,
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,カラフトライチョウ,
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,ライチョウ,
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,アオライチョウ/ススイロライチョウ,
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,ススイロライチョウ,
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,カマバネライチョウ,
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,ハリモミライチョウ,
Falcipennis franklinii,Franklin's Grouse,,,FALSE,ハリモミライチョウ（franklinii／isleibi）,
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,ヨーロッパオオライチョウ,
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,オオライチョウ,
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,クロライチョウ,
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,コーカサスクロライチョウ,
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,キジオライチョウ/ガニソンキジオライチョウ,
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,ガニソンキジオライチョウ,
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,ホソオライチョウ,
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,ソウゲンライチョウ/ヒメソウゲンライチョウ,
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,ヒメソウゲンライチョウ,
ANSERIFORMES,,,,FALSE,,
ANHIMIDAE,Screamers,,,FALSE,,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,ツノサケビドリ,
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,クロエリサケビドリ,
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,カンムリサケビドリ,
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,カササギガン,
ANATIDAE,Ducks Geese Swans,,,FALSE,カモ亜科,
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,シロガオリュウキュウガモ,
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,アカハシリュウキュウガモ,
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,シラボシリュウキュウガモ,
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,ハシグロリュウキュウガモ,
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,アカリュウキュウガモ,
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,カザリリュウキュウガモ,
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,オオリュウキュウガモ,
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,リュウキュウガモ,
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,コシジロガモ,
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,ズグロガモ,
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,メンカブリオタテガモ,
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,アカオタテガモ,
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,アンデスタテガモ,
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,コバシオタテガモ,
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,オーストラリアオタテガモ,
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,アフリカオタテガモ,
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,カオジロオタテガモ,
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,ニオイガモ,
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,サザナミオオハシガモ,
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,ゴマフガモ,
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,ロウバシガン,
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,カモハクチョウ,
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,クロエリハクチョウ,
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,コクチョウ,
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,コブハクチョウ,
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,ナキハクチョウ,
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,オオハクチョウ,
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,コハクチョウ,
C. c. bewickii,Bewick's Swan,,,FALSE,,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,,
Branta bernicla,Brent Goose,brant,65344051,TRUE,コクガン,
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,カオジロガン,
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,アオガン,
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,シジュウカラガン/カナダガン,
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,シジュウカラガン/カナダガン,
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,ハワイガン,
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,ミカドガン,
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,ハクガン,
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,ヒメハクガン,
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,インドガン,
Anser anser,Greylag Goose,gragoo,215162391,TRUE,ハイイロガン,
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,サカツラガン,
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,オオヒシクイ,
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,コザクラバシガン,
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,マガン,
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,マガン（flavirostris）,
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,カリガネ,
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,コオリガモ,
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,メガネケワタガモ,
Somateria spectabilis,King Eider,kineid,59448,TRUE,ケワタガモ,
Somateria mollissima,Common Eider,comeid,279182411,TRUE,ホンケワタガモ,
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,コケワタガモ,
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,アラナミキンクロ,
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,ヨーロッパビロードキンクロ／ビロードキンクロ／アメリカビロードキンクロ,
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,ビロードキンクロ,
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,ヨーロッパビロードキンクロ／ビロードキンクロ／アメリカビロードキンクロ,
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,ヨーロッパクロガモ/クロガモ,
Melanitta americana,American Scoter,blksco2,169277571,FALSE,クロガモ,
Bucephala albeola,Bufflehead,buffle,138213,FALSE,ヒメハジロ,
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,ホオジロガモ,
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,キタホオジロガモ,
Mergellus albellus,Smew,smew,,TRUE,ミコアイサ,
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,オウギアイサ,
Mergus merganser,Goosander,commer,208071711,TRUE,カワアイサ,
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,コウライアイサ,
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,ウミアイサ,
†Mergus australis,Auckland Merganser,,,FALSE,,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,クロアイサ,
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,シノリガモ,
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,オリノコガン,
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,アンデスガン,
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,マゼランガン,
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,シロコバシガン,
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,コバシガン,
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,チャガシラコバシガン,
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,シロガシラツクシガモ,
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,エジプトガン,
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,ツクシガモ,
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,アカツクシガモ,
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,ネズミガシラツクシガモ,
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,クビワアカツクシガモ,
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,クロアカツクシガモ,
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,カンムリツクシガモ,
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,ツメバガン,
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,ノバリケン,
Sarkidiornis sylvicola,American Comb Duck,comduc3,,FALSE,アメリカコブガモ,
Sarkidiornis melanotos,African Comb Duck,comduc2,377764471,FALSE,コブガモ,
Nettapus auritus,African Pygmy-goose,afrpyg1,21635741,FALSE,アフリカマメガン,
Nettapus coromandelianus,Cotton Pygmy-goose,copgoo1,231240521,FALSE,ナンキンオシ,
Nettapus pulchellus,Green Pygmy-goose,grnpyg1,614840111,TRUE,アオマメガン,
Callonetta leucophrys,Ringed Teal,rintea1,203986511,FALSE,クビワコガモ,
Aix sponsa,Wood Duck,wooduc,179353,TRUE,アメリカオシ,
Aix galericulata,Mandarin Duck,manduc,95630431,TRUE,オシドリ,
Chenonetta jubata,Maned Duck,manduc1,247785131,TRUE,タテガミガン,
†Chenonetta finschi,Finsch's Duck,finduc1,,FALSE,,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,203922021,TRUE,アオヤマガモ,
Merganetta armata,Torrent Duck,torduc1,620823428,FALSE,ヤマガモ,
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,632942906,FALSE,シラガガモ,
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,204011591,FALSE,アオバコバシガン,
Marmaronetta angustirostris,Marbled Duck,martea1,542976871,FALSE,ウスユキガモ,
Asacornis scutulata,White-winged Wood Duck,,,FALSE,ハジロモリガモ,
Netta rufina,Red-crested Pochard,recpoc,588459801,FALSE,アカハシハジロ,
Netta peposaca,Rosy-billed Pochard,robpoc1,203988301,FALSE,ベニバシガモ,
Netta erythrophthalma,Southern Pochard,soupoc1,608850905,FALSE,ネッタイハジロ,
Aythya ferina,Common Pochard,compoc,62513831,FALSE,ホシハジロ,
Aythya americana,Redhead,redhea,139672,FALSE,アメリカホシハジロ,
Aythya valisineria,Canvasback,canvas,618280036,TRUE,オオホシハジロ,
Aythya australis,Hardhead,wheduc1,283721771,FALSE,オーストラリアメジロガモ,
Aythya innotata,Madagascar Pochard,madpoc1,501097871,FALSE,マダガスカルメジロガモ,
Aythya baeri,Baer's Pochard,baepoc1,,FALSE,アカハジロ,
Aythya nyroca,Ferruginous Duck,ferduc,91252571,FALSE,メジロガモ,
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,3536,TRUE,ニュージーランドスズガモ,
Aythya collaris,Ring-necked Duck,rinduc,465097181,FALSE,クビワキンクロ,
Aythya fuligula,Tufted Duck,tufduc,59185381,FALSE,キンクロハジロ,
Aythya marila,Greater Scaup,gresca,137825,TRUE,スズガモ,
Aythya affinis,Lesser Scaup,lessca,634383986,FALSE,コスズガモ,
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,,FALSE,バライロガモ,
Salvadorina waigiuensis,Salvadori's Teal,saltea1,203917821,FALSE,サザナミガモ,
Tachyeres patachonicus,Flying Steamerduck,flystd1,22615781,FALSE,トビフナガモ,
Tachyeres leucocephalus,White-headed Steamerduck,whhstd1,203959981,FALSE,アルゼンチンフナガモ,
Tachyeres pteneres,Magellanic Steamerduck,flistd1,203963491,FALSE,オオフナガモ,
Tachyeres brachypterus,Falkland Steamerduck,falstd1,21809931,FALSE,フナガモ,
Lophonetta specularioides,Crested Duck,creduc1,203969711,FALSE,カンムリガモ,
Speculanas specularis,Spectacled Duck,speduc2,124451131,FALSE,ノドジロガモ,
Amazonetta brasiliensis,Brazilian Teal,bratea1,468674531,TRUE,アカアシコガモ,
Spatula querquedula,Garganey,gargan,617507448,FALSE,シマアジ,
Spatula hottentota,Hottentot Teal,hottea1,97425,FALSE,アフリカコガモ,
Spatula puna,Puna Teal,puntea1,613597026,FALSE,プナシマアジ,
Spatula versicolor,Silver Teal,siltea1,373643011,FALSE,ギンイロシマアジ,
Spatula platalea,Red Shoveler,redsho1,625193904,FALSE,アカハシビロガモ,
Spatula smithii,Cape Shoveler,capsho1,621707842,FALSE,ケープハシビロガモ,
Spatula rhynchotis,Australian Shoveler,aussho1,168131841,TRUE,ミカヅキハシビロガモ,
Spatula clypeata,Northern Shoveler,norsho,296948,TRUE,ハシビロガモ,
Spatula cyanoptera,Cinnamon Teal,cintea,329230571,FALSE,アカシマアジ,
Spatula discors,Blue-winged Teal,buwtea,159161811,TRUE,ミカヅキシマアジ,
Sibirionetta formosa,Baikal Teal,baitea,63596511,FALSE,トモエガモ,
Mareca falcata,Falcated Duck,falduc,601476851,FALSE,ヨシガモ,
Mareca strepera,Gadwall,gadwal,310887101,FALSE,オカヨシガモ,
Mareca penelope,Eurasian Wigeon,eurwig,416499351,TRUE,ヒドリガモ,
