Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sv
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,archerfrankolin
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,vitbrynad bambuhöna
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,kinesisk bambuhöna/taiwanbambuhöna
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,taiwansånghöna
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,röd djungelhöna
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,grå djungelhöna
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,ceylondjungelhöna
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,grön djungelhöna
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,brunstrupig kungshöna
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,gulstrupig kungshöna
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,himalayamonal
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,vitstjärtad monal
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,kinesisk monal
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,västlig tragopan
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,satyrtragopan
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,gråbukig tragopan
Tragopan temminckii,Crimson-Bellied Tragopan,temtra1,483733661,TRUE,Temmincks tragopan
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,cabottragopan
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,blodfasan
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,koklassfasan
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,elliotfasan
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,Humes fasan
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,mikadofasan
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,kopparfasan
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,kungsfasan
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,guldfasan
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,diamantfasan
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,fasan/grön fasan
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,grön fasan
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,tibetansk/vit öronfasan
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,tibetansk öronfasan
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,brun öronfasan
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,blå öronfasan
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,klippfasan
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,kalijfasan
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,silverfasan
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,edwardsfasan
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,swinhoefasan
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,salvadorifasan/acehfasan
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,svart eldrygg
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,grå eldrygg
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,rostbukig eldrygg
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,strimmig eldrygg
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,siamesisk eldrygg
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,bulwerfasan
Perdix perdix,Grey Partridge,grypar,304858,FALSE,rapphöna
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,stäpprapphöna
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,tibetansk rapphöna
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,kalkon
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,arguskalkon
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,kragjärpe
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,järpe
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,kinesisk järpe
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,dalripa
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,fjällripa
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,gråjärpe/sotjärpe
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,sotjärpe
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,amurjärpe
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,granjärpe
Falcipennis franklinii,Franklin's Grouse,,,FALSE,granjärpe (franklinii/isleibi)
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,tjäder
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,svartnäbbad tjäder
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,orre
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,kaukasisk orre
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,strålstjärtshöna/gunnisonhöna
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,gunnisonhöna
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,spetsstjärtad präriehöna
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,större präriehöna/mindre präriehöna
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,mindre präriehöna
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,hornvärnfågel
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,svarthalsad värnfågel
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,tofsvärnfågel
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,skatgås
ANATIDAE,Ducks Geese Swans,,,FALSE,Anatinae sp.
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,vithuvad visseland
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,svartbukig visseland
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,fläckig visseland
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,karibvisseland
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,brun visseland
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,plymvisseland
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,vandringsvisseland
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,orientvisseland
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,vitryggig and
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,svarthuvad and
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,svartmaskad kopparand
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,Amerikansk kopparand
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,andinsk kopparand
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,argentinsk kopparand
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,australisk kopparand
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,afrikansk kopparand
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,kopparand
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,bisamand
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,zebraand
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,vattrad and
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,hönsgås
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,coscorobasvan
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,svarthalsad svan
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,svart svan
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,knölsvan
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,trumpetarsvan
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,sångsvan
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,mindre sångsvan
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brant,brant,65344051,TRUE,prutgås
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,vitkindad gås
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,rödhalsad gås
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,dvärgkanadagås/kanadagås
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,dvärgkanadagås/kanadagås
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,hawaiigås
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,kejsargås
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,snögås
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,dvärgsnögås
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,stripgås
Anser anser,Greylag Goose,gragoo,215162391,TRUE,grågås
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,svangås
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,skogsgås
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,spetsbergsgås
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,bläsgås
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,bläsgås (flavirostris)
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,fjällgås
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,alfågel
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,glasögonejder
Somateria spectabilis,King Eider,kineid,59448,TRUE,praktejder
Somateria mollissima,Common Eider,comeid,279182411,TRUE,ejder
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,alförrädare
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,vitnackad svärta
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,svärta/amerikansk/sibirisk knölsvärta
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,sibirisk knölsvärta
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,svärta/amerikansk/sibirisk knölsvärta
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,sjöorre/amerikansk sjöorre
Melanitta americana,American Scoter,blksco2,169277571,FALSE,amerikansk sjöorre
Bucephala albeola,Bufflehead,buffle,138213,FALSE,buffelhuvud
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,knipa
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,islandsknipa
Mergellus albellus,Smew,smew,,TRUE,salskrake
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,kamskrake
Mergus merganser,Common Merganser,commer,208071711,TRUE,storskrake
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,amurskrake
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,småskrake
†Mergus australis,Auckland Merganser,,,FALSE,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,cerradoskrake
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,strömand
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,orinocogås
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,andinsk gås
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,magellangås
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,kelpgås
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,gråhuvad gås
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,rosthuvad gås
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,vithuvad gravand
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,nilgås
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,gravand
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,rostand
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,gråhuvad rostand
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,australisk gravand
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,paradisgravand
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,tofsgravand
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,sporrgås
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,myskand
Sarkidiornis sylvicola,American Comb Duck,comduc3,,FALSE,kamand
Sarkidiornis melanotos,African Comb Duck,comduc2,377764471,FALSE,knöland
Nettapus auritus,African Pygmy-goose,afrpyg1,21635741,FALSE,afrikansk dvärgand
Nettapus coromandelianus,Cotton Pygmy-goose,copgoo1,231240521,FALSE,bomullsdvärgand
Nettapus pulchellus,Green Pygmy-goose,grnpyg1,614840111,TRUE,grön dvärgand
Callonetta leucophrys,Ringed Teal,rintea1,203986511,FALSE,beigekindad and
Aix sponsa,Wood Duck,wooduc,179353,TRUE,brudand
Aix galericulata,Mandarin Duck,manduc,95630431,TRUE,mandarinand
Chenonetta jubata,Maned Duck,manduc1,247785131,TRUE,manand
†Chenonetta finschi,Finsch's Duck,finduc1,,FALSE,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,203922021,TRUE,blåand
Merganetta armata,Torrent Duck,torduc1,620823428,FALSE,forsand
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,632942906,FALSE,skogsand
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,204011591,FALSE,blåvingad gås
Marmaronetta angustirostris,Marbled Duck,martea1,542976871,FALSE,marmorand
Asacornis scutulata,White-winged Wood Duck,,,FALSE,vitvingad and
Netta rufina,Red-crested Pochard,recpoc,588459801,FALSE,rödhuvad dykand
Netta peposaca,Rosy-billed Pochard,robpoc1,203988301,FALSE,pampasand
Netta erythrophthalma,Southern Pochard,soupoc1,608850905,FALSE,sydlig brunand
Aythya ferina,Common Pochard,compoc,62513831,FALSE,brunand
Aythya americana,Redhead,redhea,139672,FALSE,amerikansk brunand
Aythya valisineria,Canvasback,canvas,618280036,TRUE,svartnäbbad brunand
Aythya australis,Hardhead,wheduc1,283721771,FALSE,australisk dykand
Aythya innotata,Madagascar Pochard,madpoc1,501097871,FALSE,madagaskarbrunand
Aythya baeri,Baer's Pochard,baepoc1,,FALSE,amurdykand
Aythya nyroca,Ferruginous Duck,ferduc,91252571,FALSE,vitögd dykand
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,3536,TRUE,nyazeelanddykand
Aythya collaris,Ring-necked Duck,rinduc,465097181,FALSE,ringand
Aythya fuligula,Tufted Duck,tufduc,59185381,FALSE,vigg
Aythya marila,Greater Scaup,gresca,137825,TRUE,bergand
Aythya affinis,Lesser Scaup,lessca,634383986,FALSE,mindre bergand
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,,FALSE,rosenand
Salvadorina waigiuensis,Salvadori's Teal,saltea1,203917821,FALSE,salvadoriand
Tachyeres patachonicus,Flying Steamerduck,flystd1,22615781,FALSE,långvingad ångbåtsand
Tachyeres leucocephalus,White-headed Steamerduck,whhstd1,203959981,FALSE,vithuvad ångbåtsand
Tachyeres pteneres,Magellanic Steamerduck,flistd1,203963491,FALSE,magellanångbåtsand
Tachyeres brachypterus,Falkland Steamerduck,falstd1,21809931,FALSE,falklandsångbåtsand
Lophonetta specularioides,Crested Duck,creduc1,203969711,FALSE,tofsand
Speculanas specularis,Spectacled Duck,speduc2,124451131,FALSE,bronsvingad and
Amazonetta brasiliensis,Brazilian Teal,bratea1,468674531,TRUE,brasiliansk and
Spatula querquedula,Garganey,gargan,617507448,FALSE,årta
Spatula hottentota,Hottentot Teal,hottea1,97425,FALSE,sumpand
Spatula puna,Puna Teal,puntea1,613597026,FALSE,punaand
Spatula versicolor,Silver Teal,siltea1,373643011,FALSE,silverand
Spatula platalea,Red Shoveler,redsho1,625193904,FALSE,sydamerikansk skedand
Spatula smithii,Cape Shoveler,capsho1,621707842,FALSE,kapskedand
Spatula rhynchotis,Australian Shoveler,aussho1,168131841,TRUE,australisk skedand
Spatula clypeata,Northern Shoveler,norsho,296948,TRUE,skedand
Spatula cyanoptera,Cinnamon Teal,cintea,329230571,FALSE,kanelårta
Spatula discors,Blue-winged Teal,buwtea,159161811,TRUE,blåvingad årta
Sibirionetta formosa,Baikal Teal,baitea,63596511,FALSE,gulkindad kricka
Mareca falcata,Falcated Duck,falduc,601476851,FALSE,praktand
Mareca strepera,Gadwall,gadwal,310887101,FALSE,snatterand
Mareca penelope,Eurasian Wigeon,eurwig,416499351,TRUE,bläsand
Mareca americana,American Wigeon,amewig,147386421,TRUE,amerikansk bläsand
Mareca sibilatrix,Chiloe Wigeon,chiwig1,124452051,TRUE,chilensk bläsand
Anas sparsa,African Black Duck,afbduc1,203938571,FALSE,afrikansk svartand
Anas undulata,Yellow-billed Duck,yebduc1,621707832,FALSE,gulnäbbad and
Anas melleri,Meller's Duck,melduc1,501097451,FALSE,Mellers and
Anas superciliosa,Pacific Black Duck,pabduc1,239219561,TRUE,stillahavssvartand
Anas luzonica,Philippine Duck,phiduc1,214319841,FALSE,filippinand
Anas zonorhyncha,Chinese Spot-billed Duck,spbduc,346897381,FALSE,östlig fläcknäbband
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,204024871,FALSE,fläcknäbbad and
Anas laysanensis,Laysan Duck,layduc,486345111,FALSE,laysanand
Anas platyrhynchos,Mallard,mallar3,304089,TRUE,gräsand
Anas rubripes,American Black Duck,ambduc,252598451,FALSE,svartand
Anas fulvigula,Mottled Duck,motduc,639039836,FALSE,fläckand
Anas wyviliana,Hawaiian Duck,hawduc,473452801,FALSE,
†Anas theodori,Mauritius Duck,mauduc1,,FALSE,
Anas albogularis,Andaman Teal,andtea1,635416168,FALSE,sundakricka
Anas gibberifrons,Sunda Teal,suntea1,554533351,FALSE,sundakricka
Anas gracilis,Grey Teal,gretea1,101312381,TRUE,gråkricka
Anas castanea,Chestnut Teal,chetea1,204020781,FALSE,kastanjekricka
Anas chlorotis,Brown Teal,brotea1,203926471,FALSE,brun kricka
Anas aucklandica,Brown Teal,auitea1,631228261,FALSE,brun kricka
Anas nesiotis,Campbell Teal,caitea1,191470871,FALSE,campbellkricka
Anas bernieri,Madagascar Teal,bertea1,502014051,FALSE,madagaskarkricka
Anas capensis,Cape Teal,captea1,609054550,FALSE,kapand
Anas bahamensis,White-cheeked Pintail,whcpin,89697731,FALSE,bahamaand
Anas erythrorhyncha,Red-billed Teal,rebduc1,502035921,FALSE,rödnäbbad and
Anas acuta,Northern Pintail,norpin,386237831,TRUE,stjärtand
Anas eatoni,Southern Pintail,eatpin1,,FALSE,kerguelenand
†Anas marecula,Amsterdam Duck,amsduc1,,FALSE,
Anas georgica,Yellow-billed Pintail,yebpin1,475879051,FALSE,gulnäbbad stjärtand
Anas crecca,Common Teal,gnwtea,397241321,TRUE,kricka/amerikansk kricka
A. c. carolinensis,Green-winged Teal,gnwtea,397241321,FALSE,amerikansk kricka
Anas andium,Andean Teal,spetea3,58953,FALSE,andinsk kricka
Anas flavirostris,Speckled Teal,yebtea1,463864771,FALSE,andinsk kricka/gulnäbbad kricka
PODICIPEDIFORMES,,,,FALSE,
PODICIPEDIDAE,Grebes,,,FALSE,
Tachybaptus ruficollis,Little Grebe,litgre1,109605121,TRUE,smådopping
†Tachybaptus rufolavatus,Alaotra Grebe,alagre1,,FALSE,
Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,611422409,FALSE,australisk smådopping
Tachybaptus pelzelni,Madagascar Grebe,madgre1,93697,FALSE,madagaskarsmådopping
Tachybaptus dominicus,Least Grebe,leagre,575610581,FALSE,dvärgdopping
Podilymbus podiceps,Pied-billed Grebe,pibgre,131025131,TRUE,tjocknäbbad dopping
†Podilymbus gigas,Atitlan Grebe,atigre1,943,FALSE,
Rollandia rolland,White-tufted Grebe,whtgre3,477283851,FALSE,vittofsad dopping
Rollandia microptera,Titicaca Grebe,titgre1,647134154,TRUE,titicacadopping
Poliocephalus poliocephalus,Hoary-headed Grebe,hohgre1,99561861,FALSE,gråhuvad dopping
Poliocephalus rufopectus,New Zealand Dabchick,nezgre1,286680201,TRUE,maoridopping
Podiceps major,Great Grebe,gregre1,440914901,FALSE,stordopping
Podiceps grisegena,Red-necked Grebe,rengre,345214271,FALSE,gråhakedopping
Podiceps cristatus,Great Crested Grebe,grcgre1,304794,TRUE,skäggdopping
Podiceps auritus,Horned Grebe,horgre,138207,FALSE,svarthakedopping
Podiceps nigricollis,Black-necked Grebe,eargre,353764321,TRUE,svarthalsad dopping
†Podiceps andinus,Colombian Grebe,colgre1,,FALSE,
Podiceps juninensis,Northern Silvery Grebe,,,FALSE,silverdopping (juninensis)
Podiceps occipitalis,Southern Silvery Grebe,silgre1,513976181,FALSE,silverdopping
Podiceps taczanowskii,Junin Grebe,jungre1,31433401,FALSE,juníndopping
Podiceps gallardoi,Hooded Grebe,hoogre1,204017041,FALSE,kamdopping
Aechmophorus occidentalis,Western Grebe,wesgre,70246371,FALSE,mörk svandopping/ljus svandopping
Aechmophorus clarkii,Clark's Grebe,clagre,254971331,TRUE,ljus svandopping
Columba thomensis,Sao Tome Olive-pigeon,marpig1,640382332,FALSE,sãotoméduva
Columba pollenii,Comoro Olive-pigeon,compig1,,FALSE,komorskogsduva
Columba hodgsonii,Speckled Woodpigeon,spwpig1,621597572,FALSE,bergskogsduva
Columba albinucha,White-naped Pigeon,whnpig1,652023359,FALSE,vitnackad duva
Columba pulchricollis,Ashy Woodpigeon,aswpig1,154904331,FALSE,sjalduva
Columba elphinstonii,Nilgiri Woodpigeon,niwpig1,413792741,FALSE,nilgiriduva
Columba torringtoni,Sri Lanka Woodpigeon,,,FALSE,ceylonduva
Columba punicea,Pale-capped Pigeon,pacpig1,593065051,FALSE,purpurduva
Columba argentina,Silvery Pigeon,siwpig1,,FALSE,silverduva
Columba palumboides,Andaman Woodpigeon,anwpig1,283567,FALSE,andamanduva
Columba janthina,Japanese Woodpigeon,jawpig1,281496,FALSE,svartduva
