Latin,English,Croatian
Neochen jubata,Orinoco Goose,kudrava guska
Chloephaga melanoptera,Andean Goose,andska guska
Chloephaga picta,Upland Goose,prugasta guska
Chloephaga hybrida,Kelp Goose,obalna guska
Chloephaga poliocephala,Ashy-headed Goose,sivoglava guska
Chloephaga rubidiceps,Ruddy-headed Goose,riđoglava guska
Radjah radjah,Radjah Shelduck,bjeloglava utva
Alopochen aegyptiaca,Egyptian Goose,egipatska guska
†Alopochen mauritiana,Mauritius Shelduck,mauricijska utva
†Alopochen kervazoi,Reunion Shelduck,reunionska utva
Tadorna tadorna,Common Shelduck,utva
Tadorna ferruginea,Ruddy Shelduck,zlatnokrila utva
Tadorna cana,South African Shelduck,južnoafrička utva
Tadorna tadornoides,Australian Shelduck,riđoprsa utva
Tadorna variegata,Paradise Shelduck,novozelandska utva
Tadorna cristata,Crested Shelduck,istočnoazijska utva
Plectropterus gambensis,Spur-winged Goose,ostrugasta guska
Cairina moschata,Muscovy Duck,mošusna patka
Sarkidiornis sylvicola,American Comb Duck,crnoboka patka
Sarkidiornis melanotos,African Comb Duck,crnoleđa patka
Nettapus auritus,African Pygmy-goose,bjelolica patka
Nettapus coromandelianus,Cotton Pygmy-goose,crnokapa patka
Nettapus pulchellus,Green Pygmy-goose,zelenoleđa patka
Callonetta leucophrys,Ringed Teal,pjegavoprsa patka
Aix sponsa,Wood Duck,američka mandarinka
Aix galericulata,Mandarin Duck,mandarinka
Chenonetta jubata,Maned Duck,smeđoglava patka
†Chenonetta finschi,Finsch's Duck,kratkokrila patka
Hymenolaimus malacorhynchos,Blue Duck,sinja patka
Merganetta armata,Torrent Duck,patka potočarka
Pteronetta hartlaubii,Hartlaub's Duck,crnoglava patka
Cyanochen cyanoptera,Blue-winged Goose,plavokrila guska
Marmaronetta angustirostris,Marbled Duck,pjegava patka
Asacornis scutulata,White-winged Wood Duck,pjegavoglava patka
Netta rufina,Red-crested Pochard,patka gogoljica
Netta peposaca,Rosy-billed Pochard,rumenokljuna patka
Netta erythrophthalma,Southern Pochard,crvenooka patka
Aythya ferina,Common Pochard,glavata patka
Aythya americana,Redhead,crvenoglava patka
Aythya valisineria,Canvasback,riđoglava patka
Aythya australis,Hardhead,australska patka
Aythya innotata,Madagascar Pochard,madagaskarska patka njorka
Aythya baeri,Baer's Pochard,smeđoprsa patka
Aythya nyroca,Ferruginous Duck,patka njorka
Aythya novaeseelandiae,New Zealand Scaup,novozelandska patka
Aythya collaris,Ring-necked Duck,prstenokljuna patka
Aythya fuligula,Tufted Duck,krunata patka
Aythya marila,Greater Scaup,patka crninka
Aythya affinis,Lesser Scaup,sivoleđa patka
Rhodonessa caryophyllacea,Pink-headed Duck,ružičastoglava patka
Salvadorina waigiuensis,Salvadori's Teal,papuanska patka
Tachyeres patachonicus,Flying Steamerduck,patagonska parobrotka
Tachyeres leucocephalus,White-headed Steamerduck,bjeloglava parobrotka
Tachyeres pteneres,Magellanic Steamerduck,mageljanska parobrotka
Tachyeres brachypterus,Falkland Steamerduck,falklandska parobrotka
Lophonetta specularioides,Crested Duck,kukmasta patka
Speculanas specularis,Spectacled Duck,bjelogrla patka
Amazonetta brasiliensis,Brazilian Teal,brazilska patka
Spatula querquedula,Garganey,patka pupčanica
Spatula hottentota,Hottentot Teal,hotentotska patka
Spatula puna,Puna Teal,punska patka
Spatula versicolor,Silver Teal,modrokljuna patka
Spatula platalea,Red Shoveler,pjegavotrba patka
Spatula smithii,Cape Shoveler,kapska patka
Spatula rhynchotis,Australian Shoveler,pjegavoboka patka
Spatula clypeata,Northern Shoveler,patka žličarka
Spatula cyanoptera,Cinnamon Teal,cimetasta patka
Spatula discors,Blue-winged Teal,modrokrila patka
Sibirionetta formosa,Baikal Teal,šarenoglava patka
Mareca falcata,Falcated Duck,srpastopera patka
Mareca strepera,Gadwall,patka kreketaljka
Mareca penelope,Eurasian Wigeon,zviždara
Mareca americana,American Wigeon,američka zviždara
Mareca sibilatrix,Chiloe Wigeon,čilska zviždara
Anas sparsa,African Black Duck,afrička patka
Anas undulata,Yellow-billed Duck,zlatnokljuna patka
Anas melleri,Meller's Duck,madagaskarska patka
Anas superciliosa,Pacific Black Duck,prugastolica patka
Anas luzonica,Philippine Duck,filipinska patka
Anas zonorhyncha,Chinese Spot-billed Duck,kineska patka
Anas poecilorhyncha,Indian Spot-billed Duck,šarenokljuna patka
Anas laysanensis,Laysan Duck,lajsanska patka
Anas platyrhynchos,Mallard,divlja patka
Anas rubripes,American Black Duck,mrka patka
Anas fulvigula,Mottled Duck,smeđa patka
Anas wyviliana,Hawaiian Duck,havajska patka
†Anas theodori,Mauritius Duck,mauricijska kržulja
Anas albogularis,Andaman Teal,andamanska kržulja
Anas gibberifrons,Sunda Teal,sundska kržulja
Anas gracilis,Grey Teal,australska kržulja
Anas castanea,Chestnut Teal,riđoprsa kržulja
Anas chlorotis,Brown Teal,maorska kržulja
Anas aucklandica,Brown Teal,novozelandska kržulja
Anas nesiotis,Campbell Teal,kambelska kržulja
Anas bernieri,Madagascar Teal,madagaskarska kržulja
Anas capensis,Cape Teal,kapska kržulja
Anas bahamensis,White-cheeked Pintail,smeđokapa patka
Anas erythrorhyncha,Red-billed Teal,crvenokljuna patka
Anas acuta,Northern Pintail,patka lastarka
Anas eatoni,Southern Pintail,kerguelenska patka
†Anas marecula,Amsterdam Duck,kratkokrila kržulja
Anas georgica,Yellow-billed Pintail,žutokljuna patka
Anas crecca,Common Teal,kržulja
A. c. carolinensis,Green-winged Teal,zelenokrila kržulja
Anas andium,Andean Teal,andska kržulja
Anas flavirostris,Speckled Teal,pjegavoprsa kržulja
PODICIPEDIFORMES,,gnjurašice
PODICIPEDIDAE,Grebes,gnjurci
Tachybaptus ruficollis,Little Grebe,mali gnjurac
†Tachybaptus rufolavatus,Alaotra Grebe,alaotranski gnjurac
Tachybaptus novaehollandiae,Australasian Grebe,australski gnjurac
Tachybaptus pelzelni,Madagascar Grebe,madagaskarski gnjurac
Tachybaptus dominicus,Least Grebe,sivi gnjurac
Podilymbus podiceps,Pied-billed Grebe,šarenokljuni gnjurac
†Podilymbus gigas,Atitlan Grebe,atitlanski gnjurac
Rollandia rolland,White-tufted Grebe,rollandov gnjurac
Rollandia microptera,Titicaca Grebe,kratkokrili gnjurac
Poliocephalus poliocephalus,Hoary-headed Grebe,prugastoglavi gnjurac
Poliocephalus rufopectus,New Zealand Grebe,novozelandski gnjurac
Podiceps major,Great Grebe,veliki gnjurac
Podiceps grisegena,Red-necked Grebe,riđogrli gnjurac
Podiceps cristatus,Great Crested Grebe,ćubasti gnjurac
Podiceps auritus,Horned Grebe,ušati gnjurac
Podiceps nigricollis,Black-necked Grebe,crnogrli gnjurac
†Podiceps andinus,Colombian Grebe,kolumbijski gnjurac
Podiceps juninensis,Northern Silvery Grebe,srebrnasti gnjurac
Podiceps occipitalis,Southern Silvery Grebe,sivoglavi gnjurac
Podiceps taczanowskii,Junin Grebe,huninski gnjurac
Podiceps gallardoi,Hooded Grebe,patagonski gnjurac
Aechmophorus occidentalis,Western Grebe,dugovrati gnjurac
Aechmophorus clarkii,Clark's Grebe,žutokljuni gnjurac
Columba thomensis,Sao Tome Olive-pigeon,biserasti golub
Columba pollenii,Comoro Olive-pigeon,komorski golub
Columba hodgsonii,Speckled Woodpigeon,himalajski golub
Columba albinucha,White-naped Pigeon,smeđočeli golub
Columba pulchricollis,Ashy Woodpigeon,pepeljasti golub
Columba elphinstonii,Nilgiri Woodpigeon,sivoprsi golub
Columba torringtoni,Sri Lanka Woodpigeon,cejlonski golub
Columba punicea,Pale-capped Pigeon,svjetlokapi golub
Columba argentina,Silvery Pigeon,srebrnasti golub
Columba palumboides,Andaman Woodpigeon,andamanski golub
Columba janthina,Japanese Woodpigeon,japanski golub
†Columba versicolor,Bonin Woodpigeon,boninski golub
†Columba jouyi,Ryukyu Woodpigeon,riukiuški golub
Columba vitiensis,Metallic Pigeon,blistavi golub
Columba leucomela,White-headed Pigeon,bjeloprsi golub
Columba pallidiceps,Yellow-legged Pigeon,žutonogi golub
Columba delegorguei,Eastern Bronze-naped Pigeon,tamnoleđi golub
Columba iriditorques,Western Bronze-naped Pigeon,srednjoafrički golub
Columba malherbii,Sao Tome Bronze-naped Pigeon,saotomski golub
Aplopelia larvata,Lemon-dove,bjeločeli golub
Aplopelia larvata simplex,Sao Tome Lemon-dove,blistavoleđi golub
Streptopelia turtur,European Turtle-dove,grlica
Streptopelia lugens,Dusky Turtle-dove,siva grlica
Streptopelia hypopyrrha,Adamawa Turtle-dove,mrka grlica
Streptopelia orientalis,Oriental Turtle-dove,azijska grlica
Streptopelia dusumieri,Philippine Collared-dove,sivokapa gugutka
Streptopelia bitorquata,Sunda Collared-dove,sundska gugutka
Streptopelia decaocto,Eurasian Collared-dove,gugutka
Streptopelia xanthocycla,Burmese Collared-dove,burmanska gugutka
Streptopelia roseogrisea,African Collared-dove,sahelska gugutka
Streptopelia roseogrisea f. risoria,Barbary Dove,siva gugutka
Streptopelia reichenowi,White-winged Collared-dove,etiopska gugutka
Streptopelia decipiens,Mourning Collared-dove,sivoglava gugutka
Streptopelia semitorquata,Red-eyed Dove,crvenooka gugutka
Streptopelia capicola,Ring-necked Dove,sivokrila gugutka
Streptopelia vinacea,Vinaceous Dove,vinasta gugutka
Streptopelia tranquebarica,Red Turtle-dove,riđa gugutka
Spilopelia chinensis,Eastern Spotted Dove,pjegava grlica
Spilopelia suratensis,Western Spotted Dove,indijska grlica
Spilopelia senegalensis,Laughing Dove,plavokrila grlica
Nesoenas picturatus,Madagascar Turtle-dove,madagaskarska gugutka
Nesoenas mayeri,Pink Pigeon,mauricijski golub
†Nesoenas duboisi,Reunion Pigeon,reunionski golub
†Nesoenas cicur,Mauritius Turtle-dove,mauricijska grlica
†Nesoenas rodericanus,Rodrigues Turtle-dove,maskarenska grlica
Macropygia unchall,Barred Cuckoo-dove,prugasta grlica
Macropygia rufipennis,Andaman Cuckoo-dove,andamanska grlica
Macropygia emiliana,Ruddy Cuckoo-dove,riđa grlica
Macropygia tenuirostris,Philippine Cuckoo-dove,filipinska grlica
Macropygia magna,Dusky Cuckoo-dove,malosundska grlica
Macropygia amboinensis,Slender-billed Cuckoo-dove,tankokljuna grlica
Macropygia phasianella,Brown Cuckoo-dove,smeđa grlica
Macropygia ruficeps,Little Cuckoo-dove,riđoglava grlica
Macropygia nigrirostris,Black-billed Cuckoo-dove,novogvinejska grlica
Macropygia mackinlayi,Mackinlay's Cuckoo-dove,melanezijska grlica
Turacoena manadensis,White-faced Cuckoo-dove,bjeloglava grlica
Turacoena modesta,Black Cuckoo-dove,timorska grlica
Reinwardtoena reinwardtii,Great Cuckoo-dove,velika grlica
Reinwardtoena browni,Pied Cuckoo-dove,crno-bijela grlica
Reinwardtoena crassirostris,Crested Cuckoo-dove,kudrava grlica
†Ectopistes migratorius,Passenger Pigeon,golub selac
Patagioenas leucocephala,White-crowned Pigeon,bjelokapi golub
Patagioenas squamosa,Scaly-naped Pigeon,antilski golub
Patagioenas speciosa,Scaled Pigeon,smeđokapi golub
Patagioenas corensis,Bare-eyed Pigeon,venezuelski golub
Patagioenas picazuro,Picazuro Pigeon,ljuskastoleđi golub
Patagioenas maculosa,Spot-winged Pigeon,pjegavokrili golub
Patagioenas albipennis,White-winged Pigeon,bjelokrili golub
Patagioenas fasciata,Northern Band-tailed Pigeon,prugorepi golub
Patagioenas albilinea,Southern Band-tailed Pigeon,zelenovrati golub
Patagioenas araucana,Chilean Pigeon,čilski golub
Patagioenas caribaea,Ring-tailed Pigeon,jamajčki golub
Patagioenas cayennensis,Pale-vented Pigeon,sivotrbi golub
Patagioenas flavirostris,Red-billed Pigeon,pepeljastoleđi golub
Patagioenas oenops,Peruvian Pigeon,peruanski golub
Patagioenas inornata,Plain Pigeon,velikoantilski golub
PHOENICOPTERIFORMES,,plamenci
PHOENICOPTERIDAE,Flamingos,plamenci
Phoenicopterus roseus,Greater Flamingo,plamenac
Phoenicopterus ruber,American Flamingo,karipski plamenac
Phoenicopterus chilensis,Chilean Flamingo,čilski plamenac
Phoeniconaias minor,Lesser Flamingo,mali plamenac
Phoenicoparrus andinus,Andean Flamingo,andski plamenac
Phoenicoparrus jamesi,Puna Flamingo,punski plamenac
PHAETHONTIFORMES,,fetoni
PHAETHONTIDAE,Tropicbirds,fetoni
Phaethon aethereus,Red-billed Tropicbird,crvenokljuni feton
Phaethon rubricauda,Red-tailed Tropicbird,crvenorepi feton
Phaethon lepturus,White-tailed Tropicbird,žutokljuni feton
EURYPYGIFORMES,,kagu i sunčanica
RHYNOCHETIDAE,Kagu,kagui
Rhynochetos jubatus,Kagu,kagu
EURYPYGIDAE,Sunbittern,sunčanica
Eurypyga helias,Sunbittern,sunčanica
MESITORNITHIFORMES,,drozdovci
MESITORNITHIDAE,Mesites,drozdovci
Mesitornis variegatus,White-breasted Mesite,bjeloprsi drozdovac
Mesitornis unicolor,Brown Mesite,smeđi drozdovac
Monias benschi,Subdesert Mesite,dugokljuni drozdovac
COLUMBIFORMES,,golubovke
COLUMBIDAE,"Doves, Pigeons","golubovi, grlice"
Columba livia,Rock Dove,divlji golub
Columba livia f. domestica,Feral Dove,gradski golub
Columba rupestris,Hill Pigeon,azijski golub
Columba leuconota,Snow Pigeon,crnoglavi golub
Columba guinea,Speckled Pigeon,crvenolici golub
Columba albitorques,White-colared Pigeon,etiopski golub
Columba oenas,Stock Dove,golub dupljaš
Columba eversmanni,Yellow-eyed Pigeon,svjetloleđi golub
Columba oliviae,Somali Pigeon,somalijski golub
Columba palumbus,Common Woodpigeon,golub grivnjaš
Columba trocaz,Madeira Laurel-pigeon,madeirski golub
Columba bollii,Dark-tailed Laurel-pigeon,kanarski golub
Columba junoniae,White-tailed Laurel-pigeon,lovorov golub
Columba unicincta,Afep Pigeon,sivoglavi golub
Columba arquatrix,African Olive-pigeon,golub maslinar
Columba sjostedti,Cameroon Olive-pigeon,kamerunski golub
Patagioenas plumbea,Plumbeous Pigeon,olovasti golub
Patagioenas subvinacea,Ruddy Pigeon,smeđorepi golub
Patagioenas nigrirostris,Short-billed Pigeon,kratkokljuni golub
Patagioenas goodsoni,Dusky Pigeon,kolumbijski golub
Starnoenas cyanocephala,Blue-headed Quail-dove,modroglavi golub
Geotrygon purpurata,Purple Quail-dove,purpurni golub
Geotrygon saphirina,Sapphire Quail-dove,safirni golub
Geotrygon versicolor,Crested Quail-dove,tamnokapi golub
Geotrygon caniceps,Grey-headed Quail-dove,olovastoprsi golub
Geotrygon leucometopia,White-fronted Quail-dove,dominikanski golub
Geotrygon montana,Ruddy Quail-dove,riđi golub
Geotrygon violacea,Violaceous Quail-dove,ljubičasti golub
Geotrygon chrysia,Key West Quail-dove,brkati golub
Geotrygon mystacea,Bridled Quail-dove,maloantilski golub
Leptotrygon veraguensis,Olive-backed Quail-dove,prugastolici golub
Leptotila verreauxi,White-tipped Dove,bjelotrbi golub
Leptotila jamaicensis,Caribbean Dove,karipski golub
Leptotila cassini,Grey-chested Dove,maslinastoleđi golub
Leptotila conoveri,Tolima Dove,tolimski golub
Leptotila ochraceiventris,Ochre-bellied Dove,gvajakvilski golub
Leptotila plumbeiceps,Grey-headed Dove,olovastoglavi golub
Leptotila battyi,Brown-backed Dove,panamski golub
Leptotila rufaxilla,Grey-fronted Dove,sivokapi golub
Leptotila wellsi,Grenada Dove,grenadski golub
Leptotila pallida,Pallid Dove,žutooki golub
Leptotila megalura,Yungas Dove,bolivijski golub
Zentrygon carrikeri,Tuxtla Quail-dove,verakruski golub
Zentrygon costaricensis,Buff-fronted Quail-dove,kostarički golub
Zentrygon lawrencii,Purplish-backed Quail-dove,ljubičastoleđi golub
Zentrygon albifacies,White-faced Quail-dove,kestenjastokrili golub
Zentrygon frenata,White-throated Quail-dove,planinski golub
Zentrygon linearis,Lined Quail-dove,riđoleđi golub
Zentrygon chiriquensis,Chiriqui Quail-dove,riđoprsi golub
Zentrygon goldmani,Russet-crowned Quail-dove,riđoglavi golub
Zenaida asiatica,White-winged Dove,bjelokrila gugutka
Zenaida meloda,West Peruvian Dove,peruanska gugutka
Zenaida aurita,Zenaida Dove,antilska gugutka
Zenaida galapagoensis,Galapagos Dove,galapagoska gugutka
Zenaida auriculata,Eared Dove,južnoamerička gugutka
Zenaida macroura,Mourning Dove,dugorepa gugutka
Zenaida graysoni,Socorro Dove,sokorska gugutka
Columbina inca,Inca Dove,meksički golub
Columbina squammata,Scaled Dove,ljuskasti golub
Columbina passerina,Common Ground-dove,pjegavi golub
Columbina minuta,Plain-breasted Ground-dove,mali golub
Columbina buckleyi,Ecuadorian Ground-dove,ekvadorski golub
Columbina talpacoti,Ruddy Ground-dove,kestenjasti golub
Columbina picui,Picui Dove,pampaski golub
Columbina cruziana,Croaking Ground-dove,žutokljuni golub
Columbina cyanopis,Blue-eyed Ground-dove,plavooki golub
Claravis pretiosa,Blue Ground-dove,sinji golub
Claravis mondetoura,Maroon-chested Ground-dove,golub bambusar
Claravis geoffroyi,Purple-winged Ground-dove,ljubičastoprugasti golub
Metriopelia ceciliae,Bare-faced Ground-dove,zlatnolici golub
Metriopelia morenoi,Moreno's Ground-dove,narančastolici golub
Metriopelia melanoptera,Black-winged Ground-dove,andski golub
Metriopelia aymara,Golden-spotted Ground-dove,zlatnopjegavi golub
Uropelia campestris,Long-tailed Ground-dove,ljubičastopjegavi golub
Henicophaps albifrons,New Guinea Bronzewing,brončanokrili golub
Henicophaps foersteri,New Britain Bronzewing,novobritanski golub
Gallicolumba luzonica,Luzon Bleeding-heart,luzonski golub
Gallicolumba crinigera,Mindanao Bleeding-heart,crvenoprsi golub
Gallicolumba platenae,Mindoro Bleeding-heart,mindorski golub
Gallicolumba keayi,Negros Bleeding-heart,negroški golub
Gallicolumba menagei,Sulu Bleeding-heart,suluski golub
Gallicolumba tristigmata,Sulawesi Ground-dove,sulaveški golub
Gallicolumba rufigula,Cinnamon Ground-dove,žutoprsi golub
Alopecoenas hoedtii,Wetar Ground-dove,smeđotrbi golub
Alopecoenas jobiensis,White-breasted Ground-dove,novogvinejski golub
Alopecoenas kubaryi,Caroline Ground-dove,bjeloglavi golub
Alopecoenas xanthonurus,White-throated Ground-dove,marijanski golub
Alopecoenas erythropterus,Polynesian Ground-dove,tuamotski golub
Alopecoenas rubescens,Marquesas Ground-dove,markezaški golub
Alopecoenas beccarii,Western Bronze Ground-dove,brončani golub
Alopecoenas johannae,Eastern Bronze Ground-dove,srebrnastoprsi golub
Alopecoenas canifrons,Palau Ground-dove,palauski golub
Alopecoenas sanctaecrucis,Santa Cruz Ground-dove,santakruški golub
Alopecoenas stairi,Shy Ground-dove,cimetastoglavi golub
†Alopecoenas ferrugineus,Tanna Ground-dove,vanuatski golub
†Alopecoenas salamonis,Thick-billed Ground-dove,solomonski golub
Leucosarcia melanoleuca,Wonga Pigeon,sivoleđi golub
Petrophassa rufipennis,Chestnut-quilled Rock-pigeon,pjegavovrati golub
Petrophassa albipennis,White-quilled Rock-pigeon,smeđi golub
Geophaps plumifera,Spinifex Pigeon,golub prepeličar
Geophaps ferruginea,Rufous-bellied Spinifex Pigeon,riđotrbi golub
Geophaps scripta,Squatter Pigeon,bjelogrli golub
Geophaps smithii,Partridge Pigeon,šarenolici golub
Phaps chalcoptera,Common Bronzewing,australski golub
Phaps elegans,Brush Bronzewing,šarenokrili golub
Phaps histrionica,Flock Bronzewing,šarenoglavi golub
Ocyphaps lophotes,Crested Pigeon,kukmasti golub
Geopelia cuneata,Diamond Dove,dijamantni golubić
Geopelia striata,Zebra Dove,prugasti golubić
Geopelia placida,Peaceful Dove,prugastovrati golubić
Geopelia maugeus,Barred Dove,zebrasti golubić
Geopelia humeralis,Bar-shouldered Dove,prugastoleđi golubić
Trugon terestris,Thick-billed Ground-pigeon,pozemni golub
Otidiphaps aruensis,White-naped Pheasant-pigeon,širokorepi golub
Otidiphaps nobilis,Green-naped Pheasant-pigeon Pigeon,golub fazanaš
Otidiphaps cervicalis,Grey-naped Pheasant-pigeon Pigeon,sivovrati golub
Otidiphaps insularis,Black-naped Pheasant-pigeon Pigeon,zelenoleđi golub
†Microgoura meeki,Choiseul Pigeon,plavoglavi golub
Goura cristata,Western Crowned-pigeon,krunati golub
Goura sclaterii,Slater's Crowned-pigeon,kestenjastovrati golub
