Latin,English,Croatian
Loddigesia mirabilis,Marvellous Spatuletail,bumbar1412
Aglaeactis cupripennis,Shinning Sunbeam,bumbar1413
Aglaeactis castelnaudii,White-tufted Sunbeam,bumbar1414
Aglaeactis aliciae,Purple-backed Sunbeam,bumbar1415
Aglaeactis pamela,Black-hooded Sunbeam,bumbar1416
Coeligena coeligena,Bronzy Inca,bumbar1417
Coeligena prunellei,Black Inca,bumbar1418
Coeligena wilsoni,Brown Inca,bumbar1419
Coeligena conradii,Green Inca,bumbar1420
Coeligena torquata,Collared Inca,bumbar1421
Coeligena eisenmanni,Vilcabamba Inca,bumbar1422
Coeligena inca,Gould's Inca,bumbar1423
Coeligena dichroura,Huanuco Starfrontlet,bumbar1424
Coeligena albicaudata,Apurimac Starfrontlet,bumbar1425
Coeligena osculans,Cuzco Starfrontlet,bumbar1426
Coeligena violifer,Bolivian Starfrontlet,bumbar1427
Coeligena iris,Rainbow Starfrontlet,bumbar1428
Coeligena phalerata,White-tailed Starfrontlet,bumbar1429
Coeligena orina,Glittering Starfrontlet,bumbar1430
Coeligena lutetiae,Buff-winged Starfrontlet,bumbar1431
Coeligena consita,Perija Starfrontlet,bumbar1432
Coeligena bonapartei,Golden-bellied Starfrontlet,bumbar1433
Coeligena eos,Golden Starfrontlet,bumbar1434
Coeligena helianthea,Blue-throated Starfrontlet,bumbar1435
Lafresnaya lafresnayi,Mountain Velvetbreast,bumbar1436
Ensifera ensifera,Sword-billed Hummingbird,bumbar1437
Pterophanes cyanopterus,Great Sapphirewing,bumbar1438
Boissonneaua flavescens,Buff-tailed Coronet,bumbar1439
Boissonneaua matthewsii,Chestnut-breasted Coronet,bumbar1440
Boissonneaua jardini,Velvet-purple Coronet,bumbar1441
Ocreatus underwoodii,Booted Racquet-tail,bumbar1442
Urochroa bougueri,Rufous-gaped Hillstar,bumbar1443
Urochroa leucura,White-tailed Hillstar,bumbar1444
Urosticte benjamini,Purple-bibbed Whitetip,bumbar1445
Urosticte ruficrissa,Rufous-vented Whitetip,bumbar1446
Heliodoxa xanthogonys,Velvet-browed Brilliant,bumbar1447
Heliodoxa gularis,Pink-throated Brilliant,bumbar1448
Heliodoxa branickii,Rufous-webbed Brilliant,bumbar1449
Heliodoxa whitelyana,Black-breasted Brilliant,bumbar1450
Heliodoxa aurescens,Gould's Brilliant,bumbar1451
Heliodoxa rubinoides,Fawn-breasted Brilliant,bumbar1452
Heliodoxa jacula,Green-fronted Brilliant,bumbar1453
Heliodoxa imperatrix,Empress Brilliant,bumbar1454
Heliodoxa leadbeateri,Violet-fronted Brilliant,bumbar1455
Clytolaema rubricauda,Brazilian Ruby,bumbar1456
Patagona gigas,Giant Hummingbird,bumbar1457
Chlorostilbon auriceps,Golden-crowned Emerald,bumbar1458
Chlorostilbon fortificatus,Cozumel Emerald,bumbar1459
Chlorostilbon canivetii,Canivet's Emerald,bumbar1460
Chlorostilbon assimilis,Garden Emerald,bumbar1461
Chlorostilbon gibsoni,Red-billed Emerald,bumbar1462
Chlorostilbon mellisugus,Blue-tailed Emerald,bumbar1463
Chlorostilbon olivaresi,Chiribiquete Emerald,bumbar1464
†Chlorostilbon bracei,Brace's Emerald,bumbar1465
†Chlorostilbon elegans,Caribbean Emerald,bumbar1466
Chlorostilbon ricordii,Cuban Emerald,bumbar1467
Chlorostilbon swainsonii,Hispaniolan Emerald,bumbar1468
Chlorostilbon maugaeus,Puerto Rican Emerald,bumbar1469
Chlorostilbon lucidus,Glittering-bellied Emerald,bumbar1470
Chlorostilbon russatus,Coppery Emerald,bumbar1471
Chlorostilbon stenurus,Narrow-tailed Emerald,bumbar1472
Chlorostilbon poortmani,Short-tailed Emerald,bumbar1473
Chlorostilbon notatus,Blue-chinned Sapphire,bumbar1474
Cynanthus sordidus,Dusky Hummingbird,bumbar1475
Cynanthus latirostris,Broad-billed Hummingbird,bumbar1476
Cynanthus doubledayi,Turquoise-crowned Hummingbird,bumbar1477
Cynanthus lawrencei,Tres Marias Hummingbird,bumbar1478
Cyanophaia bicolor,Blue-headed Hummingbird,bumbar1479
Klais guimeti,Violet-headed Hummingbird,bumbar1480
Abeillia abeillei,Emerald-chinned Hummingbird,bumbar1481
Orthorhyncus cristatus,Antillean Crested Hummingbird,bumbar1482
Stephanoxis lalandi,Green-crowned Plovercrest,bumbar1483
Stephanoxis loddigesii,Violet-crowned Plovercrest,bumbar1484
Aphantochroa cirrochloris,Sombre Hummingbird,bumbar1485
Anthocephala floriceps,Blossomcrown,bumbar1486
Campylopterus cuvierii,Scaly-breasted Hummingbird,bumbar1487
Campylopterus curvipennis,Wedge-tailed Sabrewing,bumbar1488
Campylopterus largipennis,Grey-breasted Sabrewing,bumbar1489
Campylopterus rufus,Rufous Sabrewing,bumbar1490
Campylopterus hyperythrus,Rufous-breasted Sabrewing,bumbar1491
Campylopterus hemileucurus,Violet Sabrewing,bumbar1492
Campylopterus ensipennis,White-tailed Sabrewing,bumbar1493
Campylopterus falcatus,Lazuline Sabrewing,bumbar1494
Campylopterus phainopeplus,Santa Marta Sabrewing,bumbar1495
Campylopterus villaviscensio,Napo Sabrewing,bumbar1496
Campylopterus duidae,Buf-breasted Sabrewing,bumbar1497
Eupetomena macroura,Swallow-tailed Hummingbird,bumbar1498
Eupherusa eximia,Stripe-tailed Hummingbird,bumbar1499
Eupherusa cyanophrys,Oaxaca Hummingbird,bumbar1500
Eupherusa poliocerca,White-tailed Hummingbird,bumbar1501
Eupherusa nigriventris,Black-bellied Hummingbird,bumbar1502
Elvira chionura,White-tailed Emerald,bumbar1503
Elvira cupreiceps,Coppery-headed Emerald,bumbar1504
Microchera albocoronata,Snowcap,bumbar1505
Chalybura buffonii,White-vented Plumeleteer,bumbar1506
Chalybura urochrysia,Bronze-tailed Plumeleteer,bumbar1507
Thalurania ridgwayi,Mexican Woodnymph,bumbar1508
Thalurania colombica,Crowned Woodnymph,bumbar1509
Thalurania furcata,Fork-tailed Woodnymph,bumbar1510
Thalurania watertonii,Long-tailed Woodnymph,bumbar1511
Thalurania glaucopis,Violet-capped Woodnymph,bumbar1512
Taphrospilus hypostictus,Many-spotted Hummingbird,bumbar1513
Leucochloris albicollis,White-throated Hummingbird,bumbar1514
Leucippus fallax,Buffy Hummingbird,bumbar1515
Leucippus baeri,Tumbes Hummingbird,bumbar1516
Leucippus taczanowskii,Spot-throated Hummingbird,bumbar1517
Leucippus chlorocercus,Olive-spotted Hummingbird,bumbar1518
Amazilia chionogaster,White-bellied Hummingbird,bumbar1519
Amazilia viridicauda,Green-and-white Hummingbird,bumbar1520
Amazilia tzacatl,Rufous-tailed Hummingbird,bumbar1521
Amazilia castaneiventris,Chestnut-bellied Hummingbird,bumbar1522
Amazilia yucatanensis,Buff-bellied Hummingbird,bumbar1523
Amazilia rutila,Cinnamon Hummingbird,bumbar1524
Amazilia amazilia,Amazilia Hummingbird,bumbar1525
Amazilia leucogaster,Plain-bellied Emerald,bumbar1526
Amazilia versicolor,Versicolored Emerald,bumbar1527
Amazilia brevirostris,White-chested Emerald,bumbar1528
Amazilia franciae,Andean Emerald,bumbar1529
Amazilia candida,White-bellied Emerald,bumbar1530
Amazilia luciae,Honduran Emerald,bumbar1531
Amazilia boucardi,Mangrove Hummingbird,bumbar1532
Amazilia amabilis,Blue-chested Hummingbird,bumbar1533
Amazilia decora,Charming Hummingbird,bumbar1534
Amazilia cyanocephala,Azure-crowned Hummingbird,bumbar1535
Amazilia beryllina,Berylline Hummingbird,bumbar1536
Amazilia cyanura,Blue-tailed Hummingbird,bumbar1537
Amazilia saucerrottei,Steely-vented Hummingbird,bumbar1538
Amazilia cyanifrons,Indigo-capped Hummingbird,bumbar1539
Amazilia violiceps,Violet-crowned Hummingbird,bumbar1540
Amazilia viridifrons,Green-fronted Hummingbird,bumbar1541
Amazilia wagneri,Cinnamon-sided Hummingbird,bumbar1542
Amazilia fimbriata,Glittering-throated Emerald,bumbar1543
Amazilia lactea,Sapphire-spangled Emerald,bumbar1544
Amazilia bartletti,Spot-vented Emerald,bumbar1545
Amazilia rosenbergi,Purple-chested Hummingbird,bumbar1546
Amazilia edward,Snowy-bellied Hummingbird,bumbar1547
Amazilia viridigaster,Green-bellied Hummingbird,bumbar1548
Amazilia cupreicauda,Copper-tailed Hummingbird,bumbar1549
Amazilia tobaci,Copper-rumped Hummingbird,bumbar1550
Amazilia sapphirina,Rufous-throated Hummingbird,bumbar1551
Amazilia humboldtii,Humboldt's Hummingbird,bumbar1552
Amazilia grayi,Gray's Hummingbird,bumbar1553
Trochilus polytmus,Red-billed Streamertail,bumbar1554
Trochilus scitulus,Black-billed Streamertail,bumbar1555
Chrysuronia oenone,Golden-tailed Sapphire,bumbar1556
Goethalsia bella,Pirre Hummingbird,bumbar1557
Goldmania violiceps,Violet-capped Hummingbird,bumbar1558
Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,bumbar1559
Lepidopyga lilliae,Sapphire-bellied Hummingbird,bumbar1560
Lepidopyga goudoti,Shining-green Hummingbird,bumbar1561
Juliamyia julie,Violet-belied Hummingbird,bumbar1562
Hylocharis eliciae,Blue-throated Goldentail,bumbar1563
Hylocharis cyanus,White-chinned Sapphire,bumbar1564
Hylocharis chrysura,Gilded Hummingbird,bumbar1565
Basilinna xantusii,Xanthus's Hummingbird,bumbar1566
Basilinna leucotis,White-eared Hummingbird,bumbar1567
Sternoclyta cyanopectus,Violet-chested Hummingbird,bumbar1568
Hylonympha macrocerca,Scissor-tailed Hummingbird,bumbar1569
Eugenes fulgens,Magnificent Hummingbird,bumbar1570
Panterpe insignis,Fiery-throated Hummingbird,bumbar1571
Heliomaster constantii,Plain-capped Starthroat,bumbar1572
Heliomaster longirostris,Long-billed Starthroat,bumbar1573
Heliomaster squamosus,Stripe-breasted Starthroat,bumbar1574
Heliomaster furcifer,Blue-tufted Starthroat,bumbar1575
Lampornis viridipallens,Green-throated Mountain-gem,bumbar1576
Lampornis sybillae,Green-breasted Mountain-gem,bumbar1577
Lampornis amethystinus,Amethyst-throated Hummingbird,bumbar1578
Lampornis clemenciae,Blue-throated Hummingbird,bumbar1579
Lampornis hemileucus,White-bellied Mountain-gem,bumbar1580
Lampornis calolaemus,Purple-throated Mountain-gem,bumbar1581
Lampornis cinereicauda,Grey-tailed Mountain-gem,bumbar1582
Lampornis castaneoventris,White-throated Mountain-gem,bumbar1583
Lamprolaima rhami,Garnet-throated Hummingbird,bumbar1584
Myrtis fanny,Purple-collared Woodstar,bumbar1585
Eulidia yarrellii,Chilean Woodstar,bumbar1586
Rhodopis vesper,Oasis Hummingbird,bumbar1587
Thaumastura cora,Peruvian Sheartail,bumbar1588
Chaetocercus mulsant,White-bellied Woodstar,bumbar1589
Chaetocercus bombus,Little Woodstar,bumbar1590
Chaetocercus heliodor,Gorgeted Woodstar,bumbar1591
Chaetocercus astreans,Santa Marta Woodstar,bumbar1592
Chaetocercus berlepschi,Esmeraldas Woodstar,bumbar1593
Chaetocercus jourdanii,Rufous-shafted Woodstar,bumbar1594
Myrmia micrura,Short-tailed Woodstar,bumbar1595
Microstilbon burmeisteri,Slender-tailed Woodstar,bumbar1596
Calliphlox amethystina,Amethyst Woodstar,bumbar1597
Calliphlox evelynae,Bahama Woodstar,bumbar1598
Calliphlox bryantae,Magenta-throated Woodstar,bumbar1599
Calliphlox mitchellii,Purple-throated Woodstar,bumbar1600
Doricha enicura,Slender Sheartail,bumbar1601
Doricha eliza,Mexican Sheartail,bumbar1602
Tilmatura dupontii,Sparkling-tailed Woodstar,bumbar1603
Calothorax lucifer,Lucifer Hummingbird,bumbar1604
Calothorax pulcher,Beautiful Hummingbird,bumbar1605
Mellisuga minima,Vervain Hummingbird,bumbar1606
Mellisuga helenae,Bee Hummingbird,bumbar1607
Calypte anna,Anna's Hummingbird,bumbar1608
Calypte costae,Costa's Hummingbird,bumbar1609
Archilochus alexandri,Black-chinned Hummingbird,bumbar1610
Archilochus colubris,Ruby-throated Hummingbird,bumbar1611
Selasphorus platycercus,Broad-tailed Hummingbird,bumbar1612
Selasphorus calliope,Calliope Hummingbird,bumbar1613
Selasphorus rufus,Rufous Hummingbird,bumbar1614
Selasphorus sasin,Allen's Hummingbird,bumbar1615
Selasphorus flammula,Volcano Hummingbird,bumbar1616
Selasphorus scintilla,Scintillant Hummingbird,bumbar1617
Selasphorus ardens,Glow-throated Hummingbird,bumbar1618
Atthis heloisa,Bumblebee Hummingbird,bumbar1619
Atthis ellioti,Wine-throated Hummingbird,bumbar1620
OPISTHOCOMIFORMES,,bumbar1621
OPISTHOCOMIDAE,Hoatzin,bumbar1622
Opisthocomus hoazin,Hoatzin,bumbar1623
Clamator jacobinus,Jacobin Cuckoo,bumbar1624
Clamator levaillantii,Levaillant's Cuckoo,bumbar1625
Clamator coromandus,Chestnut-winged Cuckoo,bumbar1626
Clamator glandarius,Great Spotted Cuckoo,bumbar1627
Coccycua minuta,Little Cuckoo,bumbar1628
Coccycua pumila,Dwarf Cuckoo,bumbar1629
Coccycua cinerea,Ash-colored Cuckoo,bumbar1630
Piaya mexicana,Mexican Squirrel-cuckoo,bumbar1631
Piaya cayana,Common Squirrel-cuckoo,bumbar1632
Piaya melanogaster,Black-bellied Cuckoo,bumbar1633
Coccyzus americanus,Yellow-billed Cuckoo,bumbar1634
Coccyzus euleri,Pearly-breasted Cuckoo,bumbar1635
Coccyzus minor,Mangrove Cuckoo,bumbar1636
Coccyzus ferrugineus,Cocos Cuckoo,bumbar1637
Coccyzus melacoryphus,Dark-billed Cuckoo,bumbar1638
Coccyzus erythrophtalmus,Black-billed Cuckoo,bumbar1639
Coccyzus lansbergi,Grey-capped Cuckoo,bumbar1640
Coccyzus pluvialis,Chestnut-bellied Cuckoo,bumbar1641
Coccyzus rufigularis,Bay-breasted Cuckoo,bumbar1642
Coccyzus merlini,Cuban Lizard-cuckoo,bumbar1643
Coccyzus bahamensis,Bahama Lizard-cuckoo,bumbar1644
Coccyzus vetula,Jamaican Lizard-cuckoo,bumbar1645
Coccyzus longirostris,Hispaniolan Lizard-cuckoo,bumbar1646
Coccyzus vieilloti,Puerto Rican Lizard-cuckoo,bumbar1647
†Nannococcyx psix,St Helena Cuckoo,bumbar1648
Pachycoccyx audeberti,Thick-billed Cuckoo,bumbar1649
Microdynamis parva,Dwarf Koel,bumbar1650
Eudynamys scolopaceus,Western Koel,bumbar1651
Eudynamys orientalis,Eastern Koel,bumbar1652
Urodynamys taitensis,Long-tailed Koel,bumbar1653
Scythrops novaehollandiae,Channel-billed Cuckoo,bumbar1654
Chalcites megarhynchus,Long-billed Cuckoo,bumbar1655
Chalcites basalis,Horsfield's Bronze-cuckoo,bumbar1656
Chalcites osculans,Black-eared Cuckoo,bumbar1657
Chalcites ruficollis,Rufous-throated Bronze-cuckoo,bumbar1658
Chalcites lucidus,Shinning Bronze-cuckoo,bumbar1659
Chalcites meyeri,White-eared Bronze-cuckoo,bumbar1660
Chalcites minutillus,Little Bronze-cuckoo,bumbar1661
Chalcites crassirostris,Pied Bronze-cuckoo,bumbar1662
Chrysococcyx maculatus,Asian Emerald Cuckoo,bumbar1663
Chrysococcyx xanthorhynchus,Violet Cuckoo,bumbar1664
Chrysococcyx flavigularis,Yellow-throated Cuckoo,bumbar1665
Chrysococcyx klaas,Klaas's Cuckoo,bumbar1666
Chrysococcyx cupreus,African Emerald Cuckoo,bumbar1667
Chrysococcyx caprius,Diederik Cuckoo,bumbar1668
Cacomantis castaneiventris,Chestnut-breasted Cuckoo,bumbar1669
Cacomantis flabelliformis,Fan-tailed Cuckoo,bumbar1670
Cacomantis sonneratii,Banded Bay Cuckoo,bumbar1671
Cacomantis merulinus,Plaintive Cuckoo,bumbar1672
Cacomantis passerinus,Grey-bellied Cuckoo,bumbar1673
Cacomantis variolosus,Brush Cuckoo,bumbar1674
Cacomantis aeruginosus,Moluccan Cuckoo,bumbar1675
Heteroscenes pallidus,Pallid Cuckoo,bumbar1676
Caliechthrus leucolophus,White-crowned Cuckoo,bumbar1677
Cercococcyx mechowi,Dusky Long-tailed Cuckoo,bumbar1678
Cercococcyx olivinus,Olive Long-tailed Cuckoo,bumbar1679
Cercococcyx montanus,Barred Long-tailed Cuckoo,bumbar1680
Surniculus dicruroides,Fork-tailed Drongo-cuckoo,bumbar1681
Surniculus lugubris,Square-tailed Drongo-cuckoo,bumbar1682
Surniculus velutinus,Philippine Drongo-cuckoo,bumbar1683
Surniculus musschenbroeki,Moluccan Drongo-cuckoo,bumbar1684
Hierococcyx bocki,Dark Hawk-cuckoo,bumbar1685
Hierococcyx sparverioides,Large Hawk-cuckoo,bumbar1686
Hierococcyx varius,Common Hawk-cuckoo,bumbar1687
Hierococcyx vagans,Moustached Hawk-cuckoo,bumbar1688
Hierococcyx nisicolor,Whistling Hawk-cuckoo,bumbar1689
Hierococcyx fugax,Malay Hawk-cuckoo,bumbar1690
Hierococcyx hyperythrus,Northern Hawk-cuckoo,bumbar1691
Hierococcyx pectoralis,Philippine Hawk-cuckoo,bumbar1692
Cuculus crassirostris,Sulawesi Cuckoo,bumbar1693
Cuculus solitarius,Red-chested Cuckoo,bumbar1694
Cuculus clamosus,Black Cuckoo,bumbar1695
Cuculus micropterus,Indian Cuckoo,bumbar1696
Cuculus canorus,Common Cuckoo,bumbar1697
Cuculus gularis,African Cuckoo,bumbar1698
Cuculus saturatus,Oriental Cuckoo,bumbar1699
Cuculus lepidus,Sunda Cuckoo,bumbar1700
CUCULIFORMES,,bumbar1701
CUCULIDAE,Cuckoos,bumbar1702
Crotophaga major,Greater Ani,bumbar1703
Crotophaga ani,Smooth-billed Ani,bumbar1704
Crotophaga sulcirostrist,Groove-billed Ani,bumbar1705
Guira guira,Guira Cuckoo,bumbar1706
Tapera naevia,American Striped Cuckoo,bumbar1707
Dromococcyx phasianellus,Pheasant Cuckoo,bumbar1708
Dromococcyx pavoninus,Pavonine Cuckoo,bumbar1709
Morococcyx erythropygus,Lesser Ground-cuckoo,bumbar1710
Geococcyx velox,Lesser Roadrunner,bumbar1711
Geococcyx californianus,Greater Roadrunner,bumbar1712
Neomorphus geoffroyi,Rufous-vented Ground-cuckoo,bumbar1713
Neomorphus radiolosus,Banded Ground-cuckoo,bumbar1714
Neomorphus rufipennis,Rufous-winged Ground-cuckoo,bumbar1715
Neomorphus pucheranii,Red-billed Ground-cuckoo,bumbar1716
†Coua delalandei,Snail-eating Coua,bumbar1717
Coua gigas,Giant Coua,bumbar1718
Coua coquereli,Coquerel's Coua,bumbar1719
Coua serriana,Red-breasted Coua,bumbar1720
Coua reynaudii,Red-fronted Coua,bumbar1721
Coua cursor,Running Coua,bumbar1722
Coua ruficeps,Red-capped Coua,bumbar1723
Coua olivaceiceps,Olive-capped Coua,bumbar1724
Coua cristata,Crested Coua,bumbar1725
Coua pyropyga,Chestnut-vented Coua,bumbar1726
Coua verreauxi,Verreaux's Coua,bumbar1727
Coua caerulea,Blue Coua,bumbar1728
Carpococcyx radiceus,Bornean Ground-cuckoo,bumbar1729
Carpococcyx viridis,Sumatran Ground-cuckoo,bumbar1730
Carpococcyx renauldi,Coral-billed Ground-cuckoo,bumbar1731
Centropus milo,Buff-headed Coucal,bumbar1732
Centropus ateralbus,Pied Coucal,bumbar1733
Centropus menbeki,Ivory-billed Coucal,bumbar1734
Centropus chalybeus,Biak Coucal,bumbar1735
Centropus unirufus,Rufous Coucal,bumbar1736
Centropus chlororhynchus,Green-billed Coucal,bumbar1737
Centropus melanops,Black-faced Coucal,bumbar1738
Centropus steerii,Black-hooded Coucal,bumbar1739
Centropus rectunguis,Short-toed Coucal,bumbar1740
Centropus celebensis,Bay Coucal,bumbar1741
Centropus anselli,Gabon Coucal,bumbar1742
Centropus leucogaster,Black-throated Coucal,bumbar1743
Centropus senegalensis,Senegal Coucal,bumbar1744
Centropus monachus,Blue-headed Coucal,bumbar1745
Centropus cupreicaudus,Coppery-tailed Coucal,bumbar1746
Centropus superciliosus,White-browed Coucal,bumbar1747
Centropus nigrorufus,Javan Coucal,bumbar1748
Centropus sinensis,Greater Coucal,bumbar1749
Centropus andamanensis,Andaman Coucal,bumbar1750
Centropus goliath,Goliath Coucal,bumbar1751
Centropus toulou,Madagascar Coucal,bumbar1752
Centropus grillii,Black Coucal,bumbar1753
Centropus viridis,Philippine Coucal,bumbar1754
Centropus bengalensis,Lesser Coucal,bumbar1755
Centropus violaceus,Violaceous Coucal,bumbar1756
Centropus bernsteini,Black-billed Coucal,bumbar1757
Centropus phasianinus,Pheasant Coucal,bumbar1758
Centropus spilopterus,Kai Coucal,bumbar1759
Rhinortha chlorophaea,Raffles's Malkoha,bumbar1760
Ceuthmochares aereus,Chattering Yellowbill,bumbar1761
Ceuthmochares australis,Whistling Yellowbill,bumbar1762
Taccocua leschenaultii,Sirkeer Malkoha,bumbar1763
Zanclostomus javanicus,Red-billed Malkoha,bumbar1764
Phaenicophaeus pyrrhocephalus,Red-faced Malkoha,bumbar1765
Phaenicophaeus viridirostris,Blue-faced Malkoha,bumbar1766
Phaenicophaeus diardi,Black-bellied Malkoha,bumbar1767
Phaenicophaeus sumatranus,Chestnut-bellied Malkoha,bumbar1768
Phaenicophaeus tristis,Green-billed Malkoha,bumbar1769
Phaenicophaeus curvirostris,Chestnut-breasted Malkoha,bumbar1770
Phaenicophaeus oeneicaudus,Mentawai Malkoha,bumbar1771
Dasylophus superciliosus,Red-crested Malkoha,bumbar1772
Lepidogrammus cumingi,Scale-feathered Malkoha,bumbar1773
Rhamphococcyx calyorhynchus,Yellow-billed Malkoha,bumbar1774
Cuculus poliocephalus,Lesser Cuckoo,bumbar1775
Cuculus rochii,Madagascar Cuckoo,bumbar1776
Hypotaenidia torquata,Barred Rail,bumbar1777
Hypotaenidia insignis,New Britail Rail,bumbar1778
†Hypotaenidia poeciloptera,Bar-winged Rail,bumbar1779
Hypotaenidia tertia,Bougainville Rail,bumbar1780
Hypotaenidia immaculata,Santa Isabel Rail,bumbar1781
Hypotaenidia woodfordi,Guadalcanal Rail,bumbar1782
Hypotaenidia rovianae,Roviana Rail,bumbar1783
Hypotaenidia owstoni,Guam Rail,bumbar1784
†Hypotaenidia wakensis,Wake Rail,bumbar1785
†Hypotaenidia dieffenbachii,Dieffenbach's Rail,bumbar1786
Hypotaenidia sylvestris,Lord Howe Woodhen,bumbar1787
Hypotaenidia philippensis,Buff-banded Rail,bumbar1788
†Hypotaenidia pacifica,Tahiti Rail,bumbar1789
Dryolimnas cuvieri,White-throated Rail,bumbar1790
†Dryolimnas augusti,Reunion Rail,bumbar1791
Crex egregia,African Crake,bumbar1792
Crex crex,Corncrake,bumbar1793
Rougetius rougetii,Rouget's Rail,bumbar1794
Mundia elpenor,St Helena Crake,bumbar1795
†Atlantisia podarces,Inaccessible Rail,bumbar1796
Atlantisia rogersi,Inaccessible Rail,bumbar1797
Aramides ypecaha,Giant Wood-rail,bumbar1798
Aramides wolfi,Brown Wood-rail,bumbar1799
Aramides mangle,Little Wood-rail,bumbar1800
Aramides cajaneus,Grey-necked Wood-rail,bumbar1801
Aramides axillaris,Rufous-necked Wood-rail,bumbar1802
Aramides calopterus,Red-winged Wood-rail,bumbar1803
Aramides saracura,Slaty-breasted Wood-rail,bumbar1804
Amaurolimnas concolor,Uniform Crake,bumbar1805
Cyanolimnas cerverai,Zapata Rail,bumbar1806
Neocrex colombiana,Colombian Crake,bumbar1807
Neocrex erythrops,Paint-billed Crake,bumbar1808
Pardirallus maculatus,Spotted Rail,bumbar1809
Pardirallus nigricans,Blackish Rail,bumbar1810
Pardirallus sanguinolentus,Plumbeous Rail,bumbar1811
Gymnocrex rosenbergii,Bald-faced Rail,bumbar1812
Gymnocrex talaudensis,Talaud Rail,bumbar1813
Gymnocrex plumbeiventris,Bare-eyed Rail,bumbar1814
Hapalocrex flaviventer,Yellow-breasted Crake,bumbar1815
Porzana fasciata,Black-banded Crake,bumbar1816
Porzana spiloptera,Dot-winged Crake,bumbar1817
Porzana albicollis,Ash-throated Crake,bumbar1818
Porzana carolina,Sora,bumbar1819
Porzana porzana,Spotted Crake,bumbar1820
Porzana fluminea,Australian Crake,bumbar1821
Zapornia fusca,Ruddy-breasted Crake,bumbar1822
Zapornia paykullii,Band-bellied Crake,bumbar1823
Zapornia akool,Brown Crake,bumbar1824
Zapornia flavirostra,Black Crake,bumbar1825
Zapornia parva,Little Crake,bumbar1826
Zapornia pusilla,Baillon's Crake,bumbar1827
†Zapornia astrictocarpus,St Helena Rail,bumbar1828
†Zapornia palmeri,Laysan Rail,bumbar1829
Zapornia olivieri,Sakalava Rail,bumbar1830
Zapornia bicolor,Black-tailed Crake,bumbar1831
†Zapornia sandwichensis,Hawaiian Rail,bumbar1832
†Zapornia nigra,Miller's Rail,bumbar1833
Zapornia atra,Henderson Crake,bumbar1834
Zapornia tabuensis,Spotless Crake,bumbar1835
†Zapornia monasa,Kosrae Crake,bumbar1836
Amaurornis isabellina,Isabelline Bush-hen,bumbar1837
Amaurornis olivacea,Plain Bush-hen,bumbar1838
Amaurornis magnirostris,Talaud Bush-hen,bumbar1839
